,users,followingRatio,order,freq,catchingUpRatio,features,probability,prediction
116,kapitan72,0.2,0.625,0.5555555555555556,0.4444444444444444,"[0.2,0.625,0.5555555555555556,0.4444444444444444]","[0.04050066738574823,1.7791570390812044e-16,0.9594993326142504,1.7791570390812044e-16,9.852152452194739e-16]",2
117,Karla,0.5,1.0,0.5,0.5,"[0.5,1.0,0.5,0.5]","[4.30767017744231e-19,8.442823159311072e-23,7.697651558199909e-09,0.9999999923023484,8.442823159311273e-23]",3
118,Karmen Hrvatic,0.16666666666666666,1.0,0.5454545454545454,0.45454545454545453,"[0.16666666666666666,1.0,0.5454545454545454,0.45454545454545453]","[1.439030061537043e-11,2.7071261588848373e-20,4.124413048177787e-08,0.9999999587414793,1.0108933177648698e-22]",3
119,Katarina ��edlbauer,0.5,1.0,0.0,0.0,"[0.5,1.0,0.0,0.0]","[3.612872114394215e-09,5.362446629362344e-22,6.222912446317074e-11,0.9999999963248862,1.2541477958388458e-14]",3
120,kec,0.3333333333333333,0.9166666666666666,0.07692307692307693,0.07692307692307693,"[0.3333333333333333,0.9166666666666666,0.07692307692307693,0.07692307692307693]","[0.9841157797597853,1.7244750965942142e-17,0.000267490447435312,1.7244750965942142e-17,0.015616729792779421]",0
121,kemi,0.2,0.5714285714285714,0.5,0.25,"[0.2,0.5714285714285714,0.5,0.25]","[9.333393118190852e-07,6.67318777177868e-17,0.9999990666606879,6.67318777177868e-17,6.676125338633698e-17]",2
122,Kiklop,0.2,0.4,0.18181818181818185,0.0,"[0.2,0.4,0.18181818181818185,0.0]","[2.9934967980390673e-15,2.6177393199339875e-16,0.9999999999999962,2.6177393199339875e-16,2.6177393199339875e-16]",2
123,KlaraM,0.3333333333333333,1.0,0.25,0.0,"[0.3333333333333333,1.0,0.25,0.0]","[1.1967373842572583e-08,1.2089316196461165e-22,5.906944135972202e-09,0.9999999821256821,1.7953442831497952e-22]",3
124,Kreso,0.25,1.0,0.16666666666666666,0.5,"[0.25,1.0,0.16666666666666666,0.5]","[5.816293097817152e-17,2.3336465722758255e-22,6.47406871688701e-11,0.9999999404080626,5.952719658462885e-08]",3
125,Kristijan Lopac,0.16666666666666666,0.7,0.2727272727272727,0.18181818181818182,"[0.16666666666666666,0.7,0.2727272727272727,0.18181818181818182]","[0.9410926978041427,1.845362067572447e-17,0.05890730154809048,1.845362067572447e-17,6.477668341098829e-10]",0
126,Ksenija Sekulic,0.16666666666666666,0.4545454545454545,0.0,0.0,"[0.16666666666666666,0.4545454545454545,0.0,0.0]","[2.389425835751185e-08,3.796198040458113e-15,0.9999999761057303,3.796198040458113e-15,3.796198040458113e-15]",2
127,Kskoric,0.3333333333333333,0.8888888888888888,0.0,0.0,"[0.3333333333333333,0.8888888888888888,0.0,0.0]","[0.9564658888734283,1.2848198662228734e-17,6.604331054720818e-05,1.2848198662228734e-17,0.0434680678160244]",0
128,Kvasina,0.2,1.0,0.4545454545454545,0.5454545454545454,"[0.2,1.0,0.4545454545454545,0.5454545454545454]","[1.1321819223936073e-13,1.649598031304552e-22,7.870733489111543e-09,0.9999999921291534,2.239667710306249e-18]",3
129,Labura,0.5,1.0,0.25,0.5,"[0.5,1.0,0.25,0.5]","[9.191708084629228e-15,6.935447028028235e-23,3.314517269267318e-10,0.9999999996685391,6.122903030004405e-17]",3
130,Lana,0.3333333333333333,1.0,0.75,0.25,"[0.3333333333333333,1.0,0.75,0.25]","[1.905679613879211e-22,8.070725123801202e-23,4.329381740216186e-08,0.9999999567061826,8.070725123801202e-23]",3
131,Lea Svilicic,0.14285714285714285,0.9090909090909092,0.3333333333333333,0.08333333333333333,"[0.14285714285714285,0.9090909090909092,0.3333333333333333,0.08333333333333333]","[0.31725509235642574,0.6734581459062334,0.009286741464705608,8.226158289169315e-18,2.0272635218180876e-08]",1
132,Leo Mihaljevic,0.3333333333333333,1.0,0.75,0.25,"[0.3333333333333333,1.0,0.75,0.25]","[1.905679613879211e-22,8.070725123801202e-23,4.329381740216186e-08,0.9999999567061826,8.070725123801202e-23]",3
133,ljubica basic,0.07692307692307693,1.0,0.9230769230769232,0.0,"[0.07692307692307693,1.0,0.9230769230769232,0.0]","[1.3453133948702396e-22,3.853119914613939e-13,3.230722512898391e-08,0.9999999676923896,1.3381457170634632e-22]",3
134,Luc,0.11111111111111112,1.0,0.8181818181818182,0.18181818181818182,"[0.11111111111111112,1.0,0.8181818181818182,0.18181818181818182]","[2.8421487499273903e-16,5.0771028828393e-16,1.4188490520623558e-07,0.9999998581150941,7.337728411515109e-23]",3
135,lucijan,0.125,0.6666666666666666,0.4615384615384616,0.07692307692307693,"[0.125,0.6666666666666666,0.4615384615384616,0.07692307692307693]","[9.0203848809338e-05,7.145608454931439e-17,0.9999097961510787,7.145608454931439e-17,1.1177694526078091e-13]",2
136,ludmilla,0.2,0.5,0.4,0.0,"[0.2,0.5,0.4,0.0]","[4.534538052970056e-16,9.571657802302954e-17,0.999999999999999,9.571657802302954e-17,9.571657802426793e-17]",2
137,Luka Skocir,0.25,1.0,0.4444444444444444,0.5555555555555556,"[0.25,1.0,0.4444444444444444,0.5555555555555556]","[2.350355678784768e-13,1.3298858820572274e-22,6.841521970958991e-09,0.999999993158243,4.497781947873562e-19]",3
138,luka.voncina,0.09999999999999999,1.0,0.8333333333333334,0.16666666666666666,"[0.09999999999999999,1.0,0.8333333333333334,0.16666666666666666]","[8.670271557064531e-17,2.5818084338909133e-14,1.3439736170673742e-07,0.9999998656026124,7.738946921935702e-23]",3
139,lukaaa11,0.25,1.0,0.3333333333333333,0.3333333333333333,"[0.25,1.0,0.3333333333333333,0.3333333333333333]","[1.439785418598714e-09,5.800752722917271e-23,6.333761939537819e-09,0.9999999922264526,2.1223074316780565e-17]",3
140,Lupodimare,0.25,0.4,0.3333333333333333,0.3333333333333333,"[0.25,0.4,0.3333333333333333,0.3333333333333333]","[1.4885506352239648e-09,1.980918619967476e-16,0.9999999985114488,1.980918619967476e-16,1.980918619967476e-16]",2
141,Maja Demaria,0.16666666666666669,1.0,0.6,0.4,"[0.16666666666666669,1.0,0.6,0.4]","[4.246180910242222e-11,5.63336841405262e-22,8.295972410915663e-08,0.999999916997814,7.572679165534179e-23]",3
142,Maja Grinek,0.2,0.875,0.3333333333333333,0.4444444444444444,"[0.2,0.875,0.3333333333333333,0.4444444444444444]","[0.0006948271818406034,0.9977999326901631,0.000620059831681829,3.764983854521902e-18,0.00088518029631438]",1
143,maja laurence,1.0,0.6666666666666666,0.0,0.0,"[1.0,0.6666666666666666,0.0,0.0]","[1.8038291390024697e-16,1.8038291390024697e-16,3.7642953895873834e-07,1.8038291390024697e-16,0.9999996235704605]",4
144,MajaM,0.2,0.5833333333333334,0.38461538461538464,0.6153846153846154,"[0.2,0.5833333333333334,0.38461538461538464,0.6153846153846154]","[0.8829563414968921,7.035098514870847e-16,0.11704365850310582,7.035098514870847e-16,7.035098547563036e-16]",0
145,Mare_,0.2,1.0,1.0,0.0,"[0.2,1.0,1.0,0.0]","[3.2959391415778986e-22,3.2959391415778986e-22,3.199767720938482e-09,0.9999999968002322,3.2959391415778986e-22]",3
146,mare10,0.5,0.8333333333333334,0.0,0.0,"[0.5,0.8333333333333334,0.0,0.0]","[3.221416529892228e-05,1.6156718197243004e-16,0.0011378425006267079,1.6156718197243004e-16,0.9988299433340739]",4
147,Maria,0.14285714285714285,0.8571428571428571,0.625,0.0,"[0.14285714285714285,0.8571428571428571,0.625,0.0]","[8.743120620994619e-10,0.9669780120352489,0.033021987090439076,6.392980626310641e-18,6.392980626314615e-18]",1
148,Marijana,0.3333333333333333,1.0,0.42857142857142855,0.42857142857142855,"[0.3333333333333333,1.0,0.42857142857142855,0.42857142857142855]","[1.5025098650911144e-11,5.135227874626655e-23,1.1034085959733581e-08,0.9999999889508889,5.247140410708603e-23]",3
149,MARINO BRZAC,0.25,0.9090909090909092,0.3333333333333333,0.6666666666666666,"[0.25,0.9090909090909092,0.3333333333333333,0.6666666666666666]","[3.1739458540051264e-08,3.4616913218816453e-06,0.002440975259856368,5.871314134825951e-16,0.9975555313093627]",4
150,Mario Bursac,0.125,1.0,0.7777777777777778,0.1111111111111111,"[0.125,1.0,0.7777777777777778,0.1111111111111111]","[1.2300270483127794e-16,3.165136594460134e-19,1.2086942660483397e-07,0.9999998791305733,6.471334145068136e-23]",3
151,Mario91,0.5,1.0,0.1111111111111111,0.5555555555555556,"[0.5,1.0,0.1111111111111111,0.5555555555555556]","[2.4069931370842676e-16,1.1867304421880613e-22,1.3260492924689194e-11,0.9999999999307483,5.599098325174115e-11]",3
152,Marjan Henigman,0.1,1.0,0.9090909090909092,0.09090909090909091,"[0.1,1.0,0.9090909090909092,0.09090909090909091]","[4.896838308002319e-22,2.9351425724431665e-16,5.629775323625118e-08,0.9999999437022464,1.07604923088725e-22]",3
153,Markisha,0.5,1.0,0.5,0.5,"[0.5,1.0,0.5,0.5]","[4.30767017744231e-19,8.442823159311072e-23,7.697651558199909e-09,0.9999999923023484,8.442823159311273e-23]",3
154,Marko Dundovic,0.16666666666666666,0.9166666666666666,0.15384615384615385,0.07692307692307693,"[0.16666666666666666,0.9166666666666666,0.15384615384615385,0.07692307692307693]","[0.9148196407912585,0.046265361638038745,0.002441430010770335,4.8189219458211636e-17,0.036473567559932224]",0
155,Marko Kralj,0.5,1.0,0.4,0.6,"[0.5,1.0,0.4,0.6]","[2.0976036168507987e-17,1.0499501746586714e-22,1.838565148575382e-09,0.9999999981614348,1.103444927576269e-22]",3
156,Marko L,0.3333333333333333,0.9090909090909092,0.0,0.0,"[0.3333333333333333,0.9090909090909092,0.0,0.0]","[0.9737379555722232,1.3429837399228033e-17,4.434655112319531e-05,1.3429837399228033e-17,0.02621769787665358]",0
157,marko maticic,0.3333333333333333,0.6666666666666666,0.5,0.25,"[0.3333333333333333,0.6666666666666666,0.5,0.25]","[2.8533256665547527e-10,2.9854292823079297e-09,0.9999999966943649,5.876552617467242e-17,3.487314891952428e-11]",2
158,Maru��aaaa,1.0,1.0,0.0,0.0,"[1.0,1.0,0.0,0.0]","[1.318288087574048e-19,1.318288087574048e-19,3.115440031999089e-14,0.9999999999999688,1.3182880875740501e-19]",3
159,Ma��a,0.125,1.0,0.8,0.0,"[0.125,1.0,0.8,0.0]","[1.17821651257155e-20,2.280237992506658e-21,6.333993561241698e-08,0.9999999366600644,8.799141995155047e-23]",3
160,masa sarusic,0.1111111111111111,0.9090909090909092,0.75,0.25,"[0.1111111111111111,0.9090909090909092,0.75,0.25]","[1.8552682126283703e-07,0.9877155835700311,0.012284230903147664,2.4890691044532915e-18,2.4890691044532915e-18]",1
161,Mate Vitaljic,0.125,0.7777777777777778,0.8,0.2,"[0.125,0.7777777777777778,0.8,0.2]","[5.8524379785455e-10,3.841788762719101e-12,0.9999999994109139,2.665435130710313e-16,2.665435130710313e-16]",2
162,Matija Osterc,0.25,0.9166666666666666,0.2307692307692308,0.6923076923076923,"[0.25,0.9166666666666666,0.2307692307692308,0.6923076923076923]","[1.2761569684267554e-13,5.470964827359585e-07,1.4777856246563577e-05,8.463290825853216e-17,0.999984675047143]",4
163,Matija Turkalj,0.2,0.9,0.0,0.0,"[0.2,0.9,0.0,0.0]","[0.8473003803262564,0.00016480879586854117,0.00028252996836520097,1.0417731412121327e-16,0.15225228090950976]",0
164,Matjazzavrl,0.25,0.8571428571428571,0.375,0.125,"[0.25,0.8571428571428571,0.375,0.125]","[0.31983297215682943,3.8780703982034394e-05,0.6801281426044962,1.834520276160002e-16,1.0453469213253327e-07]",2
165,Mauro,0.25,0.75,0.0,0.0,"[0.25,0.75,0.0,0.0]","[0.9965928289371925,3.902576812620706e-09,0.0034071169657890425,6.557607967708563e-17,5.019444161940098e-08]",0
166,MedoPiki,0.2,1.0,0.0,0.0,"[0.2,1.0,0.0,0.0]","[1.1429428484314926e-07,8.003408654354853e-22,2.3151879391799508e-10,0.9999998603080049,2.5166191466960707e-08]",3
167,melina lako��,1.0,1.0,0.0,0.0,"[1.0,1.0,0.0,0.0]","[1.318288087574048e-19,1.318288087574048e-19,3.115440031999089e-14,0.9999999999999688,1.3182880875740501e-19]",3
168,mihaelas,0.5,1.0,0.1111111111111111,0.4444444444444444,"[0.5,1.0,0.1111111111111111,0.4444444444444444]","[1.2340363401327631e-13,8.478749158918148e-23,3.613226250954279e-11,0.9999999999611546,2.5895912764419285e-12]",3
169,Miho,0.14285714285714285,0.8,0.3636363636363637,0.18181818181818182,"[0.14285714285714285,0.8,0.3636363636363637,0.18181818181818182]","[0.9695989869081882,1.5242039376526322e-11,0.03039899123054276,8.039056725978162e-18,2.021846026898492e-06]",0
170,Milan Kura��,0.3333333333333333,0.9166666666666666,0.07692307692307693,0.0,"[0.3333333333333333,0.9166666666666666,0.07692307692307693,0.0]","[0.9944600877952309,2.4853203041800654e-17,0.00038401743085572925,2.4853203041800654e-17,0.005155894773913365]",0
171,Mirela,0.2,0.8333333333333334,0.2307692307692308,0.07692307692307693,"[0.2,0.8333333333333334,0.2307692307692308,0.07692307692307693]","[0.9643214370628439,0.030239008041082253,0.004765646318788629,5.296791892456839e-18,0.0006739085772852132]",0
172,Mirjana Pu��karski,0.14285714285714285,1.0,0.875,0.0,"[0.14285714285714285,1.0,0.875,0.0]","[1.2207690613877552e-22,1.2197494165221003e-22,2.8727972034924305e-08,0.999999971272028,1.219745447876211e-22]",3
173,Mirkomatic,0.16666666666666666,0.9166666666666666,0.2307692307692308,0.3076923076923077,"[0.16666666666666666,0.9166666666666666,0.2307692307692308,0.3076923076923077]","[0.0011868211995172747,0.9642189889023501,0.0010305563067609215,2.308466657691131e-17,0.033563633591371565]",1
174,miroc,1.0,0.8,0.16666666666666666,0.8333333333333334,"[1.0,0.8,0.16666666666666666,0.8333333333333334]","[1.8269015775276818e-15,1.8269015775276818e-15,2.1942917710249763e-05,1.8269015775276818e-15,0.9999780570822843]",4
175,Mi��o,0.3333333333333333,1.0,0.75,0.0,"[0.3333333333333333,1.0,0.75,0.0]","[1.7157432671767283e-22,1.7157432656301376e-22,9.462487249286192e-09,0.9999999905375128,1.7157432656301376e-22]",3
176,MojcaDamijan,0.1111111111111111,1.0,0.6153846153846154,0.3076923076923077,"[0.1111111111111111,1.0,0.6153846153846154,0.3076923076923077]","[1.355712797986579e-10,3.1183539751904707e-12,1.2702104095331517e-07,0.9999998728402695,6.734737533067378e-23]",3
177,Nata��a,0.16666666666666669,1.0,0.7142857142857143,0.0,"[0.16666666666666669,1.0,0.7142857142857143,0.0]","[1.954448957388177e-18,7.391607206441678e-23,7.273378722092912e-08,0.9999999272662128,7.391607201719966e-23]",3
178,Nejc Kodric,0.25,1.0,0.15384615384615385,0.6153846153846154,"[0.25,1.0,0.15384615384615385,0.6153846153846154]","[7.279858728749526e-22,5.697968277516436e-22,1.0884198634841293e-11,0.9999993119082399,6.880808758789496e-07]",3
179,Nejc Likar,0.5,1.0,0.25,0.0,"[0.5,1.0,0.25,0.0]","[1.4507970732448344e-16,2.239428546509169e-22,1.2454464706633725e-09,0.9999999987545534,2.239428599752754e-22]",3
180,nenad,0.14285714285714285,1.0,0.8571428571428571,0.0,"[0.14285714285714285,1.0,0.8571428571428571,0.0]","[1.1376359012658333e-22,1.1263255054104522e-22,3.4031441407979296e-08,0.9999999659685586,1.126314956226852e-22]",3
181,NenadS,0.19999999999999998,1.0,0.25,0.5,"[0.19999999999999998,1.0,0.25,0.5]","[2.2999575440144934e-16,3.953015746831169e-22,3.299811849785372e-10,0.9999999952991295,4.370889129205598e-09]",3
182,Neven,0.1,0.9166666666666666,0.6923076923076923,0.23076923076923078,"[0.1,0.9166666666666666,0.6923076923076923,0.23076923076923078]","[7.777790121662498e-06,0.982490839628518,0.017501382581360324,3.0399530188368227e-18,3.039953018836823e-18]",1
183,Niko Vukusic,0.1111111111111111,1.0,0.75,0.25,"[0.1111111111111111,1.0,0.75,0.25]","[3.8677103084917275e-13,2.4073724179727796e-14,1.8844635688441316e-07,0.9999998115532324,6.696068660584022e-23]",3
184,niko.mihovilovic,0.0909090909090909,0.9090909090909092,0.4166666666666667,0.08333333333333333,"[0.0909090909090909,0.9090909090909092,0.4166666666666667,0.08333333333333333]","[0.5421997031259953,0.28515750495690545,0.17264279189415518,7.356409743186073e-17,2.2944123373983628e-11]",0
185,Nikola Bar��ic,0.5,0.0,0.0,0.0,"(4,[0],[0.5])","[4.1325104555151125e-15,4.1325104555151125e-15,0.9999999999999835,4.1325104555151125e-15,4.1325104555151125e-15]",2
186,Nikoleta,0.14285714285714285,1.0,0.7,0.3,"[0.14285714285714285,1.0,0.7,0.3]","[3.638501826764651e-12,1.8261450615685885e-19,1.6464673393785115e-07,0.9999998353496276,6.30788936473537e-23]",3
187,nikonikokaoja,0.25,0.6666666666666666,0.25,0.0,"[0.25,0.6666666666666666,0.25,0.0]","[4.753424183291159e-05,1.6752352970020573e-16,0.9999524549134886,1.6752255152460896e-16,1.0844678193475005e-08]",2
188,Oaky,0.14285714285714288,1.0,0.7777777777777778,0.2222222222222222,"[0.14285714285714288,1.0,0.7777777777777778,0.2222222222222222]","[3.985091198353949e-15,5.509565939432652e-22,1.5134518241436651e-07,0.9999998486548136,6.498350084726328e-23]",3
189,Ojiga,0.3333333333333333,1.0,0.75,0.25,"[0.3333333333333333,1.0,0.75,0.25]","[1.905679613879211e-22,8.070725123801202e-23,4.329381740216186e-08,0.9999999567061826,8.070725123801202e-23]",3
190,Pavle,0.09090909090909093,1.0,0.8461538461538461,0.15384615384615385,"[0.09090909090909093,1.0,0.8461538461538461,0.15384615384615385]","[2.920795263318207e-17,4.554094168109079e-13,1.2673813764352195e-07,0.999999873261407,8.122302730691287e-23]",3
191,pedro,1.0,1.0,0.2,0.8,"[1.0,1.0,0.2,0.8]","[4.5034321204712384e-21,4.5034321204712384e-21,4.5092347364298476e-13,0.999999999999549,4.5034449154621586e-21]",3
192,peri,0.08333333333333333,0.75,0.7692307692307693,0.0,"[0.08333333333333333,0.75,0.7692307692307693,0.0]","[1.104470283129225e-14,4.90793791748854e-16,0.9999999999999875,4.907937917488397e-16,4.907937917488397e-16]",2
193,Pero,0.3333333333333333,1.0,0.1111111111111111,0.1111111111111111,"[0.3333333333333333,1.0,0.1111111111111111,0.1111111111111111]","[5.417649204953303e-07,1.3472990125952075e-22,6.39579075727948e-10,0.9999994575946115,8.888850542314424e-13]",3
194,Petar,0.14285714285714285,1.0,0.4166666666666667,0.16666666666666666,"[0.14285714285714285,1.0,0.4166666666666667,0.16666666666666666]","[2.3988498917427757e-08,8.638523471082663e-17,4.3211272998529485e-08,0.999999932800228,6.364894684263956e-23]",3
195,PeterKogej,0.25,0.8,0.18181818181818185,0.2727272727272727,"[0.25,0.8,0.18181818181818185,0.2727272727272727]","[0.9405511976222451,0.05506010635645425,0.002977151857564863,1.0362959914732529e-17,0.001411544163735808]",0
196,PetraP,0.16666666666666669,1.0,0.6,0.4,"[0.16666666666666669,1.0,0.6,0.4]","[4.246180910242222e-11,5.63336841405262e-22,8.295972410915663e-08,0.999999916997814,7.572679165534179e-23]",3
197,Pina,0.08333333333333333,1.0,0.9230769230769232,0.07692307692307693,"[0.08333333333333333,1.0,0.9230769230769232,0.07692307692307693]","[2.7304727321740696e-22,1.6491866822538723e-13,5.1753021252438473e-08,0.9999999482468138,1.1549376471232444e-22]",3
198,Pino,0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111,"[0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111]","[9.615433027620225e-08,7.94364762778153e-23,3.2787273960205308e-09,0.9999999005669424,2.3398501916651996e-18]",3
199,Pirko,0.25,1.0,0.16666666666666666,0.16666666666666666,"[0.25,1.0,0.16666666666666666,0.16666666666666666]","[9.488508372313642e-08,1.1043258524966156e-22,1.4092363211966403e-09,0.9999999037012216,4.458383735853477e-12]",3
200,Pjerino,0.16666666666666666,1.0,1.0,0.0,"[0.16666666666666666,1.0,1.0,0.0]","[2.7505013368494035e-22,2.750501336849288e-22,4.853621214100131e-09,0.9999999951463788,2.750501336849288e-22]",3
201,Pjero,0.125,1.0,0.5555555555555556,0.1111111111111111,"[0.125,1.0,0.5555555555555556,0.1111111111111111]","[5.464446317774819e-10,9.049530673657989e-16,1.260871450254604e-07,0.9999998733664095,5.180446345334867e-23]",3
202,Plavac_mali,0.125,1.0,0.6666666666666666,0.3333333333333333,"[0.125,1.0,0.6666666666666666,0.3333333333333333]","[2.5446153127256363e-11,6.648487772704192e-15,1.5019888725791827e-07,0.9999998497756599,7.1461518976987e-23]",3
203,plombar,0.14285714285714282,0.75,0.5384615384615384,0.46153846153846156,"[0.14285714285714282,0.75,0.5384615384615384,0.46153846153846156]","[0.9021229913545357,4.321759538641686e-17,0.09787700801171709,4.3217595346497247e-17,6.337473826523197e-10]",0
204,Pokmon,0.14285714285714285,1.0,0.5833333333333334,0.4166666666666667,"[0.14285714285714285,1.0,0.5833333333333334,0.4166666666666667]","[3.210437482425456e-11,2.995239225102903e-16,6.916992092623003e-08,0.9999999307979744,9.229381866458095e-23]",3
205,Pokret Otoka,0.25,1.0,0.5714285714285714,0.42857142857142855,"[0.25,1.0,0.5714285714285714,0.42857142857142855]","[9.784672092377884e-12,6.371069570804803e-23,5.336816075402008e-08,0.9999999466220546,6.371069570827417e-23]",3
206,Polona,0.1111111111111111,0.9166666666666666,0.4615384615384616,0.0,"[0.1111111111111111,0.9166666666666666,0.4615384615384616,0.0]","[0.0021651285030512605,0.9744915297418668,0.023343341755081973,7.403498500843088e-18,8.247690153104545e-18]",1
207,Primosius,0.3333333333333333,1.0,0.0,0.0,"[0.3333333333333333,1.0,0.0,0.0]","[5.929213867225673e-06,4.75402521114282e-22,1.743870183474723e-10,0.9999940704810935,1.3065229339622472e-10]",3
208,RadoL,0.14285714285714285,1.0,0.5,0.25,"[0.14285714285714285,1.0,0.5,0.25]","[2.5685884453908653e-09,8.183594548574587e-17,6.66299411261964e-08,0.9999999308014703,5.429400176863999e-23]",3
209,Ramo,0.09090909090909093,0.8333333333333334,0.8461538461538461,0.15384615384615385,"[0.09090909090909093,0.8333333333333334,0.8461538461538461,0.15384615384615385]","[6.04776783980856e-11,5.7996794631960384e-06,0.9999942002600583,4.448203430689355e-16,4.448203430689355e-16]",2
210,Rebeka,0.125,1.0,0.0,0.0,"[0.125,1.0,0.0,0.0]","[2.6224387753959437e-10,3.387600521943074e-13,2.1980419151651267e-10,0.9999997892042907,2.103133225001346e-07]",3
211,RobiF,0.25,1.0,0.75,0.0,"[0.25,1.0,0.75,0.0]","[1.0627923328551554e-22,1.0586622694020211e-22,2.631296465816897e-08,0.9999999736870354,1.0586622694020211e-22]",3
212,rocco337,0.5,1.0,0.2222222222222222,0.7777777777777778,"[0.5,1.0,0.2222222222222222,0.7777777777777778]","[9.073747520549566e-22,3.9037928272376604e-22,1.6579393728738266e-11,0.9999999998975749,8.584567531961823e-11]",3
213,Rok321,0.3333333333333333,1.0,0.75,0.25,"[0.3333333333333333,1.0,0.75,0.25]","[1.905679613879211e-22,8.070725123801202e-23,4.329381740216186e-08,0.9999999567061826,8.070725123801202e-23]",3
214,Roki,0.16666666666666666,0.9166666666666666,0.2307692307692308,0.07692307692307693,"[0.16666666666666666,0.9166666666666666,0.2307692307692308,0.07692307692307693]","[0.9724858600589618,0.02363395290905104,0.0037339129177192273,1.6007965947763743e-17,0.0001462741142679158]",0
215,rokian,0.3333333333333333,1.0,0.5,0.0,"[0.3333333333333333,1.0,0.5,0.0]","[3.54915638192641e-17,8.607251345124833e-23,2.2362776481561856e-08,0.9999999776372234,8.607251345124833e-23]",3
216,Romana,0.2,0.75,0.3333333333333333,0.3333333333333333,"[0.2,0.75,0.3333333333333333,0.3333333333333333]","[0.9855008772232188,4.225230033635892e-13,0.01449783405837993,6.669969668440607e-18,1.2887179786412821e-06]",0
217,ruzica kovacevic,0.125,1.0,0.5,0.3333333333333333,"[0.125,1.0,0.5,0.3333333333333333]","[2.8717709850389904e-10,8.049097968465329e-13,4.7623841493349604e-08,0.9999999520881766,7.527006537246531e-23]",3
218,Sailman,0.125,1.0,0.6666666666666666,0.3333333333333333,"[0.125,1.0,0.6666666666666666,0.3333333333333333]","[2.5446153127256363e-11,6.648487772704192e-15,1.5019888725791827e-07,0.9999998497756599,7.1461518976987e-23]",3
219,Salieri,0.19999999999999998,1.0,0.0,0.0,"[0.19999999999999998,1.0,0.0,0.0]","[1.1429428484314926e-07,8.003408654354853e-22,2.3151879391799508e-10,0.9999998603080049,2.5166191466960773e-08]",3
220,Sandi,0.19999999999999998,1.0,0.6666666666666666,0.16666666666666666,"[0.19999999999999998,1.0,0.6666666666666666,0.16666666666666666]","[4.3703531445891246e-14,4.724929580406698e-23,1.1065062128920936e-07,0.999999889349335,4.724929580406697e-23]",3
221,sawyer,0.25,1.0,0.2307692307692308,0.46153846153846156,"[0.25,1.0,0.2307692307692308,0.46153846153846156]","[6.53776375787102e-14,1.364747975113223e-22,3.9162291942025627e-10,0.9999999991059504,5.023612252214573e-10]",3
222,shrike,0.19999999999999998,1.0,0.8333333333333334,0.16666666666666666,"[0.19999999999999998,1.0,0.8333333333333334,0.16666666666666666]","[4.13187644955274e-21,8.168734045666334e-23,6.690048073496192e-08,0.9999999330995193,8.168734045666334e-23]",3
223,Silvestar Tokic,0.2,1.0,0.38461538461538464,0.6153846153846154,"[0.2,1.0,0.38461538461538464,0.6153846153846154]","[3.9276577794014715e-17,3.579266944375146e-22,1.3413708910882925e-09,0.9999999986570182,1.610992493560264e-12]",3
224,��imun Zamberlin,0.08333333333333333,0.9166666666666666,0.8461538461538461,0.0,"[0.08333333333333333,0.9166666666666666,0.8461538461538461,0.0]","[3.6387494191032484e-17,0.9974112091983341,0.0025887908016659356,3.033301746054855e-18,3.033301746054855e-18]",1
225,��katja,0.3333333333333333,0.8333333333333334,0.2857142857142857,0.0,"[0.3333333333333333,0.8333333333333334,0.2857142857142857,0.0]","[0.000466023108666309,8.293450614758362e-16,0.9994795294696719,8.293447960862407e-16,5.4447421660189995e-05]",2
226,slipke,1.0,1.0,0.0,0.0,"[1.0,1.0,0.0,0.0]","[1.318288087574048e-19,1.318288087574048e-19,3.115440031999089e-14,0.9999999999999688,1.3182880875740501e-19]",3
227,splicho,0.5,1.0,0.25,0.75,"[0.5,1.0,0.25,0.75]","[1.2192177544729184e-20,2.9407365895292133e-22,4.1528220434896266e-11,0.9999999999543024,4.1692555101622985e-12]",3
228,staneb,0.1111111111111111,1.0,0.75,0.25,"[0.1111111111111111,1.0,0.75,0.25]","[3.8677103084917275e-13,2.4073724179727796e-14,1.8844635688441316e-07,0.9999998115532324,6.696068660584022e-23]",3
229,Stanojevic,0.33333333333333337,1.0,0.0,0.0,"[0.33333333333333337,1.0,0.0,0.0]","[5.929213867225667e-06,4.75402521114282e-22,1.7438701834747198e-10,0.9999940704810935,1.3065229339622425e-10]",3
230,stipica,0.14285714285714282,0.3333333333333333,0.38461538461538464,0.38461538461538464,"[0.14285714285714282,0.3333333333333333,0.38461538461538464,0.38461538461538464]","[1.440278623500227e-08,2.026473042892812e-15,0.9999999855972077,2.026473042892812e-15,2.026473042892812e-15]",2
231,TAMARA L.,0.08333333333333333,0.9166666666666666,0.8461538461538461,0.07692307692307693,"[0.08333333333333333,0.9166666666666666,0.8461538461538461,0.07692307692307693]","[2.005126869235199e-14,0.9953859204034297,0.004614079596550297,3.0092736498211823e-18,3.0092736498211823e-18]",1
232,tasa,0.25,1.0,0.5714285714285714,0.2857142857142857,"[0.25,1.0,0.5714285714285714,0.2857142857142857]","[1.1698698807150987e-11,4.2155547551954605e-23,7.125358274302346e-08,0.9999999287347187,4.2155547551954605e-23]",3
