,users,followingRatio,order,freq,catchingUpRatio,pcaInput,_1,_2,features,prediction
60,7c6856f2-bacb-4be2-61d0-ba4bf284,0.25,0.75,0.8,0.2,"[0.25,0.75,0.8,0.2]",-0.028806755619656108,0.7138587935963107,"[-0.028806755619656108,0.7138587935963107]",3
61,85d4f155-5a13-7eb1-4d96-5c0b6e30,0.5,0.9166666666666666,0.07692307692307693,0.7692307692307693,"[0.5,0.9166666666666666,0.07692307692307693,0.7692307692307693]",-0.7846638798356891,0.9105880829585377,"[-0.7846638798356891,0.9105880829585377]",1
62,8a2e2082-7444-5533-6931-1b05fd88,0.5,0.8333333333333334,0.14285714285714285,0.5714285714285714,"[0.5,0.8333333333333334,0.14285714285714285,0.5714285714285714]",-0.6471269636667217,0.8254244974388877,"[-0.6471269636667217,0.8254244974388877]",2
63,8a68d73e-17f5-4571-ef15-e1d03878,0.5,1.0,0.1,0.1,"[0.5,1.0,0.1,0.1]",-0.37957992993198286,0.9962255193478977,"[-0.37957992993198286,0.9962255193478977]",2
64,8a6d88da-00af-01eb-e85b-db817e28,0.3333333333333333,0.5714285714285714,0.25,0.5,"[0.3333333333333333,0.5714285714285714,0.25,0.5]",-0.4508908532899608,0.5586746715272073,"[-0.4508908532899608,0.5586746715272073]",2
65,8ae29d55-64a1-1cf2-962b-4a35e380,0.25,0.5555555555555556,0.1,0.5,"[0.25,0.5555555555555556,0.1,0.5]",-0.4390292970333457,0.5491032868120587,"[-0.4390292970333457,0.5491032868120587]",2
66,8cedbb4b-6088-0b3c-fc04-ad8ce093,0.5,1.0,0.1111111111111111,0.4444444444444444,"[0.5,1.0,0.1111111111111111,0.4444444444444444]",-0.5798954059689223,0.9939777259443995,"[-0.5798954059689223,0.9939777259443995]",2
67,8f38fcd5-8798-9850-2359-5268418e,0.25,1.0,0.125,0.375,"[0.25,1.0,0.125,0.375]",-0.3502572393375418,0.9926301725567571,"[-0.3502572393375418,0.9926301725567571]",2
68,98599cc0-703a-b3be-34dc-7bcf7e6a,1.0,1.0,0.125,0.875,"[1.0,1.0,0.125,0.875]",-1.198207862723109,0.9933398553968499,"[-1.198207862723109,0.9933398553968499]",1
69,987749e2-fc0f-96db-2aa7-7df33e6d,0.5,0.3333333333333333,0.5,0.5,"[0.5,0.3333333333333333,0.5,0.5]",-0.49499861494142916,0.3104632354709017,"[-0.49499861494142916,0.3104632354709017]",2
70,9946a658-3dc0-f680-6e04-89182b0f,0.5,0.8,0.16666666666666666,0.16666666666666666,"[0.5,0.8,0.16666666666666666,0.16666666666666666]",-0.4001263090928632,0.7931322458171356,"[-0.4001263090928632,0.7931322458171356]",2
71,999f9f91-e880-70f1-00d3-e8994609,0.2,0.8571428571428571,0.375,0.125,"[0.2,0.8571428571428571,0.375,0.125]",-0.08549359313069775,0.8398940395293948,"[-0.08549359313069775,0.8398940395293948]",3
72,99d9bce0-1f7d-da02-6d84-afe0122e,0.5,0.6666666666666666,0.14285714285714285,0.7142857142857143,"[0.5,0.6666666666666666,0.14285714285714285,0.7142857142857143]",-0.7341755014775059,0.6581972878602294,"[-0.7341755014775059,0.6581972878602294]",1
73,9e184ea2-45e6-abdb-90a9-fb5b011b,0.19999999999999998,0.5454545454545454,0.16666666666666666,0.25,"[0.19999999999999998,0.5454545454545454,0.16666666666666666,0.25]",-0.23247218597211441,0.5371147879587959,"[-0.23247218597211441,0.5371147879587959]",3
74,a134cb86-69ed-3ceb-ab8b-42799b5f,0.5,0.5,0.14285714285714285,0.14285714285714285,"[0.5,0.5,0.14285714285714285,0.14285714285714285]",-0.3982619595403631,0.49461025538177417,"[-0.3982619595403631,0.49461025538177417]",2
75,a1ac05b8-d131-07d0-f419-28c0d19a,0.5,0.08333333333333333,0.15384615384615385,0.8461538461538461,"[0.5,0.08333333333333333,0.15384615384615385,0.8461538461538461]",-0.8172510655964235,0.07429113769573319,"[-0.8172510655964235,0.07429113769573319]",0
76,a7010942-2bf9-c022-3897-796a718f,0.5,0.75,0.2,0.6,"[0.5,0.75,0.2,0.6]",-0.6465214267737829,0.7394968621232262,"[-0.6465214267737829,0.7394968621232262]",2
77,a898d118-8b18-a02c-ae58-2a774d5f,0.5,0.3333333333333333,0.14285714285714285,0.2857142857142857,"[0.5,0.3333333333333333,0.14285714285714285,0.2857142857142857]",-0.4853104973511472,0.32738304580311595,"[-0.4853104973511472,0.32738304580311595]",2
78,a997f5a7-10f2-8566-1c1d-559b423c,0.3333333333333333,1.0,0.15384615384615385,0.6153846153846154,"[0.3333333333333333,1.0,0.15384615384615385,0.6153846153846154]",-0.5444537374873166,0.9904886957161777,"[-0.5444537374873166,0.9904886957161777]",2
79,abcc36e1-adfa-f564-04d4-d632273a,0.25,0.8,0.3333333333333333,0.3333333333333333,"[0.25,0.8,0.3333333333333333,0.3333333333333333]",-0.2601648355574618,0.7838106488626718,"[-0.2601648355574618,0.7838106488626718]",3
80,abda0840-539e-d7ad-7f3c-e3005350,0.25,0.6666666666666666,0.5714285714285714,0.42857142857142855,"[0.25,0.6666666666666666,0.5714285714285714,0.42857142857142855]",-0.24039100612341358,0.6395741144543149,"[-0.24039100612341358,0.6395741144543149]",3
81,ad50ec3a-b5fa-441c-dff6-68962309,1.0,0.0,0.25,0.75,"[1.0,0.0,0.25,0.75]",-1.0979060527174807,-0.010557873583073963,"[-1.0979060527174807,-0.010557873583073963]",0
82,af82af91-5c05-62ed-d5f4-ab452057,0.5,1.0,0.125,0.375,"[0.5,1.0,0.125,0.375]",-0.534216295191548,0.9937161081601688,"[-0.534216295191548,0.9937161081601688]",2
83,b341bfef-bd17-e48f-e3c6-71e45a3b,1.0,0.42857142857142855,0.125,0.875,"[1.0,0.42857142857142855,0.125,0.875]",-1.2066288519615047,0.4224855439958752,"[-1.2066288519615047,0.4224855439958752]",0
84,b3ed71c3-f69d-be41-8e55-61063ba5,1.0,1.0,0.25,0.75,"[1.0,1.0,0.25,0.75]",-1.0831693215502882,0.9884371713686317,"[-1.0831693215502882,0.9884371713686317]",1
85,b51ab28b-c73d-4a8a-b819-1193d14b,0.14285714285714285,0.9,0.5454545454545454,0.2727272727272727,"[0.14285714285714285,0.9,0.5454545454545454,0.2727272727272727]",-0.07435387775830114,0.8741528873764172,"[-0.07435387775830114,0.8741528873764172]",3
86,bc59fb83-de20-c8dc-0046-06b5a884,1.0,1.0,0.16666666666666666,0.8333333333333334,"[1.0,1.0,0.16666666666666666,0.8333333333333334]",-1.1598616823321688,0.9917056273874438,"[-1.1598616823321688,0.9917056273874438]",1
87,be7e4626-8ea8-e4e7-bd98-df4d6b7e,0.33333333333333337,0.75,0.4,0.4,"[0.33333333333333337,0.75,0.4,0.4]",-0.33982039032793204,0.7309286106091359,"[-0.33982039032793204,0.7309286106091359]",2
88,c0f2c451-9f22-3dc5-b0ab-d6747910,1.0,1.0,0.1,0.9,"[1.0,1.0,0.1,0.9]",-1.2212155709576733,0.9943203922024936,"[-1.2212155709576733,0.9943203922024936]",1
89,c1b850ff-362a-890f-0c23-014773bb,0.5,1.0,0.16666666666666666,0.8333333333333334,"[0.5,1.0,0.16666666666666666,0.8333333333333334]",-0.7919435706241564,0.9895337561806206,"[-0.7919435706241564,0.9895337561806206]",1
90,c3385c79-a01d-377d-9eac-6cf460e9,0.5,1.0,0.125,0.125,"[0.5,1.0,0.125,0.125]",-0.38617956727977354,0.9949901701452398,"[-0.38617956727977354,0.9949901701452398]",2
91,c9f74898-df82-973e-76ca-08186d7c,1.0,1.0,0.16666666666666666,0.8333333333333334,"[1.0,1.0,0.16666666666666666,0.8333333333333334]",-1.1598616823321688,0.9917056273874438,"[-1.1598616823321688,0.9917056273874438]",1
92,cc1e5f29-a1bd-4a13-5c8d-dbcaa11b,0.5,1.0,0.16666666666666666,0.6666666666666666,"[0.5,1.0,0.16666666666666666,0.6666666666666666]",-0.6932524186829736,0.9903831308373345,"[-0.6932524186829736,0.9903831308373345]",2
93,ce280b9f-f7cf-eef4-dd34-fdc44bfe,0.5,0.6666666666666666,0.25,0.25,"[0.5,0.6666666666666666,0.25,0.25]",-0.4240899977411246,0.6558150758147153,"[-0.4240899977411246,0.6558150758147153]",2
94,ce4913ec-b21e-60b6-d455-4bc5b2b4,0.3333333333333333,0.6666666666666666,0.75,0.25,"[0.3333333333333333,0.6666666666666666,0.75,0.25]",-0.13736991830405254,0.6329322586627595,"[-0.13736991830405254,0.6329322586627595]",3
95,cf23b843-3219-15e7-f878-361bbfeb,1.0,0.8,0.16666666666666666,0.8333333333333334,"[1.0,0.8,0.16666666666666666,0.8333333333333334]",-1.1628090285656074,0.7919066183971027,"[-1.1628090285656074,0.7919066183971027]",1
96,d2a78c5a-c501-ea53-1bcf-2fedb47d,0.14285714285714288,0.5,0.4444444444444444,0.1111111111111111,"[0.14285714285714288,0.5,0.4444444444444444,0.1111111111111111]",-0.01769567720498748,0.4798550428169958,"[-0.01769567720498748,0.4798550428169958]",3
97,d41a406c-81b7-dca2-962a-a408e155,1.0,1.0,0.25,0.75,"[1.0,1.0,0.25,0.75]",-1.0831693215502882,0.9884371713686317,"[-1.0831693215502882,0.9884371713686317]",1
98,d6458839-e410-c16f-44d7-7aad9b6b,1.0,1.0,0.09090909090909093,0.9090909090909091,"[1.0,1.0,0.09090909090909093,0.9090909090909091]",-1.2295820103156965,0.9946769510409094,"[-1.2295820103156965,0.9946769510409094]",1
99,d80b6775-ae61-8dae-98ce-99412037,1.0,1.0,0.25,0.75,"[1.0,1.0,0.25,0.75]",-1.0831693215502882,0.9884371713686317,"[-1.0831693215502882,0.9884371713686317]",1
100,d89aba44-424b-9d5d-5dd4-f1fbabf1,1.0,1.0,0.09090909090909093,0.8181818181818182,"[1.0,1.0,0.09090909090909093,0.8181818181818182]",-1.1757504728932333,0.995140246308208,"[-1.1757504728932333,0.995140246308208]",1
101,d964c832-c32d-77ff-672a-1cf12f7e,1.0,0.875,0.1111111111111111,0.8888888888888888,"[1.0,0.875,0.1111111111111111,0.8888888888888888]",-1.2128320142493214,0.8690102174476888,"[-1.2128320142493214,0.8690102174476888]",1
102,daf25c41-8b84-6414-7646-b7df2abd,1.0,1.0,0.125,0.875,"[1.0,1.0,0.125,0.875]",-1.198207862723109,0.9933398553968499,"[-1.198207862723109,0.9933398553968499]",1
103,dd30c478-d26e-3f37-f395-b912bead,1.0,1.0,0.0,0.8888888888888888,"[1.0,1.0,0.0,0.8888888888888888]",-1.247452302601808,0.9988087891962107,"[-1.247452302601808,0.9988087891962107]",1
104,e3485d79-4f92-1fff-4e64-56943e9b,0.25,0.7777777777777778,0.4,0.6,"[0.25,0.7777777777777778,0.4,0.6]",-0.39652073372914964,0.7572972448463783,"[-0.39652073372914964,0.7572972448463783]",2
105,e88cc767-fc0d-54d4-243a-4479ebf9,0.5,1.0,0.14285714285714285,0.2857142857142857,"[0.5,1.0,0.14285714285714285,0.2857142857142857]",-0.47548600990635226,0.9933797424375864,"[-0.47548600990635226,0.9933797424375864]",2
106,e9822752-a8af-cf42-1ddc-d2518ca8,0.3333333333333333,0.75,0.2222222222222222,0.5555555555555556,"[0.3333333333333333,0.75,0.2222222222222222,0.5555555555555556]",-0.4902719397371195,0.7380145667368303,"[-0.4902719397371195,0.7380145667368303]",2
107,eb9864df-c827-4027-9de4-5829eee9,0.25,0.4,0.2727272727272727,0.6363636363636364,"[0.25,0.4,0.2727272727272727,0.6363636363636364]",-0.46538655687106345,0.38535423575863237,"[-0.46538655687106345,0.38535423575863237]",2
108,eba3b0ea-3aeb-a6e3-8df6-742db8a0,0.5,1.0,0.14285714285714285,0.42857142857142855,"[0.5,1.0,0.14285714285714285,0.42857142857142855]",-0.5600784258559377,0.9926517070175458,"[-0.5600784258559377,0.9926517070175458]",2
109,edcaf7c0-7593-61d2-f4e9-689b8340,0.5,0.6,0.3333333333333333,0.6666666666666666,"[0.5,0.6,0.3333333333333333,0.6666666666666666]",-0.6444535415272723,0.5833988261623141,"[-0.6444535415272723,0.5833988261623141]",2
110,ef70bde5-8a4d-68a0-4f26-e5253d2c,1.0,0.6666666666666666,0.25,0.75,"[1.0,0.6666666666666666,0.25,0.75]",-1.0880815652726858,0.6554388230513964,"[-1.0880815652726858,0.6554388230513964]",1
111,f2a9ccb0-9831-6d2a-6254-8f0366c9,0.5,1.0,0.16666666666666666,0.16666666666666666,"[0.5,1.0,0.16666666666666666,0.16666666666666666]",-0.3971789628594247,0.9929312548074767,"[-0.3971789628594247,0.9929312548074767]",2
112,f4bf52fc-cffa-0f52-f4f9-2eff92fc,1.0,0.0,0.25,0.75,"[1.0,0.0,0.25,0.75]",-1.0979060527174807,-0.010557873583073963,"[-1.0979060527174807,-0.010557873583073963]",0
113,f6956137-aec3-29d6-ad64-d870e209,0.19999999999999998,1.0,0.42857142857142855,0.2857142857142857,"[0.19999999999999998,1.0,0.42857142857142855,0.2857142857142857]",-0.16097473781426797,0.9794144139517699,"[-0.16097473781426797,0.9794144139517699]",3
114,f6c2c059-c90e-1566-cc25-b0823249,1.0,1.0,0.1,0.9,"[1.0,1.0,0.1,0.9]",-1.2212155709576733,0.9943203922024936,"[-1.2212155709576733,0.9943203922024936]",1
115,f83fd099-8c89-2894-3a91-bb38be88,0.3333333333333333,1.0,0.375,0.625,"[0.3333333333333333,1.0,0.375,0.625]",-0.47757329810011767,0.9806386590646493,"[-0.47757329810011767,0.9806386590646493]",2
