,users,followingRatio,order,freq,features,probability,prediction
147,Labura,0.5,1.0,0.25,"[0.5,1.0,0.25]","[1.3471179939872122e-23,3.3903973808118125e-09,5.686498029774772e-10,0.9999999960409528]",3
148,Lana,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]","[5.1262431540120475e-23,3.923101869979592e-10,3.0749618955148853e-14,0.9999999996076591]",3
149,Lea Svilicic,0.14285714285714285,0.9090909090909092,0.3333333333333333,"[0.14285714285714285,0.9090909090909092,0.3333333333333333]","[0.00010534728127391249,0.02264124642177271,0.9772534062969532,9.848815033045974e-17]",2
150,Lejla,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
151,Leo Mihaljevic,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]","[5.1262431540120475e-23,3.923101869979592e-10,3.0749618955148853e-14,0.9999999996076591]",3
152,ljubica basic,0.07692307692307693,1.0,0.9230769230769232,"[0.07692307692307693,1.0,0.9230769230769232]","[6.458333723473532e-08,5.3354941383431124e-11,5.3014419197944205e-15,0.9999999353633025]",3
153,Luc,0.11111111111111112,1.0,0.8181818181818182,"[0.11111111111111112,1.0,0.8181818181818182]","[1.1072517581858126e-07,1.6842970481912105e-10,1.7555652818656745e-13,0.999999889106219]",3
154,lucijan,0.125,0.6666666666666666,0.4615384615384616,"[0.125,0.6666666666666666,0.4615384615384616]","[0.00012229033090419402,0.08815080710372476,0.9117269025653709,9.692257029149644e-17]",2
155,ludmilla,0.2,0.5,0.4,"[0.2,0.5,0.4]","[1.9112635094627672e-08,0.938405164020566,0.06159481686679838,5.751728628938758e-16]",1
156,Luka Skocir,0.25,1.0,0.4444444444444444,"[0.25,1.0,0.4444444444444444]","[2.1893418339666992e-10,1.934309681501248e-09,1.6913620317311273e-09,0.999999996155394]",3
157,luka.voncina,0.09999999999999999,1.0,0.8333333333333334,"[0.09999999999999999,1.0,0.8333333333333334]","[1.2821004100529623e-07,1.4418234767173454e-10,1.1469414957392601e-13,0.999999871645662]",3
158,lukaaa11,0.25,1.0,0.3333333333333333,"[0.25,1.0,0.3333333333333333]","[5.3895446294067235e-11,2.3258935031552267e-09,1.589160485284572e-08,0.9999999817286063]",3
159,Lupodimare,0.25,0.4,0.3333333333333333,"[0.25,0.4,0.3333333333333333]","[6.179482773204976e-14,0.99982555032938,0.00017444967055766533,5.743481584473399e-16]",1
160,Maja Demaria,0.16666666666666669,1.0,0.6,"[0.16666666666666669,1.0,0.6]","[3.882245666933563e-08,9.437204348465382e-10,8.688280056579224e-11,0.99999996014694]",3
161,Maja Grinek,0.2,0.875,0.3333333333333333,"[0.2,0.875,0.3333333333333333]","[0.012284148176048242,0.017928128743637594,0.9697877230803141,4.5232633849882127e-17]",2
162,maja laurence,1.0,0.6666666666666666,0.0,"[1.0,0.6666666666666666,0.0]","[1.5769714833432312e-15,0.9999999999537678,4.6229184460508384e-11,1.5769714833432312e-15]",1
163,MajaM,0.2,0.5833333333333334,0.38461538461538464,"[0.2,0.5833333333333334,0.38461538461538464]","[2.1205104583764295e-05,0.46091877535830456,0.5390600195371114,2.8809881179648695e-16]",2
164,Marco,0.3333333333333333,0.8333333333333334,0.0,"[0.3333333333333333,0.8333333333333334,0.0]","[2.5503404475011213e-08,0.008159691908263647,0.9918402825883318,7.279417131741505e-17]",2
165,Mare_,0.2,1.0,1.0,"[0.2,1.0,1.0]","[1.8619713508145405e-16,2.192545097829842e-11,3.061810540200704e-17,0.9999999999780743]",3
166,mare10,0.5,0.8333333333333334,0.0,"[0.5,0.8333333333333334,0.0]","[4.054508435654651e-16,0.07843469396237142,0.9215653060376279,3.208289115683864e-16]",2
167,Maria,0.14285714285714285,0.8571428571428571,0.625,"[0.14285714285714285,0.8571428571428571,0.625]","[0.9943667949177536,0.0011177638125000914,0.00451544126974629,7.066048480178244e-18]",0
168,Marijana,0.3333333333333333,1.0,0.42857142857142855,"[0.3333333333333333,1.0,0.42857142857142855]","[2.6564060577206638e-15,2.2246002571382527e-09,6.484024677408176e-10,0.9999999971269945]",3
169,MARINO BRZAC,0.25,0.9090909090909092,0.3333333333333333,"[0.25,0.9090909090909092,0.3333333333333333]","[0.01710540421977234,0.030209985175807762,0.95268461060442,8.356185907966307e-17]",2
170,Mario Bursac,0.125,1.0,0.7777777777777778,"[0.125,1.0,0.7777777777777778]","[1.056796773907588e-07,2.4834036738951113e-10,6.063057042759232e-13,0.999999894071376]",3
171,Mario91,0.5,1.0,0.1111111111111111,"[0.5,1.0,0.1111111111111111]","[1.7897072177878186e-23,2.420300419634116e-09,7.067796758435161e-09,0.9999999905119028]",3
172,Marjan Henigman,0.1,1.0,0.9090909090909092,"[0.1,1.0,0.9090909090909092]","[3.454793745458866e-08,6.330019585374448e-11,7.176847273646991e-15,0.9999999653887552]",3
173,Markisha,0.5,1.0,0.5,"[0.5,1.0,0.5]","[1.735990849009665e-23,2.4809318395725478e-09,7.69558224714421e-13,0.9999999975182986]",3
174,Marko Dundovic,0.16666666666666666,0.9166666666666666,0.15384615384615385,"[0.16666666666666666,0.9166666666666666,0.15384615384615385]","[8.592207922865881e-10,0.006035602552991849,0.9939643965877873,6.610513971483737e-17]",2
175,Marko Kralj,0.5,1.0,0.4,"[0.5,1.0,0.4]","[1.3939087887208915e-23,3.2392762606519e-09,1.4870514114661197e-11,0.9999999967458533]",3
176,Marko L,0.3333333333333333,0.9090909090909092,0.0,"[0.3333333333333333,0.9090909090909092,0.0]","[2.4876819386769227e-09,0.003084895683101948,0.9969151018292162,5.415712420313237e-17]",2
177,marko maticic,0.3333333333333333,0.6666666666666666,0.5,"[0.3333333333333333,0.6666666666666666,0.5]","[8.052667987947202e-08,0.23003941263603647,0.7699605068372835,2.1766577368569104e-16]",2
178,Maru��aaaa,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
179,Ma��a,0.125,1.0,0.8,"[0.125,1.0,0.8]","[8.100981658683868e-08,2.0199524943647665e-10,2.8631278567113513e-13,0.999999918787902]",3
180,masa sarusic,0.1111111111111111,0.9090909090909092,0.75,"[0.1111111111111111,0.9090909090909092,0.75]","[0.9996672353628671,0.0002800333446359619,5.2731292497071486e-05,8.89135516689019e-18]",0
181,Mate Vitaljic,0.125,0.7777777777777778,0.8,"[0.125,0.7777777777777778,0.8]","[0.9940260335175446,0.0017164283995008238,0.00425753808295459,4.8762083819583895e-17]",0
182,Matea Pavicic,0.25,1.0,0.0,"[0.25,1.0,0.0]","[8.692029187309837e-19,9.96769918352826e-10,5.631786183268146e-07,0.9999994358246117]",3
183,Matija Osterc,0.25,0.9166666666666666,0.2307692307692308,"[0.25,0.9166666666666666,0.2307692307692308]","[0.00020875223697093488,0.011109292025424676,0.9886819557376044,4.556282540202302e-17]",2
184,Matija Turkalj,0.2,0.9,0.0,"[0.2,0.9,0.0]","[1.0236735164950724e-13,0.003149539991634683,0.9968504600082628,1.2497977915277394e-16]",2
185,Matjazzavrl,0.25,0.8571428571428571,0.375,"[0.25,0.8571428571428571,0.375]","[0.07046096956336334,0.028719821996449214,0.9008192084401875,5.139221856495775e-17]",2
186,Mauro,0.25,0.75,0.0,"[0.25,0.75,0.0]","[1.0588780515825718e-09,0.05638213968021093,0.9436178592609106,4.549003130347507e-16]",2
187,MedoPiki,0.2,1.0,0.0,"[0.2,1.0,0.0]","[1.44382692381283e-21,9.696193184026136e-10,5.027754432400415e-07,0.9999994962549374]",3
188,melina lako��,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
189,mihaelas,0.5,1.0,0.1111111111111111,"[0.5,1.0,0.1111111111111111]","[1.7897072177878186e-23,2.420300419634116e-09,7.067796758435161e-09,0.9999999905119028]",3
190,Miho,0.14285714285714285,0.8,0.3636363636363637,"[0.14285714285714285,0.8,0.3636363636363637]","[0.0003925781063319954,0.021594519303968173,0.9780129025896999,3.862331604275682e-17]",2
191,Milan Kura��,0.3333333333333333,0.9166666666666666,0.07692307692307693,"[0.3333333333333333,0.9166666666666666,0.07692307692307693]","[6.664763944775209e-08,0.005191832400292924,0.9948081009520676,4.287596785592474e-17]",2
192,miranF,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
193,Mirela,0.2,0.8333333333333334,0.2307692307692308,"[0.2,0.8333333333333334,0.2307692307692308]","[3.822086660440785e-05,0.010498028191769003,0.9894637509416265,2.7313178221941777e-17]",2
194,Mirjana Pu��karski,0.14285714285714285,1.0,0.875,"[0.14285714285714285,1.0,0.875]","[3.479378813412684e-09,9.480870430060213e-11,1.5405526298965215e-14,0.9999999964257971]",3
195,Mirkomatic,0.16666666666666666,0.9166666666666666,0.2307692307692308,"[0.16666666666666666,0.9166666666666666,0.2307692307692308]","[6.449421350954054e-07,0.009901584160440421,0.9900977708974243,6.244657437076894e-17]",2
196,miroc,1.0,0.8,0.16666666666666666,"[1.0,0.8,0.16666666666666666]","[1.9865660640987305e-15,0.9999999999821171,1.7879011009907347e-11,1.9865660640987305e-15]",1
197,Mi��o,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]","[5.1262431540120475e-23,3.923101869979592e-10,3.0749618955148853e-14,0.9999999996076591]",3
198,MojcaDamijan,0.1111111111111111,1.0,0.6153846153846154,"[0.1111111111111111,1.0,0.6153846153846154]","[2.7205555184612683e-08,8.428029966335977e-10,8.208468956698832e-11,0.9999999718695572]",3
199,Nada,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
200,Nata��a,0.16666666666666669,1.0,0.7142857142857143,"[0.16666666666666669,1.0,0.7142857142857143]","[2.439767481239966e-08,4.3484997499042e-10,3.0535203863533325e-12,0.9999999751644217]",3
201,Nejc Kodric,0.25,1.0,0.15384615384615385,"[0.25,1.0,0.15384615384615385]","[4.442696145328069e-14,1.9133697935400014e-09,1.9531233342021692e-07,0.9999998027742524]",3
202,Nejc Likar,0.5,1.0,0.25,"[0.5,1.0,0.25]","[1.3471179939872122e-23,3.3903973808118125e-09,5.686498029774772e-10,0.9999999960409528]",3
203,nenad,0.14285714285714285,1.0,0.8571428571428571,"[0.14285714285714285,1.0,0.8571428571428571]","[6.313119067038567e-09,1.1485981678420346e-10,3.0115741173318886e-14,0.999999993571991]",3
204,NenadS,0.19999999999999998,1.0,0.25,"[0.19999999999999998,1.0,0.25]","[9.137099179452743e-13,2.2127064300267782e-09,7.595636113110665e-08,0.9999999218300186]",3
205,Neven,0.1,0.9166666666666666,0.6923076923076923,"[0.1,0.9166666666666666,0.6923076923076923]","[0.9986882217302632,0.0009250866229920053,0.00038669164674481383,1.7189338949277507e-17]",0
206,Niko Vukusic,0.1111111111111111,1.0,0.75,"[0.1111111111111111,1.0,0.75]","[1.6178027656870097e-07,3.1565304478406053e-10,1.686053678376513e-12,0.9999998379023842]",3
207,niko.mihovilovic,0.0909090909090909,0.9090909090909092,0.4166666666666667,"[0.0909090909090909,0.9090909090909092,0.4166666666666667]","[5.1981173887730586e-05,0.056278798064641436,0.9436692207614705,2.811195120124614e-16]",2
208,Nikola Bar��ic,0.5,0.0,0.0,"[0.5,0.0,0.0]","[1.2884540621118443e-14,0.9999999999999614,1.2884540621344043e-14,1.2884540621118443e-14]",1
209,Nikolaj,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
210,Nikoleta,0.14285714285714285,1.0,0.7,"[0.14285714285714285,1.0,0.7]","[9.326151059021273e-08,4.791690161544992e-10,6.115672122049109e-12,0.9999999062532047]",3
211,nikonikokaoja,0.25,0.6666666666666666,0.25,"[0.25,0.6666666666666666,0.25]","[0.00012994810015225399,0.1500916229071665,0.8497784289926811,1.1358125516005513e-16]",2
212,Nina1,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
213,NinaP,1.0,0.6666666666666666,0.0,"[1.0,0.6666666666666666,0.0]","[1.5769714833432312e-15,0.9999999999537678,4.6229184460508384e-11,1.5769714833432312e-15]",1
214,noordung,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
215,Oaky,0.14285714285714288,1.0,0.7777777777777778,"[0.14285714285714288,1.0,0.7777777777777778]","[4.3598414207122416e-08,2.504969534152059e-10,5.027226667995896e-13,0.9999999561505862]",3
216,Ojiga,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]","[5.1262431540120475e-23,3.923101869979592e-10,3.0749618955148853e-14,0.9999999996076591]",3
217,p2035e,0.5,1.0,0.0,"[0.5,1.0,0.0]","[2.7951937507762385e-23,1.421442526456693e-09,2.9382505395609934e-08,0.9999999691960522]",3
218,Paval,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]","[1.600774221687733e-17,1.0777919832378664e-09,4.0388715238091394e-07,0.9999995950350556]",3
219,Pavle,0.09090909090909093,1.0,0.8461538461538461,"[0.09090909090909093,1.0,0.8461538461538461]","[1.352411682174041e-07,1.2604651450960267e-10,7.904406366772628e-14,0.9999998646327062]",3
220,pedro,1.0,1.0,0.2,"[1.0,1.0,0.2]","[1.6091832068091014e-22,1.997534532658717e-08,6.331193134058373e-21,0.9999999800246547]",3
221,peri,0.08333333333333333,0.75,0.7692307692307693,"[0.08333333333333333,0.75,0.7692307692307693]","[0.9441355240516502,0.008127480853488543,0.047736995094861095,1.3872898191236284e-16]",0
222,Pero,0.3333333333333333,1.0,0.1111111111111111,"[0.3333333333333333,1.0,0.1111111111111111]","[1.586339555172829e-15,1.8152420304171327e-09,1.613650212641499e-07,0.999999836819735]",3
223,Petar,0.14285714285714285,1.0,0.4166666666666667,"[0.14285714285714285,1.0,0.4166666666666667]","[1.1279551301342336e-10,1.9346533716649016e-09,6.218458868090563e-09,0.9999999917340923]",3
224,PeterKogej,0.25,0.8,0.18181818181818185,"[0.25,0.8,0.18181818181818185]","[5.740348874855116e-05,0.013224503123414815,0.9867180933878366,2.793022620607402e-17]",2
225,PetraP,0.16666666666666669,1.0,0.6,"[0.16666666666666669,1.0,0.6]","[3.882245666933563e-08,9.437204348465382e-10,8.688280056579224e-11,0.99999996014694]",3
226,Pina,0.08333333333333333,1.0,0.9230769230769232,"[0.08333333333333333,1.0,0.9230769230769232]","[5.301075330036354e-08,5.344352008714463e-11,4.9907374829886074e-15,0.9999999469357983]",3
227,Pino,0.3333333333333333,1.0,0.2222222222222222,"[0.3333333333333333,1.0,0.2222222222222222]","[1.5925718542934533e-14,2.420860249238332e-09,3.811882936994042e-08,0.9999999594602944]",3
228,Pirko,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]","[8.994486001964506e-14,1.97982738789992e-09,1.7086517563957178e-07,0.999999827154907]",3
229,Pjerino,0.16666666666666666,1.0,1.0,"[0.16666666666666666,1.0,1.0]","[1.907765311765591e-13,2.1276858283583934e-11,6.210695366317065e-17,0.9999999999785324]",3
230,Pjero,0.125,1.0,0.5555555555555556,"[0.125,1.0,0.5555555555555556]","[9.793277457178598e-09,1.1724855973662243e-09,3.460340071544941e-10,0.999999988688203]",3
231,Plavac_mali,0.125,1.0,0.6666666666666666,"[0.125,1.0,0.6666666666666666]","[1.010745910443557e-07,6.064005380257934e-10,1.8837131793309497e-11,0.9999998983001713]",3
232,plombar,0.14285714285714282,0.75,0.5384615384615384,"[0.14285714285714282,0.75,0.5384615384615384]","[0.3158493432421622,0.029630339366650014,0.6545203173911878,5.852553099828822e-17]",2
233,Pokmon,0.14285714285714285,1.0,0.5833333333333334,"[0.14285714285714285,1.0,0.5833333333333334]","[3.560227583771669e-08,1.0230331383029586e-09,1.6011849265399163e-10,0.9999999632145725]",3
234,Pokret Otoka,0.25,1.0,0.5714285714285714,"[0.25,1.0,0.5714285714285714]","[6.583424144766276e-11,1.177348051747071e-09,6.868520468516758e-11,0.9999999986881325]",3
235,Polona,0.1111111111111111,0.9166666666666666,0.4615384615384616,"[0.1111111111111111,0.9166666666666666,0.4615384615384616]","[0.02245489841140237,0.08744060888163373,0.8901044927069636,4.409861888154722e-16]",2
236,poppy,0.25,0.9166666666666666,0.0,"[0.25,0.9166666666666666,0.0]","[4.7441799253274494e-11,0.002229865031090738,0.9977701349214675,7.254227058952538e-17]",2
237,Primosius,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]","[1.600774221687733e-17,1.0777919832378664e-09,4.0388715238091394e-07,0.9999995950350556]",3
238,RadoL,0.14285714285714285,1.0,0.5,"[0.14285714285714285,1.0,0.5]","[3.815485528921047e-09,1.5022948056720538e-09,1.1567746786708193e-09,0.999999993525445]",3
239,Ramo,0.09090909090909093,0.8333333333333334,0.8461538461538461,"[0.09090909090909093,0.8333333333333334,0.8461538461538461]","[0.9995987550570408,0.00027662552039601644,0.00012461942256319865,1.991060468534737e-17]",0
240,Rebeka,0.125,1.0,0.0,"[0.125,1.0,0.0]","[2.1452229776941844e-22,9.558319383503094e-10,2.7311854644469105e-07,0.9999997259256216]",3
241,RobiF,0.25,1.0,0.75,"[0.25,1.0,0.75]","[7.71286652656862e-14,3.4969588080444487e-10,2.3764068906481623e-13,0.9999999996499894]",3
242,rocco337,0.5,1.0,0.2222222222222222,"[0.5,1.0,0.2222222222222222]","[1.3916630809084287e-23,3.263208949130081e-09,1.005217682347281e-09,0.9999999957315733]",3
243,Rok321,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]","[5.1262431540120475e-23,3.923101869979592e-10,3.0749618955148853e-14,0.9999999996076591]",3
244,Roki,0.16666666666666666,0.9166666666666666,0.2307692307692308,"[0.16666666666666666,0.9166666666666666,0.2307692307692308]","[6.449421350954054e-07,0.009901584160440421,0.9900977708974243,6.244657437076894e-17]",2
245,rokian,0.3333333333333333,1.0,0.5,"[0.3333333333333333,1.0,0.5]","[2.269925183732371e-16,1.7909707403996242e-09,1.0375428194840542e-10,0.9999999981052747]",3
246,roman113,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
247,Romana,0.2,0.75,0.3333333333333333,"[0.2,0.75,0.3333333333333333]","[0.0035521481510480536,0.027434982680727138,0.9690128691682248,3.015472593193993e-17]",2
248,ruzica kovacevic,0.125,1.0,0.5,"[0.125,1.0,0.5]","[1.29176761779587e-09,1.493722199443136e-09,1.2178353768807926e-09,0.9999999959966748]",3
249,Safet,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]","[1.600774221687733e-17,1.0777919832378664e-09,4.0388715238091394e-07,0.9999995950350556]",3
250,Sailman,0.125,1.0,0.6666666666666666,"[0.125,1.0,0.6666666666666666]","[1.010745910443557e-07,6.064005380257934e-10,1.8837131793309497e-11,0.9999998983001713]",3
251,Salieri,0.19999999999999998,1.0,0.0,"[0.19999999999999998,1.0,0.0]","[1.4438269238128206e-21,9.696193184026136e-10,5.027754432400413e-07,0.9999994962549374]",3
252,Sandi,0.19999999999999998,1.0,0.6666666666666666,"[0.19999999999999998,1.0,0.6666666666666666]","[3.1889256409594113e-09,6.335468433710744e-10,8.812150032208096e-12,0.9999999961687154]",3
253,sawyer,0.25,1.0,0.2307692307692308,"[0.25,1.0,0.2307692307692308]","[1.9366285387686252e-12,2.24143683232875e-09,7.883093498077208e-08,0.9999999189256915]",3
254,shrike,0.19999999999999998,1.0,0.8333333333333334,"[0.19999999999999998,1.0,0.8333333333333334]","[1.0126716254575864e-11,1.532493129230352e-10,2.9667164951364845e-14,0.9999999998365943]",3
255,Silvestar Tokic,0.2,1.0,0.38461538461538464,"[0.2,1.0,0.38461538461538464]","[4.309957303713676e-10,2.1150292171535037e-09,9.120911809337863e-09,0.9999999883330632]",3
256,��imun Zamberlin,0.08333333333333333,0.9166666666666666,0.8461538461538461,"[0.08333333333333333,0.9166666666666666,0.8461538461538461]","[0.9998285368631437,0.0001667512941312191,4.711842725196263e-06,2.0068469957372148e-17]",0
257,��katja,0.3333333333333333,0.8333333333333334,0.2857142857142857,"[0.3333333333333333,0.8333333333333334,0.2857142857142857]","[4.286742019010986e-05,0.03270334214042136,0.9672537904393885,4.178542219809224e-17]",2
258,slipke,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
259,Spasic Vladimir,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]","[1.600774221687733e-17,1.0777919832378664e-09,4.0388715238091394e-07,0.9999995950350556]",3
260,splicho,0.5,1.0,0.25,"[0.5,1.0,0.25]","[1.3471179939872122e-23,3.3903973808118125e-09,5.686498029774772e-10,0.9999999960409528]",3
261,staneb,0.1111111111111111,1.0,0.75,"[0.1111111111111111,1.0,0.75]","[1.6178027656870097e-07,3.1565304478406053e-10,1.686053678376513e-12,0.9999998379023842]",3
262,Stanojevic,0.33333333333333337,1.0,0.0,"[0.33333333333333337,1.0,0.0]","[1.600774221687733e-17,1.0777919832378672e-09,4.0388715238091394e-07,0.9999995950350556]",3
263,stinfio,0.2,0.9166666666666666,0.0,"[0.2,0.9166666666666666,0.0]","[6.299694978261668e-14,0.0026419217358774,0.9973580782640594,1.2412741868921672e-16]",2
264,stipica,0.14285714285714282,0.3333333333333333,0.38461538461538464,"[0.14285714285714282,0.3333333333333333,0.38461538461538464]","[9.665119659524283e-16,0.9999961280115937,3.871988404391505e-06,9.665087755880203e-16]",1
265,TAMARA L.,0.08333333333333333,0.9166666666666666,0.8461538461538461,"[0.08333333333333333,0.9166666666666666,0.8461538461538461]","[0.9998285368631437,0.0001667512941312191,4.711842725196263e-06,2.0068469957372148e-17]",0
266,tasa,0.25,1.0,0.5714285714285714,"[0.25,1.0,0.5714285714285714]","[6.583424144766276e-11,1.177348051747071e-09,6.868520468516758e-11,0.9999999986881325]",3
267,Tatjana,0.5,0.6666666666666666,0.5,"[0.5,0.6666666666666666,0.5]","[1.0621050701533448e-15,0.9478395721431743,0.05216042785682365,1.0621050701533403e-15]",1
268,tibor,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]","[8.994486001964506e-14,1.97982738789992e-09,1.7086517563957178e-07,0.999999827154907]",3
269,Tina Kiler,0.16666666666666666,1.0,0.4615384615384616,"[0.16666666666666666,1.0,0.4615384615384616]","[2.655527392443296e-09,1.7332618770996036e-09,2.3834732998060485e-09,0.9999999932277375]",3
270,Tja��a,0.1111111111111111,1.0,0.6666666666666666,"[0.1111111111111111,1.0,0.6666666666666666]","[7.97477371386457e-08,6.036533044600363e-10,2.0461906681978993e-11,0.9999999196281476]",3
271,Tojo,0.3333333333333333,1.0,0.25,"[0.3333333333333333,1.0,0.25]","[1.982235730045184e-14,2.5083626545146883e-09,2.4480080613542463e-08,0.9999999730115369]",3
272,tomaz1961,0.1111111111111111,0.8181818181818182,0.6666666666666666,"[0.1111111111111111,0.8181818181818182,0.6666666666666666]","[0.9878524989416846,0.0018653737014409381,0.010282127356874463,1.394604101048842e-17]",0
273,tomba,0.2,0.875,0.5555555555555556,"[0.2,0.875,0.5555555555555556]","[0.9617205395428284,0.006561148316765545,0.03171831214040592,2.6296405685651793e-17]",0
274,Tome,0.19999999999999998,0.8333333333333334,0.7142857142857143,"[0.19999999999999998,0.8333333333333334,0.7142857142857143]","[0.947145515159522,0.023961981624543143,0.028892503215934746,2.9758999215576765e-16]",0
275,Tomica,0.14285714285714285,1.0,1.0,"[0.14285714285714285,1.0,1.0]","[1.0260469808253637e-11,2.0907432240998396e-11,9.656202925335615e-17,0.9999999999688319]",3
276,Tomislav Cipcic,0.3333333333333333,1.0,0.25,"[0.3333333333333333,1.0,0.25]","[1.982235730045184e-14,2.5083626545146883e-09,2.4480080613542463e-08,0.9999999730115369]",3
277,TonCa,0.16666666666666666,1.0,0.3076923076923077,"[0.16666666666666666,1.0,0.3076923076923077]","[2.0832616109374634e-12,2.226412050760622e-09,3.6277661903479206e-08,0.9999999614938427]",3
278,Tone,1.0,0.6666666666666666,0.0,"[1.0,0.6666666666666666,0.0]","[1.5769714833432312e-15,0.9999999999537678,4.6229184460508384e-11,1.5769714833432312e-15]",1
279,Toni Petkovic,0.16666666666666666,1.0,0.0,"[0.16666666666666666,1.0,0.0]","[1.5295004580787377e-22,9.596063782685356e-10,4.091658825430031e-07,0.9999995898745111]",3
280,toni88,0.25,1.0,0.25,"[0.25,1.0,0.25]","[4.1920768643640905e-12,2.2914865710956985e-09,6.04083966377572e-08,0.9999999372959246]",3
281,Tpk,0.16666666666666669,0.8333333333333334,0.7142857142857143,"[0.16666666666666669,0.8333333333333334,0.7142857142857143]","[0.9954981458921869,0.0016515967316994183,0.002850257376113676,2.065296029066949e-17]",0
282,Trojan,0.1111111111111111,1.0,0.8888888888888888,"[0.1111111111111111,1.0,0.8888888888888888]","[3.0059523457834876e-08,8.002186215453038e-11,1.3639749711825707e-14,0.999999969860441]",3
283,Urle,0.3333333333333333,1.0,0.07692307692307693,"[0.3333333333333333,1.0,0.07692307692307693]","[4.921871021880681e-16,1.585146238357909e-09,2.2631688965796664e-07,0.9999997720979635]",3
284,Urosv,0.1111111111111111,1.0,0.75,"[0.1111111111111111,1.0,0.75]","[1.6178027656870097e-07,3.1565304478406053e-10,1.686053678376513e-12,0.9999998379023842]",3
285,Valentin,0.5,0.9166666666666666,0.0,"[0.5,0.9166666666666666,0.0]","[3.2359028730261536e-16,0.03856113785554319,0.9614388621444562,3.2085044006336273e-16]",2
286,Vanda,0.5,0.75,0.0,"[0.5,0.75,0.0]","[1.3290999809703723e-15,0.31613502125777954,0.6838649787422184,7.385517234560315e-16]",2
287,vanja123,0.33333333333333337,0.5,0.6,"[0.33333333333333337,0.5,0.6]","[1.0272846505208477e-14,0.863784044129687,0.13621595587030091,1.7708937413940367e-15]",1
288,varga,0.19999999999999998,1.0,0.0,"[0.19999999999999998,1.0,0.0]","[1.4438269238128206e-21,9.696193184026136e-10,5.027754432400413e-07,0.9999994962549374]",3
289,Vedran,0.1,1.0,0.5454545454545454,"[0.1,1.0,0.5454545454545454]","[1.1382698184991046e-09,1.2237358507149943e-09,4.6310177745160905e-10,0.9999999971748926]",3
290,Vedran Nikolic,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.0407954340098813e-22,8.547244488257657e-09,1.8130410750429473e-18,0.9999999914527555]",3
291,Vedran_499,0.19999999999999998,0.5,0.42857142857142855,"[0.19999999999999998,0.5,0.42857142857142855]","[4.0186519659808295e-08,0.9142374004344536,0.08576255937902612,6.041329826704619e-16]",1
292,vedrana,0.3333333333333333,0.3333333333333333,0.5,"[0.3333333333333333,0.3333333333333333,0.5]","[1.4147963602910852e-15,0.9999430189601904,5.698103980674784e-05,1.4147955705502138e-15]",1
293,vibord,0.14285714285714282,0.9166666666666666,0.15384615384615385,"[0.14285714285714282,0.9166666666666666,0.15384615384615385]","[1.539777665870333e-11,0.006971440491263612,0.9930285594933385,8.943473268756479e-17]",2
294,vid,0.16666666666666666,0.9,0.2727272727272727,"[0.16666666666666666,0.9,0.2727272727272727]","[1.942837549926873e-05,0.012603718903769786,0.9873768527207311,5.513069956415584e-17]",2
