,users,intensityNormalized,order,freq,catchingUpRatio,pcaInput,_1,_2,features,prediction
125,Niko Vukusic,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]",0.40552974309843315,1.208720022617043,"[0.40552974309843315,1.208720022617043]",2
126,niko.mihovilovic,0.007575757575757569,0.9090909090909092,0.4166666666666667,0.08333333333333333,"[0.007575757575757569,0.9090909090909092,0.4166666666666667,0.08333333333333333]",0.28227901465659383,0.9316698727324503,"[0.28227901465659383,0.9316698727324503]",2
127,Nikoleta,0.03571428571428572,1.0,0.7,0.3,"[0.03571428571428572,1.0,0.7,0.3]",0.33716571452383104,1.2108860166570237,"[0.33716571452383104,1.2108860166570237]",2
128,Oaky,0.02380952380952382,1.0,0.7777777777777778,0.2222222222222222,"[0.02380952380952382,1.0,0.7777777777777778,0.2222222222222222]",0.4433452714838113,1.2075876019534884,"[0.4433452714838113,1.2075876019534884]",2
129,Ojiga,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]",0.40552974309843315,1.208720022617043,"[0.40552974309843315,1.208720022617043]",2
130,Pavle,0.015151515151515155,1.0,0.8461538461538461,0.15384615384615385,"[0.015151515151515155,1.0,0.8461538461538461,0.15384615384615385]",0.536015554668908,1.2049786180062536,"[0.536015554668908,1.2049786180062536]",2
131,pedro,0.75,1.0,0.2,0.8,"[0.75,1.0,0.2,0.8]",-0.5833365559593114,1.334655433523064,"[-0.5833365559593114,1.334655433523064]",1
132,Pero,0.16666666666666666,1.0,0.1111111111111111,0.1111111111111111,"[0.16666666666666666,1.0,0.1111111111111111,0.1111111111111111]",0.0006488760153523787,0.9210365512602909,"[0.0006488760153523787,0.9210365512602909]",0
133,Petar,0.05952380952380953,1.0,0.4166666666666667,0.16666666666666666,"[0.05952380952380953,1.0,0.4166666666666667,0.16666666666666666]",0.2162225956472703,1.0475845350858235,"[0.2162225956472703,1.0475845350858235]",2
134,PeterKogej,0.14583333333333334,0.8,0.18181818181818185,0.2727272727272727,"[0.14583333333333334,0.8,0.18181818181818185,0.2727272727272727]",-0.054331512919724184,0.8515498886724491,"[-0.054331512919724184,0.8515498886724491]",0
135,PetraP,0.05555555555555556,1.0,0.6,0.4,"[0.05555555555555556,1.0,0.6,0.4]",0.19895726997001978,1.215856188964899,"[0.19895726997001978,1.215856188964899]",2
136,Pina,0.006944444444444438,1.0,0.9230769230769232,0.07692307692307693,"[0.006944444444444438,1.0,0.9230769230769232,0.07692307692307693]",0.6396976553912711,1.2022900822445812,"[0.6396976553912711,1.2022900822445812]",2
137,Pino,0.16666666666666666,1.0,0.2222222222222222,0.1111111111111111,"[0.16666666666666666,1.0,0.2222222222222222,0.1111111111111111]",0.07704073499045112,0.9649720851396536,"[0.07704073499045112,0.9649720851396536]",0
138,Pirko,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666]",0.004370453028908816,0.9659605580109345,"[0.004370453028908816,0.9659605580109345]",0
139,Pjero,0.010416666666666666,1.0,0.5555555555555556,0.1111111111111111,"[0.010416666666666666,1.0,0.5555555555555556,0.1111111111111111]",0.3645065659721484,1.0716501828036293,"[0.3645065659721484,1.0716501828036293]",2
140,Plavac_mali,0.04166666666666666,1.0,0.6666666666666666,0.3333333333333333,"[0.04166666666666666,1.0,0.6666666666666666,0.3333333333333333]",0.2913429642399952,1.212436376721663,"[0.2913429642399952,1.212436376721663]",2
141,plombar,0.07142857142857144,0.75,0.5384615384615384,0.46153846153846156,"[0.07142857142857144,0.75,0.5384615384615384,0.46153846153846156]",0.0986939097795268,1.0184076496257808,"[0.0986939097795268,1.0184076496257808]",0
142,Pokmon,0.05952380952380953,1.0,0.5833333333333334,0.4166666666666667,"[0.05952380952380953,1.0,0.5833333333333334,0.4166666666666667]",0.1756757979769501,1.2167909150541973,"[0.1756757979769501,1.2167909150541973]",2
143,Pokret Otoka,0.0625,1.0,0.5714285714285714,0.42857142857142855,"[0.0625,1.0,0.5714285714285714,0.42857142857142855]",0.15899330414602153,1.2174813688404071,"[0.15899330414602153,1.2174813688404071]",2
144,RadoL,0.05952380952380953,1.0,0.5,0.25,"[0.05952380952380953,1.0,0.5,0.25]",0.2218049611676049,1.1149705452117888,"[0.2218049611676049,1.1149705452117888]",2
145,Ramo,0.015151515151515155,0.8333333333333334,0.8461538461538461,0.15384615384615385,"[0.015151515151515155,0.8333333333333334,0.8461538461538461,0.15384615384615385]",0.5267852225052857,1.0709144846418173,"[0.5267852225052857,1.0709144846418173]",2
146,rocco337,0.2916666666666667,1.0,0.2222222222222222,0.7777777777777778,"[0.2916666666666667,1.0,0.2222222222222222,0.7777777777777778]",-0.38328369794258504,1.2605497660504896,"[-0.38328369794258504,1.2605497660504896]",1
147,Rok321,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]",0.40552974309843315,1.208720022617043,"[0.40552974309843315,1.208720022617043]",2
148,Roki,0.0972222222222222,0.9166666666666666,0.2307692307692308,0.07692307692307693,"[0.0972222222222222,0.9166666666666666,0.2307692307692308,0.07692307692307693]",0.12542363147134283,0.8760245341144538,"[0.12542363147134283,0.8760245341144538]",0
149,Romana,0.06666666666666668,0.75,0.3333333333333333,0.3333333333333333,"[0.06666666666666668,0.75,0.3333333333333333,0.3333333333333333]",0.03899544842024125,0.8835541356727787,"[0.03899544842024125,0.8835541356727787]",0
150,ruzica kovacevic,0.04166666666666666,1.0,0.5,0.3333333333333333,"[0.04166666666666666,1.0,0.5,0.3333333333333333]",0.17675517577734703,1.146533075902619,"[0.17675517577734703,1.146533075902619]",2
151,Sailman,0.04166666666666666,1.0,0.6666666666666666,0.3333333333333333,"[0.04166666666666666,1.0,0.6666666666666666,0.3333333333333333]",0.2913429642399952,1.212436376721663,"[0.2913429642399952,1.212436376721663]",2
152,Sandi,0.016666666666666663,1.0,0.6666666666666666,0.16666666666666666,"[0.016666666666666663,1.0,0.6666666666666666,0.16666666666666666]",0.4040924623109981,1.1395470966529184,"[0.4040924623109981,1.1395470966529184]",2
153,sawyer,0.1875,1.0,0.2307692307692308,0.46153846153846156,"[0.1875,1.0,0.2307692307692308,0.46153846153846156]",-0.14230860995237585,1.1165031060576067,"[-0.14230860995237585,1.1165031060576067]",1
154,shrike,0.016666666666666663,1.0,0.8333333333333334,0.16666666666666666,"[0.016666666666666663,1.0,0.8333333333333334,0.16666666666666666]",0.5186802507736463,1.2054503974719624,"[0.5186802507736463,1.2054503974719624]",2
155,Silvestar Tokic,0.13333333333333333,1.0,0.38461538461538464,0.6153846153846154,"[0.13333333333333333,1.0,0.38461538461538464,0.6153846153846154]",-0.11179541630348777,1.2321968331175939,"[-0.11179541630348777,1.2321968331175939]",1
156,splicho,0.25,1.0,0.25,0.75,"[0.25,1.0,0.25,0.75]",-0.33140448921344023,1.2533545952217526,"[-0.33140448921344023,1.2533545952217526]",1
157,staneb,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]",0.40552974309843315,1.208720022617043,"[0.40552974309843315,1.208720022617043]",2
158,stipica,0.07142857142857144,0.3333333333333333,0.38461538461538464,0.38461538461538464,"[0.07142857142857144,0.3333333333333333,0.38461538461538464,0.38461538461538464]",0.01757845498432456,0.5906279372588557,"[0.01757845498432456,0.5906279372588557]",0
159,TAMARA L.,0.006944444444444438,0.9166666666666666,0.8461538461538461,0.07692307692307693,"[0.006944444444444438,0.9166666666666666,0.8461538461538461,0.07692307692307693]",0.5821958177113146,1.104841107492035,"[0.5821958177113146,1.104841107492035]",2
160,tasa,0.0625,1.0,0.5714285714285714,0.2857142857142857,"[0.0625,1.0,0.5714285714285714,0.2857142857142857]",0.24764163907914624,1.158451037897933,"[0.24764163907914624,1.158451037897933]",2
161,Tatjana,0.08333333333333333,0.6666666666666666,0.5,0.5,"[0.08333333333333333,0.6666666666666666,0.5,0.5]",0.039327386279749965,0.9539744629997298,"[0.039327386279749965,0.9539744629997298]",0
162,tibor,0.04166666666666666,1.0,0.16666666666666666,0.3333333333333333,"[0.04166666666666666,1.0,0.16666666666666666,0.3333333333333333]",-0.05242040114794924,1.0147264742645314,"[-0.05242040114794924,1.0147264742645314]",0
163,Tina Kiler,0.0972222222222222,1.0,0.4615384615384616,0.5384615384615384,"[0.0972222222222222,1.0,0.4615384615384616,0.5384615384615384]",0.0022964994867253896,1.2250207018987262,"[0.0022964994867253896,1.2250207018987262]",0
164,Tojo,0.25,1.0,0.25,0.75,"[0.25,1.0,0.25,0.75]",-0.33140448921344023,1.2533545952217526,"[-0.33140448921344023,1.2533545952217526]",1
165,tomaz1961,0.027777777777777773,0.8181818181818182,0.6666666666666666,0.16666666666666666,"[0.027777777777777773,0.8181818181818182,0.6666666666666666,0.16666666666666666]",0.38987792430869234,0.9950822306389653,"[0.38987792430869234,0.9950822306389653]",2
166,tomba,0.06666666666666668,0.875,0.5555555555555556,0.4444444444444444,"[0.06666666666666668,0.875,0.5555555555555556,0.4444444444444444]",0.12975321054516964,1.1178857830767555,"[0.12975321054516964,1.1178857830767555]",2
167,Tome,0.033333333333333326,0.8333333333333334,0.7142857142857143,0.2857142857142857,"[0.033333333333333326,0.8333333333333334,0.7142857142857143,0.2857142857142857]",0.3475102587359409,1.0761847940175095,"[0.3475102587359409,1.0761847940175095]",2
168,Tomislav Cipcic,0.027777777777777773,1.0,0.25,0.25,"[0.027777777777777773,1.0,0.25,0.25]",0.06176637771048876,1.011010120159911,"[0.06176637771048876,1.011010120159911]",0
169,TonCa,0.0972222222222222,1.0,0.3076923076923077,0.23076923076923078,"[0.0972222222222222,1.0,0.3076923076923077,0.23076923076923078]",0.08745803153101112,1.0370446344973567,"[0.08745803153101112,1.0370446344973567]",0
170,toni88,0.16666666666666666,1.0,0.25,0.5,"[0.16666666666666666,1.0,0.25,0.5]",-0.1451817675837248,1.1366496472862297,"[-0.1451817675837248,1.1366496472862297]",1
171,Tpk,0.013888888888888895,0.8333333333333334,0.7142857142857143,0.14285714285714285,"[0.013888888888888895,0.8333333333333334,0.7142857142857143,0.14285714285714285]",0.44341249195164,1.014027360358257,"[0.44341249195164,1.014027360358257]",2
172,Urle,0.2777777777777777,1.0,0.07692307692307693,0.15384615384615385,"[0.2777777777777777,1.0,0.07692307692307693,0.15384615384615385]",-0.09082589136289956,0.9430457298412795,"[-0.09082589136289956,0.9430457298412795]",0
173,Urosv,0.027777777777777773,1.0,0.75,0.16666666666666666,"[0.027777777777777773,1.0,0.75,0.16666666666666666]",0.4572412718094226,1.1742856629005995,"[0.4572412718094226,1.1742856629005995]",2
174,vanja123,0.05555555555555556,0.5,0.6,0.4,"[0.05555555555555556,0.5,0.6,0.4]",0.17126627347915285,0.8136637888715901,"[0.17126627347915285,0.8136637888715901]",2
175,Vedran,0.00833333333333334,1.0,0.5454545454545454,0.09090909090909091,"[0.00833333333333334,1.0,0.5454545454545454,0.09090909090909091]",0.37087518307964634,1.0589732730727734,"[0.37087518307964634,1.0589732730727734]",2
176,Vedran_499,0.033333333333333326,0.5,0.42857142857142855,0.14285714285714285,"[0.033333333333333326,0.5,0.42857142857142855,0.14285714285714285]",0.22126172054870996,0.6360491092278018,"[0.22126172054870996,0.6360491092278018]",2
177,vedrana,0.027777777777777773,0.3333333333333333,0.5,0.25,"[0.027777777777777773,0.3333333333333333,0.5,0.25]",0.19672673174997168,0.5736085379307319,"[0.19672673174997168,0.5736085379307319]",2
178,vibord,0.07142857142857144,0.9166666666666666,0.15384615384615385,0.23076923076923078,"[0.07142857142857144,0.9166666666666666,0.15384615384615385,0.23076923076923078]",-0.013307959617145065,0.9050305541930419,"[-0.013307959617145065,0.9050305541930419]",0
179,vid,0.06944444444444442,0.9,0.2727272727272727,0.36363636363636365,"[0.06944444444444442,0.9,0.2727272727272727,0.36363636363636365]",-0.014206002787955446,0.9932153333502747,"[-0.014206002787955446,0.9932153333502747]",0
180,Vido,0.08333333333333333,0.6666666666666666,0.5,0.5,"[0.08333333333333333,0.6666666666666666,0.5,0.5]",0.039327386279749965,0.9539744629997298,"[0.039327386279749965,0.9539744629997298]",0
181,Viktor Vic,0.00833333333333334,0.8,0.6363636363636364,0.09090909090909091,"[0.00833333333333334,0.8,0.6363636363636364,0.09090909090909091]",0.42230121455383496,0.9340435680276556,"[0.42230121455383496,0.9340435680276556]",2
182,wavemaker,0.08333333333333333,1.0,0.4166666666666667,0.4166666666666667,"[0.08333333333333333,1.0,0.4166666666666667,0.4166666666666667]",0.0522056850866599,1.154716719602637,"[0.0522056850866599,1.154716719602637]",0
183,Zdenko,0.125,0.5,0.2,0.4,"[0.125,0.5,0.2,0.4]",-0.12965119841182532,0.6666640908943791,"[-0.12965119841182532,0.6666640908943791]",0
184,Zdravko,0.052083333333333336,1.0,0.3076923076923077,0.15384615384615385,"[0.052083333333333336,1.0,0.3076923076923077,0.15384615384615385]",0.15203115706855994,0.9979997260896571,"[0.15203115706855994,0.9979997260896571]",2
185,zvjezdana,0.05555555555555556,1.0,0.4,0.4,"[0.05555555555555556,1.0,0.4,0.4]",0.06145192381484205,1.1367722279820462,"[0.06145192381484205,1.1367722279820462]",0
186,Zvonimir Matic,0.25,0.0,0.25,0.75,"[0.25,0.0,0.25,0.75]",-0.3867864821951742,0.4489697950351348,"[-0.3867864821951742,0.4489697950351348]",0
