,users,followingRatio,order,freq,catchingUpRatio,pcaInput,_1,_2,features,probability,prediction
18,Anze-G,1.0,1.0,0.25,0.75,"[1.0,1.0,0.25,0.75]",-0.8510851136699836,1.2165196433668957,"[-0.8510851136699836,1.2165196433668957]","[1.8637943374779286e-13,4.767678418983303e-14,0.999999999999766]",2
19,Anzze99,0.16666666666666666,0.875,0.6666666666666666,0.3333333333333333,"[0.16666666666666666,0.875,0.6666666666666666,0.3333333333333333]",0.12087443589840596,1.0471729943643224,"[0.12087443589840596,1.0471729943643224]","[0.001693459289363493,0.9726323298205168,0.025674210890119824]",1
20,Apsirtgirl,0.19999999999999998,1.0,0.7142857142857143,0.2857142857142857,"[0.19999999999999998,1.0,0.7142857142857143,0.2857142857142857]",0.16021262747184703,1.1242809172289072,"[0.16021262747184703,1.1242809172289072]","[9.954936222290951e-05,0.9947295346386764,0.00517091599910058]",1
21,benjamin,1.0,1.0,0.16666666666666666,0.8333333333333334,"[1.0,1.0,0.16666666666666666,0.8333333333333334]",-0.9425306494859613,1.1885218280343666,"[-0.9425306494859613,1.1885218280343666]","[1.7399659937916018e-15,3.1977889763126646e-15,0.9999999999999951]",2
22,blaz02,1.0,1.0,0.16666666666666666,0.8333333333333334,"[1.0,1.0,0.16666666666666666,0.8333333333333334]",-0.9425306494859613,1.1885218280343666,"[-0.9425306494859613,1.1885218280343666]","[1.7399659937916018e-15,3.1977889763126646e-15,0.9999999999999951]",2
23,Bojan1825,0.125,1.0,0.6666666666666666,0.3333333333333333,"[0.125,1.0,0.6666666666666666,0.3333333333333333]",0.15500323590516812,1.085010926133517,"[0.15500323590516812,1.085010926133517]","[0.0002715033228683838,0.9905719580011537,0.009156538675977856]",1
24,Branklo,0.3333333333333333,1.0,0.75,0.25,"[0.3333333333333333,1.0,0.75,0.25]",0.11576765969846395,1.1776510733460523,"[0.11576765969846395,1.1776510733460523]","[0.00016472298670227575,0.9915016535865978,0.008333623426699884]",1
25,BrunoB,0.14285714285714288,0.875,0.6666666666666666,0.2222222222222222,"[0.14285714285714288,0.875,0.6666666666666666,0.2222222222222222]",0.1982641983769974,0.9935506527163537,"[0.1982641983769974,0.9935506527163537]","[0.0023386617700430086,0.9303572363073622,0.06730410192259476]",1
26,Buda,0.5,0.4,0.3333333333333333,0.6666666666666666,"[0.5,0.4,0.3333333333333333,0.6666666666666666]",-0.48436928149025354,0.8456971510904709,"[-0.48436928149025354,0.8456971510904709]","[0.005454262924844968,0.00019129724655700045,0.994354439828598]",2
27,chibu79,0.0909090909090909,1.0,0.9166666666666666,0.08333333333333333,"[0.0909090909090909,1.0,0.9166666666666666,0.08333333333333333]",0.450724025320449,1.1584265360052857,"[0.450724025320449,1.1584265360052857]","[3.2243504619784894e-09,0.999776996749164,0.00022300002648557025]",1
28,Cromiza,0.25,0.8,0.2727272727272727,0.2727272727272727,"[0.25,0.8,0.2727272727272727,0.2727272727272727]",-0.11298472286260097,0.7210750433919269,"[-0.11298472286260097,0.7210750433919269]","[0.9269982015741737,1.192626836361921e-06,0.07300060579898986]",0
29,cvjetko,0.1111111111111111,1.0,0.6666666666666666,0.25,"[0.1111111111111111,1.0,0.6666666666666666,0.25]",0.21055639372558446,1.0460254524095407,"[0.21055639372558446,1.0460254524095407]","[0.00022911454200301676,0.9865542018514908,0.013216683606506218]",1
30,Damir Mulalic,0.25,1.0,0.16666666666666666,0.25,"[0.25,1.0,0.16666666666666666,0.25]",-0.14419106040531082,0.7130775387425125,"[-0.14419106040531082,0.7130775387425125]","[0.9305852068305732,7.359981003511141e-07,0.06941405717132647]",0
31,Danilo4783,0.3333333333333333,1.0,0.09090909090909093,0.2727272727272727,"[0.3333333333333333,1.0,0.09090909090909093,0.2727272727272727]",-0.24978784815627267,0.6914153762355034,"[-0.24978784815627267,0.6914153762355034]","[0.9017065431356927,3.04306798558386e-07,0.09829315255750881]",0
32,Dario,0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111,"[0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111]",-0.0886587309848276,0.7229236967842249,"[-0.0886587309848276,0.7229236967842249]","[0.9253511838941314,1.27289729045131e-06,0.07464754320857804]",0
33,DarioR,0.3333333333333333,1.0,0.14285714285714285,0.14285714285714285,"[0.3333333333333333,1.0,0.14285714285714285,0.14285714285714285]",-0.14898338394162297,0.6764442622206869,"[-0.14898338394162297,0.6764442622206869]","[0.9583545979480632,3.892235308757247e-08,0.04164536312958377]",0
34,Darko Babic,0.1,1.0,0.6923076923076923,0.15384615384615385,"[0.1,1.0,0.6923076923076923,0.15384615384615385]",0.28529790409539846,1.021851355766585,"[0.28529790409539846,1.021851355766585]","[8.832148190148968e-05,0.9796857559877593,0.020225922530339103]",1
35,Dejan Adamic,0.1,0.5833333333333334,0.6153846153846154,0.15384615384615385,"[0.1,0.5833333333333334,0.6153846153846154,0.15384615384615385]",0.21748263832657808,0.794777289910235,"[0.21748263832657808,0.794777289910235]","[0.1366058131296632,0.0002765215885868275,0.86311766528175]",2
36,DejanJ,0.08333333333333333,0.9166666666666666,0.8461538461538461,0.07692307692307693,"[0.08333333333333333,0.9166666666666666,0.8461538461538461,0.07692307692307693]",0.41600861224726354,1.066532579721778,"[0.41600861224726354,1.066532579721778]","[2.6703247525496227e-07,0.9965485166322054,0.003451216335319236]",1
37,demirel,1.0,0.6666666666666666,0.25,0.75,"[1.0,0.6666666666666666,0.25,0.75]",-0.8723986539425858,1.0811425816463736,"[-0.8723986539425858,1.0811425816463736]","[1.0247722026659215e-12,4.075407548887689e-11,0.9999999999582212]",2
38,Deni Oreb,1.0,1.0,0.09090909090909093,0.9090909090909091,"[1.0,1.0,0.09090909090909093,0.9090909090909091]",-1.0256629547732137,1.1630692686411581,"[-1.0256629547732137,1.1630692686411581]","[8.829513152075484e-16,1.0300360499682294e-15,0.999999999999998]",2
39,Dimen,0.33333333333333337,0.75,0.4,0.2,"[0.33333333333333337,0.75,0.4,0.2]",-0.05945154424235366,0.7920827249855527,"[-0.05945154424235366,0.7920827249855527]","[0.8197792469060972,0.00018590282579852645,0.18003485026810434]",0
40,dkervina,0.25,1.0,0.5,0.5,"[0.25,1.0,0.5,0.5]",-0.10629650294039625,1.0678006945964622,"[-0.10629650294039625,1.0678006945964622]","[0.03541879424693482,0.6497814717898086,0.31479973396325645]",1
41,dmeic,0.2,0.8333333333333334,0.3076923076923077,0.46153846153846156,"[0.2,0.8333333333333334,0.3076923076923077,0.46153846153846156]",-0.1669041955603905,0.8239618565829215,"[-0.1669041955603905,0.8239618565829215]","[0.6969997711257839,0.0011191982359365523,0.3018810306382796]",0
42,Dorsi,0.25,1.0,0.4,0.6,"[0.25,1.0,0.4,0.6]",-0.2160311459195694,1.0342033161974271,"[-0.2160311459195694,1.0342033161974271]","[0.052453855945467656,0.17552141672056182,0.7720247273339707]",2
43,dragana,0.3333333333333333,0.5,0.42857142857142855,0.5714285714285714,"[0.3333333333333333,0.5,0.42857142857142855,0.5714285714285714]",-0.2689211460006387,0.866593907339799,"[-0.2689211460006387,0.866593907339799]","[0.2962722539891328,0.00502689298438584,0.6987008530264812]",2
44,drejc,0.125,0.7,0.18181818181818185,0.09090909090909091,"[0.125,0.7,0.18181818181818185,0.09090909090909091]",0.012569207986392862,0.4976484128803584,"[0.012569207986392862,0.4976484128803584]","[0.9939969795131587,6.615761698863865e-16,0.0060030204868406715]",0
45,Edvard,0.125,1.0,0.7777777777777778,0.1111111111111111,"[0.125,1.0,0.7777777777777778,0.1111111111111111]",0.33938539524056616,1.0761067000009212,"[0.33938539524056616,1.0761067000009212]","[2.1816595980709585e-06,0.9970044285430264,0.0029933897973754638]",1
46,Efa i Neno,0.125,0.75,0.38461538461538464,0.38461538461538464,"[0.125,0.75,0.38461538461538464,0.38461538461538464]",-0.040776116470242346,0.7926904889060159,"[-0.040776116470242346,0.7926904889060159]","[0.8110734845506159,0.00019957818308558972,0.18872693726629852]",0
47,Elena Nikolovska,0.5,1.0,0.125,0.5,"[0.5,1.0,0.125,0.5]",-0.463833871954445,0.8633393916621952,"[-0.463833871954445,0.8633393916621952]","[0.007098205354116926,0.0003788883025710665,0.9925229063433121]",2
48,Ferijan Perkovic,0.16666666666666666,0.875,0.5555555555555556,0.3333333333333333,"[0.16666666666666666,0.875,0.5555555555555556,0.3333333333333333]",0.06140183305786362,0.963607927344982,"[0.06140183305786362,0.963607927344982]","[0.07499409745316125,0.6671352787516409,0.2578706237951978]",1
49,filip mestrovic,0.19999999999999998,1.0,0.7142857142857143,0.2857142857142857,"[0.19999999999999998,1.0,0.7142857142857143,0.2857142857142857]",0.16021262747184703,1.1242809172289072,"[0.16021262747184703,1.1242809172289072]","[9.954936222290951e-05,0.9947295346386764,0.00517091599910058]",1
50,Gasper,0.25,0.6666666666666666,0.42857142857142855,0.14285714285714285,"[0.25,0.6666666666666666,0.42857142857142855,0.14285714285714285]",0.034905070756242315,0.7300918686550377,"[0.034905070756242315,0.7300918686550377]","[0.8554923695569282,2.0693635156465283e-06,0.1445055610795561]",0
51,gcampa,0.125,1.0,0.4166666666666667,0.25,"[0.125,1.0,0.4166666666666667,0.25]",0.06803096319951862,0.862313540408025,"[0.06803096319951862,0.862313540408025]","[0.452828256903004,0.02130727335928623,0.5258644697377097]",2
52,GITA MARINKOVIC,1.0,0.6666666666666666,0.25,0.75,"[1.0,0.6666666666666666,0.25,0.75]",-0.8723986539425858,1.0811425816463736,"[-0.8723986539425858,1.0811425816463736]","[1.0247722026659215e-12,4.075407548887689e-11,0.9999999999582212]",2
53,Goran Cacic,0.16666666666666666,1.0,0.08333333333333333,0.16666666666666666,"[0.16666666666666666,1.0,0.08333333333333333,0.16666666666666666]",-0.08968198404107403,0.5898708207940286,"[-0.08968198404107403,0.5898708207940286]","[0.9885792630008168,6.920351479468606e-12,0.011420736992262745]",0
54,Gordana Genc,0.125,1.0,0.8888888888888888,0.1111111111111111,"[0.125,1.0,0.8888888888888888,0.1111111111111111]",0.3988579980811085,1.1596717670202616,"[0.3988579980811085,1.1596717670202616]","[2.288208489185617e-08,0.9997025355302668,0.00029744158764842646]",1
55,gpet,0.09999999999999999,0.9090909090909092,0.8333333333333334,0.16666666666666666,"[0.09999999999999999,0.9090909090909092,0.8333333333333334,0.16666666666666666]",0.34776325726913554,1.0963284601401053,"[0.34776325726913554,1.0963284601401053]","[8.302091587087059e-07,0.9983527326615028,0.0016464371293384444]",1
56,Gregor Primc,0.09999999999999999,1.0,0.4166666666666667,0.08333333333333333,"[0.09999999999999999,1.0,0.4166666666666667,0.08333333333333333]",0.17739486401338214,0.7852044907184721,"[0.17739486401338214,0.7852044907184721]","[0.28538203113099714,0.00016658992940191133,0.7144513789396009]",2
57,greta,0.25,0.6666666666666666,0.2857142857142857,0.42857142857142855,"[0.25,0.6666666666666666,0.2857142857142857,0.42857142857142855]",-0.20215770553212653,0.7415401593969466,"[-0.20215770553212653,0.7415401593969466]","[0.8635034836455038,8.007727103072597e-06,0.13648850862739326]",0
58,Hrvoje Juvancic,0.2,1.0,0.5555555555555556,0.4444444444444444,"[0.2,1.0,0.5555555555555556,0.4444444444444444]",-0.013969345510967457,1.070951745166947,"[-0.013969345510967457,1.070951745166947]","[0.011307169844074032,0.8991323290401156,0.0895605011158103]",1
59,Igor29,0.5,1.0,0.3333333333333333,0.6666666666666666,"[0.5,1.0,0.3333333333333333,0.6666666666666666]",-0.4460049089995697,1.0893758621874108,"[-0.4460049089995697,1.0893758621874108]","[0.00021638792292187295,0.00036869497536947006,0.9994149171017087]",2
60,IgorGancevic,0.3333333333333333,0.8571428571428571,0.125,0.25,"[0.3333333333333333,0.8571428571428571,0.125,0.25]",-0.2279001056821307,0.6495788306248955,"[-0.2279001056821307,0.6495788306248955]","[0.9573933682262663,8.273935538413643e-09,0.042606623499798275]",0
61,igorr,0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111,"[0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111]",-0.0886587309848276,0.7229236967842249,"[-0.0886587309848276,0.7229236967842249]","[0.9253511838941314,1.27289729045131e-06,0.07464754320857804]",0
62,iivana,0.25,0.8333333333333334,0.2857142857142857,0.14285714285714285,"[0.25,0.8333333333333334,0.2857142857142857,0.14285714285714285]",-0.03090293418815397,0.6903395990618613,"[-0.03090293418815397,0.6903395990618613]","[0.9424068530662215,7.305036296777686e-08,0.057593073883415453]",0
63,Ines,1.0,1.0,0.125,0.875,"[1.0,1.0,0.125,0.875]",-0.9882534173939501,1.1745229203681018,"[-0.9882534173939501,1.1745229203681018]","[8.5536783014562e-16,1.3336025478502723e-15,0.9999999999999978]",2
64,Ivan Odrljin,0.09090909090909093,0.9166666666666666,0.6923076923076923,0.07692307692307693,"[0.09090909090909093,0.9166666666666666,0.6923076923076923,0.07692307692307693]",0.32890989095393947,0.9531777325605657,"[0.32890989095393947,0.9531777325605657]","[0.000693251465180851,0.7103248423561142,0.288981906178705]",1
65,IvanV,0.5,0.8,0.3333333333333333,0.3333333333333333,"[0.5,0.8,0.3333333333333333,0.3333333333333333]",-0.27142869842084755,0.869445685427193,"[-0.27142869842084755,0.869445685427193]","[0.27955284402086755,0.005419470266893742,0.7150276857122387]",2
66,Ivica Komljenovic,0.5,0.9166666666666666,0.15384615384615385,0.8461538461538461,"[0.5,0.9166666666666666,0.15384615384615385,0.8461538461538461]",-0.6482929096713643,0.9952286098872173,"[-0.6482929096713643,0.9952286098872173]","[7.546515373944042e-07,3.7228626800925592e-06,0.9999955224857825]",2
67,Iztok3,0.25,1.0,0.2,0.4,"[0.25,1.0,0.2,0.4]",-0.21066323018717564,0.8005638317258716,"[-0.21066323018717564,0.8005638317258716]","[0.7014600247346302,0.000316500162110866,0.2982234751032589]",0
68,jadralec Jaro,0.14285714285714285,0.7142857142857143,0.625,0.125,"[0.14285714285714285,0.7142857142857143,0.625,0.125]",0.2203337320754316,0.8564873535005915,"[0.2203337320754316,0.8564873535005915]","[0.07403601920406958,0.016938674366196588,0.9090253064297338]",2
69,Jadran,0.09999999999999999,1.0,0.8333333333333334,0.16666666666666666,"[0.09999999999999999,1.0,0.8333333333333334,0.16666666666666666]",0.35357604097984524,1.1332494769729748,"[0.35357604097984524,1.1332494769729748]","[2.2721110659991373e-07,0.9993242918371232,0.00067548095177006]",1
70,Jani Pristavec,0.08333333333333333,1.0,0.6923076923076923,0.07692307692307693,"[0.08333333333333333,1.0,0.6923076923076923,0.07692307692307693]",0.3389903164592784,0.9846713677405142,"[0.3389903164592784,0.9846713677405142]","[0.00012002554034539376,0.9154882075337402,0.08439176692591453]",1
71,Jasminka,0.19999999999999998,0.8333333333333334,0.5714285714285714,0.2857142857142857,"[0.19999999999999998,0.8333333333333334,0.5714285714285714,0.2857142857142857]",0.07309108225484859,0.9491515859152084,"[0.07309108225484859,0.9491515859152084]","[0.10222900964658772,0.5649064875132085,0.33286450284020386]",1
72,jelena,0.1,1.0,0.9090909090909092,0.09090909090909091,"[0.1,1.0,0.9090909090909092,0.09090909090909091]",0.4367083462670977,1.1587020363661833,"[0.4367083462670977,1.1587020363661833]","[5.537140800987564e-09,0.9997609914617884,0.00023900300107075893]",1
73,Jelena-Marija,0.25,0.8,0.2727272727272727,0.6363636363636364,"[0.25,0.8,0.2727272727272727,0.6363636363636364]",-0.317382178945092,0.8723884321860045,"[-0.317382178945092,0.8723884321860045]","[0.1505081359016344,0.0038816166171284795,0.8456102474812371]",2
74,Jelena Cutura,0.25,1.0,0.6,0.2,"[0.25,1.0,0.6,0.2]",0.11585674088414694,1.0181757091587547,"[0.11585674088414694,1.0181757091587547]","[0.004800799558677129,0.9439289839091891,0.05127021653213369]",1
75,jerko,0.16666666666666666,0.9090909090909092,0.5,0.5,"[0.16666666666666666,0.9090909090909092,0.5,0.5]",-0.059836841842033195,1.00502274501159,"[-0.059836841842033195,1.00502274501159]","[0.08074366895728044,0.6356911251089812,0.2835652059337383]",1
76,Jerko. Marinkovic,0.125,0.9090909090909092,0.6666666666666666,0.3333333333333333,"[0.125,0.9090909090909092,0.6666666666666666,0.3333333333333333]",0.14919045219445848,1.0480899093006475,"[0.14919045219445848,1.0480899093006475]","[0.0008948515195336255,0.9794477690082568,0.01965737947220966]",1
77,Josip Rabanasic,0.25,0.8333333333333334,0.42857142857142855,0.42857142857142855,"[0.25,0.8333333333333334,0.42857142857142855,0.42857142857142855]",-0.11503616031512812,0.9166694907106456,"[-0.11503616031512812,0.9166694907106456]","[0.4091460267601078,0.07872223540971428,0.5121317378301781]",2
78,josko52@gmail.com,0.5,0.8333333333333334,0.14285714285714285,0.7142857142857143,"[0.5,0.8333333333333334,0.14285714285714285,0.7142857142857143]",-0.5853810461114125,0.8982477792551239,"[-0.5853810461114125,0.8982477792551239]","[6.70553414828838e-05,4.2762385706361315e-05,0.9998901822728107]",2
79,Jure Gros,0.16666666666666666,1.0,0.3076923076923077,0.3076923076923077,"[0.16666666666666666,1.0,0.3076923076923077,0.3076923076923077]",-0.0488626006963295,0.8172904113910411,"[-0.0488626006963295,0.8172904113910411]","[0.7596115551135232,0.0009446028904481096,0.23944384199602867]",0
80,jure111,1.0,1.0,0.16666666666666666,0.8333333333333334,"[1.0,1.0,0.16666666666666666,0.8333333333333334]",-0.9425306494859613,1.1885218280343666,"[-0.9425306494859613,1.1885218280343666]","[1.7399659937916018e-15,3.1977889763126646e-15,0.9999999999999951]",2
81,jurebizjak,0.1111111111111111,1.0,0.5,0.08333333333333333,"[0.1111111111111111,1.0,0.5,0.08333333333333333]",0.21502965683591255,0.8513258820165778,"[0.21502965683591255,0.8513258820165778]","[0.0863486964557139,0.012629790740902761,0.9010215128033834]",2
82,kapitan72,0.2,0.625,0.5555555555555556,0.4444444444444444,"[0.2,0.625,0.5555555555555556,0.4444444444444444]",-0.03794707831764482,0.9186525507313595,"[-0.03794707831764482,0.9186525507313595]","[0.3894771794816732,0.14298845364988283,0.4675343668684439]",2
83,Karla,0.5,1.0,0.5,0.5,"[0.5,1.0,0.5,0.5]",-0.2631138373676144,1.1453714928524692,"[-0.2631138373676144,1.1453714928524692]","[0.0065471991544078685,0.026292773155628325,0.9671600276899638]",2
84,Karmen Hrvatic,0.16666666666666666,1.0,0.5454545454545454,0.45454545454545453,"[0.16666666666666666,1.0,0.5454545454545454,0.45454545454545453]",-0.004144674958972139,1.0572152974803848,"[-0.004144674958972139,1.0572152974803848]","[0.012850449796221939,0.898474655649126,0.08867489455465191]",1
85,kec,0.3333333333333333,0.9166666666666666,0.07692307692307693,0.07692307692307693,"[0.3333333333333333,0.9166666666666666,0.07692307692307693,0.07692307692307693]",-0.1525421264606327,0.5655759909208128,"[-0.1525421264606327,0.5655759909208128]","[0.9922589136820102,1.10497173833629e-12,0.00774108631688487]",0
86,kemi,0.2,0.5714285714285714,0.5,0.25,"[0.2,0.5714285714285714,0.5,0.25]",0.03818709179412866,0.7742023579372325,"[0.03818709179412866,0.7742023579372325]","[0.7678170302371219,6.517749980131435e-05,0.23211779226307672]",0
87,Kreso,0.25,1.0,0.16666666666666666,0.5,"[0.25,1.0,0.16666666666666666,0.5]",-0.2847143114620234,0.8171054935384408,"[-0.2847143114620234,0.8171054935384408]","[0.4281398653578938,0.0006936719289794745,0.5711664627131268]",2
88,Kristijan Lopac,0.16666666666666666,0.7,0.2727272727272727,0.18181818181818182,"[0.16666666666666666,0.7,0.2727272727272727,0.18181818181818182]",-0.01600697611468614,0.6167766449252483,"[-0.01600697611468614,0.6167766449252483]","[0.9761447629351405,6.432997337769267e-11,0.023855237000529432]",0
89,Kvasina,0.2,1.0,0.4545454545454545,0.5454545454545454,"[0.2,1.0,0.4545454545454545,0.5454545454545454]",-0.1248124192273041,1.0370149993093356,"[-0.1248124192273041,1.0370149993093356]","[0.0629895618164927,0.5217039790411682,0.41530645914233916]",1
90,Labura,0.5,1.0,0.25,0.5,"[0.5,1.0,0.25,0.5]",-0.3969271937588348,0.9573500920589533,"[-0.3969271937588348,0.9573500920589533]","[0.007808114992779775,0.003986777222579126,0.9882051077846411]",2
91,Lana,0.3333333333333333,1.0,0.75,0.25,"[0.3333333333333333,1.0,0.75,0.25]",0.11576765969846395,1.1776510733460523,"[0.11576765969846395,1.1776510733460523]","[0.00016472298670227575,0.9915016535865978,0.008333623426699884]",1
92,Lea Svilicic,0.14285714285714285,0.9090909090909092,0.3333333333333333,0.08333333333333333,"[0.14285714285714285,0.9090909090909092,0.3333333333333333,0.08333333333333333]",0.10009465655617117,0.6989075247506983,"[0.10009465655617117,0.6989075247506983]","[0.7966433586953943,1.460039080911548e-07,0.20335649530069777]",0
93,Leo Mihaljevic,0.3333333333333333,1.0,0.75,0.25,"[0.3333333333333333,1.0,0.75,0.25]",0.11576765969846395,1.1776510733460523,"[0.11576765969846395,1.1776510733460523]","[0.00016472298670227575,0.9915016535865978,0.008333623426699884]",1
94,Luc,0.11111111111111112,1.0,0.8181818181818182,0.18181818181818182,"[0.11111111111111112,1.0,0.8181818181818182,0.18181818181818182]",0.3299799206145184,1.1316065561279334,"[0.3299799206145184,1.1316065561279334]","[5.276287729189039e-07,0.9991727870683302,0.0008266853028967995]",1
95,lucijan,0.125,0.6666666666666666,0.4615384615384616,0.07692307692307693,"[0.125,0.6666666666666666,0.4615384615384616,0.07692307692307693]",0.16802053249793658,0.6886645562789017,"[0.16802053249793658,0.6886645562789017]","[0.5763886926269647,5.35477006865839e-08,0.42361125382533465]",0
96,Luka Skocir,0.25,1.0,0.4444444444444444,0.5555555555555556,"[0.25,1.0,0.4444444444444444,0.5555555555555556]",-0.16726019348438137,1.049135484374776,"[-0.16726019348438137,1.049135484374776]","[0.05465940547718531,0.36089564741667324,0.5844449471061414]",2
97,luka.voncina,0.09999999999999999,1.0,0.8333333333333334,0.16666666666666666,"[0.09999999999999999,1.0,0.8333333333333334,0.16666666666666666]",0.35357604097984524,1.1332494769729748,"[0.35357604097984524,1.1332494769729748]","[2.2721110659991373e-07,0.9993242918371232,0.00067548095177006]",1
98,lukaaa11,0.25,1.0,0.3333333333333333,0.3333333333333333,"[0.25,1.0,0.3333333333333333,0.3333333333333333]",-0.10182323983006811,0.8731011242034993,"[-0.10182323983006811,0.8731011242034993]","[0.5916998088850363,0.015400936049980534,0.39289925506498335]",0
99,Lupodimare,0.25,0.4,0.3333333333333333,0.3333333333333333,"[0.25,0.4,0.3333333333333333,0.3333333333333333]",-0.14018761232075191,0.6294224131065594,"[-0.14018761232075191,0.6294224131065594]","[0.9797251187524554,5.478982205744165e-10,0.02027488069964638]",0
100,Maja Demaria,0.16666666666666669,1.0,0.6,0.4,"[0.16666666666666669,1.0,0.6,0.4]",0.055710584847849576,1.075541140243495,"[0.055710584847849576,1.075541140243495]","[0.003008529489098486,0.9634738483541132,0.03351762215678825]",1
