,users,intensityNormalized,order,freq,features,prediction
55,Deni Oreb,0.8333333333333334,1.0,0.09090909090909093,"[0.8333333333333334,1.0,0.09090909090909093]",3
56,Dimen,0.05555555555555556,0.75,0.4,"[0.05555555555555556,0.75,0.4]",1
57,dkervina,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]",1
58,dmeic,0.13333333333333333,0.8333333333333334,0.3076923076923077,"[0.13333333333333333,0.8333333333333334,0.3076923076923077]",1
59,Domen S,0.0,1.0,0.9166666666666666,"[0.0,1.0,0.9166666666666666]",0
60,Dorsi,0.125,1.0,0.4,"[0.125,1.0,0.4]",1
61,dragana,0.11111111111111112,0.5,0.42857142857142855,"[0.11111111111111112,0.5,0.42857142857142855]",2
62,Dra��en,0.04166666666666666,0.875,0.5555555555555556,"[0.04166666666666666,0.875,0.5555555555555556]",1
63,drejc,0.03125,0.7,0.18181818181818185,"[0.03125,0.7,0.18181818181818185]",2
64,Du��i,0.13888888888888887,1.0,0.125,"[0.13888888888888887,1.0,0.125]",3
65,Edvard,0.010416666666666666,1.0,0.7777777777777778,"[0.010416666666666666,1.0,0.7777777777777778]",0
66,Efa i Neno,0.052083333333333336,0.75,0.38461538461538464,"[0.052083333333333336,0.75,0.38461538461538464]",1
67,Elena Nikolovska,0.25,1.0,0.125,"[0.25,1.0,0.125]",3
68,Ferijan Perkovic,0.04166666666666666,0.875,0.5555555555555556,"[0.04166666666666666,0.875,0.5555555555555556]",1
69,filip mestrovic,0.033333333333333326,1.0,0.7142857142857143,"[0.033333333333333326,1.0,0.7142857142857143]",0
70,Gasper,0.0625,0.6666666666666666,0.42857142857142855,"[0.0625,0.6666666666666666,0.42857142857142855]",2
71,gcampa,0.04166666666666666,1.0,0.4166666666666667,"[0.04166666666666666,1.0,0.4166666666666667]",1
72,GITA MARINKOVIC,0.25,0.6666666666666666,0.25,"[0.25,0.6666666666666666,0.25]",2
73,Goran Cacic,0.08333333333333333,1.0,0.08333333333333333,"[0.08333333333333333,1.0,0.08333333333333333]",3
74,Goran ��urica,0.0972222222222222,0.9166666666666666,0.3076923076923077,"[0.0972222222222222,0.9166666666666666,0.3076923076923077]",1
75,Gordan,0.1875,0.9166666666666666,0.07692307692307693,"[0.1875,0.9166666666666666,0.07692307692307693]",3
76,Gordana Genc,0.010416666666666666,1.0,0.8888888888888888,"[0.010416666666666666,1.0,0.8888888888888888]",0
77,gpet,0.016666666666666663,0.9090909090909092,0.8333333333333334,"[0.016666666666666663,0.9090909090909092,0.8333333333333334]",0
78,Gregor Primc,0.016666666666666663,1.0,0.4166666666666667,"[0.016666666666666663,1.0,0.4166666666666667]",1
79,greta,0.0625,0.6666666666666666,0.2857142857142857,"[0.0625,0.6666666666666666,0.2857142857142857]",2
80,Grozdana Sirotic,0.027777777777777773,1.0,0.5,"[0.027777777777777773,1.0,0.5]",1
81,Grup amor,0.04166666666666666,0.875,0.1111111111111111,"[0.04166666666666666,0.875,0.1111111111111111]",3
82,HanaP,0.05555555555555556,1.0,0.0,"[0.05555555555555556,1.0,0.0]",3
83,Hrvoje Juvancic,0.06666666666666668,1.0,0.5555555555555556,"[0.06666666666666668,1.0,0.5555555555555556]",1
84,Igor ��utic,0.006944444444444438,1.0,0.8461538461538461,"[0.006944444444444438,1.0,0.8461538461538461]",0
85,Igor ��afran,0.006944444444444438,0.75,0.7692307692307693,"[0.006944444444444438,0.75,0.7692307692307693]",0
86,Igor29,0.16666666666666666,1.0,0.3333333333333333,"[0.16666666666666666,1.0,0.3333333333333333]",1
87,IgorGancevic,0.13888888888888887,0.8571428571428571,0.125,"[0.13888888888888887,0.8571428571428571,0.125]",3
88,igorr,0.16666666666666666,1.0,0.2222222222222222,"[0.16666666666666666,1.0,0.2222222222222222]",3
89,iivana,0.0625,0.8333333333333334,0.2857142857142857,"[0.0625,0.8333333333333334,0.2857142857142857]",1
90,Ina,0.0,1.0,0.9,"[0.0,1.0,0.9]",0
91,Ines,0.5833333333333334,1.0,0.125,"[0.5833333333333334,1.0,0.125]",3
92,Ivan Odrljin,0.015151515151515155,0.9166666666666666,0.6923076923076923,"[0.015151515151515155,0.9166666666666666,0.6923076923076923]",0
93,Ivana PR,0.0,1.0,1.0,"[0.0,1.0,1.0]",0
94,IvanV,0.16666666666666666,0.8,0.3333333333333333,"[0.16666666666666666,0.8,0.3333333333333333]",1
95,Ivica Komljenovic,0.4583333333333333,0.9166666666666666,0.15384615384615385,"[0.4583333333333333,0.9166666666666666,0.15384615384615385]",3
96,Iztok3,0.125,1.0,0.2,"[0.125,1.0,0.2]",3
97,jadralec Jaro,0.0119047619047619,0.7142857142857143,0.625,"[0.0119047619047619,0.7142857142857143,0.625]",0
98,Jadran,0.016666666666666663,1.0,0.8333333333333334,"[0.016666666666666663,1.0,0.8333333333333334]",0
99,Janez  stupica,0.027777777777777773,0.8571428571428571,0.625,"[0.027777777777777773,0.8571428571428571,0.625]",0
100,Jani Pristavec,0.006944444444444438,1.0,0.6923076923076923,"[0.006944444444444438,1.0,0.6923076923076923]",0
101,Jaro��,0.016666666666666663,0.8,0.5,"[0.016666666666666663,0.8,0.5]",1
102,Jasminka,0.033333333333333326,0.8333333333333334,0.5714285714285714,"[0.033333333333333326,0.8333333333333334,0.5714285714285714]",1
103,jelena,0.00833333333333334,1.0,0.9090909090909092,"[0.00833333333333334,1.0,0.9090909090909092]",0
104,Jelena-Marija,0.14583333333333334,0.8,0.2727272727272727,"[0.14583333333333334,0.8,0.2727272727272727]",1
105,Jelena Cutura,0.02083333333333333,1.0,0.6,"[0.02083333333333333,1.0,0.6]",0
106,jerko,0.08333333333333333,0.9090909090909092,0.5,"[0.08333333333333333,0.9090909090909092,0.5]",1
107,Jerko. Marinkovic,0.04166666666666666,0.9090909090909092,0.6666666666666666,"[0.04166666666666666,0.9090909090909092,0.6666666666666666]",0
108,Josip Rabanasic,0.0625,0.8333333333333334,0.42857142857142855,"[0.0625,0.8333333333333334,0.42857142857142855]",1
109,josko52@gmail.com,0.20833333333333331,0.8333333333333334,0.14285714285714285,"[0.20833333333333331,0.8333333333333334,0.14285714285714285]",3
110,JOZE,0.125,0.5,0.0,"[0.125,0.5,0.0]",2
111,Jo��ko,0.02083333333333333,0.8888888888888888,0.6,"[0.02083333333333333,0.8888888888888888,0.6]",0
112,Jure Gros,0.0972222222222222,1.0,0.3076923076923077,"[0.0972222222222222,1.0,0.3076923076923077]",1
113,jure111,0.4166666666666667,1.0,0.16666666666666666,"[0.4166666666666667,1.0,0.16666666666666666]",3
114,jurebizjak,0.027777777777777773,1.0,0.5,"[0.027777777777777773,1.0,0.5]",1
115,kapitan72,0.06666666666666668,0.625,0.5555555555555556,"[0.06666666666666668,0.625,0.5555555555555556]",2
116,Karla,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]",1
117,Karmen Hrvatic,0.06944444444444442,1.0,0.5454545454545454,"[0.06944444444444442,1.0,0.5454545454545454]",1
118,Katarina ��edlbauer,0.20833333333333331,1.0,0.0,"[0.20833333333333331,1.0,0.0]",3
119,kec,0.2777777777777777,0.9166666666666666,0.07692307692307693,"[0.2777777777777777,0.9166666666666666,0.07692307692307693]",3
120,kemi,0.05000000000000001,0.5714285714285714,0.5,"[0.05000000000000001,0.5714285714285714,0.5]",2
121,Kiklop,0.10000000000000002,0.4,0.18181818181818185,"[0.10000000000000002,0.4,0.18181818181818185]",2
122,KlaraM,0.027777777777777773,1.0,0.25,"[0.027777777777777773,1.0,0.25]",1
123,Kreso,0.16666666666666666,1.0,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666]",3
124,Kristijan Lopac,0.06944444444444442,0.7,0.2727272727272727,"[0.06944444444444442,0.7,0.2727272727272727]",2
125,Ksenija Sekulic,0.08333333333333333,0.4545454545454545,0.0,"[0.08333333333333333,0.4545454545454545,0.0]",2
126,Kskoric,0.19444444444444445,0.8888888888888888,0.0,"[0.19444444444444445,0.8888888888888888,0.0]",3
127,Kvasina,0.10000000000000002,1.0,0.4545454545454545,"[0.10000000000000002,1.0,0.4545454545454545]",1
128,Labura,0.08333333333333333,1.0,0.25,"[0.08333333333333333,1.0,0.25]",1
129,Lana,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
130,Lea Svilicic,0.05952380952380953,0.9090909090909092,0.3333333333333333,"[0.05952380952380953,0.9090909090909092,0.3333333333333333]",1
131,Leo Mihaljevic,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
132,ljubica basic,0.0,1.0,0.9230769230769232,"[0.0,1.0,0.9230769230769232]",0
133,Luc,0.018518518518518528,1.0,0.8181818181818182,"[0.018518518518518528,1.0,0.8181818181818182]",0
134,lucijan,0.052083333333333336,0.6666666666666666,0.4615384615384616,"[0.052083333333333336,0.6666666666666666,0.4615384615384616]",2
135,ludmilla,0.0,0.5,0.4,"[0.0,0.5,0.4]",2
136,Luka Skocir,0.10416666666666667,1.0,0.4444444444444444,"[0.10416666666666667,1.0,0.4444444444444444]",1
137,luka.voncina,0.016666666666666663,1.0,0.8333333333333334,"[0.016666666666666663,1.0,0.8333333333333334]",0
138,lukaaa11,0.04166666666666666,1.0,0.3333333333333333,"[0.04166666666666666,1.0,0.3333333333333333]",1
139,Lupodimare,0.04166666666666666,0.4,0.3333333333333333,"[0.04166666666666666,0.4,0.3333333333333333]",2
140,Maja Demaria,0.05555555555555556,1.0,0.6,"[0.05555555555555556,1.0,0.6]",0
141,Maja Grinek,0.06666666666666668,0.875,0.3333333333333333,"[0.06666666666666668,0.875,0.3333333333333333]",1
142,maja laurence,0.25,0.6666666666666666,0.0,"[0.25,0.6666666666666666,0.0]",3
143,MajaM,0.13333333333333333,0.5833333333333334,0.38461538461538464,"[0.13333333333333333,0.5833333333333334,0.38461538461538464]",2
144,Mare_,0.0,1.0,1.0,"[0.0,1.0,1.0]",0
145,mare10,0.20833333333333331,0.8333333333333334,0.0,"[0.20833333333333331,0.8333333333333334,0.0]",3
146,Maria,0.0119047619047619,0.8571428571428571,0.625,"[0.0119047619047619,0.8571428571428571,0.625]",0
147,Marijana,0.11111111111111112,1.0,0.42857142857142855,"[0.11111111111111112,1.0,0.42857142857142855]",1
148,MARINO BRZAC,0.16666666666666666,0.9090909090909092,0.3333333333333333,"[0.16666666666666666,0.9090909090909092,0.3333333333333333]",1
149,Mario Bursac,0.010416666666666666,1.0,0.7777777777777778,"[0.010416666666666666,1.0,0.7777777777777778]",0
150,Mario91,0.2916666666666667,1.0,0.1111111111111111,"[0.2916666666666667,1.0,0.1111111111111111]",3
151,Marjan Henigman,0.00833333333333334,1.0,0.9090909090909092,"[0.00833333333333334,1.0,0.9090909090909092]",0
152,Markisha,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]",1
153,Marko Dundovic,0.0972222222222222,0.9166666666666666,0.15384615384615385,"[0.0972222222222222,0.9166666666666666,0.15384615384615385]",3
154,Marko Kralj,0.125,1.0,0.4,"[0.125,1.0,0.4]",1
155,Marko L,0.25,0.9090909090909092,0.0,"[0.25,0.9090909090909092,0.0]",3
156,marko maticic,0.027777777777777773,0.6666666666666666,0.5,"[0.027777777777777773,0.6666666666666666,0.5]",2
157,Ma��a,0.02083333333333333,1.0,0.8,"[0.02083333333333333,1.0,0.8]",0
158,masa sarusic,0.027777777777777773,0.9090909090909092,0.75,"[0.027777777777777773,0.9090909090909092,0.75]",0
159,Mate Vitaljic,0.02083333333333333,0.7777777777777778,0.8,"[0.02083333333333333,0.7777777777777778,0.8]",0
160,Matija Osterc,0.1875,0.9166666666666666,0.2307692307692308,"[0.1875,0.9166666666666666,0.2307692307692308]",3
161,Matija Turkalj,0.10000000000000002,0.9,0.0,"[0.10000000000000002,0.9,0.0]",3
162,Matjazzavrl,0.08333333333333333,0.8571428571428571,0.375,"[0.08333333333333333,0.8571428571428571,0.375]",1
163,Mauro,0.10416666666666667,0.75,0.0,"[0.10416666666666667,0.75,0.0]",3
164,MedoPiki,0.13333333333333333,1.0,0.0,"[0.13333333333333333,1.0,0.0]",3
165,melina lako��,0.6666666666666666,1.0,0.0,"[0.6666666666666666,1.0,0.0]",3
166,mihaelas,0.2916666666666667,1.0,0.1111111111111111,"[0.2916666666666667,1.0,0.1111111111111111]",3
167,Miho,0.047619047619047616,0.8,0.3636363636363637,"[0.047619047619047616,0.8,0.3636363636363637]",1
168,Milan Kura��,0.2777777777777777,0.9166666666666666,0.07692307692307693,"[0.2777777777777777,0.9166666666666666,0.07692307692307693]",3
169,Mirela,0.13333333333333333,0.8333333333333334,0.2307692307692308,"[0.13333333333333333,0.8333333333333334,0.2307692307692308]",3
170,Mirjana Pu��karski,0.0119047619047619,1.0,0.875,"[0.0119047619047619,1.0,0.875]",0
171,Mirkomatic,0.0972222222222222,0.9166666666666666,0.2307692307692308,"[0.0972222222222222,0.9166666666666666,0.2307692307692308]",1
172,miroc,0.4166666666666667,0.8,0.16666666666666666,"[0.4166666666666667,0.8,0.16666666666666666]",3
173,Mi��o,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
174,MojcaDamijan,0.037037037037037035,1.0,0.6153846153846154,"[0.037037037037037035,1.0,0.6153846153846154]",0
175,Nata��a,0.013888888888888895,1.0,0.7142857142857143,"[0.013888888888888895,1.0,0.7142857142857143]",0
176,Nejc Kodric,0.1875,1.0,0.15384615384615385,"[0.1875,1.0,0.15384615384615385]",3
177,Nejc Likar,0.08333333333333333,1.0,0.25,"[0.08333333333333333,1.0,0.25]",1
178,nenad,0.0,1.0,0.8571428571428571,"[0.0,1.0,0.8571428571428571]",0
179,NenadS,0.11666666666666665,1.0,0.25,"[0.11666666666666665,1.0,0.25]",1
180,Neven,0.025000000000000005,0.9166666666666666,0.6923076923076923,"[0.025000000000000005,0.9166666666666666,0.6923076923076923]",0
181,Niko Vukusic,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
182,niko.mihovilovic,0.007575757575757569,0.9090909090909092,0.4166666666666667,"[0.007575757575757569,0.9090909090909092,0.4166666666666667]",1
183,Nikola Bar��ic,0.20833333333333331,0.0,0.0,"[0.20833333333333331,0.0,0.0]",2
184,Nikoleta,0.03571428571428572,1.0,0.7,"[0.03571428571428572,1.0,0.7]",0
185,nikonikokaoja,0.0,0.6666666666666666,0.25,"[0.0,0.6666666666666666,0.25]",2
186,Oaky,0.02380952380952382,1.0,0.7777777777777778,"[0.02380952380952382,1.0,0.7777777777777778]",0
187,Ojiga,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
188,Pavle,0.015151515151515155,1.0,0.8461538461538461,"[0.015151515151515155,1.0,0.8461538461538461]",0
189,pedro,0.75,1.0,0.2,"[0.75,1.0,0.2]",3
190,peri,0.006944444444444438,0.75,0.7692307692307693,"[0.006944444444444438,0.75,0.7692307692307693]",0
191,Pero,0.16666666666666666,1.0,0.1111111111111111,"[0.16666666666666666,1.0,0.1111111111111111]",3
192,Petar,0.05952380952380953,1.0,0.4166666666666667,"[0.05952380952380953,1.0,0.4166666666666667]",1
193,PeterKogej,0.14583333333333334,0.8,0.18181818181818185,"[0.14583333333333334,0.8,0.18181818181818185]",3
194,PetraP,0.05555555555555556,1.0,0.6,"[0.05555555555555556,1.0,0.6]",0
195,Pina,0.006944444444444438,1.0,0.9230769230769232,"[0.006944444444444438,1.0,0.9230769230769232]",0
196,Pino,0.16666666666666666,1.0,0.2222222222222222,"[0.16666666666666666,1.0,0.2222222222222222]",3
197,Pirko,0.16666666666666666,1.0,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666]",3
198,Pjerino,0.0,1.0,1.0,"[0.0,1.0,1.0]",0
199,Pjero,0.010416666666666666,1.0,0.5555555555555556,"[0.010416666666666666,1.0,0.5555555555555556]",1
200,Plavac_mali,0.04166666666666666,1.0,0.6666666666666666,"[0.04166666666666666,1.0,0.6666666666666666]",0
201,plombar,0.07142857142857144,0.75,0.5384615384615384,"[0.07142857142857144,0.75,0.5384615384615384]",1
202,Pokmon,0.05952380952380953,1.0,0.5833333333333334,"[0.05952380952380953,1.0,0.5833333333333334]",1
203,Pokret Otoka,0.0625,1.0,0.5714285714285714,"[0.0625,1.0,0.5714285714285714]",1
204,Polona,0.037037037037037035,0.9166666666666666,0.4615384615384616,"[0.037037037037037035,0.9166666666666666,0.4615384615384616]",1
205,Primosius,0.027777777777777773,1.0,0.0,"[0.027777777777777773,1.0,0.0]",3
206,RadoL,0.05952380952380953,1.0,0.5,"[0.05952380952380953,1.0,0.5]",1
207,Ramo,0.015151515151515155,0.8333333333333334,0.8461538461538461,"[0.015151515151515155,0.8333333333333334,0.8461538461538461]",0
208,Rebeka,0.052083333333333336,1.0,0.0,"[0.052083333333333336,1.0,0.0]",3
209,RobiF,0.0,1.0,0.75,"[0.0,1.0,0.75]",0
210,rocco337,0.2916666666666667,1.0,0.2222222222222222,"[0.2916666666666667,1.0,0.2222222222222222]",3
211,Rok321,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
212,Roki,0.0972222222222222,0.9166666666666666,0.2307692307692308,"[0.0972222222222222,0.9166666666666666,0.2307692307692308]",1
213,rokian,0.027777777777777773,1.0,0.5,"[0.027777777777777773,1.0,0.5]",1
214,Romana,0.06666666666666668,0.75,0.3333333333333333,"[0.06666666666666668,0.75,0.3333333333333333]",1
215,ruzica kovacevic,0.04166666666666666,1.0,0.5,"[0.04166666666666666,1.0,0.5]",1
216,Sailman,0.04166666666666666,1.0,0.6666666666666666,"[0.04166666666666666,1.0,0.6666666666666666]",0
217,Salieri,0.11666666666666665,1.0,0.0,"[0.11666666666666665,1.0,0.0]",3
218,Sandi,0.016666666666666663,1.0,0.6666666666666666,"[0.016666666666666663,1.0,0.6666666666666666]",0
219,sawyer,0.1875,1.0,0.2307692307692308,"[0.1875,1.0,0.2307692307692308]",3
220,shrike,0.016666666666666663,1.0,0.8333333333333334,"[0.016666666666666663,1.0,0.8333333333333334]",0
221,Silvestar Tokic,0.13333333333333333,1.0,0.38461538461538464,"[0.13333333333333333,1.0,0.38461538461538464]",1
222,��imun Zamberlin,0.006944444444444438,0.9166666666666666,0.8461538461538461,"[0.006944444444444438,0.9166666666666666,0.8461538461538461]",0
223,��katja,0.11111111111111112,0.8333333333333334,0.2857142857142857,"[0.11111111111111112,0.8333333333333334,0.2857142857142857]",1
224,slipke,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",3
225,splicho,0.25,1.0,0.25,"[0.25,1.0,0.25]",3
226,staneb,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
227,Stanojevic,0.05555555555555556,1.0,0.0,"[0.05555555555555556,1.0,0.0]",3
228,stipica,0.07142857142857144,0.3333333333333333,0.38461538461538464,"[0.07142857142857144,0.3333333333333333,0.38461538461538464]",2
229,TAMARA L.,0.006944444444444438,0.9166666666666666,0.8461538461538461,"[0.006944444444444438,0.9166666666666666,0.8461538461538461]",0
230,tasa,0.0625,1.0,0.5714285714285714,"[0.0625,1.0,0.5714285714285714]",1
231,Tatjana,0.08333333333333333,0.6666666666666666,0.5,"[0.08333333333333333,0.6666666666666666,0.5]",2
232,tibor,0.04166666666666666,1.0,0.16666666666666666,"[0.04166666666666666,1.0,0.16666666666666666]",3
233,Tina Kiler,0.0972222222222222,1.0,0.4615384615384616,"[0.0972222222222222,1.0,0.4615384615384616]",1
234,Tja��a,0.027777777777777773,1.0,0.6666666666666666,"[0.027777777777777773,1.0,0.6666666666666666]",0
235,Tojo,0.25,1.0,0.25,"[0.25,1.0,0.25]",3
236,tomaz1961,0.027777777777777773,0.8181818181818182,0.6666666666666666,"[0.027777777777777773,0.8181818181818182,0.6666666666666666]",0
237,tomba,0.06666666666666668,0.875,0.5555555555555556,"[0.06666666666666668,0.875,0.5555555555555556]",1
238,Tome,0.033333333333333326,0.8333333333333334,0.7142857142857143,"[0.033333333333333326,0.8333333333333334,0.7142857142857143]",0
239,Tomica,0.0,1.0,1.0,"[0.0,1.0,1.0]",0
240,Tomislav Cipcic,0.027777777777777773,1.0,0.25,"[0.027777777777777773,1.0,0.25]",1
241,TonCa,0.0972222222222222,1.0,0.3076923076923077,"[0.0972222222222222,1.0,0.3076923076923077]",1
242,toni88,0.16666666666666666,1.0,0.25,"[0.16666666666666666,1.0,0.25]",3
243,Tpk,0.013888888888888895,0.8333333333333334,0.7142857142857143,"[0.013888888888888895,0.8333333333333334,0.7142857142857143]",0
244,Trojan,0.0,1.0,0.8888888888888888,"[0.0,1.0,0.8888888888888888]",0
245,Urle,0.2777777777777777,1.0,0.07692307692307693,"[0.2777777777777777,1.0,0.07692307692307693]",3
246,Urosv,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
247,vanja123,0.05555555555555556,0.5,0.6,"[0.05555555555555556,0.5,0.6]",2
248,Vedran,0.00833333333333334,1.0,0.5454545454545454,"[0.00833333333333334,1.0,0.5454545454545454]",1
249,Vedran_499,0.033333333333333326,0.5,0.42857142857142855,"[0.033333333333333326,0.5,0.42857142857142855]",2
250,vedrana,0.027777777777777773,0.3333333333333333,0.5,"[0.027777777777777773,0.3333333333333333,0.5]",2
251,vibord,0.07142857142857144,0.9166666666666666,0.15384615384615385,"[0.07142857142857144,0.9166666666666666,0.15384615384615385]",3
252,vid,0.06944444444444442,0.9,0.2727272727272727,"[0.06944444444444442,0.9,0.2727272727272727]",1
253,Vido,0.08333333333333333,0.6666666666666666,0.5,"[0.08333333333333333,0.6666666666666666,0.5]",2
254,Vido Repan��ek,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
255,Viktor Vic,0.00833333333333334,0.8,0.6363636363636364,"[0.00833333333333334,0.8,0.6363636363636364]",0
256,vini,0.08333333333333333,0.7777777777777778,0.1,"[0.08333333333333333,0.7777777777777778,0.1]",3
