,users,followingRatio,order,freq,features,prediction
126,Kskoric,0.3333333333333333,0.8888888888888888,0.0,"[0.3333333333333333,0.8888888888888888,0.0]",2
127,Kvasina,0.2,1.0,0.4545454545454545,"[0.2,1.0,0.4545454545454545]",2
128,Labura,0.5,1.0,0.25,"[0.5,1.0,0.25]",2
129,Lana,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",0
130,Lea Svilicic,0.14285714285714285,0.9090909090909092,0.3333333333333333,"[0.14285714285714285,0.9090909090909092,0.3333333333333333]",2
131,Leo Mihaljevic,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",0
132,ljubica basic,0.07692307692307693,1.0,0.9230769230769232,"[0.07692307692307693,1.0,0.9230769230769232]",0
133,Luc,0.11111111111111112,1.0,0.8181818181818182,"[0.11111111111111112,1.0,0.8181818181818182]",0
134,lucijan,0.125,0.6666666666666666,0.4615384615384616,"[0.125,0.6666666666666666,0.4615384615384616]",3
135,ludmilla,0.2,0.5,0.4,"[0.2,0.5,0.4]",3
136,Luka Skocir,0.25,1.0,0.4444444444444444,"[0.25,1.0,0.4444444444444444]",2
137,luka.voncina,0.09999999999999999,1.0,0.8333333333333334,"[0.09999999999999999,1.0,0.8333333333333334]",0
138,lukaaa11,0.25,1.0,0.3333333333333333,"[0.25,1.0,0.3333333333333333]",2
139,Lupodimare,0.25,0.4,0.3333333333333333,"[0.25,0.4,0.3333333333333333]",3
140,Maja Demaria,0.16666666666666669,1.0,0.6,"[0.16666666666666669,1.0,0.6]",0
141,Maja Grinek,0.2,0.875,0.3333333333333333,"[0.2,0.875,0.3333333333333333]",2
142,maja laurence,1.0,0.6666666666666666,0.0,"[1.0,0.6666666666666666,0.0]",1
143,MajaM,0.2,0.5833333333333334,0.38461538461538464,"[0.2,0.5833333333333334,0.38461538461538464]",3
144,Mare_,0.2,1.0,1.0,"[0.2,1.0,1.0]",0
145,mare10,0.5,0.8333333333333334,0.0,"[0.5,0.8333333333333334,0.0]",2
146,Maria,0.14285714285714285,0.8571428571428571,0.625,"[0.14285714285714285,0.8571428571428571,0.625]",0
147,Marijana,0.3333333333333333,1.0,0.42857142857142855,"[0.3333333333333333,1.0,0.42857142857142855]",2
148,MARINO BRZAC,0.25,0.9090909090909092,0.3333333333333333,"[0.25,0.9090909090909092,0.3333333333333333]",2
149,Mario Bursac,0.125,1.0,0.7777777777777778,"[0.125,1.0,0.7777777777777778]",0
150,Mario91,0.5,1.0,0.1111111111111111,"[0.5,1.0,0.1111111111111111]",2
151,Marjan Henigman,0.1,1.0,0.9090909090909092,"[0.1,1.0,0.9090909090909092]",0
152,Markisha,0.5,1.0,0.5,"[0.5,1.0,0.5]",2
153,Marko Dundovic,0.16666666666666666,0.9166666666666666,0.15384615384615385,"[0.16666666666666666,0.9166666666666666,0.15384615384615385]",2
154,Marko Kralj,0.5,1.0,0.4,"[0.5,1.0,0.4]",2
155,Marko L,0.3333333333333333,0.9090909090909092,0.0,"[0.3333333333333333,0.9090909090909092,0.0]",2
156,marko maticic,0.3333333333333333,0.6666666666666666,0.5,"[0.3333333333333333,0.6666666666666666,0.5]",3
157,Ma��a,0.125,1.0,0.8,"[0.125,1.0,0.8]",0
158,masa sarusic,0.1111111111111111,0.9090909090909092,0.75,"[0.1111111111111111,0.9090909090909092,0.75]",0
159,Mate Vitaljic,0.125,0.7777777777777778,0.8,"[0.125,0.7777777777777778,0.8]",0
160,Matija Osterc,0.25,0.9166666666666666,0.2307692307692308,"[0.25,0.9166666666666666,0.2307692307692308]",2
161,Matija Turkalj,0.2,0.9,0.0,"[0.2,0.9,0.0]",2
162,Matjazzavrl,0.25,0.8571428571428571,0.375,"[0.25,0.8571428571428571,0.375]",2
163,Mauro,0.25,0.75,0.0,"[0.25,0.75,0.0]",2
164,MedoPiki,0.2,1.0,0.0,"[0.2,1.0,0.0]",2
165,melina lako��,1.0,1.0,0.0,"[1.0,1.0,0.0]",1
166,mihaelas,0.5,1.0,0.1111111111111111,"[0.5,1.0,0.1111111111111111]",2
167,Miho,0.14285714285714285,0.8,0.3636363636363637,"[0.14285714285714285,0.8,0.3636363636363637]",3
168,Milan Kura��,0.3333333333333333,0.9166666666666666,0.07692307692307693,"[0.3333333333333333,0.9166666666666666,0.07692307692307693]",2
169,Mirela,0.2,0.8333333333333334,0.2307692307692308,"[0.2,0.8333333333333334,0.2307692307692308]",2
170,Mirjana Pu��karski,0.14285714285714285,1.0,0.875,"[0.14285714285714285,1.0,0.875]",0
171,Mirkomatic,0.16666666666666666,0.9166666666666666,0.2307692307692308,"[0.16666666666666666,0.9166666666666666,0.2307692307692308]",2
172,miroc,1.0,0.8,0.16666666666666666,"[1.0,0.8,0.16666666666666666]",1
173,Mi��o,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",0
174,MojcaDamijan,0.1111111111111111,1.0,0.6153846153846154,"[0.1111111111111111,1.0,0.6153846153846154]",0
175,Nata��a,0.16666666666666669,1.0,0.7142857142857143,"[0.16666666666666669,1.0,0.7142857142857143]",0
176,Nejc Kodric,0.25,1.0,0.15384615384615385,"[0.25,1.0,0.15384615384615385]",2
177,Nejc Likar,0.5,1.0,0.25,"[0.5,1.0,0.25]",2
178,nenad,0.14285714285714285,1.0,0.8571428571428571,"[0.14285714285714285,1.0,0.8571428571428571]",0
179,NenadS,0.19999999999999998,1.0,0.25,"[0.19999999999999998,1.0,0.25]",2
180,Neven,0.1,0.9166666666666666,0.6923076923076923,"[0.1,0.9166666666666666,0.6923076923076923]",0
181,Niko Vukusic,0.1111111111111111,1.0,0.75,"[0.1111111111111111,1.0,0.75]",0
182,niko.mihovilovic,0.0909090909090909,0.9090909090909092,0.4166666666666667,"[0.0909090909090909,0.9090909090909092,0.4166666666666667]",2
183,Nikola Bar��ic,0.5,0.0,0.0,"[0.5,0.0,0.0]",3
184,Nikoleta,0.14285714285714285,1.0,0.7,"[0.14285714285714285,1.0,0.7]",0
185,nikonikokaoja,0.25,0.6666666666666666,0.25,"[0.25,0.6666666666666666,0.25]",3
186,Oaky,0.14285714285714288,1.0,0.7777777777777778,"[0.14285714285714288,1.0,0.7777777777777778]",0
187,Ojiga,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",0
188,Pavle,0.09090909090909093,1.0,0.8461538461538461,"[0.09090909090909093,1.0,0.8461538461538461]",0
189,pedro,1.0,1.0,0.2,"[1.0,1.0,0.2]",1
190,peri,0.08333333333333333,0.75,0.7692307692307693,"[0.08333333333333333,0.75,0.7692307692307693]",0
191,Pero,0.3333333333333333,1.0,0.1111111111111111,"[0.3333333333333333,1.0,0.1111111111111111]",2
192,Petar,0.14285714285714285,1.0,0.4166666666666667,"[0.14285714285714285,1.0,0.4166666666666667]",2
193,PeterKogej,0.25,0.8,0.18181818181818185,"[0.25,0.8,0.18181818181818185]",2
194,PetraP,0.16666666666666669,1.0,0.6,"[0.16666666666666669,1.0,0.6]",0
195,Pina,0.08333333333333333,1.0,0.9230769230769232,"[0.08333333333333333,1.0,0.9230769230769232]",0
196,Pino,0.3333333333333333,1.0,0.2222222222222222,"[0.3333333333333333,1.0,0.2222222222222222]",2
197,Pirko,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]",2
198,Pjerino,0.16666666666666666,1.0,1.0,"[0.16666666666666666,1.0,1.0]",0
199,Pjero,0.125,1.0,0.5555555555555556,"[0.125,1.0,0.5555555555555556]",0
200,Plavac_mali,0.125,1.0,0.6666666666666666,"[0.125,1.0,0.6666666666666666]",0
201,plombar,0.14285714285714282,0.75,0.5384615384615384,"[0.14285714285714282,0.75,0.5384615384615384]",3
202,Pokmon,0.14285714285714285,1.0,0.5833333333333334,"[0.14285714285714285,1.0,0.5833333333333334]",0
203,Pokret Otoka,0.25,1.0,0.5714285714285714,"[0.25,1.0,0.5714285714285714]",0
204,Polona,0.1111111111111111,0.9166666666666666,0.4615384615384616,"[0.1111111111111111,0.9166666666666666,0.4615384615384616]",0
205,Primosius,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",2
206,RadoL,0.14285714285714285,1.0,0.5,"[0.14285714285714285,1.0,0.5]",0
207,Ramo,0.09090909090909093,0.8333333333333334,0.8461538461538461,"[0.09090909090909093,0.8333333333333334,0.8461538461538461]",0
208,Rebeka,0.125,1.0,0.0,"[0.125,1.0,0.0]",2
209,RobiF,0.25,1.0,0.75,"[0.25,1.0,0.75]",0
210,rocco337,0.5,1.0,0.2222222222222222,"[0.5,1.0,0.2222222222222222]",2
211,Rok321,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",0
212,Roki,0.16666666666666666,0.9166666666666666,0.2307692307692308,"[0.16666666666666666,0.9166666666666666,0.2307692307692308]",2
213,rokian,0.3333333333333333,1.0,0.5,"[0.3333333333333333,1.0,0.5]",2
214,Romana,0.2,0.75,0.3333333333333333,"[0.2,0.75,0.3333333333333333]",3
215,ruzica kovacevic,0.125,1.0,0.5,"[0.125,1.0,0.5]",0
216,Sailman,0.125,1.0,0.6666666666666666,"[0.125,1.0,0.6666666666666666]",0
217,Salieri,0.19999999999999998,1.0,0.0,"[0.19999999999999998,1.0,0.0]",2
218,Sandi,0.19999999999999998,1.0,0.6666666666666666,"[0.19999999999999998,1.0,0.6666666666666666]",0
219,sawyer,0.25,1.0,0.2307692307692308,"[0.25,1.0,0.2307692307692308]",2
220,shrike,0.19999999999999998,1.0,0.8333333333333334,"[0.19999999999999998,1.0,0.8333333333333334]",0
221,Silvestar Tokic,0.2,1.0,0.38461538461538464,"[0.2,1.0,0.38461538461538464]",2
222,��imun Zamberlin,0.08333333333333333,0.9166666666666666,0.8461538461538461,"[0.08333333333333333,0.9166666666666666,0.8461538461538461]",0
223,��katja,0.3333333333333333,0.8333333333333334,0.2857142857142857,"[0.3333333333333333,0.8333333333333334,0.2857142857142857]",2
224,slipke,1.0,1.0,0.0,"[1.0,1.0,0.0]",1
225,splicho,0.5,1.0,0.25,"[0.5,1.0,0.25]",2
226,staneb,0.1111111111111111,1.0,0.75,"[0.1111111111111111,1.0,0.75]",0
227,Stanojevic,0.33333333333333337,1.0,0.0,"[0.33333333333333337,1.0,0.0]",2
228,stipica,0.14285714285714282,0.3333333333333333,0.38461538461538464,"[0.14285714285714282,0.3333333333333333,0.38461538461538464]",3
229,TAMARA L.,0.08333333333333333,0.9166666666666666,0.8461538461538461,"[0.08333333333333333,0.9166666666666666,0.8461538461538461]",0
230,tasa,0.25,1.0,0.5714285714285714,"[0.25,1.0,0.5714285714285714]",0
231,Tatjana,0.5,0.6666666666666666,0.5,"[0.5,0.6666666666666666,0.5]",3
232,tibor,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]",2
233,Tina Kiler,0.16666666666666666,1.0,0.4615384615384616,"[0.16666666666666666,1.0,0.4615384615384616]",0
234,Tja��a,0.1111111111111111,1.0,0.6666666666666666,"[0.1111111111111111,1.0,0.6666666666666666]",0
235,Tojo,0.3333333333333333,1.0,0.25,"[0.3333333333333333,1.0,0.25]",2
236,tomaz1961,0.1111111111111111,0.8181818181818182,0.6666666666666666,"[0.1111111111111111,0.8181818181818182,0.6666666666666666]",0
237,tomba,0.2,0.875,0.5555555555555556,"[0.2,0.875,0.5555555555555556]",0
238,Tome,0.19999999999999998,0.8333333333333334,0.7142857142857143,"[0.19999999999999998,0.8333333333333334,0.7142857142857143]",0
239,Tomica,0.14285714285714285,1.0,1.0,"[0.14285714285714285,1.0,1.0]",0
240,Tomislav Cipcic,0.3333333333333333,1.0,0.25,"[0.3333333333333333,1.0,0.25]",2
241,TonCa,0.16666666666666666,1.0,0.3076923076923077,"[0.16666666666666666,1.0,0.3076923076923077]",2
242,toni88,0.25,1.0,0.25,"[0.25,1.0,0.25]",2
243,Tpk,0.16666666666666669,0.8333333333333334,0.7142857142857143,"[0.16666666666666669,0.8333333333333334,0.7142857142857143]",0
244,Trojan,0.1111111111111111,1.0,0.8888888888888888,"[0.1111111111111111,1.0,0.8888888888888888]",0
245,Urle,0.3333333333333333,1.0,0.07692307692307693,"[0.3333333333333333,1.0,0.07692307692307693]",2
246,Urosv,0.1111111111111111,1.0,0.75,"[0.1111111111111111,1.0,0.75]",0
247,vanja123,0.33333333333333337,0.5,0.6,"[0.33333333333333337,0.5,0.6]",3
248,Vedran,0.1,1.0,0.5454545454545454,"[0.1,1.0,0.5454545454545454]",0
249,Vedran_499,0.19999999999999998,0.5,0.42857142857142855,"[0.19999999999999998,0.5,0.42857142857142855]",3
250,vedrana,0.3333333333333333,0.3333333333333333,0.5,"[0.3333333333333333,0.3333333333333333,0.5]",3
251,vibord,0.14285714285714282,0.9166666666666666,0.15384615384615385,"[0.14285714285714282,0.9166666666666666,0.15384615384615385]",2
252,vid,0.16666666666666666,0.9,0.2727272727272727,"[0.16666666666666666,0.9,0.2727272727272727]",2
253,Vido,0.5,0.6666666666666666,0.5,"[0.5,0.6666666666666666,0.5]",3
254,Vido Repan��ek,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",0
255,Viktor Vic,0.1,0.8,0.6363636363636364,"[0.1,0.8,0.6363636363636364]",0
256,vini,0.2,0.7777777777777778,0.1,"[0.2,0.7777777777777778,0.1]",2
257,Vlado,0.09090909090909091,0.9,0.8181818181818182,"[0.09090909090909091,0.9,0.8181818181818182]",0
258,Vlajko,0.25,1.0,0.15384615384615385,"[0.25,1.0,0.15384615384615385]",2
259,Vlasta Svetina,1.0,0.0,0.0,"[1.0,0.0,0.0]",1
260,wavemaker,0.16666666666666666,1.0,0.4166666666666667,"[0.16666666666666666,1.0,0.4166666666666667]",2
261,x,0.5,1.0,0.0,"[0.5,1.0,0.0]",2
262,��anetic,0.5,1.0,0.07692307692307693,"[0.5,1.0,0.07692307692307693]",2
263,Zdenko,0.5,0.5,0.2,"[0.5,0.5,0.2]",3
264,Zdenko ��krlj,0.14285714285714282,0.5,0.38461538461538464,"[0.14285714285714282,0.5,0.38461538461538464]",3
265,Zdravko,0.125,1.0,0.3076923076923077,"[0.125,1.0,0.3076923076923077]",2
266,��ivko Joncic,0.5,1.0,0.07692307692307693,"[0.5,1.0,0.07692307692307693]",2
267,zvjezdana,0.33333333333333337,1.0,0.4,"[0.33333333333333337,1.0,0.4]",2
268,Zvonimir Matic,1.0,0.0,0.25,"[1.0,0.0,0.25]",1
