,users,followingRatio,order,freq,features,prediction
257,��katja,0.3333333333333333,0.8333333333333334,0.2857142857142857,"[0.3333333333333333,0.8333333333333334,0.2857142857142857]",3
258,slipke,1.0,1.0,0.0,"[1.0,1.0,0.0]",2
259,Spasic Vladimir,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",3
260,splicho,0.5,1.0,0.25,"[0.5,1.0,0.25]",3
261,staneb,0.1111111111111111,1.0,0.75,"[0.1111111111111111,1.0,0.75]",1
262,Stanojevic,0.33333333333333337,1.0,0.0,"[0.33333333333333337,1.0,0.0]",3
263,stinfio,0.2,0.9166666666666666,0.0,"[0.2,0.9166666666666666,0.0]",3
264,stipica,0.14285714285714282,0.3333333333333333,0.38461538461538464,"[0.14285714285714282,0.3333333333333333,0.38461538461538464]",0
265,TAMARA L.,0.08333333333333333,0.9166666666666666,0.8461538461538461,"[0.08333333333333333,0.9166666666666666,0.8461538461538461]",1
266,tasa,0.25,1.0,0.5714285714285714,"[0.25,1.0,0.5714285714285714]",1
267,Tatjana,0.5,0.6666666666666666,0.5,"[0.5,0.6666666666666666,0.5]",0
268,tibor,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]",3
269,Tina Kiler,0.16666666666666666,1.0,0.4615384615384616,"[0.16666666666666666,1.0,0.4615384615384616]",1
270,Tja��a,0.1111111111111111,1.0,0.6666666666666666,"[0.1111111111111111,1.0,0.6666666666666666]",1
271,Tojo,0.3333333333333333,1.0,0.25,"[0.3333333333333333,1.0,0.25]",3
272,tomaz1961,0.1111111111111111,0.8181818181818182,0.6666666666666666,"[0.1111111111111111,0.8181818181818182,0.6666666666666666]",1
273,tomba,0.2,0.875,0.5555555555555556,"[0.2,0.875,0.5555555555555556]",1
274,Tome,0.19999999999999998,0.8333333333333334,0.7142857142857143,"[0.19999999999999998,0.8333333333333334,0.7142857142857143]",1
275,Tomica,0.14285714285714285,1.0,1.0,"[0.14285714285714285,1.0,1.0]",1
276,Tomislav Cipcic,0.3333333333333333,1.0,0.25,"[0.3333333333333333,1.0,0.25]",3
277,TonCa,0.16666666666666666,1.0,0.3076923076923077,"[0.16666666666666666,1.0,0.3076923076923077]",3
278,Tone,1.0,0.6666666666666666,0.0,"[1.0,0.6666666666666666,0.0]",2
279,Toni Petkovic,0.16666666666666666,1.0,0.0,"[0.16666666666666666,1.0,0.0]",3
280,toni88,0.25,1.0,0.25,"[0.25,1.0,0.25]",3
281,Tpk,0.16666666666666669,0.8333333333333334,0.7142857142857143,"[0.16666666666666669,0.8333333333333334,0.7142857142857143]",1
282,Trojan,0.1111111111111111,1.0,0.8888888888888888,"[0.1111111111111111,1.0,0.8888888888888888]",1
283,Urle,0.3333333333333333,1.0,0.07692307692307693,"[0.3333333333333333,1.0,0.07692307692307693]",3
284,Urosv,0.1111111111111111,1.0,0.75,"[0.1111111111111111,1.0,0.75]",1
285,Valentin,0.5,0.9166666666666666,0.0,"[0.5,0.9166666666666666,0.0]",3
286,Vanda,0.5,0.75,0.0,"[0.5,0.75,0.0]",3
287,vanja123,0.33333333333333337,0.5,0.6,"[0.33333333333333337,0.5,0.6]",0
288,varga,0.19999999999999998,1.0,0.0,"[0.19999999999999998,1.0,0.0]",3
289,Vedran,0.1,1.0,0.5454545454545454,"[0.1,1.0,0.5454545454545454]",1
290,Vedran Nikolic,1.0,1.0,0.0,"[1.0,1.0,0.0]",2
291,Vedran_499,0.19999999999999998,0.5,0.42857142857142855,"[0.19999999999999998,0.5,0.42857142857142855]",0
292,vedrana,0.3333333333333333,0.3333333333333333,0.5,"[0.3333333333333333,0.3333333333333333,0.5]",0
293,vibord,0.14285714285714282,0.9166666666666666,0.15384615384615385,"[0.14285714285714282,0.9166666666666666,0.15384615384615385]",3
294,vid,0.16666666666666666,0.9,0.2727272727272727,"[0.16666666666666666,0.9,0.2727272727272727]",3
295,Vido,0.5,0.6666666666666666,0.5,"[0.5,0.6666666666666666,0.5]",0
296,Vido Repan��ek,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",1
297,Viktor Vic,0.1,0.8,0.6363636363636364,"[0.1,0.8,0.6363636363636364]",1
298,vini,0.2,0.7777777777777778,0.1,"[0.2,0.7777777777777778,0.1]",3
299,Vlado,0.09090909090909091,0.9,0.8181818181818182,"[0.09090909090909091,0.9,0.8181818181818182]",1
300,Vlajko,0.25,1.0,0.15384615384615385,"[0.25,1.0,0.15384615384615385]",3
301,Vlasta Svetina,1.0,0.0,0.0,"[1.0,0.0,0.0]",2
302,wavemaker,0.16666666666666666,1.0,0.4166666666666667,"[0.16666666666666666,1.0,0.4166666666666667]",1
303,x,0.5,1.0,0.0,"[0.5,1.0,0.0]",3
304,��anetic,0.5,1.0,0.07692307692307693,"[0.5,1.0,0.07692307692307693]",3
305,Zdenko,0.5,0.5,0.2,"[0.5,0.5,0.2]",0
306,Zdenko ��krlj,0.14285714285714282,0.5,0.38461538461538464,"[0.14285714285714282,0.5,0.38461538461538464]",0
307,Zdravko,0.125,1.0,0.3076923076923077,"[0.125,1.0,0.3076923076923077]",3
308,��ivko Joncic,0.5,1.0,0.07692307692307693,"[0.5,1.0,0.07692307692307693]",3
309,��S,1.0,0.6666666666666666,0.0,"[1.0,0.6666666666666666,0.0]",2
310,zvjezdana,0.33333333333333337,1.0,0.4,"[0.33333333333333337,1.0,0.4]",3
311,Zvonimir Matic,1.0,0.0,0.25,"[1.0,0.0,0.25]",0
