,users,totalVidsRatio,intensityNormalized,order,pcaInput,_1,_2,features,probability,prediction
83,Hrvoje Juvancic,0.6923076923076923,0.06666666666666668,1.0,"[0.6923076923076923,0.06666666666666668,1.0]",-0.896410173345555,0.808654712299971,"[-0.896410173345555,0.808654712299971]","[0.9808464507471946,4.268947782819667e-11,0.019153549210116017]",0
84,Igor ��utic,1.0,0.006944444444444438,1.0,"[1.0,0.006944444444444438,1.0]",-1.196075450015557,0.748966646151632,"[-1.196075450015557,0.748966646151632]","[0.8210644115434675,0.16634752002665426,0.01258806842987826]",0
85,Igor ��afran,1.0,0.006944444444444438,0.75,"[1.0,0.006944444444444438,0.75]",-1.1408971247607242,0.5069766042066464,"[-1.1408971247607242,0.5069766042066464]","[5.210791881823653e-16,0.029724762205989977,0.9702752377940095]",2
86,Igor29,0.4615384615384616,0.16666666666666666,1.0,"[0.4615384615384616,0.16666666666666666,1.0]",-0.6720594023217691,0.846553470448795,"[-0.6720594023217691,0.846553470448795]","[0.14366230721431847,3.422117485875319e-16,0.8563376927856812]",2
87,IgorGancevic,0.6153846153846154,0.13888888888888887,0.8571428571428571,"[0.6153846153846154,0.13888888888888887,0.8571428571428571]",-0.7903765949874371,0.6781702703320082,"[-0.7903765949874371,0.6781702703320082]","[1.583888998462388e-16,1.6261459323494116e-16,0.9999999999999997]",2
88,igorr,0.6923076923076923,0.16666666666666666,1.0,"[0.6923076923076923,0.16666666666666666,1.0]",-0.8971314167787001,0.7962158447453802,"[-0.8971314167787001,0.7962158447453802]","[0.11529139320012487,3.2517100993302436e-09,0.884708603548165]",2
89,iivana,0.5384615384615384,0.0625,0.8333333333333334,"[0.5384615384615384,0.0625,0.8333333333333334]",-0.7095465617279979,0.6814047209536984,"[-0.7095465617279979,0.6814047209536984]","[1.7668738017691596e-16,1.766873801819685e-16,0.9999999999999997]",2
90,Ina,0.7692307692307693,0.0,1.0,"[0.7692307692307693,0.0,1.0]",-0.970953349209102,0.8001680821018933,"[-0.970953349209102,0.8001680821018933]","[0.9751739425091105,1.927767421481748e-06,0.024824129723468116]",0
91,Ines,0.6153846153846154,0.5833333333333334,1.0,"[0.6153846153846154,0.5833333333333334,1.0]",-0.8251125929311615,0.76116643850239,"[-0.8251125929311615,0.76116643850239]","[2.0441363965647956e-16,1.489812644217337e-14,0.9999999999999849]",2
92,Ivan Odrljin,1.0,0.015151515151515155,0.9166666666666666,"[1.0,0.015151515151515155,0.9166666666666666]",-1.1777418678891411,0.6672824321812726,"[-1.1777418678891411,0.6672824321812726]","[1.852958585248174e-17,0.9715777250779262,0.02842227492207378]",1
93,Ivana PR,0.38461538461538464,0.0,1.0,"[0.38461538461538464,0.0,1.0]",-0.5958333251142166,0.884064124940918,"[-0.5958333251142166,0.884064124940918]","[0.9788976053394478,1.4783602047534365e-17,0.02110239466055219]",0
94,IvanV,0.4615384615384616,0.16666666666666666,0.8,"[0.4615384615384616,0.16666666666666666,0.8]",-0.6279167421179028,0.6529614368928065,"[-0.6279167421179028,0.6529614368928065]","[2.1140705792751262e-16,2.1140705792751262e-16,0.9999999999999996]",2
95,Ivica Komljenovic,1.0,0.4583333333333333,0.9166666666666666,"[1.0,0.4583333333333333,0.9166666666666666]",-1.180938287649671,0.6121556327916087,"[-1.180938287649671,0.6121556327916087]","[5.065761475631814e-17,0.9215356755509014,0.07846432444909861]",1
96,Iztok3,0.7692307692307693,0.125,1.0,"[0.7692307692307693,0.125,1.0]",-0.9718549035005335,0.7846194976586548,"[-0.9718549035005335,0.7846194976586548]","[0.800214930684209,2.7836551092927256e-05,0.19975723276469812]",0
97,jadralec Jaro,0.6153846153846154,0.0119047619047619,0.7142857142857143,"[0.6153846153846154,0.0119047619047619,0.7142857142857143]",-0.7579302587362371,0.5556856337343541,"[-0.7579302587362371,0.5556856337343541]","[1.4590333353386802e-16,1.4590333684831052e-16,0.9999999999999997]",2
98,Jadran,0.9230769230769232,0.016666666666666663,1.0,"[0.9230769230769232,0.016666666666666663,1.0]",-1.1211215660859137,0.7645365203738517,"[-1.1211215660859137,0.7645365203738517]","[0.8895288820127563,0.09756846116956745,0.01290265681767634]",0
99,Janez  stupica,0.6153846153846154,0.027777777777777773,0.8571428571428571,"[0.6153846153846154,0.027777777777777773,0.8571428571428571]",-0.7895752133950535,0.6919912342815535,"[-0.7895752133950535,0.6919912342815535]","[1.6370322965382485e-16,1.684602488378893e-16,0.9999999999999997]",2
100,Jani Pristavec,1.0,0.006944444444444438,1.0,"[1.0,0.006944444444444438,1.0]",-1.196075450015557,0.748966646151632,"[-1.196075450015557,0.748966646151632]","[0.8210644115434675,0.16634752002665426,0.01258806842987826]",0
101,Jaro��,0.4615384615384616,0.016666666666666663,0.8,"[0.4615384615384616,0.016666666666666663,0.8]",-0.6268348769681851,0.6716197382246927,"[-0.6268348769681851,0.6716197382246927]","[2.2090776445947052e-16,2.2090776445947052e-16,0.9999999999999996]",2
102,Jasminka,0.5384615384615384,0.033333333333333326,0.8333333333333334,"[0.5384615384615384,0.033333333333333326,0.8333333333333334]",-0.7093361990599971,0.6850327239904541,"[-0.7093361990599971,0.6850327239904541]","[1.7835401838657025e-16,1.7835401839182497e-16,0.9999999999999997]",2
103,jelena,0.8461538461538461,0.00833333333333334,1.0,"[0.8461538461538461,0.00833333333333334,1.0]",-1.0460374576475078,0.7823523012378725,"[-1.0460374576475078,0.7823523012378725]","[0.9789158571886873,0.0024918452878882474,0.018592297523424346]",0
104,Jelena-Marija,0.8461538461538461,0.14583333333333334,0.8,"[0.8461538461538461,0.14583333333333334,0.8]",-1.0028865071642161,0.5716568247943216,"[-1.0028865071642161,0.5716568247943216]","[2.1950723546404634e-16,0.00021552485033772054,0.9997844751496622]",2
105,Jelena Cutura,0.38461538461538464,0.02083333333333333,1.0,"[0.38461538461538464,0.02083333333333333,1.0]",-0.5959835841627885,0.8814726942003782,"[-0.5959835841627885,0.8814726942003782]","[0.9869430942887761,8.971229713053737e-18,0.013056905711223928]",0
106,jerko,0.9230769230769232,0.08333333333333333,0.9090909090909092,"[0.9230769230769232,0.08333333333333333,0.9090909090909092]",-1.101537549494132,0.6682475631150389,"[-1.101537549494132,0.6682475631150389]","[3.993779411157895e-17,0.8957077415131225,0.1042922584868775]",1
107,Jerko. Marinkovic,0.9230769230769232,0.04166666666666666,0.9090909090909092,"[0.9230769230769232,0.04166666666666666,0.9090909090909092]",-1.1012370313969881,0.6734304245961182,"[-1.1012370313969881,0.6734304245961182]","[3.862612323827378e-17,0.8997188148946036,0.10028118510539637]",1
108,Josip Rabanasic,0.5384615384615384,0.0625,0.8333333333333334,"[0.5384615384615384,0.0625,0.8333333333333334]",-0.7095465617279979,0.6814047209536984,"[-0.7095465617279979,0.6814047209536984]","[1.7668738017691596e-16,1.766873801819685e-16,0.9999999999999997]",2
109,josko52@gmail.com,0.5384615384615384,0.20833333333333331,0.8333333333333334,"[0.5384615384615384,0.20833333333333331,0.8333333333333334]",-0.7105983750680012,0.6632647057699201,"[-0.7105983750680012,0.6632647057699201]","[1.6935418783779033e-16,1.693541878416292e-16,0.9999999999999997]",2
110,JOZE,0.38461538461538464,0.125,0.5,"[0.38461538461538464,0.125,0.5]",-0.48637822889598253,0.38453545660770816,"[-0.48637822889598253,0.38453545660770816]","[5.664807308354225e-16,5.664807308354225e-16,0.9999999999999989]",2
111,Jo��ko,0.7692307692307693,0.02083333333333333,0.8888888888888888,"[0.7692307692307693,0.02083333333333333,0.8888888888888888]",-0.9465799081444148,0.6900255216080265,"[-0.9465799081444148,0.6900255216080265]","[1.972489659115253e-16,1.3010480204809376e-05,0.9999869895197949]",2
112,Jure Gros,1.0,0.0972222222222222,1.0,"[1.0,0.0972222222222222,1.0]",-1.1967265725593688,0.7377371129426263,"[-1.1967265725593688,0.7377371129426263]","[0.5702843553677199,0.40579836344675974,0.02391728118552045]",0
113,jure111,0.4615384615384616,0.4166666666666667,1.0,"[0.4615384615384616,0.4166666666666667,1.0]",-0.673862510904632,0.815456301562318,"[-0.673862510904632,0.815456301562318]","[3.3078154598175706e-16,3.3078139344154796e-16,0.9999999999999993]",2
114,jurebizjak,0.9230769230769232,0.027777777777777773,1.0,"[0.9230769230769232,0.027777777777777773,1.0]",-1.121201704245152,0.7631544239788971,"[-1.121201704245152,0.7631544239788971]","[0.8989745871043688,0.08963759586950644,0.011387817026124764]",0
115,kapitan72,0.6923076923076923,0.06666666666666668,0.625,"[0.6923076923076923,0.06666666666666668,0.625]",-0.8136426854633058,0.4456696493824926,"[-0.8136426854633058,0.4456696493824926]","[1.766408189256668e-16,1.7664088231143632e-16,0.9999999999999997]",2
116,Karla,0.3076923076923077,0.08333333333333333,1.0,"[0.3076923076923077,0.08333333333333333,1.0]",-0.5214103564895272,0.8904776105465639,"[-0.5214103564895272,0.8904776105465639]","[0.9810374873365693,2.124946709743083e-17,0.0189625126634307]",0
117,Karmen Hrvatic,0.8461538461538461,0.06944444444444442,1.0,"[0.8461538461538461,0.06944444444444442,1.0]",-1.0464782175233187,0.7747507710656225,"[-1.0464782175233187,0.7747507710656225]","[0.9777372218159278,0.0032813950225903748,0.01898138316148172]",0
118,Katarina ��edlbauer,0.5384615384615384,0.20833333333333331,1.0,"[0.5384615384615384,0.20833333333333331,1.0]",-0.7473839252378898,0.8245914003999105,"[-0.7473839252378898,0.8245914003999105]","[0.0012992079065717497,2.9263611071455506e-16,0.9987007920934279]",2
119,kec,1.0,0.2777777777777777,0.9166666666666666,"[1.0,0.2777777777777777,0.9166666666666666]",-1.1796360425620478,0.6346146992096199,"[-1.1796360425620478,0.6346146992096199]","[2.921502263745256e-17,0.9545449220955179,0.04545507790448201]",1
120,kemi,0.6153846153846154,0.05000000000000001,0.5714285714285714,"[0.6153846153846154,0.05000000000000001,0.5714285714285714]",-0.72667454656515,0.4126669935545181,"[-0.72667454656515,0.4126669935545181]","[2.045617854132121e-16,2.045617854132121e-16,0.9999999999999996]",2
121,Kiklop,0.8461538461538461,0.10000000000000002,0.4,"[0.8461538461538461,0.10000000000000002,0.4]",-0.9142706168496255,0.19017390531153197,"[-0.9142706168496255,0.19017390531153197]","[1.0142428972875236e-15,1.0142428972875236e-15,0.999999999999998]",2
122,KlaraM,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.5210096656933354,0.8973880925213366,"[-0.5210096656933354,0.8973880925213366]","[0.9896601117442605,1.2243575231859e-17,0.010339888255739506]",0
123,Kreso,0.9230769230769232,0.16666666666666666,1.0,"[0.9230769230769232,0.16666666666666666,1.0]",-1.1222034312356315,0.7458782190419654,"[-1.1222034312356315,0.7458782190419654]","[0.010437205293907017,0.9145323402736595,0.07503045443243356]",1
124,Kristijan Lopac,0.8461538461538461,0.06944444444444442,0.7,"[0.8461538461538461,0.06944444444444442,0.7]",-0.9802642272175193,0.48436272073163966,"[-0.9802642272175193,0.48436272073163966]","[2.2950558917181326e-16,2.4079570903175866e-08,0.9999999759204289]",2
125,Ksenija Sekulic,0.9230769230769232,0.08333333333333333,0.4545454545454545,"[0.9230769230769232,0.08333333333333333,0.4545454545454545]",-1.0012133217580723,0.22826566866961018,"[-1.0012133217580723,0.22826566866961018]","[1.0255569041749205e-15,1.0255569440589018e-15,0.999999999999998]",2
126,Kskoric,0.7692307692307693,0.19444444444444445,0.8888888888888888,"[0.7692307692307693,0.19444444444444445,0.8888888888888888]",-0.9478320668825142,0.6684302654368619,"[-0.9478320668825142,0.6684302654368619]","[1.8981002107706554e-16,1.0954443661250952e-05,0.9999890455563385]",2
127,Kvasina,0.8461538461538461,0.10000000000000002,1.0,"[0.8461538461538461,0.10000000000000002,1.0]",-1.0466985974612242,0.7709500059794976,"[-1.0466985974612242,0.7709500059794976]","[0.935401910262533,0.010525392721958276,0.05407269701550865]",0
128,Labura,0.3076923076923077,0.08333333333333333,1.0,"[0.3076923076923077,0.08333333333333333,1.0]",-0.5214103564895272,0.8904776105465639,"[-0.5214103564895272,0.8904776105465639]","[0.9810374873365693,2.124946709743083e-17,0.0189625126634307]",0
129,Lana,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.5210096656933354,0.8973880925213366,"[-0.5210096656933354,0.8973880925213366]","[0.9896601117442605,1.2243575231859e-17,0.010339888255739506]",0
130,Lea Svilicic,0.9230769230769232,0.05952380952380953,0.9090909090909092,"[0.9230769230769232,0.05952380952380953,0.9090909090909092]",-1.1013658248671927,0.6712091982470842,"[-1.1013658248671927,0.6712091982470842]","[3.913478538207813e-17,0.8981365516989663,0.10186344830103361]",1
131,Leo Mihaljevic,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.5210096656933354,0.8973880925213366,"[-0.5210096656933354,0.8973880925213366]","[0.9896601117442605,1.2243575231859e-17,0.010339888255739506]",0
132,ljubica basic,1.0,0.0,1.0,"[1.0,0.0,1.0]",-1.1960253636660332,0.7498304563984786,"[-1.1960253636660332,0.7498304563984786]","[0.7958246553955635,0.18952460287929354,0.01465074172514307]",0
133,Luc,0.8461538461538461,0.018518518518518528,1.0,"[0.8461538461538461,0.018518518518518528,1.0]",-1.0461109176268095,0.7810853795424975,"[-1.0461109176268095,0.7810853795424975]","[0.9825189166885173,0.002147565846245619,0.015333517465237178]",0
134,lucijan,1.0,0.052083333333333336,0.6666666666666666,"[1.0,0.052083333333333336,0.6666666666666666]",-1.122829910947686,0.42069849028714823,"[-1.122829910947686,0.42069849028714823]","[6.261953892534611e-16,5.735073594824426e-06,0.9999942649264045]",2
135,ludmilla,0.38461538461538464,0.0,0.5,"[0.38461538461538464,0.0,0.5]",-0.485476674604551,0.40008404105094664,"[-0.485476674604551,0.40008404105094664]","[5.373419293786415e-16,5.373419293786415e-16,0.9999999999999989]",2
136,Luka Skocir,0.6923076923076923,0.10416666666666667,1.0,"[0.6923076923076923,0.10416666666666667,1.0]",-0.8966806396329844,0.8039901369669995,"[-0.8966806396329844,0.8039901369669995]","[0.9308389874103573,1.8729616623980443e-10,0.06916101240234653]",0
137,luka.voncina,0.9230769230769232,0.016666666666666663,1.0,"[0.9230769230769232,0.016666666666666663,1.0]",-1.1211215660859137,0.7645365203738517,"[-1.1211215660859137,0.7645365203738517]","[0.8895288820127563,0.09756846116956745,0.01290265681767634]",0
138,lukaaa11,0.4615384615384616,0.04166666666666666,1.0,"[0.4615384615384616,0.04166666666666666,1.0]",-0.6711578480303375,0.8621020548920335,"[-0.6711578480303375,0.8621020548920335]","[0.9874097153658749,5.576625372857107e-18,0.012590284634125176]",0
139,Lupodimare,0.4615384615384616,0.04166666666666666,0.4,"[0.4615384615384616,0.04166666666666666,0.4]",-0.5387298674187389,0.2813259542240679,"[-0.5387298674187389,0.2813259542240679]","[7.177433134182475e-16,7.177433134182475e-16,0.9999999999999986]",2
140,Maja Demaria,0.7692307692307693,0.05555555555555556,1.0,"[0.7692307692307693,0.05555555555555556,1.0]",-0.9713540400052938,0.7932576001271207,"[-0.9713540400052938,0.7932576001271207]","[0.984386288217058,1.5909450307622822e-06,0.015612120837911306]",0
141,Maja Grinek,0.6923076923076923,0.06666666666666668,0.875,"[0.6923076923076923,0.06666666666666668,0.875]",-0.8688210107181386,0.6876596913274782,"[-0.8688210107181386,0.6876596913274782]","[1.6718897990275302e-16,5.568638876182261e-11,0.9999999999443133]",2
142,maja laurence,0.3076923076923077,0.25,0.6666666666666666,"[0.3076923076923077,0.25,0.6666666666666666]",-0.4490413285383254,0.547092775362265,"[-0.4490413285383254,0.547092775362265]","[5.236074526930246e-16,5.236074526930246e-16,0.999999999999999]",2
143,MajaM,1.0,0.13333333333333333,0.5833333333333334,"[1.0,0.13333333333333333,0.5833333333333334]",-1.105023146152172,0.32992856308404805,"[-1.105023146152172,0.32992856308404805]","[8.924617007588919e-16,1.9612171036845578e-11,0.9999999999803869]",2
144,Mare_,0.38461538461538464,0.0,1.0,"[0.38461538461538464,0.0,1.0]",-0.5958333251142166,0.884064124940918,"[-0.5958333251142166,0.884064124940918]","[0.9788976053394478,1.4783602047534365e-17,0.02110239466055219]",0
