,users,totalVidsRatio,intensityNormalized,order,features,prediction
247,Romana,0.6923076923076923,0.06666666666666668,0.75,"[0.6923076923076923,0.06666666666666668,0.75]",2
248,ruzica kovacevic,0.9230769230769232,0.04166666666666666,1.0,"[0.9230769230769232,0.04166666666666666,1.0]",2
249,Safet,0.6153846153846154,0.13888888888888887,1.0,"[0.6153846153846154,0.13888888888888887,1.0]",1
250,Sailman,0.9230769230769232,0.04166666666666666,1.0,"[0.9230769230769232,0.04166666666666666,1.0]",2
251,Salieri,0.9230769230769232,0.11666666666666665,1.0,"[0.9230769230769232,0.11666666666666665,1.0]",2
252,Sandi,0.4615384615384616,0.016666666666666663,1.0,"[0.4615384615384616,0.016666666666666663,1.0]",1
253,sawyer,1.0,0.1875,1.0,"[1.0,0.1875,1.0]",2
254,shrike,0.4615384615384616,0.016666666666666663,1.0,"[0.4615384615384616,0.016666666666666663,1.0]",1
255,Silvestar Tokic,1.0,0.13333333333333333,1.0,"[1.0,0.13333333333333333,1.0]",2
256,��imun Zamberlin,1.0,0.006944444444444438,0.9166666666666666,"[1.0,0.006944444444444438,0.9166666666666666]",2
257,��katja,0.5384615384615384,0.11111111111111112,0.8333333333333334,"[0.5384615384615384,0.11111111111111112,0.8333333333333334]",1
258,slipke,0.38461538461538464,0.3333333333333333,1.0,"[0.38461538461538464,0.3333333333333333,1.0]",1
259,Spasic Vladimir,0.4615384615384616,0.08333333333333333,1.0,"[0.4615384615384616,0.08333333333333333,1.0]",1
260,splicho,0.6153846153846154,0.25,1.0,"[0.6153846153846154,0.25,1.0]",1
261,staneb,0.9230769230769232,0.027777777777777773,1.0,"[0.9230769230769232,0.027777777777777773,1.0]",2
262,Stanojevic,0.38461538461538464,0.05555555555555556,1.0,"[0.38461538461538464,0.05555555555555556,1.0]",1
263,stinfio,1.0,0.13333333333333333,0.9166666666666666,"[1.0,0.13333333333333333,0.9166666666666666]",2
264,stipica,1.0,0.07142857142857144,0.3333333333333333,"[1.0,0.07142857142857144,0.3333333333333333]",2
265,TAMARA L.,1.0,0.006944444444444438,0.9166666666666666,"[1.0,0.006944444444444438,0.9166666666666666]",2
266,tasa,0.5384615384615384,0.0625,1.0,"[0.5384615384615384,0.0625,1.0]",1
267,Tatjana,0.3076923076923077,0.08333333333333333,0.6666666666666666,"[0.3076923076923077,0.08333333333333333,0.6666666666666666]",0
268,tibor,0.4615384615384616,0.04166666666666666,1.0,"[0.4615384615384616,0.04166666666666666,1.0]",1
269,Tina Kiler,1.0,0.0972222222222222,1.0,"[1.0,0.0972222222222222,1.0]",2
270,Tja��a,0.9230769230769232,0.027777777777777773,1.0,"[0.9230769230769232,0.027777777777777773,1.0]",2
271,Tojo,0.9230769230769232,0.25,1.0,"[0.9230769230769232,0.25,1.0]",2
272,tomaz1961,0.9230769230769232,0.027777777777777773,0.8181818181818182,"[0.9230769230769232,0.027777777777777773,0.8181818181818182]",2
273,tomba,0.6923076923076923,0.06666666666666668,0.875,"[0.6923076923076923,0.06666666666666668,0.875]",2
274,Tome,0.5384615384615384,0.033333333333333326,0.8333333333333334,"[0.5384615384615384,0.033333333333333326,0.8333333333333334]",1
275,Tomica,0.5384615384615384,0.0,1.0,"[0.5384615384615384,0.0,1.0]",1
276,Tomislav Cipcic,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",1
277,TonCa,1.0,0.0972222222222222,1.0,"[1.0,0.0972222222222222,1.0]",2
278,Tone,0.3076923076923077,0.25,0.6666666666666666,"[0.3076923076923077,0.25,0.6666666666666666]",0
279,Toni Petkovic,1.0,0.0972222222222222,1.0,"[1.0,0.0972222222222222,1.0]",2
280,toni88,0.9230769230769232,0.16666666666666666,1.0,"[0.9230769230769232,0.16666666666666666,1.0]",2
281,Tpk,0.5384615384615384,0.013888888888888895,0.8333333333333334,"[0.5384615384615384,0.013888888888888895,0.8333333333333334]",1
282,Trojan,0.6923076923076923,0.0,1.0,"[0.6923076923076923,0.0,1.0]",2
283,Urle,1.0,0.2777777777777777,1.0,"[1.0,0.2777777777777777,1.0]",2
284,Urosv,0.9230769230769232,0.027777777777777773,1.0,"[0.9230769230769232,0.027777777777777773,1.0]",2
285,Valentin,1.0,0.4583333333333333,0.9166666666666666,"[1.0,0.4583333333333333,0.9166666666666666]",3
286,Vanda,0.38461538461538464,0.125,0.75,"[0.38461538461538464,0.125,0.75]",0
287,vanja123,0.38461538461538464,0.05555555555555556,0.5,"[0.38461538461538464,0.05555555555555556,0.5]",0
288,varga,0.9230769230769232,0.11666666666666665,1.0,"[0.9230769230769232,0.11666666666666665,1.0]",2
289,Vedran,0.8461538461538461,0.00833333333333334,1.0,"[0.8461538461538461,0.00833333333333334,1.0]",2
290,Vedran Nikolic,0.9230769230769232,0.9166666666666666,1.0,"[0.9230769230769232,0.9166666666666666,1.0]",3
291,Vedran_499,0.5384615384615384,0.033333333333333326,0.5,"[0.5384615384615384,0.033333333333333326,0.5]",0
292,vedrana,0.3076923076923077,0.027777777777777773,0.3333333333333333,"[0.3076923076923077,0.027777777777777773,0.3333333333333333]",0
293,vibord,1.0,0.07142857142857144,0.9166666666666666,"[1.0,0.07142857142857144,0.9166666666666666]",2
294,vid,0.8461538461538461,0.06944444444444442,0.9,"[0.8461538461538461,0.06944444444444442,0.9]",2
295,Vido,0.3076923076923077,0.08333333333333333,0.6666666666666666,"[0.3076923076923077,0.08333333333333333,0.6666666666666666]",0
296,Vido Repan��ek,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",1
297,Viktor Vic,0.8461538461538461,0.00833333333333334,0.8,"[0.8461538461538461,0.00833333333333334,0.8]",2
298,vini,0.7692307692307693,0.08333333333333333,0.7777777777777778,"[0.7692307692307693,0.08333333333333333,0.7777777777777778]",2
299,Vlado,0.8461538461538461,0.0,0.9,"[0.8461538461538461,0.0,0.9]",2
300,Vlajko,1.0,0.1875,1.0,"[1.0,0.1875,1.0]",2
301,Vlasta Svetina,0.9230769230769232,0.9166666666666666,0.0,"[0.9230769230769232,0.9166666666666666,0.0]",3
302,wavemaker,0.9230769230769232,0.08333333333333333,1.0,"[0.9230769230769232,0.08333333333333333,1.0]",2
303,x,0.7692307692307693,0.3333333333333333,1.0,"[0.7692307692307693,0.3333333333333333,1.0]",2
304,��anetic,1.0,0.4583333333333333,1.0,"[1.0,0.4583333333333333,1.0]",3
305,Zdenko,0.38461538461538464,0.125,0.5,"[0.38461538461538464,0.125,0.5]",0
306,Zdenko ��krlj,1.0,0.07142857142857144,0.5,"[1.0,0.07142857142857144,0.5]",2
307,Zdravko,1.0,0.052083333333333336,1.0,"[1.0,0.052083333333333336,1.0]",2
308,��ivko Joncic,1.0,0.4583333333333333,1.0,"[1.0,0.4583333333333333,1.0]",3
309,��S,0.3076923076923077,0.25,0.6666666666666666,"[0.3076923076923077,0.25,0.6666666666666666]",0
310,zvjezdana,0.38461538461538464,0.05555555555555556,1.0,"[0.38461538461538464,0.05555555555555556,1.0]",1
311,Zvonimir Matic,0.3076923076923077,0.25,0.0,"[0.3076923076923077,0.25,0.0]",0
