,users,followingRatio,order,freq,catchingUpRatio,features,prediction
219,Salieri,0.19999999999999998,1.0,0.0,0.0,"[0.19999999999999998,1.0,0.0,0.0]",0
220,Sandi,0.19999999999999998,1.0,0.6666666666666666,0.16666666666666666,"[0.19999999999999998,1.0,0.6666666666666666,0.16666666666666666]",1
221,sawyer,0.25,1.0,0.2307692307692308,0.46153846153846156,"[0.25,1.0,0.2307692307692308,0.46153846153846156]",2
222,shrike,0.19999999999999998,1.0,0.8333333333333334,0.16666666666666666,"[0.19999999999999998,1.0,0.8333333333333334,0.16666666666666666]",1
223,Silvestar Tokic,0.2,1.0,0.38461538461538464,0.6153846153846154,"[0.2,1.0,0.38461538461538464,0.6153846153846154]",2
224,��imun Zamberlin,0.08333333333333333,0.9166666666666666,0.8461538461538461,0.0,"[0.08333333333333333,0.9166666666666666,0.8461538461538461,0.0]",1
225,��katja,0.3333333333333333,0.8333333333333334,0.2857142857142857,0.0,"[0.3333333333333333,0.8333333333333334,0.2857142857142857,0.0]",0
226,slipke,1.0,1.0,0.0,0.0,"[1.0,1.0,0.0,0.0]",0
227,splicho,0.5,1.0,0.25,0.75,"[0.5,1.0,0.25,0.75]",2
228,staneb,0.1111111111111111,1.0,0.75,0.25,"[0.1111111111111111,1.0,0.75,0.25]",1
229,Stanojevic,0.33333333333333337,1.0,0.0,0.0,"[0.33333333333333337,1.0,0.0,0.0]",0
230,stipica,0.14285714285714282,0.3333333333333333,0.38461538461538464,0.38461538461538464,"[0.14285714285714282,0.3333333333333333,0.38461538461538464,0.38461538461538464]",4
231,TAMARA L.,0.08333333333333333,0.9166666666666666,0.8461538461538461,0.07692307692307693,"[0.08333333333333333,0.9166666666666666,0.8461538461538461,0.07692307692307693]",1
232,tasa,0.25,1.0,0.5714285714285714,0.2857142857142857,"[0.25,1.0,0.5714285714285714,0.2857142857142857]",2
233,Tatjana,0.5,0.6666666666666666,0.5,0.5,"[0.5,0.6666666666666666,0.5,0.5]",2
234,tibor,0.25,1.0,0.16666666666666666,0.3333333333333333,"[0.25,1.0,0.16666666666666666,0.3333333333333333]",2
235,Tina Kiler,0.16666666666666666,1.0,0.4615384615384616,0.5384615384615384,"[0.16666666666666666,1.0,0.4615384615384616,0.5384615384615384]",2
236,Tja��a,0.1111111111111111,1.0,0.6666666666666666,0.0,"[0.1111111111111111,1.0,0.6666666666666666,0.0]",1
237,Tojo,0.3333333333333333,1.0,0.25,0.75,"[0.3333333333333333,1.0,0.25,0.75]",2
238,tomaz1961,0.1111111111111111,0.8181818181818182,0.6666666666666666,0.16666666666666666,"[0.1111111111111111,0.8181818181818182,0.6666666666666666,0.16666666666666666]",1
239,tomba,0.2,0.875,0.5555555555555556,0.4444444444444444,"[0.2,0.875,0.5555555555555556,0.4444444444444444]",2
240,Tome,0.19999999999999998,0.8333333333333334,0.7142857142857143,0.2857142857142857,"[0.19999999999999998,0.8333333333333334,0.7142857142857143,0.2857142857142857]",1
241,Tomica,0.14285714285714285,1.0,1.0,0.0,"[0.14285714285714285,1.0,1.0,0.0]",1
242,Tomislav Cipcic,0.3333333333333333,1.0,0.25,0.25,"[0.3333333333333333,1.0,0.25,0.25]",0
243,TonCa,0.16666666666666666,1.0,0.3076923076923077,0.23076923076923078,"[0.16666666666666666,1.0,0.3076923076923077,0.23076923076923078]",2
244,toni88,0.25,1.0,0.25,0.5,"[0.25,1.0,0.25,0.5]",2
245,Tpk,0.16666666666666669,0.8333333333333334,0.7142857142857143,0.14285714285714285,"[0.16666666666666669,0.8333333333333334,0.7142857142857143,0.14285714285714285]",1
246,Trojan,0.1111111111111111,1.0,0.8888888888888888,0.0,"[0.1111111111111111,1.0,0.8888888888888888,0.0]",1
247,Urle,0.3333333333333333,1.0,0.07692307692307693,0.15384615384615385,"[0.3333333333333333,1.0,0.07692307692307693,0.15384615384615385]",0
248,Urosv,0.1111111111111111,1.0,0.75,0.16666666666666666,"[0.1111111111111111,1.0,0.75,0.16666666666666666]",1
249,vanja123,0.33333333333333337,0.5,0.6,0.4,"[0.33333333333333337,0.5,0.6,0.4]",4
250,Vedran,0.1,1.0,0.5454545454545454,0.09090909090909091,"[0.1,1.0,0.5454545454545454,0.09090909090909091]",1
251,Vedran_499,0.19999999999999998,0.5,0.42857142857142855,0.14285714285714285,"[0.19999999999999998,0.5,0.42857142857142855,0.14285714285714285]",4
252,vedrana,0.3333333333333333,0.3333333333333333,0.5,0.25,"[0.3333333333333333,0.3333333333333333,0.5,0.25]",4
253,vibord,0.14285714285714282,0.9166666666666666,0.15384615384615385,0.23076923076923078,"[0.14285714285714282,0.9166666666666666,0.15384615384615385,0.23076923076923078]",0
254,vid,0.16666666666666666,0.9,0.2727272727272727,0.36363636363636365,"[0.16666666666666666,0.9,0.2727272727272727,0.36363636363636365]",2
255,Vido,0.5,0.6666666666666666,0.5,0.5,"[0.5,0.6666666666666666,0.5,0.5]",2
256,Vido Repan��ek,0.3333333333333333,1.0,0.75,0.0,"[0.3333333333333333,1.0,0.75,0.0]",1
257,Viktor Vic,0.1,0.8,0.6363636363636364,0.09090909090909091,"[0.1,0.8,0.6363636363636364,0.09090909090909091]",1
258,vini,0.2,0.7777777777777778,0.1,0.0,"[0.2,0.7777777777777778,0.1,0.0]",0
259,Vlado,0.09090909090909091,0.9,0.8181818181818182,0.0,"[0.09090909090909091,0.9,0.8181818181818182,0.0]",1
260,Vlajko,0.25,1.0,0.15384615384615385,0.0,"[0.25,1.0,0.15384615384615385,0.0]",0
261,Vlasta Svetina,1.0,0.0,0.0,0.0,"(4,[0],[1.0])",4
262,wavemaker,0.16666666666666666,1.0,0.4166666666666667,0.4166666666666667,"[0.16666666666666666,1.0,0.4166666666666667,0.4166666666666667]",2
263,x,0.5,1.0,0.0,0.0,"[0.5,1.0,0.0,0.0]",0
264,��anetic,0.5,1.0,0.07692307692307693,0.0,"[0.5,1.0,0.07692307692307693,0.0]",0
265,Zdenko,0.5,0.5,0.2,0.4,"[0.5,0.5,0.2,0.4]",4
266,Zdenko ��krlj,0.14285714285714282,0.5,0.38461538461538464,0.0,"[0.14285714285714282,0.5,0.38461538461538464,0.0]",4
267,Zdravko,0.125,1.0,0.3076923076923077,0.15384615384615385,"[0.125,1.0,0.3076923076923077,0.15384615384615385]",0
268,��ivko Joncic,0.5,1.0,0.07692307692307693,0.0,"[0.5,1.0,0.07692307692307693,0.0]",0
269,��S,1.0,0.6666666666666666,0.0,0.0,"[1.0,0.6666666666666666,0.0,0.0]",0
270,zvjezdana,0.33333333333333337,1.0,0.4,0.4,"[0.33333333333333337,1.0,0.4,0.4]",2
271,Zvonimir Matic,1.0,0.0,0.25,0.75,"[1.0,0.0,0.25,0.75]",3
