,users,followingRatio,order,freq,catchingUpRatio,features,probability,prediction
59,Igor29,0.5,1.0,0.3333333333333333,0.6666666666666666,"[0.5,1.0,0.3333333333333333,0.6666666666666666]","[5.55357746069394e-23,5.615914444978388e-17,0.9999999644120158,3.55879842621562e-08]",2
60,IgorGancevic,0.3333333333333333,0.8571428571428571,0.125,0.25,"[0.3333333333333333,0.8571428571428571,0.125,0.25]","[2.322756957741888e-16,0.9779193666116346,2.322756957741888e-16,0.022080633388364995]",1
61,igorr,0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111,"[0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111]","[3.388205543728653e-23,2.2601380669564455e-09,0.999999996935765,8.040968328928601e-10]",2
62,iivana,0.25,0.8333333333333334,0.2857142857142857,0.14285714285714285,"[0.25,0.8333333333333334,0.2857142857142857,0.14285714285714285]","[1.8311625143566675e-17,0.9834151174814282,1.8311625143566675e-17,0.016584882518571858]",1
63,Ines,1.0,1.0,0.125,0.875,"[1.0,1.0,0.125,0.875]","[0.9999380826172685,2.6031013446135907e-19,4.3331479132880726e-05,1.858590359874869e-05]",0
64,Ivan Odrljin,0.09090909090909093,0.9166666666666666,0.6923076923076923,0.07692307692307693,"[0.09090909090909093,0.9166666666666666,0.6923076923076923,0.07692307692307693]","[1.4901459701044312e-17,0.9946015381760245,1.4901459701044312e-17,0.005398461823975464]",1
65,IvanV,0.5,0.8,0.3333333333333333,0.3333333333333333,"[0.5,0.8,0.3333333333333333,0.3333333333333333]","[1.7401823707942424e-16,2.7278824032910582e-09,1.7401823707942424e-16,0.9999999972721173]",3
66,Ivica Komljenovic,0.5,0.9166666666666666,0.15384615384615385,0.8461538461538461,"[0.5,0.9166666666666666,0.15384615384615385,0.8461538461538461]","[0.9998493738347985,1.4608684673617894e-10,7.271679720485627e-18,0.00015062601911457454]",0
67,Iztok3,0.25,1.0,0.2,0.4,"[0.25,1.0,0.2,0.4]","[6.264263468356975e-24,1.793542414734521e-08,0.99999998144861,6.159658498514746e-10]",2
68,jadralec Jaro,0.14285714285714285,0.7142857142857143,0.625,0.125,"[0.14285714285714285,0.7142857142857143,0.625,0.125]","[4.1008887801786027e-17,0.8487432523877243,4.1008887801786027e-17,0.1512567476122757]",1
69,Jadran,0.09999999999999999,1.0,0.8333333333333334,0.16666666666666666,"[0.09999999999999999,1.0,0.8333333333333334,0.16666666666666666]","[6.1792712677983794e-24,7.275517093350778e-08,0.9999999271665209,7.830797687633568e-11]",2
70,Jani Pristavec,0.08333333333333333,1.0,0.6923076923076923,0.07692307692307693,"[0.08333333333333333,1.0,0.6923076923076923,0.07692307692307693]","[6.522267576861315e-24,8.473487954995009e-08,0.9999999142920671,9.730532029046977e-10]",2
71,Jasminka,0.19999999999999998,0.8333333333333334,0.5714285714285714,0.2857142857142857,"[0.19999999999999998,0.8333333333333334,0.5714285714285714,0.2857142857142857]","[6.8982227096718606e-18,0.966460725049552,6.8982227096718606e-18,0.033539274950447916]",1
72,jelena,0.1,1.0,0.9090909090909092,0.09090909090909091,"[0.1,1.0,0.9090909090909092,0.09090909090909091]","[1.0799324091394636e-23,5.814870126199871e-08,0.9999999418392809,1.2017841649805128e-11]",2
73,Jelena-Marija,0.25,0.8,0.2727272727272727,0.6363636363636364,"[0.25,0.8,0.2727272727272727,0.6363636363636364]","[1.7679970362043316e-16,0.956318558840657,1.7679970362043316e-16,0.04368144115934276]",1
74,Jelena Cutura,0.25,1.0,0.6,0.2,"[0.25,1.0,0.6,0.2]","[3.714041646242769e-24,4.896728535956088e-09,0.9999999931986187,1.904652865265025e-09]",2
75,jerko,0.16666666666666666,0.9090909090909092,0.5,0.5,"[0.16666666666666666,0.9090909090909092,0.5,0.5]","[2.0626592330532576e-06,0.968949876725884,4.2695763732372325e-17,0.03104806061488312]",1
76,Jerko. Marinkovic,0.125,0.9090909090909092,0.6666666666666666,0.3333333333333333,"[0.125,0.9090909090909092,0.6666666666666666,0.3333333333333333]","[2.3238500507426266e-14,0.993082739049283,1.0988885057885698e-17,0.00691726095069388]",1
77,Josip Rabanasic,0.25,0.8333333333333334,0.42857142857142855,0.42857142857142855,"[0.25,0.8333333333333334,0.42857142857142855,0.42857142857142855]","[1.6943271149871987e-17,0.8968404444819985,1.6943271149871987e-17,0.10315955551800143]",1
78,josko52@gmail.com,0.5,0.8333333333333334,0.14285714285714285,0.7142857142857143,"[0.5,0.8333333333333334,0.14285714285714285,0.7142857142857143]","[3.425574156005444e-15,2.5820093357451697e-06,3.425574156005444e-15,0.9999974179906574]",3
79,Jure Gros,0.16666666666666666,1.0,0.3076923076923077,0.3076923076923077,"[0.16666666666666666,1.0,0.3076923076923077,0.3076923076923077]","[6.3396034969405726e-24,5.25874195002994e-08,0.9999999451925894,2.219990978285959e-09]",2
80,jure111,1.0,1.0,0.16666666666666666,0.8333333333333334,"[1.0,1.0,0.16666666666666666,0.8333333333333334]","[0.9999636732848168,1.7215229975248253e-19,1.7570874543613237e-05,1.875584063963795e-05]",0
81,jurebizjak,0.1111111111111111,1.0,0.5,0.08333333333333333,"[0.1111111111111111,1.0,0.5,0.08333333333333333]","[7.936999607876852e-24,1.1198376228426635e-07,0.9999998840960104,3.920227326586976e-09]",2
82,kapitan72,0.2,0.625,0.5555555555555556,0.4444444444444444,"[0.2,0.625,0.5555555555555556,0.4444444444444444]","[1.485263415410636e-16,0.20035510774252235,1.485263415410636e-16,0.7996448922574775]",3
83,Karla,0.5,1.0,0.5,0.5,"[0.5,1.0,0.5,0.5]","[7.031924273711354e-23,3.190868940366414e-18,0.999999924667227,7.533277292331232e-08]",2
84,Karmen Hrvatic,0.16666666666666666,1.0,0.5454545454545454,0.45454545454545453,"[0.16666666666666666,1.0,0.5454545454545454,0.45454545454545453]","[6.487542407201355e-24,2.8493777182298668e-08,0.9999999690085053,2.4977175769259254e-09]",2
85,kec,0.3333333333333333,0.9166666666666666,0.07692307692307693,0.07692307692307693,"[0.3333333333333333,0.9166666666666666,0.07692307692307693,0.07692307692307693]","[2.312219588288326e-15,0.9975594650511674,2.312219588288326e-15,0.002440534948827858]",1
86,kemi,0.2,0.5714285714285714,0.5,0.25,"[0.2,0.5714285714285714,0.5,0.25]","[5.833267331047617e-17,0.008331800147900931,5.833267331047617e-17,0.9916681998520989]",3
87,Kreso,0.25,1.0,0.16666666666666666,0.5,"[0.25,1.0,0.16666666666666666,0.5]","[1.1904044275331764e-23,8.700990785604283e-09,0.9999999909600571,3.3895230245641004e-10]",2
88,Kristijan Lopac,0.16666666666666666,0.7,0.2727272727272727,0.18181818181818182,"[0.16666666666666666,0.7,0.2727272727272727,0.18181818181818182]","[4.2116379088063974e-17,0.9089968708695535,4.2116379088063974e-17,0.09100312913044657]",1
89,Kvasina,0.2,1.0,0.4545454545454545,0.5454545454545454,"[0.2,1.0,0.4545454545454545,0.5454545454545454]","[1.1516111867324658e-23,1.2257956637580452e-08,0.9999999851148874,2.627155969467286e-09]",2
90,Labura,0.5,1.0,0.25,0.5,"[0.5,1.0,0.25,0.5]","[2.3358544141362286e-23,2.997074526103007e-16,0.999999981433872,1.8566127525309872e-08]",2
91,Lana,0.3333333333333333,1.0,0.75,0.25,"[0.3333333333333333,1.0,0.75,0.25]","[1.9631843033305965e-23,3.1643876700096633e-12,0.9999999994145051,5.823303873990252e-10]",2
92,Lea Svilicic,0.14285714285714285,0.9090909090909092,0.3333333333333333,0.08333333333333333,"[0.14285714285714285,0.9090909090909092,0.3333333333333333,0.08333333333333333]","[1.6129969118997068e-17,0.9929763624514587,1.6129969118997068e-17,0.00702363754854135]",1
93,Leo Mihaljevic,0.3333333333333333,1.0,0.75,0.25,"[0.3333333333333333,1.0,0.75,0.25]","[1.9631843033305965e-23,3.1643876700096633e-12,0.9999999994145051,5.823303873990252e-10]",2
94,Luc,0.11111111111111112,1.0,0.8181818181818182,0.18181818181818182,"[0.11111111111111112,1.0,0.8181818181818182,0.18181818181818182]","[5.567872086317415e-24,7.024561499594229e-08,0.9999999296527758,1.0160915572344924e-10]",2
95,lucijan,0.125,0.6666666666666666,0.4615384615384616,0.07692307692307693,"[0.125,0.6666666666666666,0.4615384615384616,0.07692307692307693]","[1.0260474212136266e-16,0.3778481127754091,1.0260474212136266e-16,0.6221518872245907]",3
96,Luka Skocir,0.25,1.0,0.4444444444444444,0.5555555555555556,"[0.25,1.0,0.4444444444444444,0.5555555555555556]","[8.181325980017528e-24,4.217426715485003e-09,0.999999992916465,2.866108250342501e-09]",2
97,luka.voncina,0.09999999999999999,1.0,0.8333333333333334,0.16666666666666666,"[0.09999999999999999,1.0,0.8333333333333334,0.16666666666666666]","[6.1792712677983794e-24,7.275517093350778e-08,0.9999999271665209,7.830797687633568e-11]",2
98,lukaaa11,0.25,1.0,0.3333333333333333,0.3333333333333333,"[0.25,1.0,0.3333333333333333,0.3333333333333333]","[3.060360917675409e-24,1.8128679678867506e-08,0.9999999793932376,2.4780826623050604e-09]",2
99,Lupodimare,0.25,0.4,0.3333333333333333,0.3333333333333333,"[0.25,0.4,0.3333333333333333,0.3333333333333333]","[1.1855638821341997e-16,1.8059662912131176e-07,1.1855638821341997e-16,0.9999998194033706]",3
100,Maja Demaria,0.16666666666666669,1.0,0.6,0.4,"[0.16666666666666669,1.0,0.6,0.4]","[4.445575875060016e-24,3.647629186914837e-08,0.9999999616743406,1.849367502640207e-09]",2
101,Maja Grinek,0.2,0.875,0.3333333333333333,0.4444444444444444,"[0.2,0.875,0.3333333333333333,0.4444444444444444]","[1.439892439041446e-17,0.9788596490623628,1.439892439041446e-17,0.021140350937637224]",1
102,MajaM,0.2,0.5833333333333334,0.38461538461538464,0.6153846153846154,"[0.2,0.5833333333333334,0.38461538461538464,0.6153846153846154]","[1.23203841839429e-15,0.0895691676043415,1.23203841839429e-15,0.910430832395656]",3
103,Marijana,0.3333333333333333,1.0,0.42857142857142855,0.42857142857142855,"[0.3333333333333333,1.0,0.42857142857142855,0.42857142857142855]","[3.500319852870927e-24,1.4712780631486948e-10,0.9999999940065308,5.846341405729588e-09]",2
104,MARINO BRZAC,0.25,0.9090909090909092,0.3333333333333333,0.6666666666666666,"[0.25,0.9090909090909092,0.3333333333333333,0.6666666666666666]","[0.8353909494662557,0.14852978716362117,1.5030283156798237e-16,0.016079263370123043]",0
105,Mario Bursac,0.125,1.0,0.7777777777777778,0.1111111111111111,"[0.125,1.0,0.7777777777777778,0.1111111111111111]","[5.640881619297734e-24,6.968992500151362e-08,0.9999999301184124,1.916625959656624e-10]",2
106,Mario91,0.5,1.0,0.1111111111111111,0.5555555555555556,"[0.5,1.0,0.1111111111111111,0.5555555555555556]","[2.4792670548646133e-23,2.315197708720848e-15,0.9999999981252925,1.8747051791749284e-09]",2
107,Marjan Henigman,0.1,1.0,0.9090909090909092,0.09090909090909091,"[0.1,1.0,0.9090909090909092,0.09090909090909091]","[1.0799324091394636e-23,5.814870126199871e-08,0.9999999418392809,1.2017841649805128e-11]",2
108,Markisha,0.5,1.0,0.5,0.5,"[0.5,1.0,0.5,0.5]","[7.031924273711354e-23,3.190868940366414e-18,0.999999924667227,7.533277292331232e-08]",2
109,Marko Dundovic,0.16666666666666666,0.9166666666666666,0.15384615384615385,0.07692307692307693,"[0.16666666666666666,0.9166666666666666,0.15384615384615385,0.07692307692307693]","[5.804391697733303e-17,0.9994287848144847,5.804391697733303e-17,0.0005712151855152502]",1
110,Marko Kralj,0.5,1.0,0.4,0.6,"[0.5,1.0,0.4,0.6]","[5.0013215804229926e-23,2.0668316371578984e-17,0.9999999404486084,5.955139162068521e-08]",2
111,marko maticic,0.3333333333333333,0.6666666666666666,0.5,0.25,"[0.3333333333333333,0.6666666666666666,0.5,0.25]","[7.955808198310161e-17,0.0005295550966332141,7.955808198310161e-17,0.9994704449033667]",3
112,masa sarusic,0.1111111111111111,0.9090909090909092,0.75,0.25,"[0.1111111111111111,0.9090909090909092,0.75,0.25]","[1.075808404421552e-17,0.9978159597565056,1.0572471932489322e-17,0.00218404024349435]",1
113,Mate Vitaljic,0.125,0.7777777777777778,0.8,0.2,"[0.125,0.7777777777777778,0.8,0.2]","[2.1446533980157578e-17,0.9963903550432535,2.1446533980157578e-17,0.0036096449567465587]",1
114,Matija Osterc,0.25,0.9166666666666666,0.2307692307692308,0.6923076923076923,"[0.25,0.9166666666666666,0.2307692307692308,0.6923076923076923]","[0.9595045715044217,0.03848373407394966,1.100633904475471e-16,0.002011694421628594]",0
115,Matjazzavrl,0.25,0.8571428571428571,0.375,0.125,"[0.25,0.8571428571428571,0.375,0.125]","[2.7369372320809435e-17,0.9560252662799013,2.7369372320809435e-17,0.04397473372009883]",1
116,mihaelas,0.5,1.0,0.1111111111111111,0.4444444444444444,"[0.5,1.0,0.1111111111111111,0.4444444444444444]","[2.820324468314682e-23,3.329937050176781e-15,0.9999999981008489,1.8991476645162613e-09]",2
117,Miho,0.14285714285714285,0.8,0.3636363636363637,0.18181818181818182,"[0.14285714285714285,0.8,0.3636363636363637,0.18181818181818182]","[7.130332964803176e-18,0.9741358586828123,7.130332964803176e-18,0.025864141317187735]",1
118,Mirela,0.2,0.8333333333333334,0.2307692307692308,0.07692307692307693,"[0.2,0.8333333333333334,0.2307692307692308,0.07692307692307693]","[1.508521289962399e-17,0.997667779918611,1.508521289962399e-17,0.002332220081389008]",1
119,Mirkomatic,0.16666666666666666,0.9166666666666666,0.2307692307692308,0.3076923076923077,"[0.16666666666666666,0.9166666666666666,0.2307692307692308,0.3076923076923077]","[2.669558303814321e-17,0.9928805916127467,2.669558303814321e-17,0.007119408387253256]",1
120,miroc,1.0,0.8,0.16666666666666666,0.8333333333333334,"[1.0,0.8,0.16666666666666666,0.8333333333333334]","[1.2176991388861822e-15,1.2176991388861822e-15,1.2176991388861822e-15,0.9999999999999963]",3
121,MojcaDamijan,0.1111111111111111,1.0,0.6153846153846154,0.3076923076923077,"[0.1111111111111111,1.0,0.6153846153846154,0.3076923076923077]","[4.551990936491309e-24,5.462297651591328e-08,0.9999999431759431,2.201080377568673e-09]",2
122,Nejc Kodric,0.25,1.0,0.15384615384615385,0.6153846153846154,"[0.25,1.0,0.15384615384615385,0.6153846153846154]","[3.7141686920274376e-23,3.1060637123690384e-09,0.9999999966789367,2.1499963907468656e-10]",2
123,NenadS,0.19999999999999998,1.0,0.25,0.5,"[0.19999999999999998,1.0,0.25,0.5]","[1.3821203110169924e-23,1.28983846533313e-08,0.9999999861053649,9.962504067300296e-10]",2
124,Neven,0.1,0.9166666666666666,0.6923076923076923,0.23076923076923078,"[0.1,0.9166666666666666,0.6923076923076923,0.23076923076923078]","[1.7679659708890214e-17,0.994199878725778,1.0416372146708699e-17,0.005800121274222002]",1
