,users,totalVidsRatio,intensityNormalized,order,pcaInput,_1,_2,features,probability,prediction
11,amanita.amanita,1.0,0.13333333333333333,0.3333333333333333,"[1.0,0.13333333333333333,0.3333333333333333]",-1.0429503693540734,-0.19946347119235827,"[-1.0429503693540734,-0.19946347119235827]","[6.236751651857592e-15,0.9999999999999876,6.236751651857592e-15]",1
12,Ana Horvath,0.38461538461538464,0.0,0.75,"[0.38461538461538464,0.0,0.75]",-0.4863619333436558,-0.6687175511668771,"[-0.4863619333436558,-0.6687175511668771]","[3.6970417434117213e-16,0.9999999999999992,3.6970417434117213e-16]",1
13,Ana Stadler,0.3076923076923077,0.08333333333333333,1.0,"[0.3076923076923077,0.08333333333333333,1.0]",-0.4503409211599787,-0.9389450108012363,"[-0.4503409211599787,-0.9389450108012363]","[3.3884916824151534e-17,0.025325196083535922,0.9746748039164641]",2
14,AnaPetar,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]","[8.45696878597747e-17,0.05289671307769889,0.9471032869223011]",2
15,AnBn,0.9230769230769232,0.05952380952380953,1.0,"[0.9230769230769232,0.05952380952380953,1.0]",-1.0572589733812894,-0.8419710162223484,"[-1.0572589733812894,-0.8419710162223484]","[0.8174078205199936,0.03320502023449068,0.14938715924551574]",0
16,Ando Saina,0.8461538461538461,0.0,1.0,"[0.8461538461538461,0.0,1.0]",-0.9779421809475847,-0.8416610879617679,"[-0.9779421809475847,-0.8416610879617679]","[0.0950650159731306,0.1637380688387626,0.7411969151881068]",2
17,Andra�� ��unkar,0.8461538461538461,0.018518518518518528,0.9,"[0.8461538461538461,0.018518518518518528,0.9]",-0.9648028414153098,-0.7484956980470566,"[-0.9648028414153098,-0.7484956980470566]","[0.03897128476589795,0.9610274517765156,1.2634575864510596e-06]",1
18,andrea vlastelica,0.9230769230769232,0.05952380952380953,0.7272727272727273,"[0.9230769230769232,0.05952380952380953,0.7272727272727273]",-1.0186348870560622,-0.5778377891152036,"[-1.0186348870560622,-0.5778377891152036]","[7.332278494365556e-06,0.9999926677215053,3.653698984991544e-16]",1
19,andrea zavorovic,0.6153846153846154,0.13888888888888887,0.2857142857142857,"[0.6153846153846154,0.13888888888888887,0.2857142857142857]",-0.6563676329523529,-0.21209883260641327,"[-0.6563676329523529,-0.21209883260641327]","[1.639546328921534e-15,0.9999999999999967,1.639546328921534e-15]",1
20,Andrej_A,0.8461538461538461,0.2222222222222222,0.9,"[0.8461538461538461,0.2222222222222222,0.9]",-0.9760539214053685,-0.7890137583173846,"[-0.9760539214053685,-0.7890137583173846]","[0.24237587357376708,0.7457198032981807,0.011904323128052148]",1
21,AndrejaN,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]","[8.45696878597747e-17,0.05289671307769889,0.9471032869223011]",2
22,Andro Zuanic,0.3076923076923077,0.08333333333333333,0.6666666666666666,"[0.3076923076923077,0.08333333333333333,0.6666666666666666]",-0.40313370454025665,-0.6161155110036147,"[-0.40313370454025665,-0.6161155110036147]","[5.92599160447766e-16,0.9999999999999988,5.92599160447766e-16]",1
23,andrzej,0.3076923076923077,0.027777777777777773,0.6666666666666666,"[0.3076923076923077,0.027777777777777773,0.6666666666666666]",-0.40006522817933154,-0.6050651309298889,"[-0.40006522817933154,-0.6050651309298889]","[6.050551667920515e-16,0.9999999999999988,6.050551667920515e-16]",1
24,ane,0.6153846153846154,0.5833333333333334,1.0,"[0.6153846153846154,0.5833333333333334,1.0]",-0.7820737651677296,-0.9922793727625516,"[-0.7820737651677296,-0.9922793727625516]","[3.3154537034716645e-13,0.9999325588701665,6.744112950203063e-05]",1
25,Anela,0.3076923076923077,0.08333333333333333,0.6666666666666666,"[0.3076923076923077,0.08333333333333333,0.6666666666666666]",-0.40313370454025665,-0.6161155110036147,"[-0.40313370454025665,-0.6161155110036147]","[5.92599160447766e-16,0.9999999999999988,5.92599160447766e-16]",1
26,anja menih,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]","[8.45696878597747e-17,0.05289671307769889,0.9471032869223011]",2
27,anja.r,0.9230769230769232,0.25,1.0,"[0.9230769230769232,0.25,1.0]",-1.067779463761604,-0.8798580336179798,"[-1.067779463761604,-0.8798580336179798]","[0.8914884188492034,0.05691367067431287,0.05159791047648372]",0
28,Ankica,0.8461538461538461,0.375,1.0,"[0.8461538461538461,0.375,1.0]",-0.9986543963838291,-0.9162511534594171,"[-0.9986543963838291,-0.9162511534594171]","[0.30106217637676086,0.6549961842014779,0.04394163942176127]",1
29,Annie,1.0,0.0,1.0,"[1.0,0.0,1.0]",-1.1300004593272972,-0.8186015586106593,"[-1.1300004593272972,-0.8186015586106593]","[0.9176987842088294,0.023685753334759075,0.05861546245641149]",0
30,Annie Cornu,0.9230769230769232,0.9166666666666666,1.0,"[0.9230769230769232,0.9166666666666666,1.0]",-1.1046011800927051,-1.0124625945026895,"[-1.1046011800927051,-1.0124625945026895]","[0.008825491268178377,0.9911745087318202,1.3831996452304373e-15]",1
31,ante vrataric,0.4615384615384616,0.08333333333333333,1.0,"[0.4615384615384616,0.08333333333333333,1.0]",-0.6023991995396912,-0.9158854814501278,"[-0.6023991995396912,-0.9158854814501278]","[1.8713865131320088e-17,0.037418292715888014,0.962581707284112]",2
32,anton jane��,0.8461538461538461,0.10000000000000002,1.0,"[0.8461538461538461,0.10000000000000002,1.0]",-0.9834654383972499,-0.8615517720944743,"[-0.9834654383972499,-0.8615517720944743]","[0.0904239096251863,0.12484072854897892,0.7847353618258347]",2
33,Anze-G,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]","[8.45696878597747e-17,0.05289671307769889,0.9471032869223011]",2
34,Anzze99,0.6923076923076923,0.04166666666666666,0.875,"[0.6923076923076923,0.04166666666666666,0.875]",-0.8104825536061703,-0.7519473399440626,"[-0.8104825536061703,-0.7519473399440626]","[1.1356084947225799e-10,0.9999999970652246,2.821214641022344e-09]",1
35,Apsirtgirl,0.5384615384615384,0.033333333333333326,1.0,"[0.5384615384615384,0.033333333333333326,1.0]",-0.6756667100047148,-0.8944103747082203,"[-0.6756667100047148,-0.8944103747082203]","[2.0606314896241413e-17,0.05918277693353267,0.9408172230664673]",2
36,babao,1.0,0.0972222222222222,0.5833333333333334,"[1.0,0.0972222222222222,0.5833333333333334]",-1.0763612721842635,-0.4344028489926527,"[-1.0763612721842635,-0.4344028489926527]","[3.550471724241284e-13,0.999999999999644,9.866723725232111e-16]",1
37,benjamin,0.4615384615384616,0.4166666666666667,1.0,"[0.4615384615384616,0.4166666666666667,1.0]",-0.6208100577052419,-0.9821877618924827,"[-0.6208100577052419,-0.9821877618924827]","[6.023296424797976e-16,0.8372848617879521,0.16271513821204725]",1
38,blaz02,0.4615384615384616,0.4166666666666667,1.0,"[0.4615384615384616,0.4166666666666667,1.0]",-0.6208100577052419,-0.9821877618924827,"[-0.6208100577052419,-0.9821877618924827]","[6.023296424797976e-16,0.8372848617879521,0.16271513821204725]",1
39,Bojan1825,0.9230769230769232,0.04166666666666666,1.0,"[0.9230769230769232,0.04166666666666666,1.0]",-1.0562726774081348,-0.8384191083415079,"[-1.0562726774081348,-0.8384191083415079]","[0.8235425901162196,0.033319544316628924,0.14313786556715152]",0
40,Bor,0.6153846153846154,0.5833333333333334,0.8571428571428571,"[0.6153846153846154,0.5833333333333334,0.8571428571428571]",-0.7618421009021344,-0.8539238728492853,"[-0.7618421009021344,-0.8539238728492853]","[8.20127317826504e-14,0.339818930503238,0.66018106949668]",2
41,BORIS MREVLJE,0.6153846153846154,0.25,1.0,"[0.6153846153846154,0.25,1.0]",-0.763662907002179,-0.9259770923201968,"[-0.763662907002179,-0.9259770923201968]","[3.0064736598902404e-14,0.17238770935308304,0.8276122906468869]",2
42,BorutKolar,0.3076923076923077,0.08333333333333333,1.0,"[0.3076923076923077,0.08333333333333333,1.0]",-0.4503409211599787,-0.9389450108012363,"[-0.4503409211599787,-0.9389450108012363]","[3.3884916824151534e-17,0.025325196083535922,0.9746748039164641]",2
43,Bo��tjan M.,0.5384615384615384,0.013888888888888895,1.0,"[0.5384615384615384,0.013888888888888895,1.0]",-0.674592743278391,-0.8905427416824163,"[-0.674592743278391,-0.8905427416824163]","[2.369282469836561e-17,0.06921738383894122,0.9307826161610587]",2
44,BostjanH,1.0,0.1875,0.9166666666666666,"[1.0,0.1875,0.9166666666666666]",-1.1285547628904888,-0.7751892164100787,"[-1.1285547628904888,-0.7751892164100787]","[0.9668307347847156,0.031585757718708085,0.0015835074965762006]",0
45,Bo��tjanK,1.0,0.006944444444444438,1.0,"[1.0,0.006944444444444438,1.0]",-1.1303840188724128,-0.8199828561198751,"[-1.1303840188724128,-0.8199828561198751]","[0.9141449328578016,0.023870874230621616,0.061984192911576745]",0
46,Branklo,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]","[4.713772483585496e-17,0.03719131037856366,0.9628086896214363]",2
47,BrunoB,0.6923076923076923,0.02380952380952382,0.875,"[0.6923076923076923,0.02380952380952382,0.875]",-0.8094962576330158,-0.7483954320632221,"[-0.8094962576330158,-0.7483954320632221]","[8.054268783185428e-11,0.9999999991004828,8.189746553207713e-10]",1
48,Buda,0.4615384615384616,0.16666666666666666,0.4,"[0.4615384615384616,0.16666666666666666,0.4]",-0.5220289241655792,-0.3513679519249978,"[-0.5220289241655792,-0.3513679519249978]","[7.178647905867523e-16,0.9999999999999986,7.178647905867523e-16]",1
49,Buki,0.7692307692307693,0.0,1.0,"[0.7692307692307693,0.0,1.0]",-0.9019130417577286,-0.8531908526373221,"[-0.9019130417577286,-0.8531908526373221]","[7.612012205948165e-05,0.14440729223374058,0.8555165876441999]",2
50,chibu79,0.9230769230769232,0.007575757575757569,1.0,"[0.9230769230769232,0.007575757575757569,1.0]",-1.0543897487321126,-0.8316381932962671,"[-1.0543897487321126,-0.8316381932962671]","[0.8422001090884684,0.03443592181488827,0.12336396909664327]",0
51,Cromiza,0.8461538461538461,0.14583333333333334,0.8,"[0.8461538461538461,0.14583333333333334,0.8]",-0.9576726014231799,-0.6769706357767252,"[-0.9576726014231799,-0.6769706357767252]","[0.00043805881194818524,0.9995619411880515,2.4217418639910678e-16]",1
52,cvjetko,0.9230769230769232,0.027777777777777773,1.0,"[0.9230769230769232,0.027777777777777773,1.0]",-1.0555055583179036,-0.8356565133230764,"[-1.0555055583179036,-0.8356565133230764]","[0.8301748859542384,0.03363518381231217,0.1361899302334496]",0
53,Dalka,0.6153846153846154,0.0119047619047619,0.5714285714285714,"[0.6153846153846154,0.0119047619047619,0.5714285714285714]",-0.6898173012300002,-0.4635518208358584,"[-0.6898173012300002,-0.4635518208358584]","[2.7980626594795964e-16,0.9999999999999994,2.7980626594795964e-16]",1
54,Damir Mulalic,0.9230769230769232,0.16666666666666666,1.0,"[0.9230769230769232,0.16666666666666666,1.0]",-1.0631767492202164,-0.863282463507391,"[-1.0631767492202164,-0.863282463507391]","[0.8420111190135584,0.04023007988897541,0.11775880109746606]",0
55,damir.juretic,0.8461538461538461,0.0,1.0,"[0.8461538461538461,0.0,1.0]",-0.9779421809475847,-0.8416610879617679,"[-0.9779421809475847,-0.8416610879617679]","[0.0950650159731306,0.1637380688387626,0.7411969151881068]",2
56,Danilo4783,0.8461538461538461,0.2222222222222222,1.0,"[0.8461538461538461,0.2222222222222222,1.0]",-0.9902160863912851,-0.8858626082566711,"[-0.9902160863912851,-0.8858626082566711]","[0.18131675583685616,0.25275491885364565,0.5659283253094981]",2
57,Dario,0.6923076923076923,0.16666666666666666,1.0,"[0.6923076923076923,0.16666666666666666,1.0]",-0.8350893316506476,-0.8978717575340538,"[-0.8350893316506476,-0.8978717575340538]","[5.26118168854469e-09,0.0998914687709507,0.9001085259678677]",2
58,DarioR,0.5384615384615384,0.11111111111111112,1.0,"[0.5384615384615384,0.11111111111111112,1.0]",-0.6799625769100099,-0.9098809068114364,"[-0.6799625769100099,-0.9098809068114364]","[1.7129564777110206e-17,0.04580872597739389,0.9541912740226062]",2
59,Darko Babic,1.0,0.025000000000000005,1.0,"[1.0,0.025000000000000005,1.0]",-1.1313812736897135,-0.823574229643836,"[-1.1313812736897135,-0.823574229643836]","[0.9051885064605414,0.02447852394405768,0.07033296959540093]",0
60,David Sirk,0.8461538461538461,0.2222222222222222,1.0,"[0.8461538461538461,0.2222222222222222,1.0]",-0.9902160863912851,-0.8858626082566711,"[-0.9902160863912851,-0.8858626082566711]","[0.18131675583685616,0.25275491885364565,0.5659283253094981]",2
61,Dejan Adamic,1.0,0.025000000000000005,0.5833333333333334,"[1.0,0.025000000000000005,0.5833333333333334]",-1.072372252915061,-0.42003735489680916,"[-1.072372252915061,-0.42003735489680916]","[2.635807604291303e-14,0.9999999999999726,1.0546127507906835e-15]",1
62,DejanJ,1.0,0.006944444444444438,0.9166666666666666,"[1.0,0.006944444444444438,0.9166666666666666]",-1.1185822147174822,-0.7392754811704697,"[-1.1185822147174822,-0.7392754811704697]","[0.9340547740497028,0.06594231163514368,2.9143151535513304e-06]",0
63,delimir,0.8461538461538461,0.2222222222222222,0.8,"[0.8461538461538461,0.2222222222222222,0.8]",-0.9618917564194519,-0.6921649083780982,"[-0.9618917564194519,-0.6921649083780982]","[0.0017786618616863667,0.9982213381383089,4.611665911094043e-15]",1
64,demirel,0.3076923076923077,0.25,0.6666666666666666,"[0.3076923076923077,0.25,0.6666666666666666]",-0.412339133623032,-0.6492666512247922,"[-0.412339133623032,-0.6492666512247922]","[5.654734612360084e-16,0.9999999999999989,5.654734612360084e-16]",1
65,Deni Oreb,0.8461538461538461,0.8333333333333334,1.0,"[0.8461538461538461,0.8333333333333334,1.0]",-1.023969326361461,-1.007416789067655,"[-1.023969326361461,-1.007416789067655]","[0.006693259418151209,0.9933067405811671,6.817966016439113e-13]",1
66,Dimen,0.38461538461538464,0.05555555555555556,0.75,"[0.38461538461538464,0.05555555555555556,0.75]",-0.4894304097045809,-0.679767931240603,"[-0.4894304097045809,-0.679767931240603]","[3.679778571901977e-16,0.9999999999999992,3.679778571901977e-16]",1
67,dkervina,0.6153846153846154,0.08333333333333333,1.0,"[0.6153846153846154,0.08333333333333333,1.0]",-0.7544574779194037,-0.8928259520990193,"[-0.7544574779194037,-0.8928259520990193]","[3.2089136134942172e-15,0.059694316533510365,0.9403056834664865]",2
68,dmeic,1.0,0.13333333333333333,0.8333333333333334,"[1.0,0.13333333333333333,0.8333333333333334]",-1.1137611942836565,-0.6837077208887905,"[-1.1137611942836565,-0.6837077208887905]","[0.5489562165458922,0.45104378345332263,7.850257694224661e-13]",0
69,Domen S,0.9230769230769232,0.0,1.0,"[0.9230769230769232,0.0,1.0]",-1.053971320137441,-0.8301313232862135,"[-1.053971320137441,-0.8301313232862135]","[0.8472752701506693,0.03483795079603791,0.11788677905329288]",0
70,Dorsi,0.7692307692307693,0.125,1.0,"[0.7692307692307693,0.125,1.0]",-0.9088171135698101,-0.8780542078032052,"[-0.9088171135698101,-0.8780542078032052]","[9.907174050928781e-05,0.10871558570628932,0.8911853425532014]",2
71,dragana,0.5384615384615384,0.11111111111111112,0.5,"[0.5384615384615384,0.11111111111111112,0.5]",-0.6091517519804268,-0.4256366571150042,"[-0.6091517519804268,-0.4256366571150042]","[3.741310979152715e-16,0.9999999999999992,3.741310979152715e-16]",1
72,Dra��en,0.6923076923076923,0.04166666666666666,0.875,"[0.6923076923076923,0.04166666666666666,0.875]",-0.8104825536061703,-0.7519473399440626,"[-0.8104825536061703,-0.7519473399440626]","[1.1356084947225799e-10,0.9999999970652246,2.821214641022344e-09]",1
73,Dra��en Kralj,0.9230769230769232,0.25,0.9090909090909092,"[0.9230769230769232,0.25,0.9090909090909092]",-1.0549047683198616,-0.7918136245822649,"[-1.0549047683198616,-0.7918136245822649]","[0.9482505476919948,0.04589132048120285,0.0058581318268023375]",0
74,drejc,0.8461538461538461,0.03125,0.7,"[0.8461538461538461,0.03125,0.7]",-0.9371817039428552,-0.5573303769353792,"[-0.9371817039428552,-0.5573303769353792]","[4.6503125118914273e-10,0.9999999995349684,2.761723309641203e-16]",1
75,Du��i,0.6153846153846154,0.13888888888888887,1.0,"[0.6153846153846154,0.13888888888888887,1.0]",-0.7575259542803288,-0.9038763321727451,"[-0.7575259542803288,-0.9038763321727451]","[5.40388078000688e-15,0.06376193025725525,0.9362380697427394]",2
76,Edvard,0.6923076923076923,0.010416666666666666,1.0,"[0.6923076923076923,0.010416666666666666,1.0]",-0.8264592418855458,-0.8667925635766999,"[-0.8264592418855458,-0.8667925635766999]","[2.1142731978480873e-09,0.10689155082991948,0.8931084470558074]",2
77,Efa i Neno,1.0,0.052083333333333336,0.75,"[1.0,0.052083333333333336,0.75]",-1.097471743450873,-0.5868391650815612,"[-1.097471743450873,-0.5868391650815612]","[0.0005162792115891328,0.9994837207884103,5.544377350719065e-16]",1
78,Elena Nikolovska,0.6153846153846154,0.25,1.0,"[0.6153846153846154,0.25,1.0]",-0.763662907002179,-0.9259770923201968,"[-0.763662907002179,-0.9259770923201968]","[3.0064736598902404e-14,0.17238770935308304,0.8276122906468869]",2
79,Ferijan Perkovic,0.6923076923076923,0.04166666666666666,0.875,"[0.6923076923076923,0.04166666666666666,0.875]",-0.8104825536061703,-0.7519473399440626,"[-0.8104825536061703,-0.7519473399440626]","[1.1356084947225799e-10,0.9999999970652246,2.821214641022344e-09]",1
80,filip mestrovic,0.5384615384615384,0.033333333333333326,1.0,"[0.5384615384615384,0.033333333333333326,1.0]",-0.6756667100047148,-0.8944103747082203,"[-0.6756667100047148,-0.8944103747082203]","[2.0606314896241413e-17,0.05918277693353267,0.9408172230664673]",2
81,Gaja,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]","[8.45696878597747e-17,0.05289671307769889,0.9471032869223011]",2
82,Gasper,0.5384615384615384,0.0625,0.6666666666666666,"[0.5384615384615384,0.0625,0.6666666666666666]",-0.6300704434744784,-0.5773823244493048,"[-0.6300704434744784,-0.5773823244493048]","[2.201421552983415e-16,0.9999999999999996,2.201421552983415e-16]",1
83,gcampa,0.9230769230769232,0.04166666666666666,1.0,"[0.9230769230769232,0.04166666666666666,1.0]",-1.0562726774081348,-0.8384191083415079,"[-1.0562726774081348,-0.8384191083415079]","[0.8235425901162196,0.033319544316628924,0.14313786556715152]",0
84,GITA MARINKOVIC,0.3076923076923077,0.25,0.6666666666666666,"[0.3076923076923077,0.25,0.6666666666666666]",-0.412339133623032,-0.6492666512247922,"[-0.412339133623032,-0.6492666512247922]","[5.654734612360084e-16,0.9999999999999989,5.654734612360084e-16]",1
85,Goran Cacic,0.9230769230769232,0.08333333333333333,1.0,"[0.9230769230769232,0.08333333333333333,1.0]",-1.0585740346788286,-0.8467068933968023,"[-1.0585740346788286,-0.8467068933968023]","[0.8139281021886098,0.033583671402199776,0.15248822640919044]",0
86,Goran ��urica,1.0,0.0972222222222222,0.9166666666666666,"[1.0,0.0972222222222222,0.9166666666666666]",-1.1235684888039856,-0.7572323487902741,"[-1.1235684888039856,-0.7572323487902741]","[0.957619473283463,0.0422837568076178,9.67699089193499e-05]",0
87,Gordan,1.0,0.1875,0.9166666666666666,"[1.0,0.1875,0.9166666666666666]",-1.1285547628904888,-0.7751892164100787,"[-1.1285547628904888,-0.7751892164100787]","[0.9668307347847156,0.031585757718708085,0.0015835074965762006]",0
88,Gordana Genc,0.6923076923076923,0.010416666666666666,1.0,"[0.6923076923076923,0.010416666666666666,1.0]",-0.8264592418855458,-0.8667925635766999,"[-0.8264592418855458,-0.8667925635766999]","[2.1142731978480873e-09,0.10689155082991948,0.8931084470558074]",2
89,gpet,0.9230769230769232,0.016666666666666663,0.9090909090909092,"[0.9230769230769232,0.016666666666666663,0.9090909090909092]",-1.0420171676039762,-0.7454020282726164,"[-1.0420171676039762,-0.7454020282726164]","[0.813535794787549,0.18646188952798617,2.315684464854321e-06]",0
90,Gregor Primc,0.9230769230769232,0.016666666666666663,1.0,"[0.9230769230769232,0.016666666666666663,1.0]",-1.0548918630457185,-0.8334464373083312,"[-1.0548918630457185,-0.8334464373083312]","[0.8364841036490096,0.034026276273748234,0.12948962007724216]",0
91,greta,0.5384615384615384,0.0625,0.6666666666666666,"[0.5384615384615384,0.0625,0.6666666666666666]",-0.6300704434744784,-0.5773823244493048,"[-0.6300704434744784,-0.5773823244493048]","[2.201421552983415e-16,0.9999999999999996,2.201421552983415e-16]",1
92,Grozdana Sirotic,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]","[4.713772483585496e-17,0.03719131037856366,0.9628086896214363]",2
93,Grup amor,0.6923076923076923,0.04166666666666666,0.875,"[0.6923076923076923,0.04166666666666666,0.875]",-0.8104825536061703,-0.7519473399440626,"[-0.8104825536061703,-0.7519473399440626]","[1.1356084947225799e-10,0.9999999970652246,2.821214641022344e-09]",1
94,HanaP,0.38461538461538464,0.05555555555555556,1.0,"[0.38461538461538464,0.05555555555555556,1.0]",-0.5248358221693724,-0.9218900560888191,"[-0.5248358221693724,-0.9218900560888191]","[2.6214516792599206e-17,0.034894014852417984,0.965105985147582]",2
95,Hrvoje Juvancic,0.6923076923076923,0.06666666666666668,1.0,"[0.6923076923076923,0.06666666666666668,1.0]",-0.8295660742009824,-0.8779810734013473,"[-0.8295660742009824,-0.8779810734013473]","[2.3755369787755147e-09,0.07966013705092137,0.9203398605735417]",2
96,Hrvoje Petek,0.9230769230769232,0.25,0.9090909090909092,"[0.9230769230769232,0.25,0.9090909090909092]",-1.0549047683198616,-0.7918136245822649,"[-1.0549047683198616,-0.7918136245822649]","[0.9482505476919948,0.04589132048120285,0.0058581318268023375]",0
97,Igor ��utic,1.0,0.006944444444444438,1.0,"[1.0,0.006944444444444438,1.0]",-1.1303840188724128,-0.8199828561198751,"[-1.1303840188724128,-0.8199828561198751]","[0.9141449328578016,0.023870874230621616,0.061984192911576745]",0
98,Igor ��afran,1.0,0.006944444444444438,0.75,"[1.0,0.006944444444444438,0.75]",-1.0949786064076212,-0.5778607312716589,"[-1.0949786064076212,-0.5778607312716589]","[0.00019635055371977582,0.9998036494462796,5.615122597537857e-16]",1
99,Igor29,0.4615384615384616,0.16666666666666666,1.0,"[0.4615384615384616,0.16666666666666666,1.0]",-0.6070019140810788,-0.9324610515607165,"[-0.6070019140810788,-0.9324610515607165]","[2.283719676278723e-17,0.04206215056897461,0.9579378494310254]",2
100,IgorGancevic,0.6153846153846154,0.13888888888888887,0.8571428571428571,"[0.6153846153846154,0.13888888888888887,0.8571428571428571]",-0.7372942900147336,-0.7655208322594786,"[-0.7372942900147336,-0.7655208322594786]","[3.46413731309717e-16,0.999999994337821,5.662178554281581e-09]",1
101,igorr,0.6923076923076923,0.16666666666666666,1.0,"[0.6923076923076923,0.16666666666666666,1.0]",-0.8350893316506476,-0.8978717575340538,"[-0.8350893316506476,-0.8978717575340538]","[5.26118168854469e-09,0.0998914687709507,0.9001085259678677]",2
102,iivana,0.5384615384615384,0.0625,0.8333333333333334,"[0.5384615384615384,0.0625,0.8333333333333334]",-0.6536740517843393,-0.7387970743481156,"[-0.6536740517843393,-0.7387970743481156]","[2.130007282546755e-16,0.9999999999999979,1.9110833664674967e-15]",1
103,Ina,0.7692307692307693,0.0,1.0,"[0.7692307692307693,0.0,1.0]",-0.9019130417577286,-0.8531908526373221,"[-0.9019130417577286,-0.8531908526373221]","[7.612012205948165e-05,0.14440729223374058,0.8555165876441999]",2
104,Ines,0.6153846153846154,0.5833333333333334,1.0,"[0.6153846153846154,0.5833333333333334,1.0]",-0.7820737651677296,-0.9922793727625516,"[-0.7820737651677296,-0.9922793727625516]","[3.3154537034716645e-13,0.9999325588701665,6.744112950203063e-05]",1
105,Ivan Odrljin,1.0,0.015151515151515155,0.9166666666666666,"[1.0,0.015151515151515155,0.9166666666666666]",-1.11903551236171,-0.7409079236813609,"[-1.11903551236171,-0.7409079236813609]","[0.9370440667292922,0.06295180606845921,4.127202248558923e-06]",0
