,users,totalVidsRatio,intensityNormalized,order,pcaInput,_1,_2,features,prediction
139,KlaraM,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]",2
140,Kopacin,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]",2
141,Kreso,0.9230769230769232,0.16666666666666666,1.0,"[0.9230769230769232,0.16666666666666666,1.0]",-1.0631767492202164,-0.863282463507391,"[-1.0631767492202164,-0.863282463507391]",0
142,Kristijan Lopac,0.8461538461538461,0.06944444444444442,0.7,"[0.8461538461538461,0.06944444444444442,0.7]",-0.9392912814409913,-0.5649275132360657,"[-0.9392912814409913,-0.5649275132360657]",1
143,Ksenija,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]",2
144,Ksenija Sekulic,0.9230769230769232,0.08333333333333333,0.4545454545454545,"[0.9230769230769232,0.08333333333333333,0.4545454545454545]",-0.9813258620283745,-0.31844043918251247,"[-0.9813258620283745,-0.31844043918251247]",1
145,Kskoric,0.7692307692307693,0.19444444444444445,0.8888888888888888,"[0.7692307692307693,0.19444444444444445,0.8888888888888888]",-0.8969169701477258,-0.7842573496294885,"[-0.8969169701477258,-0.7842573496294885]",0
146,Kvasina,0.8461538461538461,0.10000000000000002,1.0,"[0.8461538461538461,0.10000000000000002,1.0]",-0.9834654383972499,-0.8615517720944743,"[-0.9834654383972499,-0.8615517720944743]",0
147,Labura,0.3076923076923077,0.08333333333333333,1.0,"[0.3076923076923077,0.08333333333333333,1.0]",-0.4503409211599787,-0.9389450108012363,"[-0.4503409211599787,-0.9389450108012363]",2
148,Lana,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]",2
149,Lea Svilicic,0.9230769230769232,0.05952380952380953,0.9090909090909092,"[0.9230769230769232,0.05952380952380953,0.9090909090909092]",-1.044384277939547,-0.7539266071866335,"[-1.044384277939547,-0.7539266071866335]",0
150,Lejla,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]",2
151,Leo Mihaljevic,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]",2
152,ljubica basic,1.0,0.0,1.0,"[1.0,0.0,1.0]",-1.1300004593272972,-0.8186015586106593,"[-1.1300004593272972,-0.8186015586106593]",0
153,Luc,0.8461538461538461,0.018518518518518528,1.0,"[0.8461538461538461,0.018518518518518528,1.0]",-0.9789650064012264,-0.8453445479863431,"[-0.9789650064012264,-0.8453445479863431]",0
154,lucijan,1.0,0.052083333333333336,0.6666666666666666,"[1.0,0.052083333333333336,0.6666666666666666]",-1.0856699392959424,-0.5061317901321558,"[-1.0856699392959424,-0.5061317901321558]",1
155,ludmilla,0.38461538461538464,0.0,0.5,"[0.38461538461538464,0.0,0.5]",-0.4509565208788643,-0.42659542631866104,"[-0.4509565208788643,-0.42659542631866104]",2
156,Luka Skocir,0.6923076923076923,0.10416666666666667,1.0,"[0.6923076923076923,0.10416666666666667,1.0]",-0.8316372957446068,-0.8854400799511122,"[-0.8316372957446068,-0.8854400799511122]",0
157,luka.voncina,0.9230769230769232,0.016666666666666663,1.0,"[0.9230769230769232,0.016666666666666663,1.0]",-1.0548918630457185,-0.8334464373083312,"[-1.0548918630457185,-0.8334464373083312]",0
158,lukaaa11,0.4615384615384616,0.04166666666666666,1.0,"[0.4615384615384616,0.04166666666666666,1.0]",-0.6000978422689974,-0.9075976963948335,"[-0.6000978422689974,-0.9075976963948335]",2
159,Lupodimare,0.4615384615384616,0.04166666666666666,0.4,"[0.4615384615384616,0.04166666666666666,0.4]",-0.5151248523534977,-0.3265045967591147,"[-0.5151248523534977,-0.3265045967591147]",2
160,Maja Demaria,0.7692307692307693,0.05555555555555556,1.0,"[0.7692307692307693,0.05555555555555556,1.0]",-0.9049815181186537,-0.8642412327110479,"[-0.9049815181186537,-0.8642412327110479]",0
161,Maja Grinek,0.6923076923076923,0.06666666666666668,0.875,"[0.6923076923076923,0.06666666666666668,0.875]",-0.8118633679685866,-0.7569200109772393,"[-0.8118633679685866,-0.7569200109772393]",0
162,maja laurence,0.3076923076923077,0.25,0.6666666666666666,"[0.3076923076923077,0.25,0.6666666666666666]",-0.412339133623032,-0.6492666512247922,"[-0.412339133623032,-0.6492666512247922]",2
163,MajaM,1.0,0.13333333333333333,0.5833333333333334,"[1.0,0.13333333333333333,0.5833333333333334]",-1.078355781818865,-0.44158559604057446,"[-1.078355781818865,-0.44158559604057446]",1
164,Marco,1.0,0.2777777777777777,0.8333333333333334,"[1.0,0.2777777777777777,0.8333333333333334]",-1.1217392328220617,-0.7124387090804777,"[-1.1217392328220617,-0.7124387090804777]",0
165,Mare_,0.38461538461538464,0.0,1.0,"[0.38461538461538464,0.0,1.0]",-0.5217673458084473,-0.9108396760150933,"[-0.5217673458084473,-0.9108396760150933]",2
166,mare10,0.5384615384615384,0.20833333333333331,0.8333333333333334,"[0.5384615384615384,0.20833333333333331,0.8333333333333334]",-0.6617288022317678,-0.7678043220416458,"[-0.6617288022317678,-0.7678043220416458]",2
167,Maria,0.6153846153846154,0.0119047619047619,0.8571428571428571,"[0.6153846153846154,0.0119047619047619,0.8571428571428571]",-0.7302806297611905,-0.740262820662391,"[-0.7302806297611905,-0.740262820662391]",2
168,Marijana,0.5384615384615384,0.11111111111111112,1.0,"[0.5384615384615384,0.11111111111111112,1.0]",-0.6799625769100099,-0.9098809068114364,"[-0.6799625769100099,-0.9098809068114364]",2
169,MARINO BRZAC,0.9230769230769232,0.16666666666666666,0.9090909090909092,"[0.9230769230769232,0.16666666666666666,0.9090909090909092]",-1.050302053778474,-0.7752380544716762,"[-1.050302053778474,-0.7752380544716762]",0
170,Mario Bursac,0.6923076923076923,0.010416666666666666,1.0,"[0.6923076923076923,0.010416666666666666,1.0]",-0.8264592418855458,-0.8667925635766999,"[-0.8264592418855458,-0.8667925635766999]",0
171,Mario91,0.6923076923076923,0.2916666666666667,1.0,"[0.6923076923076923,0.2916666666666667,1.0]",-0.841993403462729,-0.9227351126999369,"[-0.841993403462729,-0.9227351126999369]",0
172,Marjan Henigman,0.8461538461538461,0.00833333333333334,1.0,"[0.8461538461538461,0.00833333333333334,1.0]",-0.9784024524017234,-0.8433186449728267,"[-0.9784024524017234,-0.8433186449728267]",0
173,Markisha,0.3076923076923077,0.08333333333333333,1.0,"[0.3076923076923077,0.08333333333333333,1.0]",-0.4503409211599787,-0.9389450108012363,"[-0.4503409211599787,-0.9389450108012363]",2
174,Marko Dundovic,1.0,0.0972222222222222,0.9166666666666666,"[1.0,0.0972222222222222,0.9166666666666666]",-1.1235684888039856,-0.7572323487902741,"[-1.1235684888039856,-0.7572323487902741]",0
175,Marko Kralj,0.38461538461538464,0.125,1.0,"[0.38461538461538464,0.125,1.0]",-0.5286714176205288,-0.9357030311809764,"[-0.5286714176205288,-0.9357030311809764]",2
176,Marko L,0.9230769230769232,0.25,0.9090909090909092,"[0.9230769230769232,0.25,0.9090909090909092]",-1.0549047683198616,-0.7918136245822649,"[-1.0549047683198616,-0.7918136245822649]",0
177,marko maticic,0.3076923076923077,0.027777777777777773,0.6666666666666666,"[0.3076923076923077,0.027777777777777773,0.6666666666666666]",-0.40006522817933154,-0.6050651309298889,"[-0.40006522817933154,-0.6050651309298889]",2
178,Maru��aaaa,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]",2
179,Ma��a,0.7692307692307693,0.02083333333333333,1.0,"[0.7692307692307693,0.02083333333333333,1.0]",-0.9030637203930755,-0.8573347451649692,"[-0.9030637203930755,-0.8573347451649692]",0
180,masa sarusic,0.9230769230769232,0.027777777777777773,0.9090909090909092,"[0.9230769230769232,0.027777777777777773,0.9090909090909092]",-1.0426308628761611,-0.7476121042873616,"[-1.0426308628761611,-0.7476121042873616]",0
181,Mate Vitaljic,0.7692307692307693,0.02083333333333333,0.7777777777777778,"[0.7692307692307693,0.02083333333333333,0.7777777777777778]",-0.8715922426465941,-0.6421150786332216,"[-0.8715922426465941,-0.6421150786332216]",1
182,Matea Pavicic,0.6153846153846154,0.08333333333333333,1.0,"[0.6153846153846154,0.08333333333333333,1.0]",-0.7544574779194037,-0.8928259520990193,"[-0.7544574779194037,-0.8928259520990193]",2
183,Matija Osterc,1.0,0.1875,0.9166666666666666,"[1.0,0.1875,0.9166666666666666]",-1.1285547628904888,-0.7751892164100787,"[-1.1285547628904888,-0.7751892164100787]",0
184,Matija Turkalj,0.8461538461538461,0.10000000000000002,0.9,"[0.8461538461538461,0.10000000000000002,0.9]",-0.9693032734113333,-0.7647029221551879,"[-0.9693032734113333,-0.7647029221551879]",0
185,Matjazzavrl,0.6153846153846154,0.08333333333333333,0.8571428571428571,"[0.6153846153846154,0.08333333333333333,0.8571428571428571]",-0.7342258136538085,-0.7544704521857528,"[-0.7342258136538085,-0.7544704521857528]",2
186,Mauro,0.6923076923076923,0.10416666666666667,0.75,"[0.6923076923076923,0.10416666666666667,0.75]",-0.7962318832798152,-0.643317955102896,"[-0.7962318832798152,-0.643317955102896]",1
187,MedoPiki,1.0,0.13333333333333333,1.0,"[1.0,0.13333333333333333,1.0]",-1.1373648025935175,-0.8451224707876013,"[-1.1373648025935175,-0.8451224707876013]",0
188,melina lako��,0.6923076923076923,0.6666666666666666,1.0,"[0.6923076923076923,0.6666666666666666,1.0]",-0.8627056188989735,-0.9973251781975861,"[-0.8627056188989735,-0.9973251781975861]",0
189,mihaelas,0.6923076923076923,0.2916666666666667,1.0,"[0.6923076923076923,0.2916666666666667,1.0]",-0.841993403462729,-0.9227351126999369,"[-0.841993403462729,-0.9227351126999369]",0
190,Miho,0.8461538461538461,0.047619047619047616,0.8,"[0.8461538461538461,0.047619047619047616,0.8]",-0.9522479735708301,-0.6574351424321028,"[-0.9522479735708301,-0.6574351424321028]",1
191,Milan Kura��,1.0,0.2777777777777777,0.9166666666666666,"[1.0,0.2777777777777777,0.9166666666666666]",-1.1335410369769923,-0.7931460840298831,"[-1.1335410369769923,-0.7931460840298831]",0
192,miranF,1.0,1.0,1.0,"[1.0,1.0,1.0]",-1.185233033823949,-1.0175083999377241,"[-1.185233033823949,-1.0175083999377241]",0
193,Mirela,1.0,0.13333333333333333,0.8333333333333334,"[1.0,0.13333333333333333,0.8333333333333334]",-1.1137611942836565,-0.6837077208887905,"[-1.1137611942836565,-0.6837077208887905]",0
194,Mirjana Pu��karski,0.6153846153846154,0.0119047619047619,1.0,"[0.6153846153846154,0.0119047619047619,1.0]",-0.7505122940267857,-0.8786183205756575,"[-0.7505122940267857,-0.8786183205756575]",2
195,Mirkomatic,1.0,0.0972222222222222,0.9166666666666666,"[1.0,0.0972222222222222,0.9166666666666666]",-1.1235684888039856,-0.7572323487902741,"[-1.1235684888039856,-0.7572323487902741]",0
196,miroc,0.4615384615384616,0.4166666666666667,0.8,"[0.4615384615384616,0.4166666666666667,0.8]",-0.5924857277334087,-0.7884900620139098,"[-0.5924857277334087,-0.7884900620139098]",2
197,Mi��o,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]",2
198,MojcaDamijan,1.0,0.037037037037037035,1.0,"[1.0,0.037037037037037035,1.0]",-1.1320461102345805,-0.8259684786598098,"[-1.1320461102345805,-0.8259684786598098]",0
199,Nada,0.9230769230769232,0.9166666666666666,1.0,"[0.9230769230769232,0.9166666666666666,1.0]",-1.1046011800927051,-1.0124625945026895,"[-1.1046011800927051,-1.0124625945026895]",0
200,Nata��a,0.5384615384615384,0.013888888888888895,1.0,"[0.5384615384615384,0.013888888888888895,1.0]",-0.674592743278391,-0.8905427416824163,"[-0.674592743278391,-0.8905427416824163]",2
201,Nejc Kodric,1.0,0.1875,1.0,"[1.0,0.1875,1.0]",-1.1403565670454194,-0.855896591359484,"[-1.1403565670454194,-0.855896591359484]",0
202,Nejc Likar,0.3076923076923077,0.08333333333333333,1.0,"[0.3076923076923077,0.08333333333333333,1.0]",-0.4503409211599787,-0.9389450108012363,"[-0.4503409211599787,-0.9389450108012363]",2
203,nenad,0.5384615384615384,0.0,1.0,"[0.5384615384615384,0.0,1.0]",-0.6738256241881597,-0.8877801466639847,"[-0.6738256241881597,-0.8877801466639847]",2
204,NenadS,0.9230769230769232,0.11666666666666665,1.0,"[0.9230769230769232,0.11666666666666665,1.0]",-1.0604151204953838,-0.8533371214410378,"[-1.0604151204953838,-0.8533371214410378]",0
205,Neven,1.0,0.025000000000000005,0.9166666666666666,"[1.0,0.025000000000000005,0.9166666666666666]",-1.119579469534783,-0.7428668546944306,"[-1.119579469534783,-0.7428668546944306]",0
206,Niko Vukusic,0.9230769230769232,0.027777777777777773,1.0,"[0.9230769230769232,0.027777777777777773,1.0]",-1.0555055583179036,-0.8356565133230764,"[-1.0555055583179036,-0.8356565133230764]",0
207,niko.mihovilovic,0.9230769230769232,0.007575757575757569,0.9090909090909092,"[0.9230769230769232,0.007575757575757569,0.9090909090909092]",-1.0415150532903703,-0.7435937842605522,"[-1.0415150532903703,-0.7435937842605522]",0
208,Nikola Bar��ic,0.5384615384615384,0.20833333333333331,0.0,"[0.5384615384615384,0.20833333333333331,0.0]",-0.5437107606824627,0.0392694274524079,"[-0.5437107606824627,0.0392694274524079]",2
209,Nikolaj,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]",2
210,Nikoleta,0.7692307692307693,0.03571428571428572,1.0,"[0.7692307692307693,0.03571428571428572,1.0]",-0.9038856337040375,-0.8602946683990029,"[-0.9038856337040375,-0.8602946683990029]",0
211,nikonikokaoja,0.3076923076923077,0.0,0.6666666666666666,"[0.3076923076923077,0.0,0.6666666666666666]",-0.39853098999886905,-0.599539940893026,"[-0.39853098999886905,-0.599539940893026]",2
212,Nina1,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]",2
213,NinaP,0.3076923076923077,0.25,0.6666666666666666,"[0.3076923076923077,0.25,0.6666666666666666]",-0.412339133623032,-0.6492666512247922,"[-0.412339133623032,-0.6492666512247922]",2
214,noordung,0.38461538461538464,0.3333333333333333,1.0,"[0.38461538461538464,0.3333333333333333,1.0]",-0.540178203973998,-0.9771419564574482,"[-0.540178203973998,-0.9771419564574482]",2
215,Oaky,0.6923076923076923,0.02380952380952382,1.0,"[0.6923076923076923,0.02380952380952382,1.0]",-0.8271989638654116,-0.8694564944873302,"[-0.8271989638654116,-0.8694564944873302]",0
216,Ojiga,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]",2
217,p2035e,0.38461538461538464,0.125,1.0,"[0.38461538461538464,0.125,1.0]",-0.5286714176205288,-0.9357030311809764,"[-0.5286714176205288,-0.9357030311809764]",2
218,Paval,1.0,0.2777777777777777,1.0,"[1.0,0.2777777777777777,1.0]",-1.1453428411319226,-0.8738534589792885,"[-1.1453428411319226,-0.8738534589792885]",0
219,Pavle,1.0,0.015151515151515155,1.0,"[1.0,0.015151515151515155,1.0]",-1.1308373165166403,-0.8216152986307663,"[-1.1308373165166403,-0.8216152986307663]",0
220,pedro,0.7692307692307693,0.75,1.0,"[0.7692307692307693,0.75,1.0]",-0.9433374726302174,-1.0023709836326207,"[-0.9433374726302174,-1.0023709836326207]",0
221,peri,1.0,0.006944444444444438,0.75,"[1.0,0.006944444444444438,0.75]",-1.0949786064076212,-0.5778607312716589,"[-1.0949786064076212,-0.5778607312716589]",1
222,Pero,0.6923076923076923,0.16666666666666666,1.0,"[0.6923076923076923,0.16666666666666666,1.0]",-0.8350893316506476,-0.8978717575340538,"[-0.8350893316506476,-0.8978717575340538]",0
223,Petar,0.9230769230769232,0.05952380952380953,1.0,"[0.9230769230769232,0.05952380952380953,1.0]",-1.0572589733812894,-0.8419710162223484,"[-1.0572589733812894,-0.8419710162223484]",0
224,PeterKogej,0.8461538461538461,0.14583333333333334,0.8,"[0.8461538461538461,0.14583333333333334,0.8]",-0.9576726014231799,-0.6769706357767252,"[-0.9576726014231799,-0.6769706357767252]",1
225,PetraP,0.7692307692307693,0.05555555555555556,1.0,"[0.7692307692307693,0.05555555555555556,1.0]",-0.9049815181186537,-0.8642412327110479,"[-0.9049815181186537,-0.8642412327110479]",0
226,Pina,1.0,0.006944444444444438,1.0,"[1.0,0.006944444444444438,1.0]",-1.1303840188724128,-0.8199828561198751,"[-1.1303840188724128,-0.8199828561198751]",0
227,Pino,0.6923076923076923,0.16666666666666666,1.0,"[0.6923076923076923,0.16666666666666666,1.0]",-0.8350893316506476,-0.8978717575340538,"[-0.8350893316506476,-0.8978717575340538]",0
228,Pirko,0.9230769230769232,0.16666666666666666,1.0,"[0.9230769230769232,0.16666666666666666,1.0]",-1.0631767492202164,-0.863282463507391,"[-1.0631767492202164,-0.863282463507391]",0
229,Pjerino,0.4615384615384616,0.0,1.0,"[0.4615384615384616,0.0,1.0]",-0.5977964849983036,-0.8993099113395391,"[-0.5977964849983036,-0.8993099113395391]",2
230,Pjero,0.6923076923076923,0.010416666666666666,1.0,"[0.6923076923076923,0.010416666666666666,1.0]",-0.8264592418855458,-0.8667925635766999,"[-0.8264592418855458,-0.8667925635766999]",0
231,Plavac_mali,0.9230769230769232,0.04166666666666666,1.0,"[0.9230769230769232,0.04166666666666666,1.0]",-1.0562726774081348,-0.8384191083415079,"[-1.0562726774081348,-0.8384191083415079]",0
232,plombar,1.0,0.07142857142857144,0.75,"[1.0,0.07142857142857144,0.75]",-1.0985402307551237,-0.590687065285805,"[-1.0985402307551237,-0.590687065285805]",1
233,Pokmon,0.9230769230769232,0.05952380952380953,1.0,"[0.9230769230769232,0.05952380952380953,1.0]",-1.0572589733812894,-0.8419710162223484,"[-1.0572589733812894,-0.8419710162223484]",0
234,Pokret Otoka,0.5384615384615384,0.0625,1.0,"[0.5384615384615384,0.0625,1.0]",-0.6772776600942004,-0.9002118242469264,"[-0.6772776600942004,-0.9002118242469264]",2
235,Polona,1.0,0.037037037037037035,0.9166666666666666,"[1.0,0.037037037037037035,0.9166666666666666]",-1.12024430607965,-0.7452611037104044,"[-1.12024430607965,-0.7452611037104044]",0
236,poppy,1.0,0.1875,0.9166666666666666,"[1.0,0.1875,0.9166666666666666]",-1.1285547628904888,-0.7751892164100787,"[-1.1285547628904888,-0.7751892164100787]",0
237,Primosius,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]",2
238,RadoL,0.9230769230769232,0.05952380952380953,1.0,"[0.9230769230769232,0.05952380952380953,1.0]",-1.0572589733812894,-0.8419710162223484,"[-1.0572589733812894,-0.8419710162223484]",0
239,Ramo,1.0,0.015151515151515155,0.8333333333333334,"[1.0,0.015151515151515155,0.8333333333333334]",-1.1072337082067794,-0.6602005487319555,"[-1.1072337082067794,-0.6602005487319555]",1
240,Rebeka,1.0,0.052083333333333336,1.0,"[1.0,0.052083333333333336,1.0]",-1.1328771559156645,-0.8289612899297774,"[-1.1328771559156645,-0.8289612899297774]",0
241,RobiF,0.3076923076923077,0.0,1.0,"[0.3076923076923077,0.0,1.0]",-0.4457382066185911,-0.9223694406906475,"[-0.4457382066185911,-0.9223694406906475]",2
242,rocco337,0.6923076923076923,0.2916666666666667,1.0,"[0.6923076923076923,0.2916666666666667,1.0]",-0.841993403462729,-0.9227351126999369,"[-0.841993403462729,-0.9227351126999369]",0
243,Rok321,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]",2
244,Roki,1.0,0.0972222222222222,0.9166666666666666,"[1.0,0.0972222222222222,0.9166666666666666]",-1.1235684888039856,-0.7572323487902741,"[-1.1235684888039856,-0.7572323487902741]",0
245,rokian,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]",2
246,roman113,0.4615384615384616,0.4166666666666667,1.0,"[0.4615384615384616,0.4166666666666667,1.0]",-0.6208100577052419,-0.9821877618924827,"[-0.6208100577052419,-0.9821877618924827]",2
247,Romana,0.6923076923076923,0.06666666666666668,0.75,"[0.6923076923076923,0.06666666666666668,0.75]",-0.7941606617361908,-0.6358589485531312,"[-0.7941606617361908,-0.6358589485531312]",1
248,ruzica kovacevic,0.9230769230769232,0.04166666666666666,1.0,"[0.9230769230769232,0.04166666666666666,1.0]",-1.0562726774081348,-0.8384191083415079,"[-1.0562726774081348,-0.8384191083415079]",0
249,Safet,0.6153846153846154,0.13888888888888887,1.0,"[0.6153846153846154,0.13888888888888887,1.0]",-0.7575259542803288,-0.9038763321727451,"[-0.7575259542803288,-0.9038763321727451]",2
250,Sailman,0.9230769230769232,0.04166666666666666,1.0,"[0.9230769230769232,0.04166666666666666,1.0]",-1.0562726774081348,-0.8384191083415079,"[-1.0562726774081348,-0.8384191083415079]",0
251,Salieri,0.9230769230769232,0.11666666666666665,1.0,"[0.9230769230769232,0.11666666666666665,1.0]",-1.0604151204953838,-0.8533371214410378,"[-1.0604151204953838,-0.8533371214410378]",0
252,Sandi,0.4615384615384616,0.016666666666666663,1.0,"[0.4615384615384616,0.016666666666666663,1.0]",-0.5987170279065811,-0.9026250253616568,"[-0.5987170279065811,-0.9026250253616568]",2
253,sawyer,1.0,0.1875,1.0,"[1.0,0.1875,1.0]",-1.1403565670454194,-0.855896591359484,"[-1.1403565670454194,-0.855896591359484]",0
254,shrike,0.4615384615384616,0.016666666666666663,1.0,"[0.4615384615384616,0.016666666666666663,1.0]",-0.5987170279065811,-0.9026250253616568,"[-0.5987170279065811,-0.9026250253616568]",2
255,Silvestar Tokic,1.0,0.13333333333333333,1.0,"[1.0,0.13333333333333333,1.0]",-1.1373648025935175,-0.8451224707876013,"[-1.1373648025935175,-0.8451224707876013]",0
256,��imun Zamberlin,1.0,0.006944444444444438,0.9166666666666666,"[1.0,0.006944444444444438,0.9166666666666666]",-1.1185822147174822,-0.7392754811704697,"[-1.1185822147174822,-0.7392754811704697]",0
257,��katja,0.5384615384615384,0.11111111111111112,0.8333333333333334,"[0.5384615384615384,0.11111111111111112,0.8333333333333334]",-0.6563589686001489,-0.7484661569126256,"[-0.6563589686001489,-0.7484661569126256]",2
258,slipke,0.38461538461538464,0.3333333333333333,1.0,"[0.38461538461538464,0.3333333333333333,1.0]",-0.540178203973998,-0.9771419564574482,"[-0.540178203973998,-0.9771419564574482]",2
259,Spasic Vladimir,0.4615384615384616,0.08333333333333333,1.0,"[0.4615384615384616,0.08333333333333333,1.0]",-0.6023991995396912,-0.9158854814501278,"[-0.6023991995396912,-0.9158854814501278]",2
260,splicho,0.6153846153846154,0.25,1.0,"[0.6153846153846154,0.25,1.0]",-0.763662907002179,-0.9259770923201968,"[-0.763662907002179,-0.9259770923201968]",2
261,staneb,0.9230769230769232,0.027777777777777773,1.0,"[0.9230769230769232,0.027777777777777773,1.0]",-1.0555055583179036,-0.8356565133230764,"[-1.0555055583179036,-0.8356565133230764]",0
262,Stanojevic,0.38461538461538464,0.05555555555555556,1.0,"[0.38461538461538464,0.05555555555555556,1.0]",-0.5248358221693724,-0.9218900560888191,"[-0.5248358221693724,-0.9218900560888191]",2
263,stinfio,1.0,0.13333333333333333,0.9166666666666666,"[1.0,0.13333333333333333,0.9166666666666666]",-1.1255629984385869,-0.7644150958381959,"[-1.1255629984385869,-0.7644150958381959]",0
264,stipica,1.0,0.07142857142857144,0.3333333333333333,"[1.0,0.07142857142857144,0.3333333333333333]",-1.039531209980471,-0.18715019053877807,"[-1.039531209980471,-0.18715019053877807]",1
265,TAMARA L.,1.0,0.006944444444444438,0.9166666666666666,"[1.0,0.006944444444444438,0.9166666666666666]",-1.1185822147174822,-0.7392754811704697,"[-1.1185822147174822,-0.7392754811704697]",0
266,tasa,0.5384615384615384,0.0625,1.0,"[0.5384615384615384,0.0625,1.0]",-0.6772776600942004,-0.9002118242469264,"[-0.6772776600942004,-0.9002118242469264]",2
267,Tatjana,0.3076923076923077,0.08333333333333333,0.6666666666666666,"[0.3076923076923077,0.08333333333333333,0.6666666666666666]",-0.40313370454025665,-0.6161155110036147,"[-0.40313370454025665,-0.6161155110036147]",2
268,tibor,0.4615384615384616,0.04166666666666666,1.0,"[0.4615384615384616,0.04166666666666666,1.0]",-0.6000978422689974,-0.9075976963948335,"[-0.6000978422689974,-0.9075976963948335]",2
269,Tina Kiler,1.0,0.0972222222222222,1.0,"[1.0,0.0972222222222222,1.0]",-1.135370292958916,-0.8379397237396795,"[-1.135370292958916,-0.8379397237396795]",0
270,Tja��a,0.9230769230769232,0.027777777777777773,1.0,"[0.9230769230769232,0.027777777777777773,1.0]",-1.0555055583179036,-0.8356565133230764,"[-1.0555055583179036,-0.8356565133230764]",0
271,Tojo,0.9230769230769232,0.25,1.0,"[0.9230769230769232,0.25,1.0]",-1.067779463761604,-0.8798580336179798,"[-1.067779463761604,-0.8798580336179798]",0
272,tomaz1961,0.9230769230769232,0.027777777777777773,0.8181818181818182,"[0.9230769230769232,0.027777777777777773,0.8181818181818182]",-1.029756167434419,-0.6595676952516466,"[-1.029756167434419,-0.6595676952516466]",1
273,tomba,0.6923076923076923,0.06666666666666668,0.875,"[0.6923076923076923,0.06666666666666668,0.875]",-0.8118633679685866,-0.7569200109772393,"[-0.8118633679685866,-0.7569200109772393]",0
274,Tome,0.5384615384615384,0.033333333333333326,0.8333333333333334,"[0.5384615384615384,0.033333333333333326,0.8333333333333334]",-0.6520631016948537,-0.7329956248094095,"[-0.6520631016948537,-0.7329956248094095]",2
275,Tomica,0.5384615384615384,0.0,1.0,"[0.5384615384615384,0.0,1.0]",-0.6738256241881597,-0.8877801466639847,"[-0.6738256241881597,-0.8877801466639847]",2
276,Tomislav Cipcic,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]",2
277,TonCa,1.0,0.0972222222222222,1.0,"[1.0,0.0972222222222222,1.0]",-1.135370292958916,-0.8379397237396795,"[-1.135370292958916,-0.8379397237396795]",0
278,Tone,0.3076923076923077,0.25,0.6666666666666666,"[0.3076923076923077,0.25,0.6666666666666666]",-0.412339133623032,-0.6492666512247922,"[-0.412339133623032,-0.6492666512247922]",2
279,Toni Petkovic,1.0,0.0972222222222222,1.0,"[1.0,0.0972222222222222,1.0]",-1.135370292958916,-0.8379397237396795,"[-1.135370292958916,-0.8379397237396795]",0
280,toni88,0.9230769230769232,0.16666666666666666,1.0,"[0.9230769230769232,0.16666666666666666,1.0]",-1.0631767492202164,-0.863282463507391,"[-1.0631767492202164,-0.863282463507391]",0
