,users,intensityNormalized,order,freq,features,prediction
59,Darko Babic,0.025000000000000005,1.0,0.6923076923076923,"[0.025000000000000005,1.0,0.6923076923076923]",3
60,David Sirk,0.2222222222222222,1.0,0.0,"[0.2222222222222222,1.0,0.0]",1
61,Dejan Adamic,0.025000000000000005,0.5833333333333334,0.6153846153846154,"[0.025000000000000005,0.5833333333333334,0.6153846153846154]",2
62,DejanJ,0.006944444444444438,0.9166666666666666,0.8461538461538461,"[0.006944444444444438,0.9166666666666666,0.8461538461538461]",3
63,delimir,0.2222222222222222,0.8,0.0,"[0.2222222222222222,0.8,0.0]",1
64,demirel,0.25,0.6666666666666666,0.25,"[0.25,0.6666666666666666,0.25]",0
65,Deni Oreb,0.8333333333333334,1.0,0.09090909090909093,"[0.8333333333333334,1.0,0.09090909090909093]",1
66,Dimen,0.05555555555555556,0.75,0.4,"[0.05555555555555556,0.75,0.4]",2
67,dkervina,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]",2
68,dmeic,0.13333333333333333,0.8333333333333334,0.3076923076923077,"[0.13333333333333333,0.8333333333333334,0.3076923076923077]",0
69,Domen S,0.0,1.0,0.9166666666666666,"[0.0,1.0,0.9166666666666666]",3
70,Dorsi,0.125,1.0,0.4,"[0.125,1.0,0.4]",2
71,dragana,0.11111111111111112,0.5,0.42857142857142855,"[0.11111111111111112,0.5,0.42857142857142855]",2
72,Dra��en,0.04166666666666666,0.875,0.5555555555555556,"[0.04166666666666666,0.875,0.5555555555555556]",2
73,Dra��en Kralj,0.25,0.9090909090909092,0.0,"[0.25,0.9090909090909092,0.0]",1
74,drejc,0.03125,0.7,0.18181818181818185,"[0.03125,0.7,0.18181818181818185]",0
75,Du��i,0.13888888888888887,1.0,0.125,"[0.13888888888888887,1.0,0.125]",1
76,Edvard,0.010416666666666666,1.0,0.7777777777777778,"[0.010416666666666666,1.0,0.7777777777777778]",3
77,Efa i Neno,0.052083333333333336,0.75,0.38461538461538464,"[0.052083333333333336,0.75,0.38461538461538464]",2
78,Elena Nikolovska,0.25,1.0,0.125,"[0.25,1.0,0.125]",1
79,Ferijan Perkovic,0.04166666666666666,0.875,0.5555555555555556,"[0.04166666666666666,0.875,0.5555555555555556]",2
80,filip mestrovic,0.033333333333333326,1.0,0.7142857142857143,"[0.033333333333333326,1.0,0.7142857142857143]",3
81,Gaja,0.25,1.0,0.0,"[0.25,1.0,0.0]",1
82,Gasper,0.0625,0.6666666666666666,0.42857142857142855,"[0.0625,0.6666666666666666,0.42857142857142855]",2
83,gcampa,0.04166666666666666,1.0,0.4166666666666667,"[0.04166666666666666,1.0,0.4166666666666667]",2
84,GITA MARINKOVIC,0.25,0.6666666666666666,0.25,"[0.25,0.6666666666666666,0.25]",0
85,Goran Cacic,0.08333333333333333,1.0,0.08333333333333333,"[0.08333333333333333,1.0,0.08333333333333333]",1
86,Goran ��urica,0.0972222222222222,0.9166666666666666,0.3076923076923077,"[0.0972222222222222,0.9166666666666666,0.3076923076923077]",1
87,Gordan,0.1875,0.9166666666666666,0.07692307692307693,"[0.1875,0.9166666666666666,0.07692307692307693]",1
88,Gordana Genc,0.010416666666666666,1.0,0.8888888888888888,"[0.010416666666666666,1.0,0.8888888888888888]",3
89,gpet,0.016666666666666663,0.9090909090909092,0.8333333333333334,"[0.016666666666666663,0.9090909090909092,0.8333333333333334]",3
90,Gregor Primc,0.016666666666666663,1.0,0.4166666666666667,"[0.016666666666666663,1.0,0.4166666666666667]",2
91,greta,0.0625,0.6666666666666666,0.2857142857142857,"[0.0625,0.6666666666666666,0.2857142857142857]",0
92,Grozdana Sirotic,0.027777777777777773,1.0,0.5,"[0.027777777777777773,1.0,0.5]",2
93,Grup amor,0.04166666666666666,0.875,0.1111111111111111,"[0.04166666666666666,0.875,0.1111111111111111]",1
94,HanaP,0.05555555555555556,1.0,0.0,"[0.05555555555555556,1.0,0.0]",1
95,Hrvoje Juvancic,0.06666666666666668,1.0,0.5555555555555556,"[0.06666666666666668,1.0,0.5555555555555556]",2
96,Hrvoje Petek,0.25,0.9090909090909092,0.0,"[0.25,0.9090909090909092,0.0]",1
97,Igor ��utic,0.006944444444444438,1.0,0.8461538461538461,"[0.006944444444444438,1.0,0.8461538461538461]",3
98,Igor ��afran,0.006944444444444438,0.75,0.7692307692307693,"[0.006944444444444438,0.75,0.7692307692307693]",3
99,Igor29,0.16666666666666666,1.0,0.3333333333333333,"[0.16666666666666666,1.0,0.3333333333333333]",1
100,IgorGancevic,0.13888888888888887,0.8571428571428571,0.125,"[0.13888888888888887,0.8571428571428571,0.125]",1
101,igorr,0.16666666666666666,1.0,0.2222222222222222,"[0.16666666666666666,1.0,0.2222222222222222]",1
102,iivana,0.0625,0.8333333333333334,0.2857142857142857,"[0.0625,0.8333333333333334,0.2857142857142857]",0
103,Ina,0.0,1.0,0.9,"[0.0,1.0,0.9]",3
104,Ines,0.5833333333333334,1.0,0.125,"[0.5833333333333334,1.0,0.125]",1
105,Ivan Odrljin,0.015151515151515155,0.9166666666666666,0.6923076923076923,"[0.015151515151515155,0.9166666666666666,0.6923076923076923]",3
106,Ivana Kozina,0.2777777777777777,0.9166666666666666,0.0,"[0.2777777777777777,0.9166666666666666,0.0]",1
107,Ivana PR,0.0,1.0,1.0,"[0.0,1.0,1.0]",3
108,IvanV,0.16666666666666666,0.8,0.3333333333333333,"[0.16666666666666666,0.8,0.3333333333333333]",0
109,Ivica Komljenovic,0.4583333333333333,0.9166666666666666,0.15384615384615385,"[0.4583333333333333,0.9166666666666666,0.15384615384615385]",1
110,Iztok3,0.125,1.0,0.2,"[0.125,1.0,0.2]",1
111,jadralec Jaro,0.0119047619047619,0.7142857142857143,0.625,"[0.0119047619047619,0.7142857142857143,0.625]",2
112,Jadran,0.016666666666666663,1.0,0.8333333333333334,"[0.016666666666666663,1.0,0.8333333333333334]",3
113,Janez  stupica,0.027777777777777773,0.8571428571428571,0.625,"[0.027777777777777773,0.8571428571428571,0.625]",2
114,Jani Pristavec,0.006944444444444438,1.0,0.6923076923076923,"[0.006944444444444438,1.0,0.6923076923076923]",3
115,Jaro��,0.016666666666666663,0.8,0.5,"[0.016666666666666663,0.8,0.5]",2
116,Jasminka,0.033333333333333326,0.8333333333333334,0.5714285714285714,"[0.033333333333333326,0.8333333333333334,0.5714285714285714]",2
117,jelena,0.00833333333333334,1.0,0.9090909090909092,"[0.00833333333333334,1.0,0.9090909090909092]",3
118,Jelena-Marija,0.14583333333333334,0.8,0.2727272727272727,"[0.14583333333333334,0.8,0.2727272727272727]",0
119,Jelena Cutura,0.02083333333333333,1.0,0.6,"[0.02083333333333333,1.0,0.6]",2
120,Jelenaa,0.4166666666666667,0.9090909090909092,0.0,"[0.4166666666666667,0.9090909090909092,0.0]",1
121,jerko,0.08333333333333333,0.9090909090909092,0.5,"[0.08333333333333333,0.9090909090909092,0.5]",2
122,Jerko. Marinkovic,0.04166666666666666,0.9090909090909092,0.6666666666666666,"[0.04166666666666666,0.9090909090909092,0.6666666666666666]",3
123,Jolanda,0.6666666666666666,1.0,0.0,"[0.6666666666666666,1.0,0.0]",1
124,Josip Rabanasic,0.0625,0.8333333333333334,0.42857142857142855,"[0.0625,0.8333333333333334,0.42857142857142855]",2
125,josko52@gmail.com,0.20833333333333331,0.8333333333333334,0.14285714285714285,"[0.20833333333333331,0.8333333333333334,0.14285714285714285]",1
126,JOZE,0.125,0.5,0.0,"[0.125,0.5,0.0]",0
127,Jo��ko,0.02083333333333333,0.8888888888888888,0.6,"[0.02083333333333333,0.8888888888888888,0.6]",2
128,Jure Gros,0.0972222222222222,1.0,0.3076923076923077,"[0.0972222222222222,1.0,0.3076923076923077]",1
129,jure111,0.4166666666666667,1.0,0.16666666666666666,"[0.4166666666666667,1.0,0.16666666666666666]",1
130,jurebizjak,0.027777777777777773,1.0,0.5,"[0.027777777777777773,1.0,0.5]",2
131,kapitan72,0.06666666666666668,0.625,0.5555555555555556,"[0.06666666666666668,0.625,0.5555555555555556]",2
132,Karla,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]",2
133,Karmen Hrvatic,0.06944444444444442,1.0,0.5454545454545454,"[0.06944444444444442,1.0,0.5454545454545454]",2
134,Katarina ��edlbauer,0.20833333333333331,1.0,0.0,"[0.20833333333333331,1.0,0.0]",1
135,Katja De Faveri,0.25,1.0,0.0,"[0.25,1.0,0.0]",1
136,kec,0.2777777777777777,0.9166666666666666,0.07692307692307693,"[0.2777777777777777,0.9166666666666666,0.07692307692307693]",1
137,kemi,0.05000000000000001,0.5714285714285714,0.5,"[0.05000000000000001,0.5714285714285714,0.5]",2
138,Kiklop,0.10000000000000002,0.4,0.18181818181818185,"[0.10000000000000002,0.4,0.18181818181818185]",0
139,KlaraM,0.027777777777777773,1.0,0.25,"[0.027777777777777773,1.0,0.25]",1
140,Kopacin,0.25,1.0,0.0,"[0.25,1.0,0.0]",1
141,Kreso,0.16666666666666666,1.0,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666]",1
142,Kristijan Lopac,0.06944444444444442,0.7,0.2727272727272727,"[0.06944444444444442,0.7,0.2727272727272727]",0
143,Ksenija,0.25,1.0,0.0,"[0.25,1.0,0.0]",1
144,Ksenija Sekulic,0.08333333333333333,0.4545454545454545,0.0,"[0.08333333333333333,0.4545454545454545,0.0]",0
145,Kskoric,0.19444444444444445,0.8888888888888888,0.0,"[0.19444444444444445,0.8888888888888888,0.0]",1
146,Kvasina,0.10000000000000002,1.0,0.4545454545454545,"[0.10000000000000002,1.0,0.4545454545454545]",2
147,Labura,0.08333333333333333,1.0,0.25,"[0.08333333333333333,1.0,0.25]",1
148,Lana,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",3
149,Lea Svilicic,0.05952380952380953,0.9090909090909092,0.3333333333333333,"[0.05952380952380953,0.9090909090909092,0.3333333333333333]",1
150,Lejla,0.25,1.0,0.0,"[0.25,1.0,0.0]",1
151,Leo Mihaljevic,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",3
152,ljubica basic,0.0,1.0,0.9230769230769232,"[0.0,1.0,0.9230769230769232]",3
153,Luc,0.018518518518518528,1.0,0.8181818181818182,"[0.018518518518518528,1.0,0.8181818181818182]",3
154,lucijan,0.052083333333333336,0.6666666666666666,0.4615384615384616,"[0.052083333333333336,0.6666666666666666,0.4615384615384616]",2
155,ludmilla,0.0,0.5,0.4,"[0.0,0.5,0.4]",2
156,Luka Skocir,0.10416666666666667,1.0,0.4444444444444444,"[0.10416666666666667,1.0,0.4444444444444444]",2
157,luka.voncina,0.016666666666666663,1.0,0.8333333333333334,"[0.016666666666666663,1.0,0.8333333333333334]",3
158,lukaaa11,0.04166666666666666,1.0,0.3333333333333333,"[0.04166666666666666,1.0,0.3333333333333333]",1
159,Lupodimare,0.04166666666666666,0.4,0.3333333333333333,"[0.04166666666666666,0.4,0.3333333333333333]",0
160,Maja Demaria,0.05555555555555556,1.0,0.6,"[0.05555555555555556,1.0,0.6]",2
161,Maja Grinek,0.06666666666666668,0.875,0.3333333333333333,"[0.06666666666666668,0.875,0.3333333333333333]",1
162,maja laurence,0.25,0.6666666666666666,0.0,"[0.25,0.6666666666666666,0.0]",0
163,MajaM,0.13333333333333333,0.5833333333333334,0.38461538461538464,"[0.13333333333333333,0.5833333333333334,0.38461538461538464]",0
164,Marco,0.2777777777777777,0.8333333333333334,0.0,"[0.2777777777777777,0.8333333333333334,0.0]",1
165,Mare_,0.0,1.0,1.0,"[0.0,1.0,1.0]",3
166,mare10,0.20833333333333331,0.8333333333333334,0.0,"[0.20833333333333331,0.8333333333333334,0.0]",1
167,Maria,0.0119047619047619,0.8571428571428571,0.625,"[0.0119047619047619,0.8571428571428571,0.625]",2
168,Marijana,0.11111111111111112,1.0,0.42857142857142855,"[0.11111111111111112,1.0,0.42857142857142855]",2
169,MARINO BRZAC,0.16666666666666666,0.9090909090909092,0.3333333333333333,"[0.16666666666666666,0.9090909090909092,0.3333333333333333]",1
170,Mario Bursac,0.010416666666666666,1.0,0.7777777777777778,"[0.010416666666666666,1.0,0.7777777777777778]",3
171,Mario91,0.2916666666666667,1.0,0.1111111111111111,"[0.2916666666666667,1.0,0.1111111111111111]",1
172,Marjan Henigman,0.00833333333333334,1.0,0.9090909090909092,"[0.00833333333333334,1.0,0.9090909090909092]",3
173,Markisha,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]",2
174,Marko Dundovic,0.0972222222222222,0.9166666666666666,0.15384615384615385,"[0.0972222222222222,0.9166666666666666,0.15384615384615385]",1
175,Marko Kralj,0.125,1.0,0.4,"[0.125,1.0,0.4]",2
176,Marko L,0.25,0.9090909090909092,0.0,"[0.25,0.9090909090909092,0.0]",1
177,marko maticic,0.027777777777777773,0.6666666666666666,0.5,"[0.027777777777777773,0.6666666666666666,0.5]",2
178,Maru��aaaa,0.25,1.0,0.0,"[0.25,1.0,0.0]",1
179,Ma��a,0.02083333333333333,1.0,0.8,"[0.02083333333333333,1.0,0.8]",3
180,masa sarusic,0.027777777777777773,0.9090909090909092,0.75,"[0.027777777777777773,0.9090909090909092,0.75]",3
181,Mate Vitaljic,0.02083333333333333,0.7777777777777778,0.8,"[0.02083333333333333,0.7777777777777778,0.8]",3
182,Matea Pavicic,0.08333333333333333,1.0,0.0,"[0.08333333333333333,1.0,0.0]",1
183,Matija Osterc,0.1875,0.9166666666666666,0.2307692307692308,"[0.1875,0.9166666666666666,0.2307692307692308]",1
184,Matija Turkalj,0.10000000000000002,0.9,0.0,"[0.10000000000000002,0.9,0.0]",1
185,Matjazzavrl,0.08333333333333333,0.8571428571428571,0.375,"[0.08333333333333333,0.8571428571428571,0.375]",0
186,Mauro,0.10416666666666667,0.75,0.0,"[0.10416666666666667,0.75,0.0]",0
187,MedoPiki,0.13333333333333333,1.0,0.0,"[0.13333333333333333,1.0,0.0]",1
188,melina lako��,0.6666666666666666,1.0,0.0,"[0.6666666666666666,1.0,0.0]",1
189,mihaelas,0.2916666666666667,1.0,0.1111111111111111,"[0.2916666666666667,1.0,0.1111111111111111]",1
190,Miho,0.047619047619047616,0.8,0.3636363636363637,"[0.047619047619047616,0.8,0.3636363636363637]",0
191,Milan Kura��,0.2777777777777777,0.9166666666666666,0.07692307692307693,"[0.2777777777777777,0.9166666666666666,0.07692307692307693]",1
192,miranF,1.0,1.0,0.0,"[1.0,1.0,0.0]",1
193,Mirela,0.13333333333333333,0.8333333333333334,0.2307692307692308,"[0.13333333333333333,0.8333333333333334,0.2307692307692308]",1
194,Mirjana Pu��karski,0.0119047619047619,1.0,0.875,"[0.0119047619047619,1.0,0.875]",3
195,Mirkomatic,0.0972222222222222,0.9166666666666666,0.2307692307692308,"[0.0972222222222222,0.9166666666666666,0.2307692307692308]",1
196,miroc,0.4166666666666667,0.8,0.16666666666666666,"[0.4166666666666667,0.8,0.16666666666666666]",1
197,Mi��o,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",3
198,MojcaDamijan,0.037037037037037035,1.0,0.6153846153846154,"[0.037037037037037035,1.0,0.6153846153846154]",3
199,Nada,0.9166666666666666,1.0,0.0,"[0.9166666666666666,1.0,0.0]",1
200,Nata��a,0.013888888888888895,1.0,0.7142857142857143,"[0.013888888888888895,1.0,0.7142857142857143]",3
201,Nejc Kodric,0.1875,1.0,0.15384615384615385,"[0.1875,1.0,0.15384615384615385]",1
202,Nejc Likar,0.08333333333333333,1.0,0.25,"[0.08333333333333333,1.0,0.25]",1
203,nenad,0.0,1.0,0.8571428571428571,"[0.0,1.0,0.8571428571428571]",3
204,NenadS,0.11666666666666665,1.0,0.25,"[0.11666666666666665,1.0,0.25]",1
205,Neven,0.025000000000000005,0.9166666666666666,0.6923076923076923,"[0.025000000000000005,0.9166666666666666,0.6923076923076923]",3
206,Niko Vukusic,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",3
207,niko.mihovilovic,0.007575757575757569,0.9090909090909092,0.4166666666666667,"[0.007575757575757569,0.9090909090909092,0.4166666666666667]",2
208,Nikola Bar��ic,0.20833333333333331,0.0,0.0,"[0.20833333333333331,0.0,0.0]",0
209,Nikolaj,0.25,1.0,0.0,"[0.25,1.0,0.0]",1
210,Nikoleta,0.03571428571428572,1.0,0.7,"[0.03571428571428572,1.0,0.7]",3
211,nikonikokaoja,0.0,0.6666666666666666,0.25,"[0.0,0.6666666666666666,0.25]",0
212,Nina1,0.25,1.0,0.0,"[0.25,1.0,0.0]",1
213,NinaP,0.25,0.6666666666666666,0.0,"[0.25,0.6666666666666666,0.0]",0
214,noordung,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",1
215,Oaky,0.02380952380952382,1.0,0.7777777777777778,"[0.02380952380952382,1.0,0.7777777777777778]",3
216,Ojiga,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",3
217,p2035e,0.125,1.0,0.0,"[0.125,1.0,0.0]",1
218,Paval,0.2777777777777777,1.0,0.0,"[0.2777777777777777,1.0,0.0]",1
219,Pavle,0.015151515151515155,1.0,0.8461538461538461,"[0.015151515151515155,1.0,0.8461538461538461]",3
220,pedro,0.75,1.0,0.2,"[0.75,1.0,0.2]",1
221,peri,0.006944444444444438,0.75,0.7692307692307693,"[0.006944444444444438,0.75,0.7692307692307693]",3
222,Pero,0.16666666666666666,1.0,0.1111111111111111,"[0.16666666666666666,1.0,0.1111111111111111]",1
223,Petar,0.05952380952380953,1.0,0.4166666666666667,"[0.05952380952380953,1.0,0.4166666666666667]",2
224,PeterKogej,0.14583333333333334,0.8,0.18181818181818185,"[0.14583333333333334,0.8,0.18181818181818185]",0
225,PetraP,0.05555555555555556,1.0,0.6,"[0.05555555555555556,1.0,0.6]",2
226,Pina,0.006944444444444438,1.0,0.9230769230769232,"[0.006944444444444438,1.0,0.9230769230769232]",3
227,Pino,0.16666666666666666,1.0,0.2222222222222222,"[0.16666666666666666,1.0,0.2222222222222222]",1
228,Pirko,0.16666666666666666,1.0,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666]",1
229,Pjerino,0.0,1.0,1.0,"[0.0,1.0,1.0]",3
230,Pjero,0.010416666666666666,1.0,0.5555555555555556,"[0.010416666666666666,1.0,0.5555555555555556]",2
231,Plavac_mali,0.04166666666666666,1.0,0.6666666666666666,"[0.04166666666666666,1.0,0.6666666666666666]",3
232,plombar,0.07142857142857144,0.75,0.5384615384615384,"[0.07142857142857144,0.75,0.5384615384615384]",2
233,Pokmon,0.05952380952380953,1.0,0.5833333333333334,"[0.05952380952380953,1.0,0.5833333333333334]",2
234,Pokret Otoka,0.0625,1.0,0.5714285714285714,"[0.0625,1.0,0.5714285714285714]",2
235,Polona,0.037037037037037035,0.9166666666666666,0.4615384615384616,"[0.037037037037037035,0.9166666666666666,0.4615384615384616]",2
236,poppy,0.1875,0.9166666666666666,0.0,"[0.1875,0.9166666666666666,0.0]",1
237,Primosius,0.027777777777777773,1.0,0.0,"[0.027777777777777773,1.0,0.0]",1
238,RadoL,0.05952380952380953,1.0,0.5,"[0.05952380952380953,1.0,0.5]",2
239,Ramo,0.015151515151515155,0.8333333333333334,0.8461538461538461,"[0.015151515151515155,0.8333333333333334,0.8461538461538461]",3
240,Rebeka,0.052083333333333336,1.0,0.0,"[0.052083333333333336,1.0,0.0]",1
241,RobiF,0.0,1.0,0.75,"[0.0,1.0,0.75]",3
242,rocco337,0.2916666666666667,1.0,0.2222222222222222,"[0.2916666666666667,1.0,0.2222222222222222]",1
243,Rok321,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",3
244,Roki,0.0972222222222222,0.9166666666666666,0.2307692307692308,"[0.0972222222222222,0.9166666666666666,0.2307692307692308]",1
245,rokian,0.027777777777777773,1.0,0.5,"[0.027777777777777773,1.0,0.5]",2
246,roman113,0.4166666666666667,1.0,0.0,"[0.4166666666666667,1.0,0.0]",1
247,Romana,0.06666666666666668,0.75,0.3333333333333333,"[0.06666666666666668,0.75,0.3333333333333333]",0
248,ruzica kovacevic,0.04166666666666666,1.0,0.5,"[0.04166666666666666,1.0,0.5]",2
249,Safet,0.13888888888888887,1.0,0.0,"[0.13888888888888887,1.0,0.0]",1
250,Sailman,0.04166666666666666,1.0,0.6666666666666666,"[0.04166666666666666,1.0,0.6666666666666666]",3
251,Salieri,0.11666666666666665,1.0,0.0,"[0.11666666666666665,1.0,0.0]",1
252,Sandi,0.016666666666666663,1.0,0.6666666666666666,"[0.016666666666666663,1.0,0.6666666666666666]",3
253,sawyer,0.1875,1.0,0.2307692307692308,"[0.1875,1.0,0.2307692307692308]",1
254,shrike,0.016666666666666663,1.0,0.8333333333333334,"[0.016666666666666663,1.0,0.8333333333333334]",3
255,Silvestar Tokic,0.13333333333333333,1.0,0.38461538461538464,"[0.13333333333333333,1.0,0.38461538461538464]",1
256,��imun Zamberlin,0.006944444444444438,0.9166666666666666,0.8461538461538461,"[0.006944444444444438,0.9166666666666666,0.8461538461538461]",3
257,��katja,0.11111111111111112,0.8333333333333334,0.2857142857142857,"[0.11111111111111112,0.8333333333333334,0.2857142857142857]",0
258,slipke,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",1
259,Spasic Vladimir,0.08333333333333333,1.0,0.0,"[0.08333333333333333,1.0,0.0]",1
260,splicho,0.25,1.0,0.25,"[0.25,1.0,0.25]",1
261,staneb,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",3
262,Stanojevic,0.05555555555555556,1.0,0.0,"[0.05555555555555556,1.0,0.0]",1
