,users,intensityNormalized,order,freq,catchingUpRatio,pcaInput,_1,_2,features,probability,prediction
101,Jani Pristavec,0.006944444444444438,1.0,0.6923076923076923,0.07692307692307693,"[0.006944444444444438,1.0,0.6923076923076923,0.07692307692307693]",0.6905733266944705,0.5663676972673534,"[0.6905733266944705,0.5663676972673534]","[0.0673496884303739,6.403857583462172e-05,0.9325862729937916]",2
102,Jaro��,0.016666666666666663,0.8,0.5,0.0,"[0.016666666666666663,0.8,0.5,0.0]",0.5280735713623356,0.37731788879071326,"[0.5280735713623356,0.37731788879071326]","[0.10072016663589538,9.937522074779486e-17,0.8992798333641044]",2
103,Jasminka,0.033333333333333326,0.8333333333333334,0.5714285714285714,0.2857142857142857,"[0.033333333333333326,0.8333333333333334,0.5714285714285714,0.2857142857142857]",0.472930717373381,0.6673442904624405,"[0.472930717373381,0.6673442904624405]","[0.9966528785579507,0.003278118852539993,6.900258950924375e-05]",0
104,jelena,0.00833333333333334,1.0,0.9090909090909092,0.09090909090909091,"[0.00833333333333334,1.0,0.9090909090909092,0.09090909090909091]",0.8667928014346966,0.6682118764472291,"[0.8667928014346966,0.6682118764472291]","[0.0009088329089181127,0.848411109962054,0.1506800571290278]",1
105,Jelena-Marija,0.14583333333333334,0.8,0.2727272727272727,0.6363636363636364,"[0.14583333333333334,0.8,0.2727272727272727,0.6363636363636364]",0.038954234336690874,0.8546109355478191,"[0.038954234336690874,0.8546109355478191]","[0.9113686201203319,0.08863137987966761,5.304915553188575e-16]",0
106,Jelena Cutura,0.02083333333333333,1.0,0.6,0.2,"[0.02083333333333333,1.0,0.6,0.2]",0.5590439153850417,0.6379661136921151,"[0.5590439153850417,0.6379661136921151]","[0.9736053302123348,0.007117727210857082,0.019276942576808072]",0
107,jerko,0.08333333333333333,0.9090909090909092,0.5,0.5,"[0.08333333333333333,0.9090909090909092,0.5,0.5]",0.32105640373368016,0.8467188625336052,"[0.32105640373368016,0.8467188625336052]","[0.07965327516987436,0.9203467248301256,4.937519269113299e-17]",1
108,Jerko. Marinkovic,0.04166666666666666,0.9090909090909092,0.6666666666666666,0.3333333333333333,"[0.04166666666666666,0.9090909090909092,0.6666666666666666,0.3333333333333333]",0.5418827106475566,0.7653493573867607,"[0.5418827106475566,0.7653493573867607]","[0.03504539591186502,0.9649545856191913,1.8468943586286418e-08]",1
109,Josip Rabanasic,0.0625,0.8333333333333334,0.42857142857142855,0.42857142857142855,"[0.0625,0.8333333333333334,0.42857142857142855,0.42857142857142855]",0.2858503297127551,0.7366325582010813,"[0.2858503297127551,0.7366325582010813]","[0.9978249690317249,0.002175030966905669,1.369459580767473e-12]",0
110,josko52@gmail.com,0.20833333333333331,0.8333333333333334,0.14285714285714285,0.7142857142857143,"[0.20833333333333331,0.8333333333333334,0.14285714285714285,0.7142857142857143]",-0.11770114424817313,0.8813165746712901,"[-0.11770114424817313,0.8813165746712901]","[0.9908235321657647,0.009176467834233204,2.0659058964248848e-15]",0
111,JOZE,0.125,0.5,0.0,0.0,"[0.125,0.5,0.0,0.0]",0.02879238648673535,0.11495490143792322,"[0.02879238648673535,0.11495490143792322]","[0.0009130901652464825,3.6844957397064955e-16,0.9990869098347531]",2
112,Jo��ko,0.02083333333333333,0.8888888888888888,0.6,0.0,"[0.02083333333333333,0.8888888888888888,0.6,0.0]",0.6233420134968214,0.43773137652379923,"[0.6233420134968214,0.43773137652379923]","[0.06733825487913761,9.968295813969539e-17,0.9326617451208622]",2
113,Jure Gros,0.0972222222222222,1.0,0.3076923076923077,0.3076923076923077,"[0.0972222222222222,1.0,0.3076923076923077,0.3076923076923077]",0.24450695795754124,0.617865571332811,"[0.24450695795754124,0.617865571332811]","[0.9999998963200118,2.0963225632022533e-14,1.0367996720401473e-07]",0
114,jure111,0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334,"[0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334]",-0.19170070771902106,1.0462223509924413,"[-0.19170070771902106,1.0462223509924413]","[0.005790659273498072,0.9942093407265017,2.437485899373612e-16]",1
115,jurebizjak,0.027777777777777773,1.0,0.5,0.08333333333333333,"[0.027777777777777773,1.0,0.5,0.08333333333333333]",0.5193085642105767,0.4941804493566684,"[0.5193085642105767,0.4941804493566684]","[0.26850208375895634,1.4553421520426611e-16,0.7314979162410434]",2
116,kapitan72,0.06666666666666668,0.625,0.5555555555555556,0.4444444444444444,"[0.06666666666666668,0.625,0.5555555555555556,0.4444444444444444]",0.3553828136950197,0.7590438918937404,"[0.3553828136950197,0.7590438918937404]","[0.7377717572886703,0.26222824270500744,6.322397411503347e-12]",0
117,Karla,0.08333333333333333,1.0,0.5,0.5,"[0.08333333333333333,1.0,0.5,0.5]",0.33392533079352194,0.866033395004675,"[0.33392533079352194,0.866033395004675]","[0.0769436921413023,0.9230563078586976,6.568104671943898e-17]",1
118,Karmen Hrvatic,0.06944444444444442,1.0,0.5454545454545454,0.45454545454545453,"[0.06944444444444442,1.0,0.5454545454545454,0.45454545454545453]",0.39499890363553664,0.8436654497050904,"[0.39499890363553664,0.8436654497050904]","[0.06756798601800672,0.932432013981993,2.275628210289301e-16]",1
119,Katarina ��edlbauer,0.20833333333333331,1.0,0.0,0.0,"[0.20833333333333331,1.0,0.0,0.0]",0.07158034375426901,0.2270014785935002,"[0.07158034375426901,0.2270014785935002]","[0.007174383618681959,1.1596092714537236e-16,0.9928256163813179]",2
120,kec,0.2777777777777777,0.9166666666666666,0.07692307692307693,0.07692307692307693,"[0.2777777777777777,0.9166666666666666,0.07692307692307693,0.07692307692307693]",0.07035914901170266,0.31379860367198836,"[0.07035914901170266,0.31379860367198836]","[0.15391871233748106,4.656951831003227e-16,0.8460812876625184]",2
121,kemi,0.05000000000000001,0.5714285714285714,0.5,0.25,"[0.05000000000000001,0.5714285714285714,0.5,0.25]",0.38448747184735743,0.5518674031093986,"[0.38448747184735743,0.5518674031093986]","[0.9925550875779302,7.017577271106952e-16,0.007444912422069195]",0
122,Kiklop,0.10000000000000002,0.4,0.18181818181818185,0.0,"[0.10000000000000002,0.4,0.18181818181818185,0.0]",0.17591581520685973,0.16694089327119663,"[0.17591581520685973,0.16694089327119663]","[0.013203476915199939,3.723765090636604e-16,0.9867965230847997]",2
123,KlaraM,0.027777777777777773,1.0,0.25,0.0,"[0.027777777777777773,1.0,0.25,0.0]",0.34244043791175155,0.3174920767028463,"[0.34244043791175155,0.3174920767028463]","[0.06963407414266125,6.893026801908949e-17,0.9303659258573387]",2
124,Kreso,0.16666666666666666,1.0,0.16666666666666666,0.5,"[0.16666666666666666,1.0,0.16666666666666666,0.5]",0.025650694866561047,0.7343922613477945,"[0.025650694866561047,0.7343922613477945]","[0.99999999977942,2.2057976925790713e-10,2.6045296679138447e-16]",0
125,Kristijan Lopac,0.06944444444444442,0.7,0.2727272727272727,0.18181818181818182,"[0.06944444444444442,0.7,0.2727272727272727,0.18181818181818182]",0.23233602177613594,0.42660555295517055,"[0.23233602177613594,0.42660555295517055]","[0.8375461190313753,2.40944543024788e-16,0.16245388096862445]",0
126,Ksenija Sekulic,0.08333333333333333,0.4545454545454545,0.0,0.0,"[0.08333333333333333,0.4545454545454545,0.0,0.0]",0.036353493737612715,0.10238931092004203,"[0.036353493737612715,0.10238931092004203]","[0.0010673222056684646,5.621613178141532e-16,0.998932677794331]",2
127,Kskoric,0.19444444444444445,0.8888888888888888,0.0,0.0,"[0.19444444444444445,0.8888888888888888,0.0,0.0]",0.060516845385839485,0.20242538636807714,"[0.060516845385839485,0.20242538636807714]","[0.003834464923874184,1.191250174972735e-16,0.9961655350761257]",2
128,Kvasina,0.10000000000000002,1.0,0.4545454545454545,0.5454545454545454,"[0.10000000000000002,1.0,0.4545454545454545,0.5454545454545454]",0.27191871989945393,0.8885952285897494,"[0.27191871989945393,0.8885952285897494]","[0.08029925340395934,0.9197007465960405,7.020470451586842e-17]",1
129,Labura,0.08333333333333333,1.0,0.25,0.5,"[0.08333333333333333,1.0,0.25,0.5]",0.12371271001949877,0.7629400583384953,"[0.12371271001949877,0.7629400583384953]","[0.9999746350518012,2.536494819873892e-05,2.0716967932915346e-16]",0
130,Lana,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]",0.6628321960342038,0.7444638579981329,"[0.6628321960342038,0.7444638579981329]","[0.012883691701760052,0.9870892166249075,2.7091673332544498e-05]",1
131,Lea Svilicic,0.05952380952380953,0.9090909090909092,0.3333333333333333,0.08333333333333333,"[0.05952380952380953,0.9090909090909092,0.3333333333333333,0.08333333333333333]",0.3556345979445873,0.4083528918946948,"[0.3556345979445873,0.4083528918946948]","[0.2626118117613366,8.940078966767256e-17,0.7373881882386634]",2
132,Leo Mihaljevic,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]",0.6628321960342038,0.7444638579981329,"[0.6628321960342038,0.7444638579981329]","[0.012883691701760052,0.9870892166249075,2.7091673332544498e-05]",1
133,ljubica basic,0.0,1.0,0.9230769230769232,0.0,"[0.0,1.0,0.9230769230769232,0.0]",0.9177278743623464,0.5931121771799713,"[0.9177278743623464,0.5931121771799713]","[0.0007423912378422088,0.5418798752655499,0.4573777334966078]",1
134,Luc,0.018518518518518528,1.0,0.8181818181818182,0.18181818181818182,"[0.018518518518518528,1.0,0.8181818181818182,0.18181818181818182]",0.750554896747004,0.7117198079049633,"[0.750554896747004,0.7117198079049633]","[0.0050082388484873975,0.9912213500683434,0.0037704110831691196]",1
135,lucijan,0.052083333333333336,0.6666666666666666,0.4615384615384616,0.07692307692307693,"[0.052083333333333336,0.6666666666666666,0.4615384615384616,0.07692307692307693]",0.43418297328649746,0.4035353495130883,"[0.43418297328649746,0.4035353495130883]","[0.13637548671284797,6.183532881519556e-17,0.8636245132871521]",2
136,ludmilla,0.0,0.5,0.4,0.0,"[0.0,0.5,0.4,0.0]",0.4071192920675674,0.27117926725677216,"[0.4071192920675674,0.27117926725677216]","[0.13182453789472576,2.876063055862268e-16,0.868175462105274]",2
137,Luka Skocir,0.10416666666666667,1.0,0.4444444444444444,0.5555555555555556,"[0.10416666666666667,1.0,0.4444444444444444,0.5555555555555556]",0.2579839666920967,0.8936412841006809,"[0.2579839666920967,0.8936412841006809]","[0.08008443934378728,0.9199155606562126,7.158086678950836e-17]",1
138,luka.voncina,0.016666666666666663,1.0,0.8333333333333334,0.16666666666666666,"[0.016666666666666663,1.0,0.8333333333333334,0.16666666666666666]",0.7699797163089559,0.7044577144239248,"[0.7699797163089559,0.7044577144239248]","[0.003939688346978032,0.9872211545701574,0.008839157082864537]",1
139,lukaaa11,0.04166666666666666,1.0,0.3333333333333333,0.3333333333333333,"[0.04166666666666666,1.0,0.3333333333333333,0.3333333333333333]",0.27446814334203423,0.6472061076362576,"[0.27446814334203423,0.6472061076362576]","[0.9999999768368207,2.5107511412700804e-10,2.2912104208640663e-08]",0
140,Lupodimare,0.04166666666666666,0.4,0.3333333333333333,0.3333333333333333,"[0.04166666666666666,0.4,0.3333333333333333,0.3333333333333333]",0.1895332247470779,0.5197301933271963,"[0.1895332247470779,0.5197301933271963]","[0.9999065877875206,1.5581398869015655e-16,9.341221247913476e-05]",0
141,Maja Demaria,0.05555555555555556,1.0,0.6,0.4,"[0.05555555555555556,1.0,0.6,0.4]",0.46735415299390104,0.8170178036310787,"[0.46735415299390104,0.8170178036310787]","[0.051590689319061786,0.9484093106800822,8.559165791355156e-13]",1
142,Maja Grinek,0.06666666666666668,0.875,0.3333333333333333,0.4444444444444444,"[0.06666666666666668,0.875,0.3333333333333333,0.4444444444444444]",0.20391670019934194,0.7205203347081339,"[0.20391670019934194,0.7205203347081339]","[0.9999975735441632,2.426455789800487e-06,4.7003949338222116e-14]",0
143,maja laurence,0.25,0.6666666666666666,0.0,0.0,"[0.25,0.6666666666666666,0.0,0.0]",0.010398707087383857,0.15908985048192345,"[0.010398707087383857,0.15908985048192345]","[0.0010492532500317056,1.6074379583222428e-16,0.9989507467499681]",2
144,MajaM,0.13333333333333333,0.5833333333333334,0.38461538461538464,0.6153846153846154,"[0.13333333333333333,0.5833333333333334,0.38461538461538464,0.6153846153846154]",0.11495755386836282,0.835317722711124,"[0.11495755386836282,0.835317722711124]","[0.8654712650786007,0.13452873492139886,3.325481267586477e-16]",0
145,Mare_,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.9824086807543534,0.6248332038464881,"[0.9824086807543534,0.6248332038464881]","[0.00011881544729071648,0.7226656692474486,0.27721551530526073]",1
146,mare10,0.20833333333333331,0.8333333333333334,0.0,0.0,"[0.20833333333333331,0.8333333333333334,0.0,0.0]",0.04798731081122559,0.19159150239653872,"[0.04798731081122559,0.19159150239653872]","[0.0027919755599569965,1.2660854669169894e-16,0.9972080244400429]",2
147,Maria,0.0119047619047619,0.8571428571428571,0.625,0.0,"[0.0119047619047619,0.8571428571428571,0.625,0.0]",0.6428684154190533,0.44067274047335037,"[0.6428684154190533,0.44067274047335037]","[0.0625696937976802,1.1496768986046292e-16,0.9374303062023197]",2
148,Marijana,0.11111111111111112,1.0,0.42857142857142855,0.42857142857142855,"[0.11111111111111112,1.0,0.42857142857142855,0.42857142857142855]",0.29311519674486713,0.7754355793941135,"[0.29311519674486713,0.7754355793941135]","[0.8408267876629534,0.15917321233703496,1.1637355022544014e-14]",0
149,MARINO BRZAC,0.16666666666666666,0.9090909090909092,0.3333333333333333,0.6666666666666666,"[0.16666666666666666,0.9090909090909092,0.3333333333333333,0.6666666666666666]",0.08623452603900522,0.9309966919627958,"[0.08623452603900522,0.9309966919627958]","[0.056387522947125554,0.9436124770528744,7.50263802240069e-17]",1
150,Mario Bursac,0.010416666666666666,1.0,0.7777777777777778,0.1111111111111111,"[0.010416666666666666,1.0,0.7777777777777778,0.1111111111111111]",0.7475947991819802,0.6320484780862158,"[0.7475947991819802,0.6320484780862158]","[0.030723250420251078,0.5758608136650328,0.39341593591471596]",1
151,Mario91,0.2916666666666667,1.0,0.1111111111111111,0.5555555555555556,"[0.2916666666666667,1.0,0.1111111111111111,0.5555555555555556]",-0.08527959618685993,0.769270961149666,"[-0.08527959618685993,0.769270961149666]","[0.9999999998599703,1.4002898106053192e-10,6.768160176160693e-16]",0
152,Marjan Henigman,0.00833333333333334,1.0,0.9090909090909092,0.09090909090909091,"[0.00833333333333334,1.0,0.9090909090909092,0.09090909090909091]",0.8667928014346966,0.6682118764472291,"[0.8667928014346966,0.6682118764472291]","[0.0009088329089181127,0.848411109962054,0.1506800571290278]",1
153,Markisha,0.08333333333333333,1.0,0.5,0.5,"[0.08333333333333333,1.0,0.5,0.5]",0.33392533079352194,0.866033395004675,"[0.33392533079352194,0.866033395004675]","[0.0769436921413023,0.9230563078586976,6.568104671943898e-17]",1
154,Marko Dundovic,0.0972222222222222,0.9166666666666666,0.15384615384615385,0.07692307692307693,"[0.0972222222222222,0.9166666666666666,0.15384615384615385,0.07692307692307693]",0.1956874287871691,0.3329168917816715,"[0.1956874287871691,0.3329168917816715]","[0.12386303014557115,1.2692421514221536e-16,0.8761369698544287]",2
155,Marko Kralj,0.125,1.0,0.4,0.6,"[0.125,1.0,0.4,0.6]",0.19583131833287676,0.9160184278057202,"[0.19583131833287676,0.9160184278057202]","[0.07489123309604272,0.9251087669039572,7.950473645658472e-17]",1
156,Marko L,0.25,0.9090909090909092,0.0,0.0,"[0.25,0.9090909090909092,0.0,0.0]",0.04471584591362884,0.21059527040477655,"[0.04471584591362884,0.21059527040477655]","[0.004184791130687362,1.2614124664532528e-16,0.9958152088693125]",2
157,marko maticic,0.027777777777777773,0.6666666666666666,0.5,0.25,"[0.027777777777777773,0.6666666666666666,0.5,0.25]",0.4054335093740938,0.5705505689380301,"[0.4054335093740938,0.5705505689380301]","[0.9953842250488898,4.593174660755928e-13,0.004615774950650929]",0
158,Maru��aaaa,0.25,1.0,0.0,0.0,"[0.25,1.0,0.0,0.0]",0.0575847729734707,0.22990980287584645,"[0.0575847729734707,0.22990980287584645]","[0.007393442192632316,1.278571338948399e-16,0.9926065578073675]",2
159,Ma��a,0.02083333333333333,1.0,0.8,0.0,"[0.02083333333333333,1.0,0.8,0.0]",0.8072407987447356,0.5438126966547174,"[0.8072407987447356,0.5438126966547174]","[0.009879471905927018,0.0006057133288790015,0.989514814765194]",2
160,masa sarusic,0.027777777777777773,0.9090909090909092,0.75,0.25,"[0.027777777777777773,0.9090909090909092,0.75,0.25]",0.649963268974362,0.7251493255270629,"[0.649963268974362,0.7251493255270629]","[0.015141269652581914,0.9847950990477466,6.363129967143087e-05]",1
161,Mate Vitaljic,0.02083333333333333,0.7777777777777778,0.8,0.2,"[0.02083333333333333,0.7777777777777778,0.8,0.2]",0.6957566347468691,0.6732274814291104,"[0.6957566347468691,0.6732274814291104]","[0.02626957032070282,0.9596309505081064,0.01409947917119072]",1
162,Matija Osterc,0.1875,0.9166666666666666,0.2307692307692308,0.6923076923076923,"[0.1875,0.9166666666666666,0.2307692307692308,0.6923076923076923]",-0.016191768406323692,0.9144103227122717,"[-0.016191768406323692,0.9144103227122717]","[0.2138075108775933,0.7861924891224064,3.218081688962945e-16]",1
163,Matija Turkalj,0.10000000000000002,0.9,0.0,0.0,"[0.10000000000000002,0.9,0.0,0.0]",0.09381300801851852,0.1981938497412231,"[0.09381300801851852,0.1981938497412231]","[0.004719232532002161,1.1895265471973565e-16,0.9952807674679977]",2
164,Matjazzavrl,0.08333333333333333,0.8571428571428571,0.375,0.125,"[0.08333333333333333,0.8571428571428571,0.375,0.125]",0.3586466458794359,0.4529576565583705,"[0.3586466458794359,0.4529576565583705]","[0.6141746451125079,1.4501280571486334e-16,0.3858253548874919]",0
165,Mauro,0.10416666666666667,0.75,0.0,0.0,"[0.10416666666666667,0.75,0.0,0.0]",0.07117972129169964,0.16661570359219235,"[0.07117972129169964,0.16661570359219235]","[0.002502752451952533,1.6500787713194625e-16,0.9974972475480473]",2
166,MedoPiki,0.13333333333333333,1.0,0.0,0.0,"[0.13333333333333333,1.0,0.0,0.0]",0.09677237115970595,0.22176649488527697,"[0.09677237115970595,0.22176649488527697]","[0.007223825539736827,1.0494996717177173e-16,0.992776174460263]",2
167,melina lako��,0.6666666666666666,1.0,0.0,0.0,"[0.6666666666666666,1.0,0.0,0.0]",-0.08237093483451233,0.2589930456993089,"[-0.08237093483451233,0.2589930456993089]","[0.03712830517297083,1.7514586251141161e-15,0.9628716948270275]",2
168,mihaelas,0.2916666666666667,1.0,0.1111111111111111,0.4444444444444444,"[0.2916666666666667,1.0,0.1111111111111111,0.4444444444444444]",-0.04082027021992918,0.6711442464994761,"[-0.04082027021992918,0.6711442464994761]","[0.9999999999999992,3.629998899871712e-16,3.658177662554645e-16]",0
169,Miho,0.047619047619047616,0.8,0.3636363636363637,0.18181818181818182,"[0.047619047619047616,0.8,0.3636363636363637,0.18181818181818182]",0.33026380781683023,0.483816616776357,"[0.33026380781683023,0.483816616776357]","[0.9246255837750674,1.6832592641076143e-16,0.07537441622493234]",0
170,Milan Kura��,0.2777777777777777,0.9166666666666666,0.07692307692307693,0.0,"[0.2777777777777777,0.9166666666666666,0.07692307692307693,0.0]",0.10113868237342395,0.24586472429878004,"[0.10113868237342395,0.24586472429878004]","[0.012723364893694949,1.0743462510245858e-16,0.9872766351063049]",2
171,Mirela,0.13333333333333333,0.8333333333333334,0.2307692307692308,0.07692307692307693,"[0.13333333333333333,0.8333333333333334,0.2307692307692308,0.07692307692307693]",0.2364422240309627,0.3494534780610744,"[0.2364422240309627,0.3494534780610744]","[0.15389643346508255,1.0860787188665306e-16,0.8461035665349173]",2
172,Mirjana Pu��karski,0.0119047619047619,1.0,0.875,0.0,"[0.0119047619047619,1.0,0.875,0.0]",0.8733036358585423,0.5741174853083543,"[0.8733036358585423,0.5741174853083543]","[0.0030742482891780248,0.1311859620886362,0.8657397896221858]",2
173,Mirkomatic,0.0972222222222222,0.9166666666666666,0.2307692307692308,0.3076923076923077,"[0.0972222222222222,0.9166666666666666,0.2307692307692308,0.3076923076923077]",0.16802963509401242,0.5684395565678133,"[0.16802963509401242,0.5684395565678133]","[0.9999995829401126,1.337760735893176e-16,4.170598872484287e-07]",0
174,miroc,0.4166666666666667,0.8,0.16666666666666666,0.8333333333333334,"[0.4166666666666667,0.8,0.16666666666666666,0.8333333333333334]",-0.22001234725067315,1.0037303795560875,"[-0.22001234725067315,1.0037303795560875]","[0.016237276149640417,0.9837627238503591,4.477310337744069e-16]",1
175,Mi��o,0.027777777777777773,1.0,0.75,0.0,"[0.027777777777777773,1.0,0.75,0.0]",0.762865679459798,0.5236787500352058,"[0.762865679459798,0.5236787500352058]","[0.017711354996882322,3.09780200615562e-06,0.9822855472011115]",2
176,MojcaDamijan,0.037037037037037035,1.0,0.6153846153846154,0.3076923076923077,"[0.037037037037037035,1.0,0.6153846153846154,0.3076923076923077]",0.5234460079867229,0.7405487651466005,"[0.5234460079867229,0.7405487651466005]","[0.08792017965773155,0.9120796601764072,1.6016586135455865e-07]",1
177,Nata��a,0.013888888888888895,1.0,0.7142857142857143,0.0,"[0.013888888888888895,1.0,0.7142857142857143,0.0]",0.7375004953237752,0.5079816890840172,"[0.7375004953237752,0.5079816890840172]","[0.02422458978524765,4.036222626845523e-08,0.9757753698525261]",2
178,Nejc Kodric,0.1875,1.0,0.15384615384615385,0.6153846153846154,"[0.1875,1.0,0.15384615384615385,0.6153846153846154]",-0.03829652496508787,0.8324604047710273,"[-0.03829652496508787,0.8324604047710273]","[0.999701531059371,0.00029846894062828493,7.13659932705346e-16]",0
179,Nejc Likar,0.08333333333333333,1.0,0.25,0.0,"[0.08333333333333333,1.0,0.25,0.0]",0.32377967687068715,0.32136984241264127,"[0.32377967687068715,0.32136984241264127]","[0.06971112416902199,6.4993830122185e-17,0.9302888758309779]",2
180,nenad,0.0,1.0,0.8571428571428571,0.0,"[0.0,1.0,0.8571428571428571,0.0]",0.8622871831691972,0.5659227257515282,"[0.8622871831691972,0.5659227257515282]","[0.004137092360298724,0.05420201667347553,0.9416608909662257]",2
181,NenadS,0.11666666666666665,1.0,0.25,0.5,"[0.11666666666666665,1.0,0.25,0.5]",0.11251625339486013,0.7652667177643723,"[0.11251625339486013,0.7652667177643723]","[0.9999800459027438,1.9954097256004976e-05,2.1568819573449497e-16]",0
182,Neven,0.025000000000000005,0.9166666666666666,0.6923076923076923,0.23076923076923078,"[0.025000000000000005,0.9166666666666666,0.6923076923076923,0.23076923076923078]",0.6111529961611601,0.6857907417709727,"[0.6111529961611601,0.6857907417709727]","[0.1422317246005702,0.8564581812018172,0.0013100941976126204]",1
183,Niko Vukusic,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]",0.6628321960342038,0.7444638579981329,"[0.6628321960342038,0.7444638579981329]","[0.012883691701760052,0.9870892166249075,2.7091673332544498e-05]",1
184,niko.mihovilovic,0.007575757575757569,0.9090909090909092,0.4166666666666667,0.08333333333333333,"[0.007575757575757569,0.9090909090909092,0.4166666666666667,0.08333333333333333]",0.4431544948470536,0.4390913747084616,"[0.4431544948470536,0.4390913747084616]","[0.22310381092401446,7.928512241906363e-17,0.7768961890759855]",2
185,Nikola Bar��ic,0.20833333333333331,0.0,0.0,0.0,"(4,[0],[0.20833333333333331])",-0.06997785390399151,0.014541621411731218,"[-0.06997785390399151,0.014541621411731218]","[0.00010332101463692447,3.6001911394195006e-15,0.9998966789853595]",2
186,Nikoleta,0.03571428571428572,1.0,0.7,0.3,"[0.03571428571428572,1.0,0.7,0.3]",0.5981171521884139,0.7685561787874529,"[0.5981171521884139,0.7685561787874529]","[0.02273114636081759,0.9772686223781041,2.3126107824967375e-07]",1
187,nikonikokaoja,0.0,0.6666666666666666,0.25,0.0,"[0.0,0.6666666666666666,0.25,0.0]",0.3045847525461969,0.24473324145402578,"[0.3045847525461969,0.24473324145402578]","[0.05343436170670234,1.7729996588471934e-16,0.9465656382932975]",2
188,Oaky,0.02380952380952382,1.0,0.7777777777777778,0.2222222222222222,"[0.02380952380952382,1.0,0.7777777777777778,0.2222222222222222]",0.6986368968926501,0.7311100112557312,"[0.6986368968926501,0.7311100112557312]","[0.008983201707389558,0.9907655816624976,0.0002512166301127351]",1
189,Ojiga,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]",0.6628321960342038,0.7444638579981329,"[0.6628321960342038,0.7444638579981329]","[0.012883691701760052,0.9870892166249075,2.7091673332544498e-05]",1
190,Pavle,0.015151515151515155,1.0,0.8461538461538461,0.15384615384615385,"[0.015151515151515155,1.0,0.8461538461538461,0.15384615384615385]",0.7863987027811518,0.6983164817261788,"[0.7863987027811518,0.6983164817261788]","[0.0031801963984665164,0.9798997256456555,0.01692007795587793]",1
191,pedro,0.75,1.0,0.2,0.8,"[0.75,1.0,0.2,0.8]",-0.2622991267387918,1.0537967090783116,"[-0.2622991267387918,1.0537967090783116]","[0.0029152739360119376,0.9970847260639878,2.9799521856074816e-16]",1
192,peri,0.006944444444444438,0.75,0.7692307692307693,0.0,"[0.006944444444444438,0.75,0.7692307692307693,0.0]",0.7506441170336339,0.4770398802652197,"[0.7506441170336339,0.4770398802652197]","[0.030373853757308306,3.3441399539066613e-10,0.9696261459082778]",2
193,Pero,0.16666666666666666,1.0,0.1111111111111111,0.1111111111111111,"[0.16666666666666666,1.0,0.1111111111111111,0.1111111111111111]",0.134544420023258,0.36803912970186803,"[0.134544420023258,0.36803912970186803]","[0.562805980376816,4.692401985369446e-16,0.43719401962318366]",0
194,Petar,0.05952380952380953,1.0,0.4166666666666667,0.16666666666666666,"[0.05952380952380953,1.0,0.4166666666666667,0.16666666666666666]",0.40522990412057225,0.5356269059088004,"[0.40522990412057225,0.5356269059088004]","[0.9644420974042806,2.344765786479692e-16,0.035557902595719164]",0
195,PeterKogej,0.14583333333333334,0.8,0.18181818181818185,0.2727272727272727,"[0.14583333333333334,0.8,0.18181818181818185,0.2727272727272727]",0.10801652994700124,0.49598047426858727,"[0.10801652994700124,0.49598047426858727]","[0.9999621950193549,2.485784709250615e-16,3.7804980644829296e-05]",0
196,PetraP,0.05555555555555556,1.0,0.6,0.4,"[0.05555555555555556,1.0,0.6,0.4]",0.46735415299390104,0.8170178036310787,"[0.46735415299390104,0.8170178036310787]","[0.051590689319061786,0.9484093106800822,8.559165791355156e-13]",1
197,Pina,0.006944444444444438,1.0,0.9230769230769232,0.07692307692307693,"[0.006944444444444438,1.0,0.9230769230769232,0.07692307692307693]",0.884615745870492,0.661530777266904,"[0.884615745870492,0.661530777266904]","[0.0006586631914263365,0.8033568022980387,0.19598453451053482]",1
198,Pino,0.16666666666666666,1.0,0.2222222222222222,0.1111111111111111,"[0.16666666666666666,1.0,0.2222222222222222,0.1111111111111111]",0.2279722514783794,0.41385839044239237,"[0.2279722514783794,0.41385839044239237]","[0.7430967877768612,2.454845869265585e-16,0.2569032122231386]",0
199,Pirko,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666]",0.1590286727673533,0.4400121173972251,"[0.1590286727673533,0.4400121173972251]","[0.9840619430415372,3.111272019132852e-16,0.015938056958462496]",0
200,Pjerino,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.9824086807543534,0.6248332038464881,"[0.9824086807543534,0.6248332038464881]","[0.00011881544729071648,0.7226656692474486,0.27721551530526073]",1
201,Pjero,0.010416666666666666,1.0,0.5555555555555556,0.1111111111111111,"[0.010416666666666666,1.0,0.5555555555555556,0.1111111111111111]",0.5607391362717373,0.5404099566051671,"[0.5607391362717373,0.5404099566051671]","[0.3792823657502684,1.8086379284391034e-10,0.6207176340688678]",2
