,users,intensityNormalized,order,freq,pcaInput,_1,_2,features,prediction
21,ane,0.5833333333333334,1.0,0.125,"[0.5833333333333334,1.0,0.125]",0.11179018855120054,1.0445867108008449,"[0.11179018855120054,1.0445867108008449]",1
22,Anela,0.08333333333333333,0.6666666666666666,0.25,"[0.08333333333333333,0.6666666666666666,0.25]",0.32711999392167235,0.62917121524764,"[0.32711999392167235,0.62917121524764]",0
23,Ankica,0.375,1.0,0.09090909090909093,"[0.375,1.0,0.09090909090909093]",0.14662480109967616,1.0198368790611245,"[0.14662480109967616,1.0198368790611245]",1
24,Annie,0.0,1.0,1.0,"[0.0,1.0,1.0]",1.1118607440186141,0.8367950825621171,"[1.1118607440186141,0.8367950825621171]",3
25,ante vrataric,0.08333333333333333,1.0,0.3333333333333333,"[0.08333333333333333,1.0,0.3333333333333333]",0.4652374306012142,0.9437800310519355,"[0.4652374306012142,0.9437800310519355]",1
26,anton jane��,0.10000000000000002,1.0,0.3636363636363637,"[0.10000000000000002,1.0,0.3636363636363637]",0.48809642624064087,0.9418247229642767,"[0.48809642624064087,0.9418247229642767]",1
27,Anze-G,0.25,1.0,0.25,"[0.25,1.0,0.25]",0.3345048603997284,0.9793643199469566,"[0.3345048603997284,0.9793643199469566]",1
28,Anzze99,0.04166666666666666,0.875,0.6666666666666666,"[0.04166666666666666,0.875,0.6666666666666666]",0.7658178999709186,0.7678496106783002,"[0.7658178999709186,0.7678496106783002]",2
29,Apsirtgirl,0.033333333333333326,1.0,0.7142857142857143,"[0.033333333333333326,1.0,0.7142857142857143]",0.8354969187410513,0.8823073188431433,"[0.8354969187410513,0.8823073188431433]",3
30,benjamin,0.4166666666666667,1.0,0.16666666666666666,"[0.4166666666666667,1.0,0.16666666666666666]",0.20377229019824256,1.014948608841978,"[0.20377229019824256,1.014948608841978]",1
31,blaz02,0.4166666666666667,1.0,0.16666666666666666,"[0.4166666666666667,1.0,0.16666666666666666]",0.20377229019824256,1.014948608841978,"[0.20377229019824256,1.014948608841978]",1
32,Bojan1825,0.04166666666666666,1.0,0.6666666666666666,"[0.04166666666666666,1.0,0.6666666666666666]",0.7885490873099141,0.8902875568070263,"[0.7885490873099141,0.8902875568070263]",3
33,BORIS MREVLJE,0.25,1.0,0.0,"[0.25,1.0,0.0]",0.10200204907306562,1.0150414415638798,"[0.10200204907306562,1.0150414415638798]",1
34,Bo��tjan M.,0.013888888888888895,1.0,0.7142857142857143,"[0.013888888888888895,1.0,0.7142857142857143]",0.8417072759351878,0.8795432620904934,"[0.8417072759351878,0.8795432620904934]",3
35,BostjanH,0.1875,0.9166666666666666,0.0,"[0.1875,0.9166666666666666,0.0]",0.10680978659012638,0.9245316760112114,"[0.10680978659012638,0.9245316760112114]",1
36,Bo��tjanK,0.006944444444444438,1.0,0.6153846153846154,"[0.006944444444444438,1.0,0.6153846153846154]",0.7519461264961721,0.8926701250987145,"[0.7519461264961721,0.8926701250987145]",2
37,Branklo,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0.870485993843185,0.8764208566828258,"[0.870485993843185,0.8764208566828258]",3
38,BrunoB,0.02380952380952382,0.875,0.6666666666666666,"[0.02380952380952382,0.875,0.6666666666666666]",0.77152128923084,0.7653111912115809,"[0.77152128923084,0.7653111912115809]",2
39,Buda,0.16666666666666666,0.4,0.3333333333333333,"[0.16666666666666666,0.4,0.3333333333333333]",0.32951191482773734,0.36792384714540644,"[0.32951191482773734,0.36792384714540644]",0
40,Buki,0.0,1.0,0.8,"[0.0,1.0,0.8]",0.9258584949572839,0.8653367798556556,"[0.9258584949572839,0.8653367798556556]",3
41,chibu79,0.007575757575757569,1.0,0.9166666666666666,"[0.007575757575757569,1.0,0.9166666666666666]",1.0319401872236993,0.84976436166273,"[1.0319401872236993,0.84976436166273]",3
42,Cromiza,0.14583333333333334,0.8,0.2727272727272727,"[0.14583333333333334,0.8,0.2727272727272727]",0.3525413505517245,0.7654127845593512,"[0.3525413505517245,0.7654127845593512]",1
43,cvjetko,0.027777777777777773,1.0,0.6666666666666666,"[0.027777777777777773,1.0,0.6666666666666666]",0.7929850567342973,0.8883132305551334,"[0.7929850567342973,0.8883132305551334]",3
44,Dalka,0.0119047619047619,0.5714285714285714,0.5,"[0.0119047619047619,0.5714285714285714,0.5]",0.5651173624106902,0.4900543615705244,"[0.5651173624106902,0.4900543615705244]",2
45,Damir Mulalic,0.16666666666666666,1.0,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666]",0.2836197398371399,0.9794107363079075,"[0.2836197398371399,0.9794107363079075]",1
46,damir.juretic,0.0,1.0,1.0,"[0.0,1.0,1.0]",1.1118607440186141,0.8367950825621171,"[1.1118607440186141,0.8367950825621171]",3
47,Danilo4783,0.2222222222222222,1.0,0.09090909090909093,"[0.2222222222222222,1.0,0.09090909090909093]",0.1954204647678912,0.998119290290304,"[0.1954204647678912,0.998119290290304]",1
48,Dario,0.16666666666666666,1.0,0.2222222222222222,"[0.16666666666666666,1.0,0.2222222222222222]",0.33528703124306497,0.9714824870597024,"[0.33528703124306497,0.9714824870597024]",1
49,DarioR,0.11111111111111112,1.0,0.14285714285714285,"[0.11111111111111112,1.0,0.14285714285714285]",0.279220492646419,0.9749112524067102,"[0.279220492646419,0.9749112524067102]",1
50,Darko Babic,0.025000000000000005,1.0,0.6923076923076923,"[0.025000000000000005,1.0,0.6923076923076923]",0.817718692806524,0.8842591733440449,"[0.817718692806524,0.8842591733440449]",3
51,Dejan Adamic,0.025000000000000005,0.5833333333333334,0.6153846153846154,"[0.025000000000000005,0.5833333333333334,0.6153846153846154]",0.6704087417811561,0.4871102621304211,"[0.6704087417811561,0.4871102621304211]",2
52,DejanJ,0.006944444444444438,0.9166666666666666,0.8461538461538461,"[0.006944444444444438,0.9166666666666666,0.8461538461538461]",0.9514099812896588,0.778112100033173,"[0.9514099812896588,0.778112100033173]",3
53,delimir,0.2222222222222222,0.8,0.0,"[0.2222222222222222,0.8,0.0]",0.07450408817943942,0.8151920752541324,"[0.07450408817943942,0.8151920752541324]",1
54,demirel,0.25,0.6666666666666666,0.25,"[0.25,0.6666666666666666,0.25]",0.2738883608290741,0.6528631302703534,"[0.2738883608290741,0.6528631302703534]",0
55,Deni Oreb,0.8333333333333334,1.0,0.09090909090909093,"[0.8333333333333334,1.0,0.09090909090909093]",0.0002378100950310158,1.0849896453735863,"[0.0002378100950310158,1.0849896453735863]",1
56,Dimen,0.05555555555555556,0.75,0.4,"[0.05555555555555556,0.75,0.4]",0.4906477444590999,0.6854415871928513,"[0.4906477444590999,0.6854415871928513]",0
57,dkervina,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]",0.6202393048189894,0.91999528330732,"[0.6202393048189894,0.91999528330732]",2
58,dmeic,0.13333333333333333,0.8333333333333334,0.3076923076923077,"[0.13333333333333333,0.8333333333333334,0.3076923076923077]",0.3951132487007576,0.791296202681158,"[0.3951132487007576,0.791296202681158]",1
59,Domen S,0.0,1.0,0.9166666666666666,"[0.0,1.0,0.9166666666666666]",1.0343598069097264,0.8486874564344248,"[1.0343598069097264,0.8486874564344248]",3
60,Dorsi,0.125,1.0,0.4,"[0.125,1.0,0.4]",0.5139302720151747,0.9401891107097676,"[0.5139302720151747,0.9401891107097676]",1
61,dragana,0.11111111111111112,0.5,0.42857142857142855,"[0.11111111111111112,0.5,0.42857142857142855]",0.45401324194948073,0.44438561461532167,"[0.45401324194948073,0.44438561461532167]",0
62,Dra��en,0.04166666666666666,0.875,0.5555555555555556,"[0.04166666666666666,0.875,0.5555555555555556]",0.6624833171590687,0.7837061091747104,"[0.6624833171590687,0.7837061091747104]",2
63,drejc,0.03125,0.7,0.18181818181818185,"[0.03125,0.7,0.18181818181818185]",0.2864066715856303,0.664147734848045,"[0.2864066715856303,0.664147734848045]",0
64,Du��i,0.13888888888888887,1.0,0.125,"[0.13888888888888887,1.0,0.125]",0.2537412101314625,0.9814082707402759,"[0.2537412101314625,0.9814082707402759]",1
65,Edvard,0.010416666666666666,1.0,0.7777777777777778,"[0.010416666666666666,1.0,0.7777777777777778]",0.9018646013266265,0.8699888242438572,"[0.9018646013266265,0.8699888242438572]",3
66,Efa i Neno,0.052083333333333336,0.75,0.38461538461538464,"[0.052083333333333336,0.75,0.38461538461538464]",0.4774488715027857,0.6871435208063043,"[0.4774488715027857,0.6871435208063043]",0
67,Elena Nikolovska,0.25,1.0,0.125,"[0.25,1.0,0.125]",0.218253454736397,0.9972028807554182,"[0.218253454736397,0.9972028807554182]",1
68,Ferijan Perkovic,0.04166666666666666,0.875,0.5555555555555556,"[0.04166666666666666,0.875,0.5555555555555556]",0.6624833171590687,0.7837061091747104,"[0.6624833171590687,0.7837061091747104]",2
69,filip mestrovic,0.033333333333333326,1.0,0.7142857142857143,"[0.033333333333333326,1.0,0.7142857142857143]",0.8354969187410513,0.8823073188431433,"[0.8354969187410513,0.8823073188431433]",3
70,Gasper,0.0625,0.6666666666666666,0.42857142857142855,"[0.0625,0.6666666666666666,0.42857142857142855]",0.499847384720149,0.6007260675719985,"[0.499847384720149,0.6007260675719985]",0
71,gcampa,0.04166666666666666,1.0,0.4166666666666667,"[0.04166666666666666,1.0,0.4166666666666667]",0.5560462759832514,0.9259646784239495,"[0.5560462759832514,0.9259646784239495]",2
72,GITA MARINKOVIC,0.25,0.6666666666666666,0.25,"[0.25,0.6666666666666666,0.25]",0.2738883608290741,0.6528631302703534,"[0.2738883608290741,0.6528631302703534]",0
73,Goran Cacic,0.08333333333333333,1.0,0.08333333333333333,"[0.08333333333333333,1.0,0.08333333333333333]",0.23273461927455144,0.9794571526688587,"[0.23273461927455144,0.9794571526688587]",1
74,Goran ��urica,0.0972222222222222,0.9166666666666666,0.3076923076923077,"[0.0972222222222222,0.9166666666666666,0.3076923076923077]",0.4218008940968174,0.8677882518453875,"[0.4218008940968174,0.8677882518453875]",1
75,Gordan,0.1875,0.9166666666666666,0.07692307692307693,"[0.1875,0.9166666666666666,0.07692307692307693]",0.17834911315217647,0.9135541001290812,"[0.17834911315217647,0.9135541001290812]",1
76,Gordana Genc,0.010416666666666666,1.0,0.8888888888888888,"[0.010416666666666666,1.0,0.8888888888888888]",1.0051991841384766,0.8541323257474469,"[1.0051991841384766,0.8541323257474469]",3
77,gpet,0.016666666666666663,0.9090909090909092,0.8333333333333334,"[0.016666666666666663,0.9090909090909092,0.8333333333333334]",0.9350039338814007,0.7739032428062939,"[0.9350039338814007,0.7739032428062939]",3
78,Gregor Primc,0.016666666666666663,1.0,0.4166666666666667,"[0.016666666666666663,1.0,0.4166666666666667]",0.5640310209471411,0.9224108911705424,"[0.5640310209471411,0.9224108911705424]",2
79,greta,0.0625,0.6666666666666666,0.2857142857142857,"[0.0625,0.6666666666666666,0.2857142857142857]",0.3669886353906274,0.6211129942102404,"[0.3669886353906274,0.6211129942102404]",0
80,Grozdana Sirotic,0.027777777777777773,1.0,0.5,"[0.027777777777777773,1.0,0.5]",0.6379831825165222,0.9120979782997489,"[0.6379831825165222,0.9120979782997489]",2
81,Grup amor,0.04166666666666666,0.875,0.1111111111111111,"[0.04166666666666666,0.875,0.1111111111111111]",0.24914498591166814,0.8471321031603516,"[0.24914498591166814,0.8471321031603516]",1
82,HanaP,0.05555555555555556,1.0,0.0,"[0.05555555555555556,1.0,0.0]",0.16410562101443021,0.9874008740373809,"[0.16410562101443021,0.9874008740373809]",1
83,Hrvoje Juvancic,0.06666666666666668,1.0,0.5555555555555556,"[0.06666666666666668,1.0,0.5555555555555556]",0.6772297595341743,0.9096978425568436,"[0.6772297595341743,0.9096978425568436]",2
84,Igor ��utic,0.006944444444444438,1.0,0.8461538461538461,"[0.006944444444444438,1.0,0.8461538461538461]",0.9665641061823224,0.8597373974523238,"[0.9665641061823224,0.8597373974523238]",3
85,Igor ��afran,0.006944444444444438,0.75,0.7692307692307693,"[0.006944444444444438,0.75,0.7692307692307693]",0.8495624049422815,0.6258390810770016,"[0.8495624049422815,0.6258390810770016]",3
86,Igor29,0.16666666666666666,1.0,0.3333333333333333,"[0.16666666666666666,1.0,0.3333333333333333]",0.43862161405491507,0.9556259885632921,"[0.43862161405491507,0.9556259885632921]",1
87,IgorGancevic,0.13888888888888887,0.8571428571428571,0.125,"[0.13888888888888887,0.8571428571428571,0.125]",0.2277627103154678,0.8414791894503031,"[0.2277627103154678,0.8414791894503031]",1
88,igorr,0.16666666666666666,1.0,0.2222222222222222,"[0.16666666666666666,1.0,0.2222222222222222]",0.33528703124306497,0.9714824870597024,"[0.33528703124306497,0.9714824870597024]",1
89,iivana,0.0625,0.8333333333333334,0.2857142857142857,"[0.0625,0.8333333333333334,0.2857142857142857]",0.39729688517595463,0.784363589048542,"[0.39729688517595463,0.784363589048542]",1
90,Ina,0.0,1.0,0.9,"[0.0,1.0,0.9]",1.018859619487949,0.8510659312088863,"[1.018859619487949,0.8510659312088863]",3
91,Ines,0.5833333333333334,1.0,0.125,"[0.5833333333333334,1.0,0.125]",0.11179018855120054,1.0445867108008449,"[0.11179018855120054,1.0445867108008449]",1
92,Ivan Odrljin,0.015151515151515155,0.9166666666666666,0.6923076923076923,"[0.015151515151515155,0.9166666666666666,0.6923076923076923]",0.8057100735056958,0.8012338991280974,"[0.8057100735056958,0.8012338991280974]",3
93,Ivana PR,0.0,1.0,1.0,"[0.0,1.0,1.0]",1.1118607440186141,0.8367950825621171,"[1.1118607440186141,0.8367950825621171]",3
94,IvanV,0.16666666666666666,0.8,0.3333333333333333,"[0.16666666666666666,0.8,0.3333333333333333]",0.4022517143125225,0.7597252747573304,"[0.4022517143125225,0.7597252747573304]",1
95,Ivica Komljenovic,0.4583333333333333,0.9166666666666666,0.15384615384615385,"[0.4583333333333333,0.9166666666666666,0.15384615384615385]",0.16338703593875445,0.9410758861588603,"[0.16338703593875445,0.9410758861588603]",1
96,Iztok3,0.125,1.0,0.2,"[0.125,1.0,0.2]",0.3279280229538445,0.9687308080033062,"[0.3279280229538445,0.9687308080033062]",1
97,jadralec Jaro,0.0119047619047619,0.7142857142857143,0.625,"[0.0119047619047619,0.7142857142857143,0.625]",0.7073472678900163,0.6121448820520357,"[0.7073472678900163,0.6121448820520357]",2
98,Jadran,0.016666666666666663,1.0,0.8333333333333334,"[0.016666666666666663,1.0,0.8333333333333334]",0.9515357064915791,0.8629490218090038,"[0.9515357064915791,0.8629490218090038]",3
99,Janez  stupica,0.027777777777777773,0.8571428571428571,0.625,"[0.027777777777777773,0.8571428571428571,0.625]",0.7282560883638588,0.7543303362013145,"[0.7282560883638588,0.7543303362013145]",2
100,Jani Pristavec,0.006944444444444438,1.0,0.6923076923076923,"[0.006944444444444438,1.0,0.6923076923076923]",0.8234854530582222,0.8816925492165842,"[0.8234854530582222,0.8816925492165842]",3
101,Jaro��,0.016666666666666663,0.8,0.5,"[0.016666666666666663,0.8,0.5]",0.6051620583136361,0.7146178034922729,"[0.6051620583136361,0.7146178034922729]",2
102,Jasminka,0.033333333333333326,0.8333333333333334,0.5714285714285714,"[0.033333333333333326,0.8333333333333334,0.5714285714285714]",0.6723299196262025,0.7394436506430835,"[0.6723299196262025,0.7394436506430835]",2
103,jelena,0.00833333333333334,1.0,0.9090909090909092,"[0.00833333333333334,1.0,0.9090909090909092]",1.0246526855179252,0.850953177083043,"[1.0246526855179252,0.850953177083043]",3
104,Jelena-Marija,0.14583333333333334,0.8,0.2727272727272727,"[0.14583333333333334,0.8,0.2727272727272727]",0.3525413505517245,0.7654127845593512,"[0.3525413505517245,0.7654127845593512]",1
105,Jelena Cutura,0.02083333333333333,1.0,0.6,"[0.02083333333333333,1.0,0.6]",0.7332022917593789,0.8968399665270332,"[0.7332022917593789,0.8968399665270332]",2
106,jerko,0.08333333333333333,0.9090909090909092,0.5,"[0.08333333333333333,0.9090909090909092,0.5]",0.603707532208811,0.8309495043046101,"[0.603707532208811,0.8309495043046101]",2
107,Jerko. Marinkovic,0.04166666666666666,0.9090909090909092,0.6666666666666666,"[0.04166666666666666,0.9090909090909092,0.6666666666666666]",0.7720173146997357,0.8012417778043164,"[0.7720173146997357,0.8012417778043164]",2
108,Josip Rabanasic,0.0625,0.8333333333333334,0.42857142857142855,"[0.0625,0.8333333333333334,0.42857142857142855]",0.5301556345054762,0.7639766624103002,"[0.5301556345054762,0.7639766624103002]",1
109,josko52@gmail.com,0.20833333333333331,0.8333333333333334,0.14285714285714285,"[0.20833333333333331,0.8333333333333334,0.14285714285714285]",0.21786045689040962,0.825480941331658,"[0.21786045689040962,0.825480941331658]",1
110,JOZE,0.125,0.5,0.0,"[0.125,0.5,0.0]",0.05100102453653281,0.5075207207819399,"[0.05100102453653281,0.5075207207819399]",0
111,Jo��ko,0.02083333333333333,0.8888888888888888,0.6,"[0.02083333333333333,0.8888888888888888,0.6]",0.7129967919024941,0.7880062366348322,"[0.7129967919024941,0.7880062366348322]",2
112,Jure Gros,0.0972222222222222,1.0,0.3076923076923077,"[0.0972222222222222,1.0,0.3076923076923077]",0.436955018989481,0.9494135492645384,"[0.436955018989481,0.9494135492645384]",1
113,jure111,0.4166666666666667,1.0,0.16666666666666666,"[0.4166666666666667,1.0,0.16666666666666666]",0.20377229019824256,1.014948608841978,"[0.20377229019824256,1.014948608841978]",1
114,jurebizjak,0.027777777777777773,1.0,0.5,"[0.027777777777777773,1.0,0.5]",0.6379831825165222,0.9120979782997489,"[0.6379831825165222,0.9120979782997489]",2
115,kapitan72,0.06666666666666668,0.625,0.5555555555555556,"[0.06666666666666668,0.625,0.5555555555555556]",0.6090361975171882,0.5423840041706649,"[0.6090361975171882,0.5423840041706649]",2
116,Karla,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]",0.6202393048189894,0.91999528330732,"[0.6202393048189894,0.91999528330732]",2
117,Karmen Hrvatic,0.06944444444444442,1.0,0.5454545454545454,"[0.06944444444444442,1.0,0.5454545454545454]",0.6669485126664021,0.9115342076705322,"[0.6669485126664021,0.9115342076705322]",2
118,Katarina ��edlbauer,0.20833333333333331,1.0,0.0,"[0.20833333333333331,1.0,0.0]",0.11530995734621519,1.0091184628082015,"[0.11530995734621519,1.0091184628082015]",1
119,kec,0.2777777777777777,0.9166666666666666,0.07692307692307693,"[0.2777777777777777,0.9166666666666666,0.07692307692307693]",0.14951531189368578,0.9263872207663844,"[0.14951531189368578,0.9263872207663844]",1
120,kemi,0.05000000000000001,0.5714285714285714,0.5,"[0.05000000000000001,0.5714285714285714,0.5]",0.5529501319895249,0.4954696564328589,"[0.5529501319895249,0.4954696564328589]",2
121,Kiklop,0.10000000000000002,0.4,0.18181818181818185,"[0.10000000000000002,0.4,0.18181818181818185]",0.20989377332134465,0.38006957908597144,"[0.20989377332134465,0.38006957908597144]",0
122,KlaraM,0.027777777777777773,1.0,0.25,"[0.027777777777777773,1.0,0.25]",0.40548037118985936,0.9477750999166721,"[0.40548037118985936,0.9477750999166721]",1
123,Kreso,0.16666666666666666,1.0,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666]",0.2836197398371399,0.9794107363079075,"[0.2836197398371399,0.9794107363079075]",1
124,Kristijan Lopac,0.06944444444444442,0.7,0.2727272727272727,"[0.06944444444444442,0.7,0.2727272727272727]",0.3587542325146357,0.6566036332709598,"[0.3587542325146357,0.6566036332709598]",0
125,Ksenija Sekulic,0.08333333333333333,0.4545454545454545,0.0,"[0.08333333333333333,0.4545454545454545,0.0]",0.05604304650459314,0.4570748525249065,"[0.05604304650459314,0.4570748525249065]",0
126,Kskoric,0.19444444444444445,0.8888888888888888,0.0,"[0.19444444444444445,0.8888888888888888,0.0]",0.09954042691371359,0.8983104066641076,"[0.09954042691371359,0.8983104066641076]",1
127,Kvasina,0.10000000000000002,1.0,0.4545454545454545,"[0.10000000000000002,1.0,0.4545454545454545]",0.5726429030867,0.9288512241944865,"[0.5726429030867,0.9288512241944865]",2
128,Labura,0.08333333333333333,1.0,0.25,"[0.08333333333333333,1.0,0.25]",0.38773649349232664,0.9556724049242432,"[0.38773649349232664,0.9556724049242432]",1
129,Lana,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0.870485993843185,0.8764208566828258,"[0.870485993843185,0.8764208566828258]",3
130,Lea Svilicic,0.05952380952380953,0.9090909090909092,0.3333333333333333,"[0.05952380952380953,0.9090909090909092,0.3333333333333333]",0.4563101770042641,0.8513496927602666,"[0.4563101770042641,0.8513496927602666]",1
131,Leo Mihaljevic,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0.870485993843185,0.8764208566828258,"[0.870485993843185,0.8764208566828258]",3
132,ljubica basic,0.0,1.0,0.9230769230769232,"[0.0,1.0,0.9230769230769232]",1.040321417456564,0.8477726584442472,"[1.040321417456564,0.8477726584442472]",3
133,Luc,0.018518518518518528,1.0,0.8181818181818182,"[0.018518518518518528,1.0,0.8181818181818182]",0.9368531644273183,0.8653745151042213,"[0.9368531644273183,0.8653745151042213]",3
134,lucijan,0.052083333333333336,0.6666666666666666,0.4615384615384616,"[0.052083333333333336,0.6666666666666666,0.4615384615384616]",0.5338340731721722,0.5945406475050232,"[0.5338340731721722,0.5945406475050232]",0
135,ludmilla,0.0,0.5,0.4,"[0.0,0.5,0.4]",0.46292924747864195,0.4326683899278278,"[0.46292924747864195,0.4326683899278278]",0
136,Luka Skocir,0.10416666666666667,1.0,0.4444444444444444,"[0.10416666666666667,1.0,0.4444444444444444]",0.5619180592764895,0.9308850219333644,"[0.5619180592764895,0.9308850219333644]",2
137,luka.voncina,0.016666666666666663,1.0,0.8333333333333334,"[0.016666666666666663,1.0,0.8333333333333334]",0.9515357064915791,0.8629490218090038,"[0.9515357064915791,0.8629490218090038]",3
138,lukaaa11,0.04166666666666666,1.0,0.3333333333333333,"[0.04166666666666666,1.0,0.3333333333333333]",0.47854533887436373,0.9378570522962573,"[0.47854533887436373,0.9378570522962573]",1
139,Lupodimare,0.04166666666666666,0.4,0.3333333333333333,"[0.04166666666666666,0.4,0.3333333333333333]",0.36943563964718595,0.35015491087837136,"[0.36943563964718595,0.35015491087837136]",0
140,Maja Demaria,0.05555555555555556,1.0,0.6,"[0.05555555555555556,1.0,0.6]",0.722112368198421,0.9017757821567652,"[0.722112368198421,0.9017757821567652]",2
141,Maja Grinek,0.06666666666666668,0.875,0.3333333333333333,"[0.06666666666666668,0.875,0.3333333333333333]",0.4478294065714786,0.8189728934209379,"[0.4478294065714786,0.8189728934209379]",1
142,maja laurence,0.25,0.6666666666666666,0.0,"[0.25,0.6666666666666666,0.0]",0.0413855495024113,0.6885402518872765,"[0.0413855495024113,0.6885402518872765]",0
143,MajaM,0.13333333333333333,0.5833333333333334,0.38461538461538464,"[0.13333333333333333,0.5833333333333334,0.38461538461538464]",0.42119020058481693,0.5354427345415754,"[0.42119020058481693,0.5354427345415754]",0
144,Mare_,0.0,1.0,1.0,"[0.0,1.0,1.0]",1.1118607440186141,0.8367950825621171,"[1.1118607440186141,0.8367950825621171]",3
145,mare10,0.20833333333333331,0.8333333333333334,0.0,"[0.20833333333333331,0.8333333333333334,0.0]",0.08500170756088804,0.8458678679698998,"[0.08500170756088804,0.8458678679698998]",1
146,Maria,0.0119047619047619,0.8571428571428571,0.625,"[0.0119047619047619,0.8571428571428571,0.625]",0.733325767706011,0.7520739633420085,"[0.733325767706011,0.7520739633420085]",2
147,Marijana,0.11111111111111112,1.0,0.42857142857142855,"[0.11111111111111112,1.0,0.42857142857142855]",0.5449379913054622,0.9341373991302265,"[0.5449379913054622,0.9341373991302265]",1
148,MARINO BRZAC,0.16666666666666666,0.9090909090909092,0.3333333333333333,"[0.16666666666666666,0.9090909090909092,0.3333333333333333]",0.42208984144473666,0.8665802095605823,"[0.42208984144473666,0.8665802095605823]",1
