,users,intensityNormalized,order,freq,features,prediction
263,stinfio,0.13333333333333333,0.9166666666666666,0.0,"[0.13333333333333333,0.9166666666666666,0.0]",3
264,stipica,0.07142857142857144,0.3333333333333333,0.38461538461538464,"[0.07142857142857144,0.3333333333333333,0.38461538461538464]",2
265,TAMARA L.,0.006944444444444438,0.9166666666666666,0.8461538461538461,"[0.006944444444444438,0.9166666666666666,0.8461538461538461]",0
266,tasa,0.0625,1.0,0.5714285714285714,"[0.0625,1.0,0.5714285714285714]",0
267,Tatjana,0.08333333333333333,0.6666666666666666,0.5,"[0.08333333333333333,0.6666666666666666,0.5]",2
268,tibor,0.04166666666666666,1.0,0.16666666666666666,"[0.04166666666666666,1.0,0.16666666666666666]",3
269,Tina Kiler,0.0972222222222222,1.0,0.4615384615384616,"[0.0972222222222222,1.0,0.4615384615384616]",0
270,Tja��a,0.027777777777777773,1.0,0.6666666666666666,"[0.027777777777777773,1.0,0.6666666666666666]",0
271,Tojo,0.25,1.0,0.25,"[0.25,1.0,0.25]",3
272,tomaz1961,0.027777777777777773,0.8181818181818182,0.6666666666666666,"[0.027777777777777773,0.8181818181818182,0.6666666666666666]",0
273,tomba,0.06666666666666668,0.875,0.5555555555555556,"[0.06666666666666668,0.875,0.5555555555555556]",0
274,Tome,0.033333333333333326,0.8333333333333334,0.7142857142857143,"[0.033333333333333326,0.8333333333333334,0.7142857142857143]",0
275,Tomica,0.0,1.0,1.0,"[0.0,1.0,1.0]",0
276,Tomislav Cipcic,0.027777777777777773,1.0,0.25,"[0.027777777777777773,1.0,0.25]",3
277,TonCa,0.0972222222222222,1.0,0.3076923076923077,"[0.0972222222222222,1.0,0.3076923076923077]",3
278,Tone,0.25,0.6666666666666666,0.0,"[0.25,0.6666666666666666,0.0]",3
279,Toni Petkovic,0.0972222222222222,1.0,0.0,"[0.0972222222222222,1.0,0.0]",3
280,toni88,0.16666666666666666,1.0,0.25,"[0.16666666666666666,1.0,0.25]",3
281,Tpk,0.013888888888888895,0.8333333333333334,0.7142857142857143,"[0.013888888888888895,0.8333333333333334,0.7142857142857143]",0
282,Trojan,0.0,1.0,0.8888888888888888,"[0.0,1.0,0.8888888888888888]",0
283,Urle,0.2777777777777777,1.0,0.07692307692307693,"[0.2777777777777777,1.0,0.07692307692307693]",3
284,Urosv,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
285,Valentin,0.4583333333333333,0.9166666666666666,0.0,"[0.4583333333333333,0.9166666666666666,0.0]",1
286,Vanda,0.125,0.75,0.0,"[0.125,0.75,0.0]",3
287,vanja123,0.05555555555555556,0.5,0.6,"[0.05555555555555556,0.5,0.6]",2
288,varga,0.11666666666666665,1.0,0.0,"[0.11666666666666665,1.0,0.0]",3
289,Vedran,0.00833333333333334,1.0,0.5454545454545454,"[0.00833333333333334,1.0,0.5454545454545454]",0
290,Vedran Nikolic,0.9166666666666666,1.0,0.0,"[0.9166666666666666,1.0,0.0]",1
291,Vedran_499,0.033333333333333326,0.5,0.42857142857142855,"[0.033333333333333326,0.5,0.42857142857142855]",2
292,vedrana,0.027777777777777773,0.3333333333333333,0.5,"[0.027777777777777773,0.3333333333333333,0.5]",2
293,vibord,0.07142857142857144,0.9166666666666666,0.15384615384615385,"[0.07142857142857144,0.9166666666666666,0.15384615384615385]",3
294,vid,0.06944444444444442,0.9,0.2727272727272727,"[0.06944444444444442,0.9,0.2727272727272727]",3
295,Vido,0.08333333333333333,0.6666666666666666,0.5,"[0.08333333333333333,0.6666666666666666,0.5]",2
296,Vido Repan��ek,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0
297,Viktor Vic,0.00833333333333334,0.8,0.6363636363636364,"[0.00833333333333334,0.8,0.6363636363636364]",0
298,vini,0.08333333333333333,0.7777777777777778,0.1,"[0.08333333333333333,0.7777777777777778,0.1]",3
299,Vlado,0.0,0.9,0.8181818181818182,"[0.0,0.9,0.8181818181818182]",0
300,Vlajko,0.1875,1.0,0.15384615384615385,"[0.1875,1.0,0.15384615384615385]",3
301,Vlasta Svetina,0.9166666666666666,0.0,0.0,"[0.9166666666666666,0.0,0.0]",1
302,wavemaker,0.08333333333333333,1.0,0.4166666666666667,"[0.08333333333333333,1.0,0.4166666666666667]",0
303,x,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",3
304,��anetic,0.4583333333333333,1.0,0.07692307692307693,"[0.4583333333333333,1.0,0.07692307692307693]",1
305,Zdenko,0.125,0.5,0.2,"[0.125,0.5,0.2]",2
306,Zdenko ��krlj,0.07142857142857144,0.5,0.38461538461538464,"[0.07142857142857144,0.5,0.38461538461538464]",2
307,Zdravko,0.052083333333333336,1.0,0.3076923076923077,"[0.052083333333333336,1.0,0.3076923076923077]",3
308,��ivko Joncic,0.4583333333333333,1.0,0.07692307692307693,"[0.4583333333333333,1.0,0.07692307692307693]",1
309,��S,0.25,0.6666666666666666,0.0,"[0.25,0.6666666666666666,0.0]",3
310,zvjezdana,0.05555555555555556,1.0,0.4,"[0.05555555555555556,1.0,0.4]",3
311,Zvonimir Matic,0.25,0.0,0.25,"[0.25,0.0,0.25]",2
