,users,followingRatio,order,freq,catchingUpRatio,pcaInput,_1,_2,features,probability,prediction
39,Buda,0.5,0.4,0.3333333333333333,0.6666666666666666,"[0.5,0.4,0.3333333333333333,0.6666666666666666]",-0.27344920563368136,0.8784214086331922,"[-0.27344920563368136,0.8784214086331922]","[1.4061144292353036e-11,4.306483841961869e-16,0.5881897654579437,0.4118102345279935,4.306483841961869e-16,4.306483841961869e-16,4.306483841961869e-16]",2
40,Buki,0.1,1.0,0.8,0.0,"[0.1,1.0,0.8,0.0]",0.6267477419209506,0.6767701324552649,"[0.6267477419209506,0.6767701324552649]","[1.3497375657864555e-08,1.0347348009593499e-16,0.0007727193504152335,0.16035523589874487,0.00011517051253313854,1.0347348009593499e-16,0.8387568607409308]",6
41,chibu79,0.0909090909090909,1.0,0.9166666666666666,0.08333333333333333,"[0.0909090909090909,1.0,0.9166666666666666,0.08333333333333333]",0.6801154244034308,0.8050340371077197,"[0.6801154244034308,0.8050340371077197]","[3.291606412985965e-09,0.9604866012064888,5.821792889005029e-07,0.01246705483254159,3.236029670578583e-08,1.9061357617611695e-17,0.027045726129777545]",1
42,Cromiza,0.25,0.8,0.2727272727272727,0.2727272727272727,"[0.25,0.8,0.2727272727272727,0.2727272727272727]",0.035886234340631776,0.5834301574239444,"[0.035886234340631776,0.5834301574239444]","[0.8210381474397849,1.1453692781591907e-16,0.17894214448707282,1.661369700683399e-10,5.6184683649001175e-08,1.1453692781591907e-16,1.9651722321455028e-05]",0
43,cvjetko,0.1111111111111111,1.0,0.6666666666666666,0.25,"[0.1111111111111111,1.0,0.6666666666666666,0.25]",0.42571063203167026,0.8034788193280508,"[0.42571063203167026,0.8034788193280508]","[0.007048184018301042,1.4644110579324645e-16,0.0017216825967085148,0.9907999328836977,4.4521092535767046e-10,1.4644110579324645e-16,0.0004302000560814065]",3
44,Dalka,0.14285714285714285,0.5714285714285714,0.5,0.0,"[0.14285714285714285,0.5714285714285714,0.5,0.0]",0.33904318395873195,0.42373377330720063,"[0.33904318395873195,0.42373377330720063]","[0.0004631681428248889,5.138199528009842e-16,0.030037492890326072,6.221726787423708e-16,0.697144160750645,5.138199528009842e-16,0.27235517821620225]",4
45,Damir Mulalic,0.25,1.0,0.16666666666666666,0.25,"[0.25,1.0,0.16666666666666666,0.25]",-0.004776135660733372,0.5522150891828126,"[-0.004776135660733372,0.5522150891828126]","[0.9037447282808756,1.382083757536616e-16,0.09623471833276204,2.3523861608781555e-13,1.9055660376712637e-07,1.382083757536616e-16,2.036282952305478e-05]",0
46,damir.juretic,0.09090909090909091,1.0,1.0,0.0,"[0.09090909090909091,1.0,1.0,0.0]",0.772288917487116,0.7846395442194078,"[0.772288917487116,0.7846395442194078]","[2.4748291308538713e-12,0.933119256465253,1.7907771546147886e-07,0.013277059091807953,1.0682350321830908e-07,3.23622893293247e-17,0.053603398539245554]",1
47,Danilo4783,0.3333333333333333,1.0,0.09090909090909093,0.2727272727272727,"[0.3333333333333333,1.0,0.09090909090909093,0.2727272727272727]",-0.11492463581468228,0.5420004940204655,"[-0.11492463581468228,0.5420004940204655]","[0.7960615306745639,8.745910754108381e-16,0.20393823769818198,2.4324710282060815e-15,1.7157871403238048e-09,8.745910754108381e-16,2.2991146285034319e-07]",0
48,Dario,0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111,"[0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111]",0.04257450922888635,0.48588538983356483,"[0.04257450922888635,0.48588538983356483]","[0.9819133594887192,9.206798993908113e-17,0.013500356406798118,9.681099907542777e-17,0.0008059058634667587,9.206798993908113e-17,0.0037803782410156693]",0
49,DarioR,0.3333333333333333,1.0,0.14285714285714285,0.14285714285714285,"[0.3333333333333333,1.0,0.14285714285714285,0.14285714285714285]",-0.02595023913242666,0.4676284874426474,"[-0.02595023913242666,0.4676284874426474]","[0.9945132632118228,1.0788665962535351e-16,0.004774192720608577,1.0789005251853597e-16,0.00018987159431964372,1.0788665962535351e-16,0.0005226724732485792]",0
50,Darko Babic,0.1,1.0,0.6923076923076923,0.15384615384615385,"[0.1,1.0,0.6923076923076923,0.15384615384615385]",0.4889642979626744,0.7396469297867219,"[0.4889642979626744,0.7396469297867219]","[0.00037911956623947434,1.60105451067037e-16,0.0037684673350752633,0.8035088166790864,2.981025438567015e-06,1.60105451067037e-16,0.19234061539416014]",3
51,Dejan Adamic,0.1,0.5833333333333334,0.6153846153846154,0.15384615384615385,"[0.1,0.5833333333333334,0.6153846153846154,0.15384615384615385]",0.3838237231122944,0.6044041442471704,"[0.3838237231122944,0.6044041442471704]","[0.0018358668838635204,9.179785954494589e-17,0.05559088478847052,5.3499824282705904e-05,0.0027524821543677973,9.179785954494589e-17,0.9397672663490152]",6
52,DejanJ,0.08333333333333333,0.9166666666666666,0.8461538461538461,0.07692307692307693,"[0.08333333333333333,0.9166666666666666,0.8461538461538461,0.07692307692307693]",0.62734592286875,0.741582132644923,"[0.62734592286875,0.741582132644923]","[1.0589381048515115e-07,1.0232054463621377e-16,0.0001308739699558073,0.4263130527623926,7.664613402516758e-06,1.0232054463621377e-16,0.5735483027604383]",6
53,delimir,0.3333333333333333,0.8,0.0,0.0,"[0.3333333333333333,0.8,0.0,0.0]",-0.09296582904446281,0.23177290516118454,"[-0.09296582904446281,0.23177290516118454]","[0.1782393134688039,1.1094271612223763e-16,2.4131566593108055e-09,1.1094271612223763e-16,0.8216271537811507,1.1094271612223763e-16,0.00013353033688861315]",4
54,demirel,1.0,0.6666666666666666,0.25,0.75,"[1.0,0.6666666666666666,0.25,0.75]",-0.6196897786522566,1.0377063428106321,"[-0.6196897786522566,1.0377063428106321]","[2.0901979467957427e-15,2.0901979467957427e-15,0.051359613708056556,0.9486403862919329,2.0901979467957427e-15,2.0901979467957427e-15,2.0901979467957427e-15]",3
55,Deni Oreb,1.0,1.0,0.09090909090909093,0.9090909090909091,"[1.0,1.0,0.09090909090909093,0.9090909090909091]",-0.7547222362259756,1.1512016110837449,"[-0.7547222362259756,1.1512016110837449]","[9.726686156021646e-17,0.9982303572144551,4.0929259516675226e-05,0.001728713526028029,9.726686156021646e-17,9.726686156021646e-17,9.726686156021646e-17]",1
56,Dimen,0.33333333333333337,0.75,0.4,0.2,"[0.33333333333333337,0.75,0.4,0.2]",0.10065658208582251,0.5974661749869128,"[0.10065658208582251,0.5974661749869128]","[0.7974069709227849,9.560342910653651e-17,0.20238256800194176,1.0468375835574395e-08,4.4363984516296516e-07,9.560342910653651e-17,0.00021000696705213707]",0
57,dkervina,0.25,1.0,0.5,0.5,"[0.25,1.0,0.5,0.5]",0.12798858479043074,0.9322199222819427,"[0.12798858479043074,0.9322199222819427]","[0.00014604038520253304,0.9616023741902177,0.0003479120565603212,0.03790367336801939,2.0903441601054743e-17,2.090344160105467e-17,2.0903646952469214e-17]",1
58,dmeic,0.2,0.8333333333333334,0.3076923076923077,0.46153846153846156,"[0.2,0.8333333333333334,0.3076923076923077,0.46153846153846156]",0.01682913046313947,0.7514755685868898,"[0.01682913046313947,0.7514755685868898]","[0.04829716841604925,2.6328088396139224e-16,0.9249500030581167,0.026752828525632145,2.6346828813966717e-16,2.6328088396139224e-16,2.0100361767310164e-13]",2
59,Domen S,0.08333333333333333,1.0,0.9166666666666666,0.0,"[0.08333333333333333,1.0,0.9166666666666666,0.0]",0.7181652877293977,0.7378929973605866,"[0.7181652877293977,0.7378929973605866]","[1.852836511344918e-10,1.6355240127393784e-16,2.6073739765582012e-05,0.4194728184820582,7.0233782385887154e-06,1.6355240127393784e-16,0.5804940842146538]",6
60,Dorsi,0.25,1.0,0.4,0.6,"[0.25,1.0,0.4,0.6]",0.017380393090008495,0.956693313747917,"[0.017380393090008495,0.956693313747917]","[1.965959308260716e-06,0.9122888800994882,0.001463886735014927,0.08624526720618855,5.1374967832607876e-17,5.1374967832607876e-17,5.1374967832612794e-17]",1
61,dragana,0.3333333333333333,0.5,0.42857142857142855,0.5714285714285714,"[0.3333333333333333,0.5,0.42857142857142855,0.5714285714285714]",-0.06022247596141908,0.8510674551370196,"[-0.06022247596141908,0.8510674551370196]","[4.029181239340558e-05,1.979417996727864e-16,0.25197464718050716,0.7479850610070985,1.979417996727864e-16,1.979417996727864e-16,1.9794180204295363e-16]",3
62,Dra��en,0.16666666666666666,0.875,0.5555555555555556,0.0,"[0.16666666666666666,0.875,0.5555555555555556,0.0]",0.4016450599529824,0.525774304164953,"[0.4016450599529824,0.525774304164953]","[0.0001255118964774129,1.165371074228961e-16,0.041486363883603494,8.911902206986178e-09,0.04988797806186345,1.165371074228961e-16,0.9085001372461532]",6
63,Dra��en Kralj,0.3333333333333333,0.9090909090909092,0.0,0.0,"[0.3333333333333333,0.9090909090909092,0.0,0.0]",-0.07956888063779056,0.2561744668244812,"[-0.07956888063779056,0.2561744668244812]","[0.23562424406859137,1.0567489558928545e-16,1.875845145582309e-08,1.0567489558928545e-16,0.7640473883332698,1.0567489558928545e-16,0.00032834883968690124]",4
64,drejc,0.125,0.7,0.18181818181818185,0.09090909090909091,"[0.125,0.7,0.18181818181818185,0.09090909090909091]",0.10506117606158379,0.3476951044378678,"[0.10506117606158379,0.3476951044378678]","[0.06793330884369937,8.277834005646084e-17,7.032261367570046e-05,8.277834005646176e-17,0.9178695842740002,8.277834005646084e-17,0.014126784268624376]",4
65,Du��i,0.3333333333333333,1.0,0.125,0.0,"[0.3333333333333333,1.0,0.125,0.0]",0.019299214399197684,0.34482796320836523,"[0.019299214399197684,0.34482796320836523]","[0.38962745910822777,1.0402923330537459e-16,2.7152735901811633e-05,1.0402923330537459e-16,0.6019018653819879,1.0402923330537459e-16,0.008443522773882503]",4
66,Edvard,0.125,1.0,0.7777777777777778,0.1111111111111111,"[0.125,1.0,0.7777777777777778,0.1111111111111111]",0.5518762608667518,0.756507200240024,"[0.5518762608667518,0.756507200240024]","[1.9158069431141858e-05,1.3646117802174404e-16,0.0005738827528900883,0.7362725877294037,2.153288732919626e-06,1.3646117802174404e-16,0.2631322181595418]",3
67,Efa i Neno,0.125,0.75,0.38461538461538464,0.38461538461538464,"[0.125,0.75,0.38461538461538464,0.38461538461538464]",0.13470085122121842,0.7021234741008762,"[0.13470085122121842,0.7021234741008762]","[0.5453701556190621,1.5946683084969185e-16,0.45092826421828924,0.0037010758050473143,1.1775684314636346e-11,1.5946683084969185e-16,5.043458252909084e-07]",0
68,Elena Nikolovska,0.5,1.0,0.125,0.5,"[0.5,1.0,0.125,0.5]",-0.27853091732389784,0.7668844270112891,"[-0.27853091732389784,0.7668844270112891]","[1.243958727309359e-08,3.7067501678295877e-16,0.9997958483751038,0.00020413918530743847,3.7067501678295877e-16,3.7067501678295877e-16,3.706750167829857e-16]",2
69,Ferijan Perkovic,0.16666666666666666,0.875,0.5555555555555556,0.3333333333333333,"[0.16666666666666666,0.875,0.5555555555555556,0.3333333333333333]",0.26682834459093846,0.7895359068234545,"[0.26682834459093846,0.7895359068234545]","[0.12331385558981718,1.2402474008443114e-16,0.028398337547215262,0.8482875296376997,2.678315697796612e-13,1.2402474008443114e-16,2.7722499979708116e-07]",3
70,filip mestrovic,0.19999999999999998,1.0,0.7142857142857143,0.2857142857142857,"[0.19999999999999998,1.0,0.7142857142857143,0.2857142857142857]",0.3936876560382018,0.8718527226245893,"[0.3936876560382018,0.8718527226245893]","[0.0010456593147538892,0.9815368983950614,1.9889155821034697e-05,0.017397544393880877,4.349318041881003e-16,1.1613924395556656e-17,8.740482475181224e-09]",1
71,Gasper,0.25,0.6666666666666666,0.42857142857142855,0.14285714285714285,"[0.25,0.6666666666666666,0.42857142857142855,0.14285714285714285]",0.18138339033840142,0.536018528320762,"[0.18138339033840142,0.536018528320762]","[0.6675827863868785,1.9587177822118053e-16,0.163212781444858,3.803225497052382e-11,0.006118167191927151,1.9587177822118053e-16,0.1630862649383038]",0
72,gcampa,0.125,1.0,0.4166666666666667,0.25,"[0.125,1.0,0.4166666666666667,0.25]",0.2423356010788117,0.6690422676503746,"[0.2423356010788117,0.6690422676503746]","[0.5849996509504588,2.4482041481012555e-16,0.40772899014272646,0.002998697435919439,7.174574856835199e-07,2.4482041481012555e-16,0.004271944013409138]",0
73,GITA MARINKOVIC,1.0,0.6666666666666666,0.25,0.75,"[1.0,0.6666666666666666,0.25,0.75]",-0.6196897786522566,1.0377063428106321,"[-0.6196897786522566,1.0377063428106321]","[2.0901979467957427e-15,2.0901979467957427e-15,0.051359613708056556,0.9486403862919329,2.0901979467957427e-15,2.0901979467957427e-15,2.0901979467957427e-15]",3
74,Goran Cacic,0.16666666666666666,1.0,0.08333333333333333,0.16666666666666666,"[0.16666666666666666,1.0,0.08333333333333333,0.16666666666666666]",0.01826125827661816,0.42752175083428795,"[0.01826125827661816,0.42752175083428795]","[0.9709175406886967,1.0645788441448526e-16,0.0014783477495856426,1.0645788824298268e-16,0.019389921214926553,1.0645788441448526e-16,0.008214190346790749]",0
75,Goran ��urica,0.16666666666666666,0.9166666666666666,0.3076923076923077,0.0,"[0.16666666666666666,0.9166666666666666,0.3076923076923077,0.0]",0.23285322042561934,0.3996244655382134,"[0.23285322042561934,0.3996244655382134]","[0.008470519260233714,1.5630857051821903e-16,0.0033229909524558465,1.5630964360607505e-16,0.8771688487015586,1.5630857051821903e-16,0.11103764108575133]",4
76,Gordan,0.25,0.9166666666666666,0.07692307692307693,0.0,"[0.25,0.9166666666666666,0.07692307692307693,0.0]",0.023135667027583462,0.28670436621908474,"[0.023135667027583462,0.28670436621908474]","[0.08683067292191923,7.283314425294493e-17,6.556891790973681e-07,7.283314425294493e-17,0.9118944518690566,7.283314425294493e-17,0.00127421951984493]",4
77,Gordana Genc,0.125,1.0,0.8888888888888888,0.1111111111111111,"[0.125,1.0,0.8888888888888888,0.1111111111111111]",0.6298353465243175,0.8172350772751088,"[0.6298353465243175,0.8172350772751088]","[1.030629855122383e-07,0.9772821056287405,1.2111506167187726e-06,0.013788413021961021,7.044006494617142e-09,1.7644823757074122e-17,0.008928160091689993]",1
