,users,intensityNormalized,order,freq,features,probability,prediction
32,1f96865d-62d4-b049-1788-cfccf324,0.0,1.0,1.0,"[0.0,1.0,1.0]","[4.075393879229708e-24,4.075393879229708e-24,9.020374851364287e-09,0.9999999909796251]",3
33,20e2fc85-7d0f-8a2c-b651-4b811a97,0.08333333333333333,0.4,0.3333333333333333,"[0.08333333333333333,0.4,0.3333333333333333]","[1.1824527247869317e-16,0.49180619349297894,0.5081938065070207,1.1824478942524285e-16]",2
34,23e6f6c8-2cd0-ac1c-e8a1-f2338caa,0.9166666666666666,0.9090909090909092,0.08333333333333333,"[0.9166666666666666,0.9090909090909092,0.08333333333333333]","[0.9999999561758375,4.382416191897584e-08,3.149799658645789e-16,3.149799658645789e-16]",0
35,258d2e1f-e3e8-2612-8285-895fb96d,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]","[5.624904854758894e-17,5.678862114846607e-17,0.9999999999999998,5.624904854758894e-17]",2
36,269144fa-ef0e-c81e-52ff-df9a348a,0.1875,0.8333333333333334,0.2307692307692308,"[0.1875,0.8333333333333334,0.2307692307692308]","[7.727819328602432e-11,0.9979597375629303,0.0020402623597915383,2.6200724849373097e-17]",1
37,270174bf-baf8-aab4-48e3-139fcf47,0.08333333333333333,0.3333333333333333,0.0,"[0.08333333333333333,0.3333333333333333,0.0]","[0.9759454751540598,0.00010352069841739286,0.02395100414752264,1.4386911704633846e-16]",0
38,27080783-250a-3521-f816-6e7b29cf,0.0,1.0,1.0,"[0.0,1.0,1.0]","[4.075393879229708e-24,4.075393879229708e-24,9.020374851364287e-09,0.9999999909796251]",3
39,2c1d08f2-a1ba-6915-db46-1a7721b9,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]","[0.9867149506354619,0.01328504936452545,1.2689677710820048e-14,4.2889612692958996e-17]",0
40,2ee1d86b-74ed-47f3-5733-61cc4821,0.08333333333333333,1.0,0.0,"[0.08333333333333333,1.0,0.0]","[0.9419049408951778,0.0013328240155753056,0.05676223508924674,1.296546689960342e-16]",0
41,2f7f0e40-1234-75db-2bcf-bdfbdfbc,0.0,1.0,1.0,"[0.0,1.0,1.0]","[4.075393879229708e-24,4.075393879229708e-24,9.020374851364287e-09,0.9999999909796251]",3
42,31a88be4-13ad-06c2-119c-3551a490,0.3333333333333333,1.0,0.1,"[0.3333333333333333,1.0,0.1]","[0.11804472677786698,0.8819552732221305,2.4120522538070914e-15,8.794198400671737e-17]",1
43,3244a4c0-3f85-3017-5694-2f5647cb,0.0,0.8333333333333334,0.8571428571428571,"[0.0,0.8333333333333334,0.8571428571428571]","[1.0575421266290822e-16,1.0575421276923742e-16,0.9999999999999996,1.0575421266290822e-16]",2
44,3447bacb-f54d-55c2-592f-3a3ff765,0.25,1.0,0.25,"[0.25,1.0,0.25]","[1.1051162323824487e-11,0.9999999708090666,2.9179882213740624e-08,6.747896105253403e-17]",1
45,34a3d1d8-74eb-8a4e-0506-b9ca1551,0.08333333333333333,1.0,0.25,"[0.08333333333333333,1.0,0.25]","[1.5460866581375682e-14,0.5254673882108931,0.47453261178909134,4.4196065938481936e-17]",1
46,35813a40-7aa6-5336-237b-c93f1759,0.5833333333333334,0.8571428571428571,0.0,"[0.5833333333333334,0.8571428571428571,0.0]","[0.996153371961271,0.003846628038728692,1.3509621931178212e-16,1.3509621931178212e-16]",0
47,35ce5334-aefb-9a61-d1c3-7f01a776,0.5833333333333334,1.0,0.125,"[0.5833333333333334,1.0,0.125]","[0.941262657701017,0.05873734229898222,3.468925088180731e-16,3.468925088180731e-16]",0
48,35daa597-4591-5a82-57a9-1fba2635,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]","[5.624904854758894e-17,5.678862114846607e-17,0.9999999999999998,5.624904854758894e-17]",2
49,367365a7-8d2a-3b00-f3e3-f877be3c,0.20833333333333331,0.8333333333333334,0.2857142857142857,"[0.20833333333333331,0.8333333333333334,0.2857142857142857]","[2.7355022463183834e-15,0.9998401226371307,0.00015987736286649217,7.000434901209773e-17]",1
50,3681eecc-7864-c1c1-0024-4d4234be,0.75,1.0,0.1,"[0.75,1.0,0.1]","[0.9999567077372293,4.329226277058171e-05,9.887916867748567e-17,9.887916867748567e-17]",0
51,36a67ef1-5f22-7846-3f95-faec67c9,0.0,1.0,1.0,"[0.0,1.0,1.0]","[4.075393879229708e-24,4.075393879229708e-24,9.020374851364287e-09,0.9999999909796251]",3
52,37ada581-75c2-560e-2eb3-3db3a231,0.3333333333333333,0.5,0.2,"[0.3333333333333333,0.5,0.2]","[3.0725229801602025e-06,0.9999969274770142,5.669396068099925e-15,4.740840174616903e-17]",1
53,37d73652-37e1-cc5f-6c84-3b9a528c,0.016666666666666663,0.8,0.8333333333333334,"[0.016666666666666663,0.8,0.8333333333333334]","[5.934929026547124e-24,5.93492947830458e-24,6.097367913802979e-08,0.999999939026321]",3
54,380773a6-f975-22c8-187e-e40fe702,0.027777777777777773,0.6666666666666666,0.75,"[0.027777777777777773,0.6666666666666666,0.75]","[3.8104872628754066e-23,4.554151470460755e-23,3.7081160614850264e-07,0.9999996291883938]",3
55,3be7d5a2-f78e-3472-e5ac-fa27ed08,0.16666666666666666,0.4,0.0,"[0.16666666666666666,0.4,0.0]","[0.9378678592348693,0.0006433630924107236,0.06148877767272008,7.957268555940815e-17]",0
56,3c370e25-1bd5-c34b-ec40-31117752,0.25,0.3333333333333333,0.25,"[0.25,0.3333333333333333,0.25]","[8.033313029812289e-11,0.9999998408736355,1.5904603133919168e-07,6.253552677290278e-17]",1
57,3d524e1d-934c-6d53-022b-983c91c3,0.05555555555555556,1.0,0.4,"[0.05555555555555556,1.0,0.4]","[4.195971718534564e-17,0.0037359180010653427,0.9962640819989346,4.195971718534564e-17]",2
58,3d7d0f75-dda5-644d-e527-018ff340,0.14583333333333334,0.7,0.09090909090909093,"[0.14583333333333334,0.7,0.09090909090909093]","[0.04584234326661854,0.32112180838122323,0.6330358483521582,1.0212748779983473e-16]",2
59,3dc06a27-afe4-b105-1f3c-997851c7,0.2222222222222222,0.7,0.18181818181818185,"[0.2222222222222222,0.7,0.18181818181818185]","[1.3921455736584904e-06,0.9999394935420274,5.911431239898631e-05,2.232818740770103e-17]",1
60,3e4346e0-6285-8776-f373-101eac22,0.0,1.0,1.0,"[0.0,1.0,1.0]","[4.075393879229708e-24,4.075393879229708e-24,9.020374851364287e-09,0.9999999909796251]",3
61,3e713aeb-dcb2-d6a8-962f-635df3e8,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]","[0.9867149506354619,0.01328504936452545,1.2689677710820048e-14,4.2889612692958996e-17]",0
62,3fc2e2fe-697a-3255-1a17-4204819d,0.08333333333333333,0.7142857142857143,0.5,"[0.08333333333333333,0.7142857142857143,0.5]","[3.364121239200227e-17,1.3837150566139185e-05,0.9999861628494339,3.364121239200227e-17]",2
63,404bc704-6703-c3c0-815e-55c756c5,0.0,0.8571428571428571,0.625,"[0.0,0.8571428571428571,0.625]","[5.065747243579697e-17,7.050670297797576e-11,0.9999999999294933,5.065747243579697e-17]",2
64,4196e8ee-e405-a1e1-4a7f-7d9149a5,0.25,1.0,0.25,"[0.25,1.0,0.25]","[1.1051162323824487e-11,0.9999999708090666,2.9179882213740624e-08,6.747896105253403e-17]",1
65,42779e7e-90bc-7eac-5aa8-a9874f90,0.047619047619047616,1.0,0.3636363636363637,"[0.047619047619047616,1.0,0.3636363636363637]","[5.784733378799734e-17,0.028358376419637756,0.9716416235803621,5.784733378793257e-17]",2
66,440d90ef-c7d7-0530-608e-8c0fc440,0.033333333333333326,1.0,0.7142857142857143,"[0.033333333333333326,1.0,0.7142857142857143]","[4.858855794429125e-17,1.4743574256678582e-16,0.9999999999999998,4.858855794429125e-17]",2
67,459f5319-edaf-cd53-126d-fdfb12a5,0.0,1.0,1.0,"[0.0,1.0,1.0]","[4.075393879229708e-24,4.075393879229708e-24,9.020374851364287e-09,0.9999999909796251]",3
68,45d78fe4-7d30-3b18-371e-57bb06c7,0.6666666666666666,1.0,0.1111111111111111,"[0.6666666666666666,1.0,0.1111111111111111]","[0.9984940383680981,0.0015059616319015206,1.3096374859873297e-16,1.3096374859873297e-16]",0
69,4641102c-f3d3-3878-6d00-1c49a28c,0.14583333333333334,0.7,0.2727272727272727,"[0.14583333333333334,0.7,0.2727272727272727]","[5.341894335013488e-15,0.8445841678757091,0.15541583212428553,3.407312152073953e-17]",1
70,4a97a9b2-74fe-c9f3-625f-0176bddf,0.016666666666666663,0.8,0.3333333333333333,"[0.016666666666666663,0.8,0.3333333333333333]","[5.489086384000972e-21,1.3326424881086258e-05,2.887477450121052e-05,0.9999577988006177]",3
71,4b21d918-4ac0-0787-3094-37c9432c,0.2222222222222222,0.6,0.2727272727272727,"[0.2222222222222222,0.6,0.2727272727272727]","[1.590106952065038e-13,0.9999709550875004,2.9044912340568644e-05,4.295727821957377e-17]",1
72,4bd540f6-e34d-4592-7680-b2735389,0.0,1.0,1.0,"[0.0,1.0,1.0]","[4.075393879229708e-24,4.075393879229708e-24,9.020374851364287e-09,0.9999999909796251]",3
73,4c4ac589-35f5-76e3-d0a3-fedab6c6,0.027777777777777773,0.7142857142857143,0.5,"[0.027777777777777773,0.7142857142857143,0.5]","[3.597332105520925e-17,1.8257249343202313e-05,0.9999817427506568,3.597332105520925e-17]",2
74,4cc576c8-f218-94be-fef3-4b6fd86e,0.0972222222222222,0.8333333333333334,0.3076923076923077,"[0.0972222222222222,0.8333333333333334,0.3076923076923077]","[2.504905210334351e-17,0.2020912987407971,0.7979087012592028,2.5017043589597e-17]",2
75,4d0232bc-202c-ee3a-e58c-e543848c,0.013888888888888895,1.0,0.7142857142857143,"[0.013888888888888895,1.0,0.7142857142857143]","[4.4585605583282345e-17,1.6687954629077663e-16,0.9999999999999998,4.4585605583282345e-17]",2
76,4debb215-7398-77ba-2243-94adbd31,0.16666666666666666,1.0,0.1111111111111111,"[0.16666666666666666,1.0,0.1111111111111111]","[0.0042626668184851235,0.9689543475316554,0.02678298564985931,1.2042892286328143e-16]",1
77,4f3771bf-0850-3813-5de9-d0592e66,0.3333333333333333,0.75,0.0,"[0.3333333333333333,0.75,0.0]","[0.9912918379990867,0.008708162000539317,3.739613639315496e-13,3.446928428912055e-17]",0
78,502b50b6-08fa-b922-9bb6-dbd4d848,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]","[0.9867149506354619,0.01328504936452545,1.2689677710820048e-14,4.2889612692958996e-17]",0
79,53cb26b0-7222-8eb4-ef0d-29e7a801,0.3333333333333333,0.25,0.2,"[0.3333333333333333,0.25,0.2]","[4.753928809658538e-06,0.9999952460711853,4.868592426283782e-15,1.2968062674917132e-16]",1
80,5409088d-b542-9cac-7fac-9ab00271,0.25,0.7272727272727273,0.25,"[0.25,0.7272727272727273,0.25]","[2.6275116004553827e-11,0.9999997932605775,2.0671314733626267e-07,3.3706514050464456e-17]",1
81,5414140f-2888-40b9-e1e2-7984f327,0.25,1.0,0.0,"[0.25,1.0,0.0]","[0.990618299024442,0.009380977540026494,7.234355315337447e-07,4.916362658210821e-17]",0
82,54e1c86d-b289-f693-e3a3-5d393778,0.016666666666666663,0.8,0.8333333333333334,"[0.016666666666666663,0.8,0.8333333333333334]","[5.934929026547124e-24,5.93492947830458e-24,6.097367913802979e-08,0.999999939026321]",3
83,554558f4-55fd-07df-ddb3-309239ad,0.027777777777777773,1.0,0.25,"[0.027777777777777773,1.0,0.25]","[4.6031036373515284e-15,0.7731667828426405,0.22683321715735474,1.2479654693754807e-16]",1
84,56a4a9a0-7ab4-0a76-0621-b118321b,0.25,1.0,0.0,"[0.25,1.0,0.0]","[0.990618299024442,0.009380977540026494,7.234355315337447e-07,4.916362658210821e-17]",0
85,57b97824-05f2-21af-72f1-95f7d697,0.13888888888888887,0.5714285714285714,0.125,"[0.13888888888888887,0.5714285714285714,0.125]","[0.0012690426462578098,0.47720454464532075,0.5215264127084215,7.108937812204578e-17]",2
86,5bfa22fd-175f-02d2-c446-36369a81,0.14583333333333334,0.1,0.0,"[0.14583333333333334,0.1,0.0]","[0.9891163664331697,0.00019849428976884603,0.010685139277060808,5.503618173427011e-16]",0
87,5d557ed3-ce5e-24e4-a66e-aa966d6c,0.027777777777777773,0.6666666666666666,0.5,"[0.027777777777777773,0.6666666666666666,0.5]","[5.529728731388338e-23,3.327131454673787e-11,1.186201228308157e-06,0.9999988137655004]",3
88,5e97ad83-2b2c-529e-f831-deac0066,0.125,0.5,0.2,"[0.125,0.5,0.2]","[1.2311062917574773e-08,0.7325672744958581,0.2674327131930788,3.4093091638798165e-17]",1
89,5fad3306-616d-9b57-3411-75efa34d,0.08333333333333333,0.6,0.3333333333333333,"[0.08333333333333333,0.6,0.3333333333333333]","[2.989378711240578e-17,0.15526213314637718,0.8447378668536227,2.9893726664396033e-17]",2
90,600fadb1-9f64-3bf4-b14c-378c45ae,0.03125,0.9,0.4545454545454545,"[0.03125,0.9,0.4545454545454545]","[3.180354973847039e-17,0.000181539045302063,0.999818460954698,3.180354973847039e-17]",2
91,6408c27b-ab13-d145-5b44-24f30202,0.25,1.0,0.25,"[0.25,1.0,0.25]","[1.1051162323824487e-11,0.9999999708090666,2.9179882213740624e-08,6.747896105253403e-17]",1
92,6613f3e0-2e08-24f1-52ba-bfab8807,0.6666666666666666,0.125,0.1111111111111111,"[0.6666666666666666,0.125,0.1111111111111111]","[0.9944624950318784,0.00553750496811485,3.3706157475271655e-15,3.3706157475271655e-15]",0
93,6809fd15-56b5-3424-e33d-88eb107c,0.3333333333333333,0.25,0.2,"[0.3333333333333333,0.25,0.2]","[4.753928809658538e-06,0.9999952460711853,4.868592426283782e-15,1.2968062674917132e-16]",1
94,6a9b69a1-5f2e-6aea-63d9-0e9d77c1,0.013888888888888895,1.0,0.8571428571428571,"[0.013888888888888895,1.0,0.8571428571428571]","[1.0977274983011486e-16,1.0977274984173096e-16,0.9999999999999996,1.0977274983011486e-16]",2
95,6c86b1d0-fd95-c414-78d2-9495251b,0.02083333333333333,0.75,0.8,"[0.02083333333333333,0.75,0.8]","[1.0180280470346217e-23,1.0180656339027164e-23,1.1184024355162769e-07,0.9999998881597565]",3
96,6e25573c-8b7b-a2e7-a782-480ddb63,0.027777777777777773,0.3333333333333333,0.25,"[0.027777777777777773,0.3333333333333333,0.25]","[1.7105365886040756e-13,0.9844763845044832,0.015523615495345616,2.1044513505808063e-16]",1
97,6f168bc8-c816-a359-ba88-da8c663d,0.25,0.7142857142857143,0.125,"[0.25,0.7142857142857143,0.125]","[0.005288411758792908,0.9947084731008747,3.1151403322369323e-06,4.632585125041671e-17]",1
98,6f359ebe-9f0a-2bae-a27a-c4ec1712,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]","[6.68338012626166e-17,5.294804637029947e-06,0.9999947051953628,6.68338012626166e-17]",2
99,6f99bc0c-a871-5dd6-80cb-22296ada,0.25,1.0,0.0,"[0.25,1.0,0.0]","[0.990618299024442,0.009380977540026494,7.234355315337447e-07,4.916362658210821e-17]",0
100,70eacff4-a340-e4fd-746a-807b58c3,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]","[1.0157491127294557e-05,0.9999897751091552,6.739971748239502e-08,3.497368006952702e-17]",1
101,74105285-3bd1-71b2-bb2b-df56e6f7,0.08333333333333333,1.0,0.25,"[0.08333333333333333,1.0,0.25]","[1.5460866581375682e-14,0.5254673882108931,0.47453261178909134,4.4196065938481936e-17]",1
102,74df8aff-e884-bc0d-7710-a23afc0d,0.3333333333333333,0.75,0.0,"[0.3333333333333333,0.75,0.0]","[0.9912918379990867,0.008708162000539317,3.739613639315496e-13,3.446928428912055e-17]",0
103,7550652e-a184-e590-1205-03d91e86,0.0,1.0,1.0,"[0.0,1.0,1.0]","[4.075393879229708e-24,4.075393879229708e-24,9.020374851364287e-09,0.9999999909796251]",3
104,755f4b52-e48e-eda7-42c0-2dabd3cf,0.016666666666666663,0.6,0.3333333333333333,"[0.016666666666666663,0.6,0.3333333333333333]","[1.9114929463219556e-16,0.5896052239889097,0.41039477601109,1.9114927943481113e-16]",1
105,75bece44-7ed0-9de1-f411-854abe3b,0.027777777777777773,0.6666666666666666,0.5,"[0.027777777777777773,0.6666666666666666,0.5]","[5.529728731388338e-23,3.327131454673787e-11,1.186201228308157e-06,0.9999988137655004]",3
106,77d5ac07-0cfc-ac01-e741-58dae777,0.05000000000000001,0.2857142857142857,0.0,"[0.05000000000000001,0.2857142857142857,0.0]","[0.9988060392934068,4.027814886808703e-05,0.0011536825577247692,2.1674697010938106e-16]",0
107,78928b9d-af19-1353-e439-c5b1d36f,0.3333333333333333,0.5,0.2,"[0.3333333333333333,0.5,0.2]","[3.0725229801602025e-06,0.9999969274770142,5.669396068099925e-15,4.740840174616903e-17]",1
108,78f08216-f3b9-62f6-7676-e8f9b3e2,0.05555555555555556,0.5,0.2,"[0.05555555555555556,0.5,0.2]","[3.910861194220406e-09,0.758819318110976,0.24118067797816284,8.665241707225809e-17]",1
109,7b7820c3-5040-cdf4-4448-bacd9426,0.6666666666666666,0.625,0.1111111111111111,"[0.6666666666666666,0.625,0.1111111111111111]","[0.9976058213572607,0.0023941786427390897,1.5071453583648925e-16,1.5071453583648925e-16]",0
110,7c6856f2-bacb-4be2-61d0-ba4bf284,0.02083333333333333,0.75,0.8,"[0.02083333333333333,0.75,0.8]","[1.0180280470346217e-23,1.0180656339027164e-23,1.1184024355162769e-07,0.9999998881597565]",3
111,7d0acedd-f795-6e39-b508-3eea42ac,0.0,0.8333333333333334,0.7142857142857143,"[0.0,0.8333333333333334,0.7142857142857143]","[5.134268007774292e-17,8.783805223870916e-16,0.999999999999999,5.134268007774292e-17]",2
112,80e6c3aa-f56c-4679-d623-79d6fd2d,0.0,0.3333333333333333,0.25,"[0.0,0.3333333333333333,0.25]","[9.857685931056102e-14,0.9986114501814148,0.0013885498184861723,3.4463305953538556e-16]",1
113,85d4f155-5a13-7eb1-4d96-5c0b6e30,0.4583333333333333,0.9166666666666666,0.07692307692307693,"[0.4583333333333333,0.9166666666666666,0.07692307692307693]","[0.8832842794173823,0.1167157205826177,5.2783379949756536e-17,5.2783379949756536e-17]",0
114,8a2e2082-7444-5533-6931-1b05fd88,0.20833333333333331,0.8333333333333334,0.14285714285714285,"[0.20833333333333331,0.8333333333333334,0.14285714285714285]","[0.00020258007600094862,0.9993001161824212,0.0004973037415779316,3.665678590989436e-17]",1
115,8a68d73e-17f5-4571-ef15-e1d03878,0.3333333333333333,1.0,0.1,"[0.3333333333333333,1.0,0.1]","[0.11804472677786698,0.8819552732221305,2.4120522538070914e-15,8.794198400671737e-17]",1
116,8a6d88da-00af-01eb-e85b-db817e28,0.13888888888888887,0.5714285714285714,0.25,"[0.13888888888888887,0.5714285714285714,0.25]","[8.787516134117117e-13,0.8331924252341513,0.16680757476496988,2.77469226760932e-17]",1
117,8ae29d55-64a1-1cf2-962b-4a35e380,0.125,0.5555555555555556,0.1,"[0.125,0.5555555555555556,0.1]","[0.014637629582683843,0.1927052737225706,0.7926570966947456,8.977527503660311e-17]",2
118,8c7bdf99-8cda-02c4-7ccf-ad45ef8a,0.4583333333333333,0.9166666666666666,0.0,"[0.4583333333333333,0.9166666666666666,0.0]","[0.989828292659411,0.010171707340589111,5.1526709432925665e-17,5.1526709432925634e-17]",0
119,8cedbb4b-6088-0b3c-fc04-ad8ce093,0.2916666666666667,1.0,0.1111111111111111,"[0.2916666666666667,1.0,0.1111111111111111]","[0.02204594586745477,0.9779540540744235,5.812180624323326e-11,6.953313776672808e-17]",1
120,8f38fcd5-8798-9850-2359-5268418e,0.08333333333333333,1.0,0.125,"[0.08333333333333333,1.0,0.125]","[0.0001727431386015809,0.5468237148638061,0.45300354199759224,1.4599507436811182e-16]",1
121,9187a2a4-6ffb-f4f5-f012-df8a1141,0.0,1.0,0.75,"[0.0,1.0,0.75]","[1.674928749199156e-23,1.7005304205023287e-23,2.852268281955838e-07,0.9999997147731717]",3
122,92d86eda-129e-0d8c-0a73-835acef9,0.25,1.0,0.0,"[0.25,1.0,0.0]","[0.990618299024442,0.009380977540026494,7.234355315337447e-07,4.916362658210821e-17]",0
123,9627fef7-14c0-4a88-0954-9cf43b68,0.2916666666666667,1.0,0.1111111111111111,"[0.2916666666666667,1.0,0.1111111111111111]","[0.02204594586745477,0.9779540540744235,5.812180624323326e-11,6.953313776672808e-17]",1
124,97372a43-0a6d-3145-e63f-0202242e,0.16666666666666666,0.8,0.16666666666666666,"[0.16666666666666666,0.8,0.16666666666666666]","[3.244863164228789e-06,0.9630261376836428,0.036970617453193105,3.118683027218381e-17]",1
