,users,intensityNormalized,order,freq,catchingUpRatio,pcaInput,_1,_2,features,prediction
29,1d90b45b-4d8d-42a1-43cd-38e1a241,0.0,0.75,0.8,0.0,"[0.0,0.75,0.8,0.0]",0.636349879854904,0.7397698151935703,"[0.636349879854904,0.7397698151935703]",2
30,1e81aa64-c3c9-ee4f-ce3c-c4248be0,0.3333333333333333,0.0,0.0,0.0,"(4,[0],[0.3333333333333333])",-0.1372686802931591,0.012689625775696003,"[-0.1372686802931591,0.012689625775696003]",0
31,1f7f3fd7-7087-1461-cf43-9add2172,0.027777777777777773,0.6666666666666666,0.75,0.25,"[0.027777777777777773,0.6666666666666666,0.75,0.25]",0.4169510218161274,0.8576264596090869,"[0.4169510218161274,0.8576264596090869]",2
32,1f96865d-62d4-b049-1788-cfccf324,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
33,20e2fc85-7d0f-8a2c-b651-4b811a97,0.08333333333333333,0.4,0.3333333333333333,0.16666666666666666,"[0.08333333333333333,0.4,0.3333333333333333,0.16666666666666666]",0.1402771155082611,0.4510791440779363,"[0.1402771155082611,0.4510791440779363]",0
34,23e6f6c8-2cd0-ac1c-e8a1-f2338caa,0.9166666666666666,0.9090909090909092,0.08333333333333333,0.9166666666666666,"[0.9166666666666666,0.9090909090909092,0.08333333333333333,0.9166666666666666]",-0.7417551324924777,0.9770375046027062,"[-0.7417551324924777,0.9770375046027062]",1
35,258d2e1f-e3e8-2612-8285-895fb96d,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]",0.48127040033987356,0.9499875684877227,"[0.48127040033987356,0.9499875684877227]",2
36,269144fa-ef0e-c81e-52ff-df9a348a,0.1875,0.8333333333333334,0.2307692307692308,0.6923076923076923,"[0.1875,0.8333333333333334,0.2307692307692308,0.6923076923076923]",-0.22086832272045295,0.8709456269138085,"[-0.22086832272045295,0.8709456269138085]",1
37,270174bf-baf8-aab4-48e3-139fcf47,0.08333333333333333,0.3333333333333333,0.0,0.0,"[0.08333333333333333,0.3333333333333333,0.0,0.0]",0.03000220845045628,0.0955335153225598,"[0.03000220845045628,0.0955335153225598]",0
38,27080783-250a-3521-f816-6e7b29cf,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
39,2c1d08f2-a1ba-6915-db46-1a7721b9,0.3333333333333333,1.0,0.0,0.0,"[0.3333333333333333,1.0,0.0,0.0]",0.055689455278079086,0.2897729524116034,"[0.055689455278079086,0.2897729524116034]",0
40,2ee1d86b-74ed-47f3-5733-61cc4821,0.08333333333333333,1.0,0.0,0.0,"[0.08333333333333333,1.0,0.0,0.0]",0.15864096549794843,0.2802557330798314,"[0.15864096549794843,0.2802557330798314]",0
41,2f7f0e40-1234-75db-2bcf-bdfbdfbc,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
42,31a88be4-13ad-06c2-119c-3551a490,0.3333333333333333,1.0,0.1,0.2,"[0.3333333333333333,1.0,0.1,0.2]",-0.011779036414432453,0.4947770457059427,"[-0.011779036414432453,0.4947770457059427]",0
43,3244a4c0-3f85-3017-5694-2f5647cb,0.0,0.8333333333333334,0.8571428571428571,0.0,"[0.0,0.8333333333333334,0.8571428571428571,0.0]",0.6875462443555886,0.800857043857275,"[0.6875462443555886,0.800857043857275]",2
44,3447bacb-f54d-55c2-592f-3a3ff765,0.25,1.0,0.25,0.75,"[0.25,1.0,0.25,0.75]",-0.23981760571062366,0.9722475645376019,"[-0.23981760571062366,0.9722475645376019]",1
45,34a3d1d8-74eb-8a4e-0506-b9ca1551,0.08333333333333333,1.0,0.25,0.0,"[0.08333333333333333,1.0,0.25,0.0]",0.312275739928097,0.44649239564753135,"[0.312275739928097,0.44649239564753135]",2
46,35813a40-7aa6-5336-237b-c93f1759,0.5833333333333334,0.8571428571428571,0.0,0.875,"[0.5833333333333334,0.8571428571428571,0.0,0.875]",-0.6388630092880365,0.8656855880360768,"[-0.6388630092880365,0.8656855880360768]",1
47,35ce5334-aefb-9a61-d1c3-7f01a776,0.5833333333333334,1.0,0.125,0.875,"[0.5833333333333334,1.0,0.125,0.875]",-0.5344801741342139,0.988387251696485,"[-0.5344801741342139,0.988387251696485]",1
48,35daa597-4591-5a82-57a9-1fba2635,0.027777777777777773,1.0,0.75,0.0,"[0.027777777777777773,1.0,0.75,0.0]",0.6424234021705872,0.7768507831536485,"[0.6424234021705872,0.7768507831536485]",2
49,367365a7-8d2a-3b00-f3e3-f877be3c,0.20833333333333331,0.8333333333333334,0.2857142857142857,0.7142857142857143,"[0.20833333333333331,0.8333333333333334,0.2857142857142857,0.7142857142857143]",-0.20984902761287144,0.9234950750525542,"[-0.20984902761287144,0.9234950750525542]",1
50,3681eecc-7864-c1c1-0024-4d4234be,0.75,1.0,0.1,0.9,"[0.75,1.0,0.1,0.9]",-0.6345932919068796,0.9954220768609705,"[-0.6345932919068796,0.9954220768609705]",1
51,36a67ef1-5f22-7846-3f95-faec67c9,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
52,37ada581-75c2-560e-2eb3-3db3a231,0.3333333333333333,0.5,0.2,0.8,"[0.3333333333333333,0.5,0.2,0.8]",-0.43357139882170503,0.838258332216847,"[-0.43357139882170503,0.838258332216847]",1
53,37d73652-37e1-cc5f-6c84-3b9a528c,0.016666666666666663,0.8,0.8333333333333334,0.16666666666666666,"[0.016666666666666663,0.8,0.8333333333333334,0.16666666666666666]",0.5521836546556852,0.8918478747125599,"[0.5521836546556852,0.8918478747125599]",2
54,380773a6-f975-22c8-187e-e40fe702,0.027777777777777773,0.6666666666666666,0.75,0.25,"[0.027777777777777773,0.6666666666666666,0.75,0.25]",0.4169510218161274,0.8576264596090869,"[0.4169510218161274,0.8576264596090869]",2
55,3be7d5a2-f78e-3472-e5ac-fa27ed08,0.16666666666666666,0.4,0.0,0.0,"[0.16666666666666666,0.4,0.0,0.0]",0.008548914081915729,0.11717814354221096,"[0.008548914081915729,0.11717814354221096]",0
56,3c370e25-1bd5-c34b-ec40-31117752,0.25,0.3333333333333333,0.25,0.75,"[0.25,0.3333333333333333,0.25,0.75]",-0.3684563627581158,0.7875253467803303,"[-0.3684563627581158,0.7875253467803303]",1
57,3d524e1d-934c-6d53-022b-983c91c3,0.05555555555555556,1.0,0.4,0.2,"[0.05555555555555556,1.0,0.4,0.2]",0.2869732598127117,0.6836863526407693,"[0.2869732598127117,0.6836863526407693]",2
58,3d7d0f75-dda5-644d-e527-018ff340,0.14583333333333334,0.7,0.09090909090909093,0.09090909090909091,"[0.14583333333333334,0.7,0.09090909090909093,0.09090909090909091]",0.07228174639867685,0.3229185664317382,"[0.07228174639867685,0.3229185664317382]",0
59,3dc06a27-afe4-b105-1f3c-997851c7,0.2222222222222222,0.7,0.18181818181818185,0.7272727272727273,"[0.2222222222222222,0.7,0.18181818181818185,0.7272727272727273]",-0.3135161098236014,0.8269881183651725,"[-0.3135161098236014,0.8269881183651725]",1
60,3e4346e0-6285-8776-f373-101eac22,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
61,3e713aeb-dcb2-d6a8-962f-635df3e8,0.3333333333333333,1.0,0.0,0.0,"[0.3333333333333333,1.0,0.0,0.0]",0.055689455278079086,0.2897729524116034,"[0.055689455278079086,0.2897729524116034]",0
62,3fc2e2fe-697a-3255-1a17-4204819d,0.08333333333333333,0.7142857142857143,0.5,0.5,"[0.08333333333333333,0.7142857142857143,0.5,0.5]",0.08847361481932148,0.8798359641302632,"[0.08847361481932148,0.8798359641302632]",1
63,404bc704-6703-c3c0-815e-55c756c5,0.0,0.8571428571428571,0.625,0.0,"[0.0,0.8571428571428571,0.625,0.0]",0.5494796237078612,0.653091650678599,"[0.5494796237078612,0.653091650678599]",2
64,4196e8ee-e405-a1e1-4a7f-7d9149a5,0.25,1.0,0.25,0.75,"[0.25,1.0,0.25,0.75]",-0.23981760571062366,0.9722475645376019,"[-0.23981760571062366,0.9722475645376019]",1
65,42779e7e-90bc-7eac-5aa8-a9874f90,0.047619047619047616,1.0,0.3636363636363637,0.2727272727272727,"[0.047619047619047616,1.0,0.3636363636363637,0.2727272727272727]",0.2210138121838608,0.7095714053265214,"[0.2210138121838608,0.7095714053265214]",2
66,440d90ef-c7d7-0530-608e-8c0fc440,0.033333333333333326,1.0,0.7142857142857143,0.2857142857142857,"[0.033333333333333326,1.0,0.7142857142857143,0.2857142857142857]",0.43401290667867387,0.9511847940744187,"[0.43401290667867387,0.9511847940744187]",2
67,459f5319-edaf-cd53-126d-fdfb12a5,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
68,45d78fe4-7d30-3b18-371e-57bb06c7,0.6666666666666666,1.0,0.1111111111111111,0.8888888888888888,"[0.6666666666666666,1.0,0.1111111111111111,0.8888888888888888]",-0.5862855539997737,0.9919429982940964,"[-0.5862855539997737,0.9919429982940964]",1
69,4641102c-f3d3-3878-6d00-1c49a28c,0.14583333333333334,0.7,0.2727272727272727,0.09090909090909091,"[0.14583333333333334,0.7,0.2727272727272727,0.09090909090909091]",0.18401612780242121,0.4438179573900654,"[0.18401612780242121,0.4438179573900654]",0
70,4a97a9b2-74fe-c9f3-625f-0176bddf,0.016666666666666663,0.8,0.3333333333333333,0.0,"[0.016666666666666663,0.8,0.3333333333333333,0.0]",0.35234944034919735,0.4439500260211106,"[0.35234944034919735,0.4439500260211106]",2
71,4b21d918-4ac0-0787-3094-37c9432c,0.2222222222222222,0.6,0.2727272727272727,0.5454545454545454,"[0.2222222222222222,0.6,0.2727272727272727,0.5454545454545454]",-0.1597425495292431,0.7338118191196004,"[-0.1597425495292431,0.7338118191196004]",1
72,4bd540f6-e34d-4592-7680-b2735389,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
73,4c4ac589-35f5-76e3-d0a3-fedab6c6,0.027777777777777773,0.7142857142857143,0.5,0.25,"[0.027777777777777773,0.7142857142857143,0.5,0.25]",0.27250473003222836,0.7045842411669063,"[0.27250473003222836,0.7045842411669063]",2
74,4cc576c8-f218-94be-fef3-4b6fd86e,0.0972222222222222,0.8333333333333334,0.3076923076923077,0.3076923076923077,"[0.0972222222222222,0.8333333333333334,0.3076923076923077,0.3076923076923077]",0.11150854493598539,0.6522943104654023,"[0.11150854493598539,0.6522943104654023]",0
75,4d0232bc-202c-ee3a-e58c-e543848c,0.013888888888888895,1.0,0.7142857142857143,0.0,"[0.013888888888888895,1.0,0.7142857142857143,0.0]",0.6261951055975429,0.7525739540937992,"[0.6261951055975429,0.7525739540937992]",2
76,4debb215-7398-77ba-2243-94adbd31,0.16666666666666666,1.0,0.1111111111111111,0.0,"[0.16666666666666666,1.0,0.1111111111111111,0.0]",0.19260591739361355,0.35731110066495536,"[0.19260591739361355,0.35731110066495536]",0
77,4f3771bf-0850-3813-5de9-d0592e66,0.3333333333333333,0.75,0.0,0.0,"[0.3333333333333333,0.75,0.0,0.0]",0.007449921385269537,0.22050212075262654,"[0.007449921385269537,0.22050212075262654]",0
78,502b50b6-08fa-b922-9bb6-dbd4d848,0.3333333333333333,1.0,0.0,0.0,"[0.3333333333333333,1.0,0.0,0.0]",0.055689455278079086,0.2897729524116034,"[0.055689455278079086,0.2897729524116034]",0
79,53cb26b0-7222-8eb4-ef0d-29e7a801,0.3333333333333333,0.25,0.2,0.8,"[0.3333333333333333,0.25,0.2,0.8]",-0.4818109327145146,0.7689875005578701,"[-0.4818109327145146,0.7689875005578701]",1
80,5409088d-b542-9cac-7fac-9ab00271,0.25,0.7272727272727273,0.25,0.75,"[0.25,0.7272727272727273,0.25,0.75]",-0.2924425517755068,0.8966793845459907,"[-0.2924425517755068,0.8966793845459907]",1
81,5414140f-2888-40b9-e1e2-7984f327,0.25,1.0,0.0,0.0,"[0.25,1.0,0.0,0.0]",0.09000662535136886,0.2866005459676794,"[0.09000662535136886,0.2866005459676794]",0
82,54e1c86d-b289-f693-e3a3-5d393778,0.016666666666666663,0.8,0.8333333333333334,0.16666666666666666,"[0.016666666666666663,0.8,0.8333333333333334,0.16666666666666666]",0.5521836546556852,0.8918478747125599,"[0.5521836546556852,0.8918478747125599]",2
83,554558f4-55fd-07df-ddb3-309239ad,0.027777777777777773,1.0,0.25,0.0,"[0.027777777777777773,1.0,0.25,0.0]",0.33515385331029013,0.4443774580182487,"[0.33515385331029013,0.4443774580182487]",2
84,56a4a9a0-7ab4-0a76-0621-b118321b,0.25,1.0,0.0,0.0,"[0.25,1.0,0.0,0.0]",0.09000662535136886,0.2866005459676794,"[0.09000662535136886,0.2866005459676794]",0
85,57b97824-05f2-21af-72f1-95f7d697,0.13888888888888887,0.5714285714285714,0.125,0.5,"[0.13888888888888887,0.5714285714285714,0.125,0.5]",-0.1924221081468428,0.5930125755314377,"[-0.1924221081468428,0.5930125755314377]",1
86,5bfa22fd-175f-02d2-c446-36369a81,0.14583333333333334,0.1,0.0,0.0,"[0.14583333333333334,0.1,0.0,0.0]",-0.0407592340711333,0.03326004394045774,"[-0.0407592340711333,0.03326004394045774]",0
87,5d557ed3-ce5e-24e4-a66e-aa966d6c,0.027777777777777773,0.6666666666666666,0.5,0.25,"[0.027777777777777773,0.6666666666666666,0.5,0.25]",0.2633162473859789,0.6913897970413869,"[0.2633162473859789,0.6913897970413869]",2
88,5e97ad83-2b2c-529e-f831-deac0066,0.125,0.5,0.2,0.6,"[0.125,0.5,0.2,0.6]",-0.21885607217390957,0.6918178878397776,"[-0.21885607217390957,0.6918178878397776]",1
89,5fad3306-616d-9b57-3411-75efa34d,0.08333333333333333,0.6,0.3333333333333333,0.3333333333333333,"[0.08333333333333333,0.6,0.3333333333333333,0.3333333333333333]",0.0714334080686996,0.6219203329611672,"[0.0714334080686996,0.6219203329611672]",0
90,600fadb1-9f64-3bf4-b14c-378c45ae,0.03125,0.9,0.4545454545454545,0.0,"[0.03125,0.9,0.4545454545454545,0.0]",0.44012933674599164,0.5528131237846061,"[0.44012933674599164,0.5528131237846061]",2
91,6408c27b-ab13-d145-5b44-24f30202,0.25,1.0,0.25,0.75,"[0.25,1.0,0.25,0.75]",-0.23981760571062366,0.9722475645376019,"[-0.23981760571062366,0.9722475645376019]",1
92,6613f3e0-2e08-24f1-52ba-bfab8807,0.6666666666666666,0.125,0.1111111111111111,0.8888888888888888,"[0.6666666666666666,0.125,0.1111111111111111,0.8888888888888888]",-0.7551239226246071,0.7494950874876775,"[-0.7551239226246071,0.7494950874876775]",1
93,6809fd15-56b5-3424-e33d-88eb107c,0.3333333333333333,0.25,0.2,0.8,"[0.3333333333333333,0.25,0.2,0.8]",-0.4818109327145146,0.7689875005578701,"[-0.4818109327145146,0.7689875005578701]",1
94,6a9b69a1-5f2e-6aea-63d9-0e9d77c1,0.013888888888888895,1.0,0.8571428571428571,0.14285714285714285,"[0.013888888888888895,1.0,0.8571428571428571,0.14285714285714285]",0.6218989756543627,0.9465016386090987,"[0.6218989756543627,0.9465016386090987]",2
95,6c86b1d0-fd95-c414-78d2-9495251b,0.02083333333333333,0.75,0.8,0.2,"[0.02083333333333333,0.75,0.8,0.2]",0.4988481858720106,0.8790723450718106,"[0.4988481858720106,0.8790723450718106]",2
96,6e25573c-8b7b-a2e7-a782-480ddb63,0.027777777777777773,0.3333333333333333,0.25,0.25,"[0.027777777777777773,0.3333333333333333,0.25,0.25]",0.045362094432084304,0.43279202559505126,"[0.045362094432084304,0.43279202559505126]",0
97,6f168bc8-c816-a359-ba88-da8c663d,0.25,0.7142857142857143,0.125,0.75,"[0.25,0.7142857142857143,0.125,0.75]",-0.37176588880319456,0.8099625685006355,"[-0.37176588880319456,0.8099625685006355]",1
98,6f359ebe-9f0a-2bae-a27a-c4ec1712,0.08333333333333333,1.0,0.5,0.5,"[0.08333333333333333,1.0,0.5,0.5]",0.14360451069681812,0.9590026288833796,"[0.14360451069681812,0.9590026288833796]",2
99,6f99bc0c-a871-5dd6-80cb-22296ada,0.25,1.0,0.0,0.0,"[0.25,1.0,0.0,0.0]",0.09000662535136886,0.2866005459676794,"[0.09000662535136886,0.2866005459676794]",0
100,70eacff4-a340-e4fd-746a-807b58c3,0.25,1.0,0.16666666666666666,0.4166666666666667,"[0.25,1.0,0.16666666666666666,0.4166666666666667]",-0.07615852807972162,0.6859862965696031,"[-0.07615852807972162,0.6859862965696031]",1
101,74105285-3bd1-71b2-bb2b-df56e6f7,0.08333333333333333,1.0,0.25,0.5,"[0.08333333333333333,1.0,0.25,0.5]",-0.01003026373333038,0.7927659663156796,"[-0.01003026373333038,0.7927659663156796]",1
102,74df8aff-e884-bc0d-7710-a23afc0d,0.3333333333333333,0.75,0.0,0.0,"[0.3333333333333333,0.75,0.0,0.0]",0.007449921385269537,0.22050212075262654,"[0.007449921385269537,0.22050212075262654]",0
103,7550652e-a184-e590-1205-03d91e86,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
104,755f4b52-e48e-eda7-42c0-2dabd3cf,0.016666666666666663,0.6,0.3333333333333333,0.16666666666666666,"[0.016666666666666663,0.6,0.3333333333333333,0.16666666666666666]",0.20632247868114056,0.5039578842499786,"[0.20632247868114056,0.5039578842499786]",0
105,75bece44-7ed0-9de1-f411-854abe3b,0.027777777777777773,0.6666666666666666,0.5,0.0,"[0.027777777777777773,0.6666666666666666,0.5,0.0]",0.4244692492166926,0.5182530117073127,"[0.4244692492166926,0.5182530117073127]",2
106,77d5ac07-0cfc-ac01-e741-58dae777,0.05000000000000001,0.2857142857142857,0.0,0.0,"[0.05000000000000001,0.2857142857142857,0.0,0.0]",0.03454059383352275,0.0810701086194708,"[0.03454059383352275,0.0810701086194708]",0
107,78928b9d-af19-1353-e439-c5b1d36f,0.3333333333333333,0.5,0.2,0.8,"[0.3333333333333333,0.5,0.2,0.8]",-0.43357139882170503,0.838258332216847,"[-0.43357139882170503,0.838258332216847]",1
108,78f08216-f3b9-62f6-7676-e8f9b3e2,0.05555555555555556,0.5,0.2,0.4,"[0.05555555555555556,0.5,0.2,0.4]",-0.06133602898159718,0.550664787535915,"[-0.06133602898159718,0.550664787535915]",0
109,7b7820c3-5040-cdf4-4448-bacd9426,0.6666666666666666,0.625,0.1111111111111111,0.8888888888888888,"[0.6666666666666666,0.625,0.1111111111111111,0.8888888888888888]",-0.658644854838988,0.8880367508056312,"[-0.658644854838988,0.8880367508056312]",1
110,7c6856f2-bacb-4be2-61d0-ba4bf284,0.02083333333333333,0.75,0.8,0.2,"[0.02083333333333333,0.75,0.8,0.2]",0.4988481858720106,0.8790723450718106,"[0.4988481858720106,0.8790723450718106]",2
111,7d0acedd-f795-6e39-b508-3eea42ac,0.0,0.8333333333333334,0.7142857142857143,0.0,"[0.0,0.8333333333333334,0.7142857142857143,0.0]",0.5997549446812181,0.7058646652471607,"[0.5997549446812181,0.7058646652471607]",2
112,80e6c3aa-f56c-4679-d623-79d6fd2d,0.0,0.3333333333333333,0.25,0.0,"[0.0,0.3333333333333333,0.25,0.0]",0.2179541529538946,0.2585977714463357,"[0.2179541529538946,0.2585977714463357]",0
113,85d4f155-5a13-7eb1-4d96-5c0b6e30,0.4583333333333333,0.9166666666666666,0.07692307692307693,0.7692307692307693,"[0.4583333333333333,0.9166666666666666,0.07692307692307693,0.7692307692307693]",-0.46044929642494237,0.8553195974450434,"[-0.46044929642494237,0.8553195974450434]",1
114,8a2e2082-7444-5533-6931-1b05fd88,0.20833333333333331,0.8333333333333334,0.14285714285714285,0.5714285714285714,"[0.20833333333333331,0.8333333333333334,0.14285714285714285,0.5714285714285714]",-0.20555289766969137,0.7295673905372546,"[-0.20555289766969137,0.7295673905372546]",1
115,8a68d73e-17f5-4571-ef15-e1d03878,0.3333333333333333,1.0,0.1,0.1,"[0.3333333333333333,1.0,0.1,0.1]",0.052682164317853025,0.425522331572313,"[0.052682164317853025,0.425522331572313]",0
116,8a6d88da-00af-01eb-e85b-db817e28,0.13888888888888887,0.5714285714285714,0.25,0.5,"[0.13888888888888887,0.5714285714285714,0.25,0.5]",-0.11560472093176855,0.6761309068152878,"[-0.11560472093176855,0.6761309068152878]",1
117,8ae29d55-64a1-1cf2-962b-4a35e380,0.125,0.5555555555555556,0.1,0.5,"[0.125,0.5555555555555556,0.1,0.5]",-0.20512888479305919,0.5714620268255073,"[-0.20512888479305919,0.5714620268255073]",1
