,users,catchingUpRatio,order,freq,ordinary-late,pcaInput,_1,_2,prediction
38,BrunoB,0.2222222222222222,0.875,0.6666666666666666,ordinary,"[0.2222222222222222,0.875,0.6666666666666666]",0.6417741574203234,-0.6527290566426031,1
39,Buda,0.6666666666666666,0.4,0.3333333333333333,ordinary,"[0.6666666666666666,0.4,0.3333333333333333]",0.07551156489354133,-0.8143087332481724,2
40,Buki,0.0,1.0,0.8,ordinary,"[0.0,1.0,0.8]",0.8765596890652162,-0.5340635833222402,1
41,chibu79,0.08333333333333333,1.0,0.9166666666666666,ordinary,"[0.08333333333333333,1.0,0.9166666666666666]",0.9441834980969526,-0.6542151649099734,1
42,Cromiza,0.2727272727272727,0.8,0.2727272727272727,ordinary,"[0.2727272727272727,0.8,0.2727272727272727]",0.2580672792485043,-0.5269206804183837,0
43,cvjetko,0.25,1.0,0.6666666666666666,ordinary,"[0.25,1.0,0.6666666666666666]",0.6506814656784208,-0.7051097912974853,1
44,Dalka,0.0,0.5714285714285714,0.5,ordinary,"[0.0,0.5714285714285714,0.5]",0.5389084612819761,-0.32197403609636976,0
45,Damir Mulalic,0.25,1.0,0.16666666666666666,ordinary,"[0.25,1.0,0.16666666666666666]",0.2071473444901401,-0.5091699256547736,0
46,damir.juretic,0.0,1.0,1.0,ordinary,"[0.0,1.0,1.0]",1.0539733375405285,-0.612439529579325,1
47,Danilo4783,0.2727272727272727,1.0,0.09090909090909093,ordinary,"[0.2727272727272727,1.0,0.09090909090909093]",0.1301631633037412,-0.49978177984345074,0
48,Dario,0.1111111111111111,1.0,0.2222222222222222,ordinary,"[0.1111111111111111,1.0,0.2222222222222222]",0.3162080566980531,-0.406887222496574,0
49,DarioR,0.14285714285714285,1.0,0.14285714285714285,ordinary,"[0.14285714285714285,1.0,0.14285714285714285]",0.23214201108256888,-0.4041408106565628,0
50,Darko Babic,0.15384615384615385,1.0,0.6923076923076923,ordinary,"[0.15384615384615385,1.0,0.6923076923076923]",0.7148123658944558,-0.6292745899919956,1
51,Dejan Adamic,0.15384615384615385,0.5833333333333334,0.6153846153846154,ordinary,"[0.15384615384615385,0.5833333333333334,0.6153846153846154]",0.5770325575984521,-0.50723007932194,1
52,DejanJ,0.07692307692307693,0.9166666666666666,0.8461538461538461,ordinary,"[0.07692307692307693,0.9166666666666666,0.8461538461538461]",0.8704840937871615,-0.6024770765945018,1
53,delimir,0.0,0.8,0.0,ordinary,"[0.0,0.8,0.0]",0.1335240761311737,-0.17644783863512115,0
54,demirel,0.75,0.6666666666666666,0.25,ordinary,"[0.75,0.6666666666666666,0.25]",0.010229750827023376,-0.9149003147905281,2
55,Deni Oreb,0.9090909090909091,1.0,0.09090909090909093,ordinary,"[0.9090909090909091,1.0,0.09090909090909093]",-0.14373400184393537,-1.0681737331863999,2
56,Dimen,0.2,0.75,0.4,ordinary,"[0.2,0.75,0.4]",0.3939241521343301,-0.5008092122852368,0
57,dkervina,0.5,1.0,0.5,ordinary,"[0.5,1.0,0.5]",0.3952343008790733,-0.8630933415632163,2
58,dmeic,0.46153846153846156,0.8333333333333334,0.3076923076923077,ordinary,"[0.46153846153846156,0.8333333333333334,0.3076923076923077]",0.21338096267470227,-0.7166185285778099,2
59,Domen S,0.0,1.0,0.9166666666666666,ordinary,"[0.0,1.0,0.9166666666666666]",0.9800509840091483,-0.5797828853055397,1
60,Dorsi,0.6,1.0,0.4,ordinary,"[0.6,1.0,0.4]",0.26348649354678233,-0.9132241039599945,2
61,dragana,0.5714285714285714,0.5,0.42857142857142855,ordinary,"[0.5714285714285714,0.5,0.42857142857142855]",0.21767617663116756,-0.7886211298425356,2
62,Dra��en,0.0,0.875,0.5555555555555556,ordinary,"[0.0,0.875,0.5555555555555556]",0.6388576484776719,-0.41070078533239907,1
63,drejc,0.09090909090909091,0.7,0.18181818181818185,ordinary,"[0.09090909090909091,0.7,0.18181818181818185]",0.23899053514266552,-0.3068415695170086,0
64,Du��i,0.0,1.0,0.125,ordinary,"[0.0,1.0,0.125]",0.2777886254610373,-0.2695447647045794,0
65,Edvard,0.1111111111111111,1.0,0.7777777777777778,ordinary,"[0.1111111111111111,1.0,0.7777777777777778]",0.8090237469072538,-0.6245981843218094,1
66,Efa i Neno,0.38461538461538464,0.75,0.38461538461538464,ordinary,"[0.38461538461538464,0.75,0.38461538461538464]",0.30081667192305706,-0.6596764204660529,2
67,Elena Nikolovska,0.5,1.0,0.125,ordinary,"[0.5,1.0,0.125]",0.06258370998786283,-0.7161384423311824,2
68,Ferijan Perkovic,0.3333333333333333,0.875,0.5555555555555556,ordinary,"[0.3333333333333333,0.875,0.5555555555555556]",0.49538770482888894,-0.7084299037501345,1
69,filip mestrovic,0.2857142857142857,1.0,0.7142857142857143,ordinary,"[0.2857142857142857,1.0,0.7142857142857143]",0.6775510308768398,-0.7556702792844057,1
70,Gasper,0.14285714285714285,0.6666666666666666,0.42857142857142855,ordinary,"[0.14285714285714285,0.6666666666666666,0.42857142857142855]",0.42995504861169254,-0.44258651540204996,0
71,gcampa,0.25,1.0,0.4166666666666667,ordinary,"[0.25,1.0,0.4166666666666667]",0.4289144050842804,-0.6071398584761295,0
72,GITA MARINKOVIC,0.75,0.6666666666666666,0.25,ordinary,"[0.75,0.6666666666666666,0.25]",0.010229750827023376,-0.9149003147905281,2
73,Goran Cacic,0.16666666666666666,1.0,0.08333333333333333,ordinary,"[0.16666666666666666,1.0,0.08333333333333333]",0.16909247687095574,-0.4020810017765544,0
74,Goran ��urica,0.0,0.9166666666666666,0.3076923076923077,ordinary,"[0.0,0.9166666666666666,0.3076923076923077]",0.42594041181104003,-0.3227581939597964,0
75,Gordan,0.0,0.9166666666666666,0.07692307692307693,ordinary,"[0.0,0.9166666666666666,0.07692307692307693]",0.2212323558779874,-0.2323244098170063,0
76,Gordana Genc,0.1111111111111111,1.0,0.8888888888888888,ordinary,"[0.1111111111111111,1.0,0.8888888888888888]",0.9075868849490939,-0.6681403766868563,1
77,gpet,0.16666666666666666,0.9090909090909092,0.8333333333333334,ordinary,"[0.16666666666666666,0.9090909090909092,0.8333333333333334]",0.8192204681839251,-0.6759399094866312,1
78,Gregor Primc,0.08333333333333333,1.0,0.4166666666666667,ordinary,"[0.08333333333333333,1.0,0.4166666666666667]",0.500649376908672,-0.45827529926726174,0
79,greta,0.42857142857142855,0.6666666666666666,0.2857142857142857,ordinary,"[0.42857142857142855,0.6666666666666666,0.2857142857142857]",0.18025677657322697,-0.6418000838621912,2
80,Grozdana Sirotic,0.0,1.0,0.5,ordinary,"[0.0,1.0,0.5]",0.6104392163522477,-0.4164996639366132,1
81,Grup amor,0.0,0.875,0.1111111111111111,ordinary,"[0.0,0.875,0.1111111111111111]",0.24460509631031135,-0.23653201587221082,0
82,HanaP,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]",0.16690509516396712,-0.22055979829390143,0
83,Hrvoje Juvancic,0.4444444444444444,1.0,0.5555555555555556,ordinary,"[0.4444444444444444,1.0,0.5555555555555556]",0.4684275271747905,-0.8352429180094505,2
84,Igor ��utic,0.0,1.0,0.8461538461538461,ordinary,"[0.0,1.0,0.8461538461538461]",0.9175013002518266,-0.5521503401507983,1
85,Igor ��afran,0.0,0.75,0.7692307692307693,ordinary,"[0.0,0.75,0.7692307692307693]",0.807539007816484,-0.46686579586305965,1
86,Igor29,0.6666666666666666,1.0,0.3333333333333333,ordinary,"[0.6666666666666666,1.0,0.3333333333333333]",0.1756546219919216,-0.9466446122245133,2
87,IgorGancevic,0.25,0.8571428571428571,0.125,ordinary,"[0.25,0.8571428571428571,0.125]",0.14634258270102618,-0.4613330609044664,0
88,igorr,0.1111111111111111,1.0,0.2222222222222222,ordinary,"[0.1111111111111111,1.0,0.2222222222222222]",0.3162080566980531,-0.406887222496574,0
89,iivana,0.14285714285714285,0.8333333333333334,0.2857142857142857,ordinary,"[0.14285714285714285,0.8333333333333334,0.2857142857142857]",0.33104852984713073,-0.4233636630293064,0
90,Ina,0.0,1.0,0.9,ordinary,"[0.0,1.0,0.9]",0.9652665133028723,-0.5732515564507827,1
91,Ines,0.875,1.0,0.125,ordinary,"[0.875,1.0,0.125]",-0.09881997661701797,-1.0510837005511346,2
92,Ivan Odrljin,0.07692307692307693,0.9166666666666666,0.6923076923076923,ordinary,"[0.07692307692307693,0.9166666666666666,0.6923076923076923]",0.7340120564984598,-0.5421878871659751,1
93,Ivana PR,0.0,1.0,1.0,ordinary,"[0.0,1.0,1.0]",1.0539733375405285,-0.612439529579325,1
94,IvanV,0.3333333333333333,0.8,0.3333333333333333,ordinary,"[0.3333333333333333,0.8,0.3333333333333333]",0.2857435466079111,-0.6048035341479977,2
95,Ivica Komljenovic,0.8461538461538461,0.9166666666666666,0.15384615384615385,ordinary,"[0.8461538461538461,0.9166666666666666,0.15384615384615385]",-0.07472455935534156,-1.0182429205147518,2
96,Iztok3,0.4,1.0,0.2,ordinary,"[0.4,1.0,0.2]",0.17215481126073984,-0.6562106866522686,2
97,jadralec Jaro,0.125,0.7142857142857143,0.625,ordinary,"[0.125,0.7142857142857143,0.625]",0.6198343477341764,-0.514115964527113,1
98,Jadran,0.16666666666666666,1.0,0.8333333333333334,ordinary,"[0.16666666666666666,1.0,0.8333333333333334]",0.8343936586533767,-0.6959908002406221,1
99,Janez  stupica,0.0,0.8571428571428571,0.625,ordinary,"[0.0,0.8571428571428571,0.625]",0.697479161625894,-0.43397608773387664,1
100,Jani Pristavec,0.07692307692307693,1.0,0.6923076923076923,ordinary,"[0.07692307692307693,1.0,0.6923076923076923]",0.7479208144287903,-0.5605678703571336,1
101,Jaro��,0.0,0.8,0.5,ordinary,"[0.0,0.8,0.5]",0.5770581973194543,-0.37238770427783296,0
102,Jasminka,0.2857142857142857,0.8333333333333334,0.5714285714285714,ordinary,"[0.2857142857142857,0.8333333333333334,0.5714285714285714]",0.5230094803909555,-0.6629274941470282,1
103,jelena,0.09090909090909091,1.0,0.9090909090909092,ordinary,"[0.09090909090909091,1.0,0.9090909090909092]",0.9342026036020821,-0.6580129499400326,1
104,Jelena-Marija,0.6363636363636364,0.8,0.2727272727272727,ordinary,"[0.6363636363636364,0.8,0.2727272727272727]",0.10155461344983202,-0.8517160823286405,2
105,Jelena Cutura,0.2,1.0,0.6,ordinary,"[0.2,1.0,0.6]",0.613064074400634,-0.6343251081157968,1
106,jerko,0.5,0.9090909090909092,0.5,ordinary,"[0.5,0.9090909090909092,0.5]",0.38006111040962176,-0.8430424508092254,2
107,Jerko. Marinkovic,0.3333333333333333,0.9090909090909092,0.6666666666666666,ordinary,"[0.3333333333333333,0.9090909090909092,0.6666666666666666]",0.5996407892967734,-0.7594911801479282,1
108,Josip Rabanasic,0.42857142857142855,0.8333333333333334,0.42857142857142855,ordinary,"[0.42857142857142855,0.8333333333333334,0.42857142857142855]",0.3347983270591112,-0.7345428689995687,2
109,josko52@gmail.com,0.7142857142857143,0.8333333333333334,0.14285714285714285,ordinary,"[0.7142857142857143,0.8333333333333334,0.14285714285714285]",-0.041623979604577366,-0.8777736187046494,2
110,JOZE,0.0,0.5,0.0,ordinary,"[0.0,0.5,0.0]",0.08345254758198356,-0.11027989914695072,0
111,Jo��ko,0.0,0.8888888888888888,0.6,ordinary,"[0.0,0.8888888888888888,0.6]",0.6806010300161297,-0.43118099281027766,1
112,Jure Gros,0.3076923076923077,1.0,0.3076923076923077,ordinary,"[0.3076923076923077,1.0,0.3076923076923077]",0.3074153756040325,-0.6159650556904028,2
113,jure111,0.8333333333333334,1.0,0.16666666666666666,ordinary,"[0.8333333333333334,1.0,0.16666666666666666]",-0.043925056895230075,-1.0301958828858107,2
114,jurebizjak,0.08333333333333333,1.0,0.5,ordinary,"[0.08333333333333333,1.0,0.5]",0.5745717304400519,-0.4909319435410471,1
115,kapitan72,0.4444444444444444,0.625,0.5555555555555556,ordinary,"[0.4444444444444444,0.625,0.5555555555555556]",0.40583811648830287,-0.7525329936492375,2
116,Karla,0.5,1.0,0.5,ordinary,"[0.5,1.0,0.5]",0.3952343008790733,-0.8630933415632163,2
117,Karmen Hrvatic,0.45454545454545453,1.0,0.5454545454545454,ordinary,"[0.45454545454545453,1.0,0.5454545454545454]",0.45511966784829644,-0.8403066313828625,2
118,Katarina ��edlbauer,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]",0.16690509516396712,-0.22055979829390143,0
119,kec,0.07692307692307693,0.9166666666666666,0.07692307692307693,ordinary,"[0.07692307692307693,0.9166666666666666,0.07692307692307693]",0.18812390734365286,-0.30103112945186833,0
120,kemi,0.25,0.5714285714285714,0.5,ordinary,"[0.25,0.5714285714285714,0.5]",0.4313060035453889,-0.5452708749096713,0
121,Kiklop,0.0,0.4,0.18181818181818185,ordinary,"[0.0,0.4,0.18181818181818185]",0.22804717304314348,-0.15947477955127398,0
122,KlaraM,0.0,1.0,0.25,ordinary,"[0.0,1.0,0.25]",0.38867215575810743,-0.31852973111525734,0
123,Kreso,0.5,1.0,0.16666666666666666,ordinary,"[0.5,1.0,0.16666666666666666]",0.09954488675355289,-0.732466764468075,2
124,Kristijan Lopac,0.18181818181818182,0.7,0.2727272727272727,ordinary,"[0.18181818181818182,0.7,0.2727272727272727]",0.2805049361817757,-0.4236658501114295,0
125,Ksenija Sekulic,0.0,0.4545454545454545,0.0,ordinary,"[0.0,0.4545454545454545,0.0]",0.07586595234725776,-0.10025445376995518,0
126,Kskoric,0.0,0.8888888888888888,0.0,ordinary,"[0.0,0.8888888888888888,0.0]",0.14836008459019298,-0.1960531540390235,0
127,Kvasina,0.5454545454545454,1.0,0.4545454545454545,ordinary,"[0.5454545454545454,1.0,0.4545454545454545]",0.3353489339098501,-0.88588005174357,2
128,Labura,0.5,1.0,0.25,ordinary,"[0.5,1.0,0.25]",0.173467240284933,-0.7651234087418604,2
129,Lana,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]",0.7246038192098008,-0.7377664355712706,1
130,Lea Svilicic,0.08333333333333333,0.9090909090909092,0.3333333333333333,ordinary,"[0.08333333333333333,0.9090909090909092,0.3333333333333333]",0.41155383290784026,-0.40556776423948543,0
131,Leo Mihaljevic,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]",0.7246038192098008,-0.7377664355712706,1
132,ljubica basic,0.0,1.0,0.9230769230769232,ordinary,"[0.0,1.0,0.9230769230769232]",0.9857373188961777,-0.5822949348650617,1
133,Luc,0.18181818181818182,1.0,0.8181818181818182,ordinary,"[0.18181818181818182,1.0,0.8181818181818182]",0.8144318696636356,-0.7035863703007401,1
134,lucijan,0.07692307692307693,0.6666666666666666,0.4615384615384616,ordinary,"[0.07692307692307693,0.6666666666666666,0.4615384615384616]",0.48757772677441547,-0.3966141534497098,0
135,ludmilla,0.0,0.5,0.4,ordinary,"[0.0,0.5,0.4]",0.4382798445326081,-0.2670317916611201,0
136,Luka Skocir,0.5555555555555556,1.0,0.4444444444444444,ordinary,"[0.5555555555555556,1.0,0.4444444444444444]",0.32204107458335607,-0.8909437651169819,2
137,luka.voncina,0.16666666666666666,1.0,0.8333333333333334,ordinary,"[0.16666666666666666,1.0,0.8333333333333334]",0.8343936586533767,-0.6959908002406221,1
138,lukaaa11,0.3333333333333333,1.0,0.3333333333333333,ordinary,"[0.3333333333333333,1.0,0.3333333333333333]",0.31912456564070457,-0.648915493806778,2
139,Lupodimare,0.3333333333333333,0.4,0.3333333333333333,ordinary,"[0.3333333333333333,0.4,0.3333333333333333]",0.2189815085423243,-0.5165796148304371,0
140,Maja Demaria,0.4,1.0,0.6,ordinary,"[0.4,1.0,0.6]",0.5269821082113643,-0.8129625791664381,1
141,Maja Grinek,0.4444444444444444,0.875,0.3333333333333333,ordinary,"[0.4444444444444444,0.875,0.3333333333333333]",0.25043811419561435,-0.7205885584926188,2
142,maja laurence,0.0,0.6666666666666666,0.0,ordinary,"[0.0,0.6666666666666666,0.0]",0.11127006344264474,-0.14703986552926762,0
143,MajaM,0.6153846153846154,0.5833333333333334,0.38461538461538464,ordinary,"[0.6153846153846154,0.5833333333333334,0.38461538461538464]",0.17367381045939223,-0.8290366129883221,2
144,Mare_,0.0,1.0,1.0,ordinary,"[0.0,1.0,1.0]",1.0539733375405285,-0.612439529579325,1
145,mare10,0.0,0.8333333333333334,0.0,ordinary,"[0.0,0.8333333333333334,0.0]",0.13908757930330595,-0.18379983191158453,0
146,Maria,0.0,0.8571428571428571,0.625,ordinary,"[0.0,0.8571428571428571,0.625]",0.697479161625894,-0.43397608773387664,1
147,Marijana,0.42857142857142855,1.0,0.42857142857142855,ordinary,"[0.42857142857142855,1.0,0.42857142857142855]",0.3626158429197724,-0.7713028353818855,2
148,MARINO BRZAC,0.6666666666666666,0.9090909090909092,0.3333333333333333,ordinary,"[0.6666666666666666,0.9090909090909092,0.3333333333333333]",0.16048143152247007,-0.9265937214705222,2
149,Mario Bursac,0.1111111111111111,1.0,0.7777777777777778,ordinary,"[0.1111111111111111,1.0,0.7777777777777778]",0.8090237469072538,-0.6245981843218094,1
150,Mario91,0.5555555555555556,1.0,0.1111111111111111,ordinary,"[0.5555555555555556,1.0,0.1111111111111111]",0.026351660457835657,-0.7603171880218408,2
151,Marjan Henigman,0.09090909090909091,1.0,0.9090909090909092,ordinary,"[0.09090909090909091,1.0,0.9090909090909092]",0.9342026036020821,-0.6580129499400326,1
152,Markisha,0.5,1.0,0.5,ordinary,"[0.5,1.0,0.5]",0.3952343008790733,-0.8630933415632163,2
153,Marko Dundovic,0.07692307692307693,0.9166666666666666,0.15384615384615385,ordinary,"[0.07692307692307693,0.9166666666666666,0.15384615384615385]",0.2563599259880037,-0.3311757241661317,0
154,Marko Kralj,0.6,1.0,0.4,ordinary,"[0.6,1.0,0.4]",0.26348649354678233,-0.9132241039599945,2
155,Marko L,0.0,0.9090909090909092,0.0,ordinary,"[0.0,0.9090909090909092,0.0]",0.15173190469451558,-0.2005089075399104,0
156,marko maticic,0.25,0.6666666666666666,0.5,ordinary,"[0.25,0.6666666666666666,0.5]",0.4472017268943381,-0.566276569985281,0
157,Ma��a,0.0,1.0,0.8,ordinary,"[0.0,1.0,0.8]",0.8765596890652162,-0.5340635833222402,1
158,masa sarusic,0.25,0.9090909090909092,0.75,ordinary,"[0.25,0.9090909090909092,0.75]",0.7094306287403493,-0.7177155448172796,1
159,Mate Vitaljic,0.2,0.7777777777777778,0.8,ordinary,"[0.2,0.7777777777777778,0.8]",0.7533877017283982,-0.6636877658631257,1
160,Matija Osterc,0.6923076923076923,0.9166666666666666,0.2307692307692308,ordinary,"[0.6923076923076923,0.9166666666666666,0.2307692307692308]",0.0597283563576784,-0.910974075959291,2
161,Matija Turkalj,0.0,0.9,0.0,ordinary,"[0.0,0.9,0.0]",0.15021458564757043,-0.1985038184645113,0
162,Matjazzavrl,0.125,0.8571428571428571,0.375,ordinary,"[0.125,0.8571428571428571,0.375]",0.4219108721634601,-0.44765457431917155,0
163,Mauro,0.0,0.75,0.0,ordinary,"[0.0,0.75,0.0]",0.12517882137297534,-0.1654198487204261,0
164,MedoPiki,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]",0.16690509516396712,-0.22055979829390143,0
165,melina lako��,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]",0.16690509516396712,-0.22055979829390143,0
166,mihaelas,0.4444444444444444,1.0,0.1111111111111111,ordinary,"[0.4444444444444444,1.0,0.1111111111111111]",0.07417497500742998,-0.6610741485492623,2
167,Miho,0.18181818181818182,0.8,0.3636363636363637,ordinary,"[0.18181818181818182,0.8,0.3636363636363637]",0.37783801318695076,-0.48134726005767636,0
168,Milan Kura��,0.0,0.9166666666666666,0.07692307692307693,ordinary,"[0.0,0.9166666666666666,0.07692307692307693]",0.2212323558779874,-0.2323244098170063,0
169,Mirela,0.07692307692307693,0.8333333333333334,0.2307692307692308,ordinary,"[0.07692307692307693,0.8333333333333334,0.2307692307692308]",0.31068718670202405,-0.3429403356892366,0
170,Mirjana Pu��karski,0.0,1.0,0.875,ordinary,"[0.0,1.0,0.875]",0.9430898072434583,-0.5634545631686471,1
171,Mirkomatic,0.3076923076923077,0.9166666666666666,0.2307692307692308,ordinary,"[0.3076923076923077,0.9166666666666666,0.2307692307692308]",0.225270599029351,-0.5674404777849811,0
172,miroc,0.8333333333333334,0.8,0.16666666666666666,ordinary,"[0.8333333333333334,0.8,0.16666666666666666]",-0.0773060759280235,-0.9860839232270302,2
173,Mi��o,0.0,1.0,0.75,ordinary,"[0.0,1.0,0.75]",0.832206276946388,-0.5144695967579691,1
174,MojcaDamijan,0.3076923076923077,1.0,0.6153846153846154,ordinary,"[0.3076923076923077,1.0,0.6153846153846154]",0.580359450181436,-0.7365434345474563,1
175,Nata��a,0.0,1.0,0.7142857142857143,ordinary,"[0.0,1.0,0.7142857142857143]",0.8005252682900823,-0.500473892069204,1
176,Nejc Kodric,0.6153846153846154,1.0,0.15384615384615385,ordinary,"[0.6153846153846154,1.0,0.15384615384615385]",0.0385095441779926,-0.8305027448013242,2
177,Nejc Likar,0.0,1.0,0.25,ordinary,"[0.0,1.0,0.25]",0.38867215575810743,-0.31852973111525734,0
178,nenad,0.0,1.0,0.8571428571428571,ordinary,"[0.0,1.0,0.8571428571428571]",0.9272493029153053,-0.5564567108242645,1
179,NenadS,0.5,1.0,0.25,ordinary,"[0.5,1.0,0.25]",0.173467240284933,-0.7651234087418604,2
180,Neven,0.23076923076923078,0.9166666666666666,0.6923076923076923,ordinary,"[0.23076923076923078,0.9166666666666666,0.6923076923076923]",0.6677951594297907,-0.6796013264356991,1
181,Niko Vukusic,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]",0.7246038192098008,-0.7377664355712706,1
182,niko.mihovilovic,0.08333333333333333,0.9090909090909092,0.4166666666666667,ordinary,"[0.08333333333333333,0.9090909090909092,0.4166666666666667]",0.48547618643922036,-0.4382244085132707,0
183,Nikola Bar��ic,0.0,0.0,0.0,ordinary,"(3,[],[])",0.0,0.0,0
184,Nikoleta,0.3,1.0,0.7,ordinary,"[0.3,1.0,0.7]",0.6587299155436552,-0.7628318167696597,1
185,nikonikokaoja,0.0,0.6666666666666666,0.25,ordinary,"[0.0,0.6666666666666666,0.25]",0.33303712403678504,-0.24500979835062353,0
