,users,intensityNormalized,order,freq,prediction
69,4641102c-f3d3-3878-6d00-1c49a28c,0.14583333333333334,0.7,0.2727272727272727,2
70,4a97a9b2-74fe-c9f3-625f-0176bddf,0.016666666666666663,0.8,0.3333333333333333,2
71,4b21d918-4ac0-0787-3094-37c9432c,0.2222222222222222,0.6,0.2727272727272727,2
72,4bd540f6-e34d-4592-7680-b2735389,0.0,1.0,1.0,1
73,4c4ac589-35f5-76e3-d0a3-fedab6c6,0.027777777777777773,0.7142857142857143,0.5,2
74,4cc576c8-f218-94be-fef3-4b6fd86e,0.0972222222222222,0.8333333333333334,0.3076923076923077,2
75,4d0232bc-202c-ee3a-e58c-e543848c,0.013888888888888895,1.0,0.7142857142857143,1
76,4debb215-7398-77ba-2243-94adbd31,0.16666666666666666,1.0,0.1111111111111111,2
77,4f3771bf-0850-3813-5de9-d0592e66,0.3333333333333333,0.75,0.0,2
78,502b50b6-08fa-b922-9bb6-dbd4d848,0.3333333333333333,1.0,0.0,3
79,53cb26b0-7222-8eb4-ef0d-29e7a801,0.3333333333333333,0.25,0.2,0
80,5409088d-b542-9cac-7fac-9ab00271,0.25,0.7272727272727273,0.25,2
81,5414140f-2888-40b9-e1e2-7984f327,0.25,1.0,0.0,2
82,54e1c86d-b289-f693-e3a3-5d393778,0.016666666666666663,0.8,0.8333333333333334,1
83,554558f4-55fd-07df-ddb3-309239ad,0.027777777777777773,1.0,0.25,2
84,56a4a9a0-7ab4-0a76-0621-b118321b,0.25,1.0,0.0,2
85,57b97824-05f2-21af-72f1-95f7d697,0.13888888888888887,0.5714285714285714,0.125,0
86,5bfa22fd-175f-02d2-c446-36369a81,0.14583333333333334,0.1,0.0,0
87,5d557ed3-ce5e-24e4-a66e-aa966d6c,0.027777777777777773,0.6666666666666666,0.5,2
88,5e97ad83-2b2c-529e-f831-deac0066,0.125,0.5,0.2,0
89,5fad3306-616d-9b57-3411-75efa34d,0.08333333333333333,0.6,0.3333333333333333,2
90,600fadb1-9f64-3bf4-b14c-378c45ae,0.03125,0.9,0.4545454545454545,2
91,6408c27b-ab13-d145-5b44-24f30202,0.25,1.0,0.25,2
92,6613f3e0-2e08-24f1-52ba-bfab8807,0.6666666666666666,0.125,0.1111111111111111,0
93,6809fd15-56b5-3424-e33d-88eb107c,0.3333333333333333,0.25,0.2,0
94,6a9b69a1-5f2e-6aea-63d9-0e9d77c1,0.013888888888888895,1.0,0.8571428571428571,1
95,6c86b1d0-fd95-c414-78d2-9495251b,0.02083333333333333,0.75,0.8,1
96,6e25573c-8b7b-a2e7-a782-480ddb63,0.027777777777777773,0.3333333333333333,0.25,0
97,6f168bc8-c816-a359-ba88-da8c663d,0.25,0.7142857142857143,0.125,2
98,6f359ebe-9f0a-2bae-a27a-c4ec1712,0.08333333333333333,1.0,0.5,2
99,6f99bc0c-a871-5dd6-80cb-22296ada,0.25,1.0,0.0,2
100,70eacff4-a340-e4fd-746a-807b58c3,0.25,1.0,0.16666666666666666,2
101,74105285-3bd1-71b2-bb2b-df56e6f7,0.08333333333333333,1.0,0.25,2
102,74df8aff-e884-bc0d-7710-a23afc0d,0.3333333333333333,0.75,0.0,2
103,7550652e-a184-e590-1205-03d91e86,0.0,1.0,1.0,1
104,755f4b52-e48e-eda7-42c0-2dabd3cf,0.016666666666666663,0.6,0.3333333333333333,2
105,75bece44-7ed0-9de1-f411-854abe3b,0.027777777777777773,0.6666666666666666,0.5,2
106,77d5ac07-0cfc-ac01-e741-58dae777,0.05000000000000001,0.2857142857142857,0.0,0
107,78928b9d-af19-1353-e439-c5b1d36f,0.3333333333333333,0.5,0.2,0
108,78f08216-f3b9-62f6-7676-e8f9b3e2,0.05555555555555556,0.5,0.2,0
109,7b7820c3-5040-cdf4-4448-bacd9426,0.6666666666666666,0.625,0.1111111111111111,3
110,7c6856f2-bacb-4be2-61d0-ba4bf284,0.02083333333333333,0.75,0.8,1
111,7d0acedd-f795-6e39-b508-3eea42ac,0.0,0.8333333333333334,0.7142857142857143,1
112,80e6c3aa-f56c-4679-d623-79d6fd2d,0.0,0.3333333333333333,0.25,0
113,85d4f155-5a13-7eb1-4d96-5c0b6e30,0.4583333333333333,0.9166666666666666,0.07692307692307693,3
114,8a2e2082-7444-5533-6931-1b05fd88,0.20833333333333331,0.8333333333333334,0.14285714285714285,2
115,8a68d73e-17f5-4571-ef15-e1d03878,0.3333333333333333,1.0,0.1,3
116,8a6d88da-00af-01eb-e85b-db817e28,0.13888888888888887,0.5714285714285714,0.25,0
117,8ae29d55-64a1-1cf2-962b-4a35e380,0.125,0.5555555555555556,0.1,0
118,8c7bdf99-8cda-02c4-7ccf-ad45ef8a,0.4583333333333333,0.9166666666666666,0.0,3
119,8cedbb4b-6088-0b3c-fc04-ad8ce093,0.2916666666666667,1.0,0.1111111111111111,2
120,8f38fcd5-8798-9850-2359-5268418e,0.08333333333333333,1.0,0.125,2
121,9187a2a4-6ffb-f4f5-f012-df8a1141,0.0,1.0,0.75,1
122,92d86eda-129e-0d8c-0a73-835acef9,0.25,1.0,0.0,2
123,9627fef7-14c0-4a88-0954-9cf43b68,0.2916666666666667,1.0,0.1111111111111111,2
124,97372a43-0a6d-3145-e63f-0202242e,0.16666666666666666,0.8,0.16666666666666666,2
125,97f93288-c344-0f1f-19c0-14aff5aa,0.02380952380952382,0.75,0.6666666666666666,1
126,98599cc0-703a-b3be-34dc-7bcf7e6a,0.5833333333333334,1.0,0.125,3
127,987749e2-fc0f-96db-2aa7-7df33e6d,0.08333333333333333,0.3333333333333333,0.5,0
128,991dbd0d-8c68-1ed6-f469-0348585f,0.0,1.0,0.8571428571428571,1
129,9946a658-3dc0-f680-6e04-89182b0f,0.16666666666666666,0.8,0.16666666666666666,2
130,999f9f91-e880-70f1-00d3-e8994609,0.05000000000000001,0.8571428571428571,0.375,2
131,99d9bce0-1f7d-da02-6d84-afe0122e,0.20833333333333331,0.6666666666666666,0.14285714285714285,2
132,9c5c43e2-3def-6e8f-844e-4ee72d08,0.05000000000000001,1.0,0.0,2
133,9cc2cc33-730e-86eb-e910-ff1ec6fd,0.25,1.0,0.0,2
134,9dfba79f-46d5-9b68-3a28-dff09283,0.08333333333333333,1.0,0.0,2
135,9e184ea2-45e6-abdb-90a9-fb5b011b,0.11666666666666665,0.5454545454545454,0.16666666666666666,0
136,a070cc15-8fb3-b7eb-834d-d191a652,0.08333333333333333,0.6666666666666666,0.25,2
137,a134cb86-69ed-3ceb-ab8b-42799b5f,0.20833333333333331,0.5,0.14285714285714285,0
138,a1ac05b8-d131-07d0-f419-28c0d19a,0.4583333333333333,0.08333333333333333,0.15384615384615385,0
139,a1b9f7ef-402c-6b05-11c1-33d65f47,0.5833333333333334,1.0,0.0,3
140,a4793f2a-58de-2b33-168f-32424641,0.25,0.6666666666666666,0.0,2
141,a55e8048-fa92-f072-72e3-bbf2ba61,0.0,1.0,1.0,1
142,a7010942-2bf9-c022-3897-796a718f,0.125,0.75,0.2,2
143,a898d118-8b18-a02c-ae58-2a774d5f,0.20833333333333331,0.3333333333333333,0.14285714285714285,0
144,a932ede5-1443-cb58-2838-6a6efc0a,0.0,1.0,1.0,1
145,a96e9db0-5940-66d7-4a98-2379b34d,0.05555555555555556,0.75,0.2,2
146,a98a0de3-d8ed-675c-b2d4-ac776c7b,0.0,1.0,1.0,1
147,a997f5a7-10f2-8566-1c1d-559b423c,0.2777777777777777,1.0,0.15384615384615385,2
148,abcc36e1-adfa-f564-04d4-d632273a,0.04166666666666666,0.8,0.3333333333333333,2
149,abda0840-539e-d7ad-7f3c-e3005350,0.0625,0.6666666666666666,0.5714285714285714,1
150,abe4e05a-6e7f-9b91-6fc2-255d8ca8,0.08333333333333333,0.6666666666666666,0.0,2
151,ad50ec3a-b5fa-441c-dff6-68962309,0.25,0.0,0.25,0
152,af82af91-5c05-62ed-d5f4-ab452057,0.25,1.0,0.125,2
153,b203a259-8fca-f544-f793-7196165c,0.5833333333333334,1.0,0.0,3
154,b341bfef-bd17-e48f-e3c6-71e45a3b,0.5833333333333334,0.42857142857142855,0.125,0
155,b3ed71c3-f69d-be41-8e55-61063ba5,0.25,1.0,0.25,2
156,b4317fab-f533-bf46-11da-30745ab3,0.08333333333333333,1.0,0.0,2
157,b51ab28b-c73d-4a8a-b819-1193d14b,0.047619047619047616,0.9,0.5454545454545454,1
158,bbed801c-180e-99dc-7c6b-4a6ce07e,0.0,1.0,0.75,1
159,bc165eba-99d1-fcf2-3c18-7b8ddbe3,0.16666666666666666,0.125,0.0,0
160,bc59fb83-de20-c8dc-0046-06b5a884,0.4166666666666667,1.0,0.16666666666666666,3
161,bde2c3b9-096f-3106-3105-39e3c690,0.16666666666666666,0.875,0.0,2
162,be7e4626-8ea8-e4e7-bd98-df4d6b7e,0.05555555555555556,0.75,0.4,2
163,be8f96e0-decb-0d0f-f5a0-da9a731a,0.0,1.0,1.0,1
164,bf2d4ca4-7b76-c83f-c25b-69db4d40,0.375,1.0,0.0,3
165,c0a279eb-433f-7d20-4fe4-30c7bf1d,0.5,0.3333333333333333,0.0,0
166,c0e4f1b6-286e-9a62-9b55-08b882ec,0.025000000000000005,1.0,0.2307692307692308,2
167,c0f2c451-9f22-3dc5-b0ab-d6747910,0.75,1.0,0.1,3
168,c1b850ff-362a-890f-0c23-014773bb,0.4166666666666667,1.0,0.16666666666666666,3
169,c24334a0-477a-6656-021d-668ba57f,0.5,1.0,0.0,3
170,c3385c79-a01d-377d-9eac-6cf460e9,0.25,1.0,0.125,2
171,c9f74898-df82-973e-76ca-08186d7c,0.4166666666666667,1.0,0.16666666666666666,3
172,cc1e5f29-a1bd-4a13-5c8d-dbcaa11b,0.16666666666666666,1.0,0.16666666666666666,2
173,ce280b9f-f7cf-eef4-dd34-fdc44bfe,0.08333333333333333,0.6666666666666666,0.25,2
174,ce4913ec-b21e-60b6-d455-4bc5b2b4,0.027777777777777773,0.6666666666666666,0.75,1
175,ceff0481-0e5a-e1d8-5361-b5ba2a52,0.02380952380952382,0.875,0.5555555555555556,1
176,cf23b843-3219-15e7-f878-361bbfeb,0.4166666666666667,0.8,0.16666666666666666,3
177,d0fe3bbe-eeeb-e784-986f-51c01c74,0.0,1.0,1.0,1
178,d2a78c5a-c501-ea53-1bcf-2fedb47d,0.02380952380952382,0.5,0.4444444444444444,0
179,d41a406c-81b7-dca2-962a-a408e155,0.25,1.0,0.25,2
180,d424420a-72ee-7166-ac7e-9b96c0e6,0.05000000000000001,0.7142857142857143,0.125,2
181,d4ca59b9-1058-6388-4cc5-e58c2290,0.0,1.0,0.8333333333333334,1
182,d5d7fee4-5428-bea3-17aa-30fb97f1,0.05555555555555556,0.75,0.0,2
183,d6458839-e410-c16f-44d7-7aad9b6b,0.8333333333333334,1.0,0.09090909090909093,3
184,d80b6775-ae61-8dae-98ce-99412037,0.25,1.0,0.25,2
185,d89aba44-424b-9d5d-5dd4-f1fbabf1,0.8333333333333334,1.0,0.09090909090909093,3
186,d92b593e-555f-9b3b-4007-752ea02c,0.5833333333333334,1.0,0.0,3
187,d964c832-c32d-77ff-672a-1cf12f7e,0.6666666666666666,0.875,0.1111111111111111,3
188,daf25c41-8b84-6414-7646-b7df2abd,0.5833333333333334,1.0,0.125,3
189,db98a0d9-3d4f-4219-b27d-74a44a01,0.0,1.0,1.0,1
190,dd30c478-d26e-3f37-f395-b912bead,0.6666666666666666,1.0,0.0,3
191,de14f7c6-1844-4e1b-bb5c-16ceef86,0.0,1.0,1.0,1
192,dfc849d9-7793-4345-d533-579da01b,0.14583333333333334,1.0,0.2727272727272727,2
193,e091c85e-d8a5-ed63-dfdb-631d4614,0.0,1.0,0.75,1
194,e3485d79-4f92-1fff-4e64-56943e9b,0.125,0.7777777777777778,0.4,2
195,e65e8c36-5f2d-131d-9602-cd643f97,0.25,0.0,0.0,0
196,e74ddfe8-97b1-613e-1495-f884f58c,0.0,1.0,1.0,1
197,e88cc767-fc0d-54d4-243a-4479ebf9,0.20833333333333331,1.0,0.14285714285714285,2
198,e9822752-a8af-cf42-1ddc-d2518ca8,0.16666666666666666,0.75,0.2222222222222222,2
199,e99d6a57-d572-b7f6-34cf-3ac76f24,0.0,1.0,1.0,1
200,eb9864df-c827-4027-9de4-5829eee9,0.14583333333333334,0.4,0.2727272727272727,0
201,eba3b0ea-3aeb-a6e3-8df6-742db8a0,0.20833333333333331,1.0,0.14285714285714285,2
202,ebdd7e01-09f4-dbf1-8a08-602d0001,0.027777777777777773,1.0,0.75,1
203,ed71098a-9600-3bac-4cca-70ce0496,0.0,1.0,1.0,1
204,ed71bd28-a732-78c0-de66-e32f77c8,0.0,1.0,1.0,1
205,edcaf7c0-7593-61d2-f4e9-689b8340,0.16666666666666666,0.6,0.3333333333333333,2
206,ef70bde5-8a4d-68a0-4f26-e5253d2c,0.25,0.6666666666666666,0.25,2
207,f2a9ccb0-9831-6d2a-6254-8f0366c9,0.16666666666666666,1.0,0.16666666666666666,2
208,f4bf52fc-cffa-0f52-f4f9-2eff92fc,0.25,0.0,0.25,0
209,f5196f35-183f-1d55-1883-5fef618e,0.08333333333333333,1.0,0.0,2
210,f6956137-aec3-29d6-ad64-d870e209,0.033333333333333326,1.0,0.42857142857142855,2
211,f6c2c059-c90e-1566-cc25-b0823249,0.75,1.0,0.1,3
212,f6cd37ab-4add-fb6f-20c2-2374f109,0.3333333333333333,1.0,0.0,3
213,f83fd099-8c89-2894-3a91-bb38be88,0.13888888888888887,1.0,0.375,2
214,f8c2bef5-12f7-05a2-39e8-43daff7b,0.04166666666666666,0.4,0.0,0
215,f8f5aa96-ff9b-eb8f-c3dc-06293d3f,0.08333333333333333,0.6666666666666666,0.0,2
216,fcb83a6e-9298-b96c-29e5-c217b27f,0.11111111111111112,0.8333333333333334,0.14285714285714285,2
217,ff3d026c-5e45-1835-2b58-e6308d38,0.25,0.6666666666666666,0.25,2
218,ff549000-a9c8-4964-1ece-6923a32e,0.05555555555555556,1.0,0.6,1
