,user,regularitynbFollowing,nbVideos,regularitynbCatchup,regularitynbIndependant,intensitybinge,intensityregular,orderseq,orderjump,orderoutOfOrder,pcaInput,_1,_2,_3,features,probability,prediction
237,tomba,0.5555555555555556,9.0,0.4444444444444444,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.1111111111111111,"[0.5555555555555556,0.4444444444444444,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.1111111111111111]",-0.3653113959776722,-0.4173747960832369,-0.4173747960832369,"[-0.3653113959776722,-0.4173747960832369,-0.4173747960832369]","[0.953251781278616,1.3690984695663387e-15,0.04674821872138276]",0
238,Tome,0.7142857142857143,7.0,0.2857142857142857,0.0,0.0,1.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,"[0.7142857142857143,0.2857142857142857,0.0,0.0,1.0,0.5714285714285714,0.14285714285714285,0.14285714285714285]",-0.8589702838840736,-0.2427726131583011,-0.2427726131583011,"[-0.8589702838840736,-0.2427726131583011,-0.2427726131583011]","[0.4817842247314185,0.5113104063065705,0.006905368962010968]",1
239,Tomica,1.0,7.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.14285714285714285,0.0,"(8,[0,4,5,6],[1.0,1.0,0.7142857142857143,0.14285714285714285])",-1.0527057094293697,-0.19074685125297802,-0.19074685125297802,"[-1.0527057094293697,-0.19074685125297802,-0.19074685125297802]","[0.07155513600069198,0.9280749872087974,0.00036987679051071943]",1
240,Tomislav Cipcic,0.25,4.0,0.25,0.5,0.0,1.0,0.75,0.0,0.0,"[0.25,0.25,0.5,0.0,1.0,0.75,0.0,0.0]",-0.5485703760556478,0.19452182470738902,0.19452182470738902,"[-0.5485703760556478,0.19452182470738902,0.19452182470738902]","[6.929039821952381e-05,0.5598735760876002,0.4400571335141802]",1
241,TonCa,0.3076923076923077,13.0,0.23076923076923078,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.9230769230769231,0.0,0.0,"[0.3076923076923077,0.23076923076923078,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.9230769230769231,0.0,0.0]",0.04832909557607963,-0.0310225161003026,-0.0310225161003026,"[0.04832909557607963,-0.0310225161003026,-0.0310225161003026]","[0.00022010964880302757,2.5529795846617274e-15,0.9997798903511944]",2
242,toni88,0.25,12.0,0.5,0.25,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.0,0.0,"[0.25,0.5,0.25,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.0,0.0]",0.5243801644542404,-0.4347128184497131,-0.4347128184497131,"[0.5243801644542404,-0.4347128184497131,-0.4347128184497131]","[0.8465599702124135,5.2296824532365596e-15,0.15344002978758137]",0
243,Tpk,0.7142857142857143,7.0,0.14285714285714285,0.14285714285714285,0.0,1.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,"[0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,1.0,0.42857142857142855,0.2857142857142857,0.14285714285714285]",-0.8549298378725624,-0.01860606308935297,-0.01860606308935297,"[-0.8549298378725624,-0.01860606308935297,-0.01860606308935297]","[0.011360820005816086,0.9874336450052998,0.0012055349888843037]",1
244,Trojan,0.8888888888888888,9.0,0.0,0.1111111111111111,0.0,1.0,0.7777777777777778,0.1111111111111111,0.0,"[0.8888888888888888,0.0,0.1111111111111111,0.0,1.0,0.7777777777777778,0.1111111111111111,0.0]",-0.977167673236048,-0.09791823951476492,-0.09791823951476492,"[-0.977167673236048,-0.09791823951476492,-0.09791823951476492]","[0.04376137832973279,0.9557281518474645,0.0005104698228026892]",1
245,Urle,0.07692307692307693,13.0,0.15384615384615385,0.7692307692307693,1.0,0.0,0.9230769230769231,0.0,0.0,"[0.07692307692307693,0.15384615384615385,0.7692307692307693,1.0,0.0,0.9230769230769231,0.0,0.0]",0.7566425456449304,0.15380653451749954,0.15380653451749954,"[0.7566425456449304,0.15380653451749954,0.15380653451749954]","[2.0367952755393887e-14,3.6461771115298215e-15,0.9999999999999759]",2
246,Urosv,0.8333333333333334,12.0,0.16666666666666666,0.0,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0,"[0.8333333333333334,0.16666666666666666,0.0,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0]",-0.6503194580852355,-0.3471435609140212,-0.3471435609140212,"[-0.6503194580852355,-0.3471435609140212,-0.3471435609140212]","[0.9693040806388715,1.8332546350773174e-07,0.03069573603566482]",0
247,vanja123,0.6,5.0,0.4,0.0,0.0,1.0,0.0,0.4,0.4,"[0.6,0.4,0.0,0.0,1.0,0.0,0.4,0.4]",-0.7677247362758157,-0.1254080119186952,-0.1254080119186952,"[-0.7677247362758157,-0.1254080119186952,-0.1254080119186952]","[0.48410900508886656,0.4910275341274156,0.02486346078371783]",1
248,Vedran,0.5454545454545454,11.0,0.09090909090909091,0.36363636363636365,0.0,1.0,0.8181818181818182,0.09090909090909091,0.0,"[0.5454545454545454,0.09090909090909091,0.36363636363636365,0.0,1.0,0.8181818181818182,0.09090909090909091,0.0]",-0.747473379793785,0.1082412667892996,0.1082412667892996,"[-0.747473379793785,0.1082412667892996,0.1082412667892996]","[0.0003828336015616892,0.9960386792142609,0.003578487184177414]",1
249,Vedran_499,0.42857142857142855,7.0,0.14285714285714285,0.42857142857142855,0.0,1.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,"[0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,1.0,0.14285714285714285,0.2857142857142857,0.42857142857142855]",-0.6362144819996357,0.33801196734475936,0.33801196734475936,"[-0.6362144819996357,0.33801196734475936,0.33801196734475936]","[6.485730530613914e-09,0.9935618800802191,0.006438113434050436]",1
250,vedrana,0.5,4.0,0.25,0.25,0.0,1.0,0.0,0.25,0.5,"[0.5,0.25,0.25,0.0,1.0,0.0,0.25,0.5]",-0.6808092938584074,0.16090780811872207,0.16090780811872207,"[-0.6808092938584074,0.16090780811872207,0.16090780811872207]","[6.391074715891373e-05,0.9896404724486815,0.010295616804159587]",1
251,vibord,0.15384615384615385,13.0,0.23076923076923078,0.6153846153846154,0.46153846153846156,0.5384615384615384,0.7692307692307693,0.07692307692307693,0.07692307692307693,"[0.15384615384615385,0.23076923076923078,0.6153846153846154,0.46153846153846156,0.5384615384615384,0.7692307692307693,0.07692307692307693,0.07692307692307693]",0.06701991568587876,0.18401678008961445,0.18401678008961445,"[0.06701991568587876,0.18401678008961445,0.18401678008961445]","[2.279608573717204e-09,1.996019887441345e-15,0.9999999977203895]",2
252,vid,0.2727272727272727,11.0,0.36363636363636365,0.36363636363636365,0.5454545454545454,0.45454545454545453,0.6363636363636364,0.18181818181818182,0.09090909090909091,"[0.2727272727272727,0.36363636363636365,0.36363636363636365,0.5454545454545454,0.45454545454545453,0.6363636363636364,0.18181818181818182,0.09090909090909091]",0.07933606572007312,-0.09217040544305871,-0.09217040544305871,"[0.07933606572007312,-0.09217040544305871,-0.09217040544305871]","[0.0018719679284456127,2.849850591274824e-15,0.9981280320715517]",2
253,Vido,0.5,4.0,0.5,0.0,0.75,0.25,0.25,0.25,0.25,"[0.5,0.5,0.0,0.75,0.25,0.25,0.25,0.25]",0.17675131261616678,-0.45611590711851363,-0.45611590711851363,"[0.17675131261616678,-0.45611590711851363,-0.45611590711851363]","[0.942415123373685,1.0087418972721253e-15,0.05758487662631394]",0
254,Vido Repanšek,0.75,4.0,0.25,0.0,0.0,1.0,0.5,0.25,0.0,"[0.75,0.25,0.0,0.0,1.0,0.5,0.25,0.0]",-0.8933062808479562,-0.22076114443041997,-0.22076114443041997,"[-0.8933062808479562,-0.22076114443041997,-0.22076114443041997]","[0.20183314187782148,0.7956969596811775,0.0024698984410011222]",1
255,Viktor Vic,0.6363636363636364,11.0,0.09090909090909091,0.2727272727272727,0.0,1.0,0.5454545454545454,0.18181818181818182,0.18181818181818182,"[0.6363636363636364,0.09090909090909091,0.2727272727272727,0.0,1.0,0.5454545454545454,0.18181818181818182,0.18181818181818182]",-0.7955602589947884,0.09601798802978435,0.09601798802978435,"[-0.7955602589947884,0.09601798802978435,0.09601798802978435]","[0.0005495295772466913,0.99770502492432,0.0017454454984333096]",1
256,vini,0.1,10.0,0.0,0.9,0.3,0.7,0.5,0.2,0.2,"[0.1,0.0,0.9,0.3,0.7,0.5,0.2,0.2]",-0.06876688768539421,0.6554704867817952,0.6554704867817952,"[-0.06876688768539421,0.6554704867817952,0.6554704867817952]","[1.2632062908387387e-14,1.0108628007445551e-07,0.9999998989137073]",2
257,Vlado,0.8181818181818182,11.0,0.0,0.18181818181818182,0.0,1.0,0.5454545454545454,0.2727272727272727,0.09090909090909091,"[0.8181818181818182,0.0,0.18181818181818182,0.0,1.0,0.5454545454545454,0.2727272727272727,0.09090909090909091]",-0.9244911832336026,0.03705001904078668,0.03705001904078668,"[-0.9244911832336026,0.03705001904078668,0.03705001904078668]","[0.007203275224444003,0.991847070628572,0.0009496541469839553]",1
258,Vlajko,0.15384615384615385,13.0,0.0,0.8461538461538461,0.6153846153846154,0.38461538461538464,0.9230769230769231,0.0,0.0,"[0.15384615384615385,0.0,0.8461538461538461,0.6153846153846154,0.38461538461538464,0.9230769230769231,0.0,0.0]",0.2548091067726769,0.39303618834266923,0.39303618834266923,"[0.2548091067726769,0.39303618834266923,0.39303618834266923]","[1.7832318230313724e-15,1.7735723058757036e-15,0.9999999999999964]",2
259,Vlasta Svetina,0.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9166666666666666,"(8,[2,3,7],[1.0,1.0,0.9166666666666666])",0.8935592377855921,0.6835408536417942,0.6835408536417942,"[0.8935592377855921,0.6835408536417942,0.6835408536417942]","[6.189703846426996e-15,6.189703846426996e-15,0.9999999999999876]",2
260,wavemaker,0.4166666666666667,12.0,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.08333333333333333,0.0,"[0.4166666666666667,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.08333333333333333,0.0]",-0.2789717209734642,-0.29083249106496534,-0.29083249106496534,"[-0.2789717209734642,-0.29083249106496534,-0.29083249106496534]","[0.8674954812436408,1.6463468419478108e-15,0.1325045187563575]",0
261,x,0.0,10.0,0.0,1.0,0.9,0.1,0.8,0.1,0.0,"[0.0,0.0,1.0,0.9,0.1,0.8,0.1,0.0]",0.6961115360850053,0.48919904623279564,0.48919904623279564,"[0.6961115360850053,0.48919904623279564,0.48919904623279564]","[2.4910728965526553e-15,2.491072896547984e-15,0.999999999999995]",2
262,Žanetic,0.07692307692307693,13.0,0.46153846153846156,0.46153846153846156,1.0,0.0,0.9230769230769231,0.0,0.0,"[0.07692307692307693,0.46153846153846156,0.46153846153846156,1.0,0.0,0.9230769230769231,0.0,0.0]",0.7427386518156288,-0.2434232874361732,-0.2434232874361732,"[0.7427386518156288,-0.2434232874361732,-0.2434232874361732]","[0.0014423432719149747,2.15499197001104e-14,0.9985576567280635]",2
263,Zdenko,0.2,5.0,0.4,0.4,0.6,0.4,0.2,0.2,0.4,"[0.2,0.4,0.4,0.6,0.4,0.2,0.2,0.4]",0.22004684420732665,0.027101316207085755,0.027101316207085755,"[0.22004684420732665,0.027101316207085755,0.027101316207085755]","[1.1387088637418836e-06,1.927897727162537e-15,0.9999988612911344]",2
264,Zdenko Škrlj,0.38461538461538464,13.0,0.07692307692307693,0.5384615384615384,0.46153846153846156,0.5384615384615384,0.3076923076923077,0.15384615384615385,0.46153846153846156,"[0.38461538461538464,0.07692307692307693,0.5384615384615384,0.46153846153846156,0.5384615384615384,0.3076923076923077,0.15384615384615385,0.46153846153846156]",-0.05199291819229843,0.2873840940658678,0.2873840940658678,"[-0.05199291819229843,0.2873840940658678,0.2873840940658678]","[4.186879160937919e-11,3.063803873326469e-15,0.999999999958128]",2
265,Zdravko,0.3076923076923077,13.0,0.15384615384615385,0.5384615384615384,0.23076923076923078,0.7692307692307693,0.9230769230769231,0.0,0.0,"[0.3076923076923077,0.15384615384615385,0.5384615384615384,0.23076923076923078,0.7692307692307693,0.9230769230769231,0.0,0.0]",-0.31331434463290053,0.16044752768784176,0.16044752768784176,"[-0.31331434463290053,0.16044752768784176,0.16044752768784176]","[1.0438152165037177e-05,2.027728580810817e-08,0.9999895415705492]",2
266,Živko Joncic,0.07692307692307693,13.0,0.8461538461538461,0.07692307692307693,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.0,0.0,"[0.07692307692307693,0.8461538461538461,0.07692307692307693,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.0,0.0]",0.6340789311124253,-0.7169199178033325,-0.7169199178033325,"[0.6340789311124253,-0.7169199178033325,-0.7169199178033325]","[0.9984549537685884,1.3972620484316701e-15,0.0015450462314102172]",0
267,zvjezdana,0.4,5.0,0.4,0.2,0.6,0.4,0.8,0.0,0.0,"[0.4,0.4,0.2,0.6,0.4,0.8,0.0,0.0]",0.053430161188617986,-0.333867631658868,-0.333867631658868,"[0.053430161188617986,-0.333867631658868,-0.333867631658868]","[0.7462362480024672,2.0084750061161202e-15,0.25376375199753076]",0
268,Zvonimir Matic,0.25,4.0,0.75,0.0,1.0,0.0,0.0,0.0,0.75,"(8,[0,1,3,7],[0.25,0.75,1.0,0.75])",0.6788370426894442,-0.5416205201835584,-0.5416205201835584,"[0.6788370426894442,-0.5416205201835584,-0.5416205201835584]","[0.9829320634743083,3.0825918381192636e-15,0.017067936525688693]",0
269,003136ec-fd3a-908e-de7e-45301e3b,0.4,5.0,0.6,0.0,0.8,0.2,0.2,0.0,0.6,"[0.4,0.6,0.0,0.8,0.2,0.2,0.0,0.6]",0.33241077052444185,-0.4848650761172724,-0.4848650761172724,"[0.33241077052444185,-0.4848650761172724,-0.4848650761172724]","[0.9563369505249598,1.2306719548210759e-15,0.04366304947503888]",0
270,0064c3fd-7e6e-425c-f754-34b889c8,0.0,6.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.16666666666666666,0.0,"(8,[2,3,5,6],[1.0,1.0,0.6666666666666666,0.16666666666666666])",0.8150500295894471,0.4905578810483213,0.4905578810483213,"[0.8150500295894471,0.4905578810483213,0.4905578810483213]","[3.407192734919512e-15,3.407192734919406e-15,0.9999999999999932]",2
271,037820a7-a143-422c-3ebd-3553d373,0.14285714285714285,7.0,0.8571428571428571,0.0,1.0,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,"[0.14285714285714285,0.8571428571428571,0.0,1.0,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855]",0.7151386616220117,-0.6463525489430576,-0.6463525489430576,"[0.7151386616220117,-0.6463525489430576,-0.6463525489430576]","[0.9976193301664618,1.5713718609771024e-15,0.002380669833536768]",0
272,04745589-295d-158e-c6c0-ef24f730,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.75])",-1.0480381196835582,-0.2099667470869155,-0.2099667470869155,"[-1.0480381196835582,-0.2099667470869155,-0.2099667470869155]","[0.06053132784859846,0.9391331482475778,0.0003355239038238895]",1
273,04a7d779-f053-b1a3-386e-82d69979,0.0,7.0,0.0,1.0,1.0,0.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,"[0.0,0.0,1.0,1.0,0.0,0.42857142857142855,0.2857142857142857,0.14285714285714285]",0.8246061666438855,0.558901087159469,0.558901087159469,"[0.8246061666438855,0.558901087159469,0.558901087159469]","[3.825534659747679e-15,3.825534659747679e-15,0.9999999999999923]",2
274,068616a9-816f-e8e4-d737-6ddba1df,0.0,4.0,0.0,1.0,1.0,0.0,0.5,0.0,0.25,"(8,[2,3,5,7],[1.0,1.0,0.5,0.25])",0.8407405684849636,0.5297834197004858,0.5297834197004858,"[0.8407405684849636,0.5297834197004858,0.5297834197004858]","[3.855854512156549e-15,3.855854512156548e-15,0.9999999999999923]",2
275,06f2e041-7a2d-a0ab-5f48-fd01f0a2,0.09090909090909091,11.0,0.9090909090909091,0.0,1.0,0.0,0.9090909090909091,0.0,0.0,"(8,[0,1,3,5],[0.09090909090909091,0.9090909090909091,1.0,0.9090909090909091])",0.713284110450711,-0.8320952549181779,-0.8320952549181779,"[0.713284110450711,-0.8320952549181779,-0.8320952549181779]","[0.9994111625787393,3.561653006969768e-15,0.000588837421257119]",0
276,0781bbba-c179-f93c-1116-8d684911,0.0,5.0,0.0,1.0,0.8,0.2,0.2,0.4,0.2,"[0.0,0.0,1.0,0.8,0.2,0.2,0.4,0.2]",0.5913756866454547,0.677455728011687,0.677455728011687,"[0.5913756866454547,0.677455728011687,0.677455728011687]","[3.4530608723991603e-15,3.4530608723991603e-15,0.9999999999999931]",2
277,08ee9ac0-7656-2b25-ce41-b44d758e,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.25,0.0,"(8,[0,4,5,6],[1.0,1.0,0.5,0.25])",-1.0522642528997215,-0.14042451480361542,-0.14042451480361542,"[-1.0522642528997215,-0.14042451480361542,-0.14042451480361542]","[0.09920519462901076,0.900272826548306,0.0005219788226833657]",1
278,0a84077c-d3fa-56fc-803c-a863ca7e,0.0,4.0,0.0,1.0,1.0,0.0,0.25,0.25,0.25,"[0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.25]",0.8365144352688005,0.599325651983786,0.599325651983786,"[0.8365144352688005,0.599325651983786,0.599325651983786]","[4.264519054805116e-15,4.264519054805116e-15,0.9999999999999915]",2
279,0c9621b0-ff94-77e8-727f-5420882d,1.0,6.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.8333333333333334])",-1.049790185834228,-0.22592559800865306,-0.22592559800865306,"[-1.049790185834228,-0.22592559800865306,-0.22592559800865306]","[0.054576821968384544,0.9451049798467804,0.0003181981848350372]",1
280,0e59235e-e51a-a5cd-e0ba-0fffe847,0.09090909090909091,11.0,0.9090909090909091,0.0,1.0,0.0,0.8181818181818182,0.09090909090909091,0.0,"[0.09090909090909091,0.9090909090909091,0.0,1.0,0.0,0.8181818181818182,0.09090909090909091,0.0]",0.7117473347357426,-0.8068071704515234,-0.8068071704515234,"[0.7117473347357426,-0.8068071704515234,-0.8068071704515234]","[0.999384300421596,2.6634843776084952e-15,0.0006156995784014238]",0
281,101c246c-3f77-d919-ca38-8d19141e,0.0,4.0,0.0,1.0,1.0,0.0,0.75,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.75])",0.8196195178842255,0.4601552437811921,0.4601552437811921,"[0.8196195178842255,0.4601552437811921,0.4601552437811921]","[3.3796737596918387e-15,3.379673759689552e-15,0.9999999999999932]",2
282,10355f7a-f86a-830c-cbf1-fb3c40b6,0.0,4.0,0.0,1.0,0.75,0.25,0.25,0.25,0.25,"[0.0,0.0,1.0,0.75,0.25,0.25,0.25,0.25]",0.5398549116649274,0.6742077549773138,0.6742077549773138,"[0.5398549116649274,0.6742077549773138,0.6742077549773138]","[3.3416995731902453e-15,3.3416995731902453e-15,0.9999999999999933]",2
283,135b42ab-ac52-d14a-c37c-6ffeca28,0.0,8.0,0.0,1.0,1.0,0.0,0.875,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.875])",0.8169914186582209,0.43621696739858584,0.43621696739858584,"[0.8169914186582209,0.43621696739858584,0.43621696739858584]","[3.3147190390788078e-15,3.3147190390494322e-15,0.9999999999999933]",2
284,1459b8fd-ecab-4e30-1fc9-3d649648,0.14285714285714285,7.0,0.8571428571428571,0.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,"[0.14285714285714285,0.8571428571428571,0.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714]",0.727207833393862,-0.6065650198463183,-0.6065650198463183,"[0.727207833393862,-0.6065650198463183,-0.6065650198463183]","[0.9955326743219456,2.0653877945055493e-15,0.004467325678052356]",0
285,1496b095-5b5f-4c47-5066-49bcf5d6,0.25,4.0,0.75,0.0,1.0,0.0,0.25,0.5,0.0,"[0.25,0.75,0.0,1.0,0.0,0.25,0.5,0.0]",0.607021624454904,-0.6114205833748394,-0.6114205833748394,"[0.607021624454904,-0.6114205833748394,-0.6114205833748394]","[0.9947318903691664,1.3087717728788075e-15,0.005268109630832274]",0
286,14a5fec5-bb5b-cac7-e40e-9a363e5c,0.25,4.0,0.5,0.25,0.75,0.25,0.25,0.25,0.25,"[0.25,0.5,0.25,0.75,0.25,0.25,0.25,0.25]",0.34700619840423946,-0.21370330640795906,-0.21370330640795906,"[0.34700619840423946,-0.21370330640795906,-0.21370330640795906]","[0.013330544071825564,4.8778721128318364e-15,0.9866694559281696]",2
287,16ba8f74-d9b7-c724-98c5-f31f43be,0.8333333333333334,6.0,0.16666666666666666,0.0,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666,"[0.8333333333333334,0.16666666666666666,0.0,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666]",-0.9325549262100012,-0.18670307895812688,-0.18670307895812688,"[-0.9325549262100012,-0.18670307895812688,-0.18670307895812688]","[0.07981736744464821,0.9193574157475147,0.0008252168078370835]",1
288,17b4a5d5-5e2a-5bc2-a4e6-25e3d1d4,0.125,8.0,0.875,0.0,1.0,0.0,0.75,0.0,0.125,"[0.125,0.875,0.0,1.0,0.0,0.75,0.0,0.125]",0.7028853029874769,-0.7797975511778015,-0.7797975511778015,"[0.7028853029874769,-0.7797975511778015,-0.7797975511778015]","[0.9992842802814109,2.0816488682953584e-15,0.0007157197185869109]",0
289,195b9f52-3731-37a7-2c74-19d11cb6,0.0,7.0,0.0,1.0,1.0,0.0,0.5714285714285714,0.2857142857142857,0.0,"(8,[2,3,5,6],[1.0,1.0,0.5714285714285714,0.2857142857142857])",0.8125369948720353,0.5191135580627297,0.5191135580627297,"[0.8125369948720353,0.5191135580627297,0.5191135580627297]","[3.4865412492640648e-15,3.4865412492640593e-15,0.999999999999993]",2
290,196bc15c-4aac-31e9-7c5d-3599ce10,0.2,5.0,0.0,0.8,0.8,0.2,0.0,0.0,0.8,"[0.2,0.0,0.8,0.8,0.2,0.0,0.0,0.8]",0.5126241126026286,0.5393656979962683,0.5393656979962683,"[0.5126241126026286,0.5393656979962683,0.5393656979962683]","[2.168883060698272e-15,2.168883060690244e-15,0.9999999999999957]",2
291,1acb1c12-47e9-e408-eaf9-8167947a,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.25,0.0,"(8,[0,4,5,6],[1.0,1.0,0.5,0.25])",-1.0522642528997215,-0.14042451480361542,-0.14042451480361542,"[-1.0522642528997215,-0.14042451480361542,-0.14042451480361542]","[0.09920519462901076,0.900272826548306,0.0005219788226833657]",1
292,1b1cd7ac-2f24-1493-5d7e-d7873af1,0.75,4.0,0.0,0.25,0.0,1.0,0.5,0.25,0.0,"[0.75,0.0,0.25,0.0,1.0,0.5,0.25,0.0]",-0.8820093671116486,0.10198808590693913,0.10198808590693913,"[-0.8820093671116486,0.10198808590693913,0.10198808590693913]","[0.0011563662502899808,0.99762777808838,0.001215855661330044]",1
293,1beb31a1-0aea-018e-a7e1-82085ffa,0.0,4.0,0.0,1.0,1.0,0.0,0.25,0.5,0.0,"(8,[2,3,5,6],[1.0,1.0,0.25,0.5])",0.8111672514518995,0.5992397083477924,0.5992397083477924,"[0.8111672514518995,0.5992397083477924,0.5992397083477924]","[3.969294750259476e-15,3.969294750259476e-15,0.999999999999992]",2
294,1c09a110-d9c3-2442-9f5d-aee802c0,0.25,4.0,0.75,0.0,1.0,0.0,0.5,0.0,0.25,"[0.25,0.75,0.0,1.0,0.0,0.5,0.0,0.25]",0.6365949414879681,-0.6808768720221459,-0.6808768720221459,"[0.6365949414879681,-0.6808768720221459,-0.6808768720221459]","[0.9979338144070012,1.2616231871136418e-15,0.0020661855929975095]",0
295,1cb07e56-7b73-0087-0a17-3e9c1f88,0.5,8.0,0.5,0.0,0.5,0.5,0.5,0.25,0.125,"[0.5,0.5,0.0,0.5,0.5,0.5,0.25,0.125]",-0.1330968355140802,-0.43998616846723915,-0.43998616846723915,"[-0.1330968355140802,-0.43998616846723915,-0.43998616846723915]","[0.9488506279165208,9.032780501708534e-16,0.05114937208347837]",0
296,1d3ed189-1162-0dd0-bcb2-fda83a50,0.8333333333333334,6.0,0.0,0.16666666666666666,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666,"[0.8333333333333334,0.0,0.16666666666666666,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666]",-0.9250236503857963,0.028463074600112527,0.028463074600112527,"[-0.9250236503857963,0.028463074600112527,0.028463074600112527]","[0.008120129062070654,0.9909808256664941,0.0008990452714353362]",1
297,1d66d118-9cc1-c6cd-c61c-02ca2ddc,0.4,5.0,0.6,0.0,0.6,0.4,0.4,0.2,0.2,"[0.4,0.6,0.0,0.6,0.4,0.4,0.2,0.2]",0.05790856410723194,-0.4807306893666802,-0.4807306893666802,"[0.05790856410723194,-0.4807306893666802,-0.4807306893666802]","[0.9584643468804583,8.152855485140772e-16,0.04153565311954088]",0
298,1d90b45b-4d8d-42a1-43cd-38e1a241,0.8,5.0,0.0,0.2,0.0,1.0,0.4,0.2,0.2,"[0.8,0.0,0.2,0.0,1.0,0.4,0.2,0.2]",-0.8993695168358419,0.0857243494905607,0.0857243494905607,"[-0.8993695168358419,0.0857243494905607,0.0857243494905607]","[0.0021743251321031227,0.9966459290482381,0.001179745819658815]",1
299,1e81aa64-c3c9-ee4f-ce3c-c4248be0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8,"(8,[2,3,7],[1.0,1.0,0.8])",0.8861556401161854,0.6733900961698897,0.6733900961698897,"[0.8861556401161854,0.6733900961698897,0.6733900961698897]","[5.885962311385138e-15,5.885962311385138e-15,0.9999999999999882]",2
300,1f7f3fd7-7087-1461-cf43-9add2172,0.75,4.0,0.25,0.0,0.0,1.0,0.25,0.25,0.25,"[0.75,0.25,0.0,0.0,1.0,0.25,0.25,0.25]",-0.8721852302472182,-0.1511329685111262,-0.1511329685111262,"[-0.8721852302472182,-0.1511329685111262,-0.1511329685111262]","[0.1159299347408369,0.8819782514853933,0.0020918137737696435]",1
301,1f96865d-62d4-b049-1788-cfccf324,1.0,4.0,0.0,0.0,0.0,1.0,0.25,0.5,0.0,"(8,[0,4,5,6],[1.0,1.0,0.25,0.5])",-1.0564903861158843,-0.07088228252031531,-0.07088228252031531,"[-1.0564903861158843,-0.07088228252031531,-0.07088228252031531]","[0.1604506731169375,0.8384001592164955,0.0011491676665670366]",1
302,20e2fc85-7d0f-8a2c-b651-4b811a97,0.3333333333333333,6.0,0.16666666666666666,0.5,0.5,0.5,0.3333333333333333,0.0,0.5,"[0.3333333333333333,0.16666666666666666,0.5,0.5,0.5,0.3333333333333333,0.0,0.5]",0.0322527155189833,0.19483399617945196,0.19483399617945196,"[0.0322527155189833,0.19483399617945196,0.19483399617945196]","[2.357289060829043e-09,2.167071334426566e-15,0.9999999976427089]",2
303,23e6f6c8-2cd0-ac1c-e8a1-f2338caa,0.08333333333333333,12.0,0.9166666666666666,0.0,1.0,0.0,0.75,0.08333333333333333,0.08333333333333333,"[0.08333333333333333,0.9166666666666666,0.0,1.0,0.0,0.75,0.08333333333333333,0.08333333333333333]",0.7235733790819255,-0.78959036680192,-0.78959036680192,"[0.7235733790819255,-0.78959036680192,-0.78959036680192]","[0.9994056836180677,2.237534900639507e-15,0.00059431638193002]",0
304,258d2e1f-e3e8-2612-8285-895fb96d,0.75,4.0,0.25,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,1,4,5],[0.75,0.25,1.0,0.75])",-0.8890801476317932,-0.2903033767137201,-0.2903033767137201,"[-0.8890801476317932,-0.2903033767137201,-0.2903033767137201]","[0.42077855156907185,0.5732128506320542,0.006008597798873917]",1
